file,line,function,primitive_calls,calls,self_seconds,inclusive_seconds_not_additive
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,56,__init__,10428,10428,0.11572080000000001,0.39050964400000004
~,0,<method 'clone' of 'torch._C.TensorBase' objects>,55587,55587,0.109525206,0.109525206
~,0,<built-in method torch.stack>,16069,16069,0.100370424,0.100370424
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,483,_power_interval_bounds,1548,1548,0.09668412500000001,0.439973184
~,0,<built-in method torch.min>,13077,13077,0.095969655,0.095969655
~,0,<built-in method torch.max>,14678,14678,0.092561502,0.092561502
~,0,<method 'pow' of 'torch._C.TensorBase' objects>,31285,31285,0.08734699600000001,0.08734699600000001
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,1127,validate_dense_subdivision_cover,516,516,0.079990592,0.177220243
~,0,<built-in method torch.any>,32547,32547,0.077841588,0.077841588
~,0,<built-in method torch.full_like>,25771,25771,0.06651515100000001,0.06651515100000001
~,0,<built-in method torch.nextafter>,25758,25758,0.060639752000000005,0.060639752000000005
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,516,_monomial_interval_bounds_for_exponents,516,516,0.045538683,0.592265063
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,393,_interval_mul,2017,2017,0.04277144,0.12352157500000001
~,0,<built-in method torch.all>,13480,13480,0.041650927000000004,0.041650927000000004
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,152,__mul__,3180,3180,0.040749409,0.265673263
~,0,<built-in method torch.isnan>,20856,20856,0.040140821,0.040140821
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,542,_range_for_terms,516,516,0.039119265,0.655956451
~,0,<method 'index_select' of 'torch._C.TensorBase' objects>,4702,4702,0.036137879000000005,0.036137879000000005
~,0,<method 'reshape' of 'torch._C.TensorBase' objects>,23021,23021,0.035773192,0.035773192
~,0,<built-in method torch.where>,9824,9824,0.034747619,0.034747619
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,15,_as_tensor,20858,20858,0.034692100000000003,0.12253232000000001
~,0,<built-in method torch.abs>,12855,12855,0.033320443000000005,0.033320443000000005
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,175,pow_int,2763,2763,0.032130784,0.17834333900000002
~,0,<built-in method torch.isfinite>,3317,3317,0.027463022,0.027463022
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,242,__post_init__,1572,1572,0.024711694000000003,0.051648233
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,1012,_subdivision_influence_scores,108,108,0.024570044000000003,0.047311923000000006
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/polynomial.py,127,_is_zero_tensor,3076,3076,0.019858303,0.027211461000000003
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,135,__add__,2315,2315,0.016931764000000002,0.127546395
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/polynomial.py,316,evaluate_interval,124,124,0.015690528000000002,0.5801702550000001
~,0,<built-in method torch.zeros_like>,7140,7140,0.014849418000000001,0.014849418000000001
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,1038,_split_leaf_pair,324,324,0.013582985,0.015092188000000001
~,0,<built-in method torch.allclose>,504,504,0.011712245000000001,0.011712245000000001
~,0,<method 'unbind' of 'torch._C.TensorBase' objects>,4240,4240,0.011628911,0.011628911
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/polynomial.py,142,__init__,162,162,0.011505943000000001,0.054490782
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,1317,_range_for_terms_with_policy,408,408,0.01117313,0.962622054
~,0,<built-in method torch.maximum>,3471,3471,0.010092111,0.010092111
~,0,<method 'detach' of 'torch._C.TensorBase' objects>,4586,4586,0.009051866,0.009051866
~,0,<built-in method torch.is_floating_point>,22529,22529,0.008908597,0.008908597
~,0,<built-in method torch.minimum>,2860,2860,0.008812654000000001,0.008812654000000001
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,36,_down,7475,7475,0.008407005,0.048996317000000005
~,0,<method 'sum' of 'torch._C.TensorBase' objects>,1656,1656,0.008282087,0.008282087
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,2278,__post_init__,540,540,0.008034734,0.015335392000000002
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,40,_up,7727,7727,0.007914427,0.040590666000000004
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,367,_down,5124,5124,0.007755718000000001,0.041620671000000005
~,0,<built-in method torch.tensor>,840,840,0.007116096000000001,0.007116096000000001
~,0,<built-in method torch.as_tensor>,1613,1613,0.0070408530000000006,0.0070408530000000006
