step,time,endpoint_max_abs,endpoint_max_rel,endpoint_max_ulp,tube_max_abs,tube_max_rel,tube_max_ulp
492,4.92,1.7763568394002505e-15,1.1938907608537053e-15,8,1.7763568394002505e-15,1.2017237491315245e-15,8
493,4.93,1.9984014443252818e-15,1.4637629814410986e-15,10,1.9984014443252818e-15,1.4637629814410986e-15,10
494,4.94,1.9984014443252818e-15,1.3257651945291255e-15,9,1.9984014443252818e-15,1.3344572607178099e-15,9
495,4.95,1.9984014443252818e-15,1.3171699055862257e-15,9,1.7763568394002505e-15,1.3258064568980524e-15,9
496,4.96,1.9984014443252818e-15,1.3086278992570491e-15,9,1.9984014443252818e-15,1.3172117398085141e-15,9
497,4.97,1.7763568394002505e-15,1.3001364637421665e-15,9,1.7763568394002505e-15,1.3086702560478469e-15,9
498,4.98,1.9984014443252818e-15,1.3279131967149473e-15,9,1.9984014443252818e-15,1.3279131967149473e-15,9
499,4.99,2.220446049250313e-15,1.4832082359810144e-15,10,2.220446049250313e-15,1.4832082359810144e-15,10
500,5.0,1.9984014443252818e-15,1.4166011071661294e-15,10,1.9984014443252818e-15,1.4259325707216352e-15,10
501,5.01,2.220446049250313e-15,1.4991110550518515e-15,10,2.220446049250313e-15,1.4991110550518515e-15,10
502,5.0200000000000005,2.220446049250313e-15,1.5379877863529682e-15,11,2.220446049250313e-15,1.5481554834220882e-15,11
503,5.03,2.220446049250313e-15,1.644912766092355e-15,12,2.220446049250313e-15,1.644912766092355e-15,12
504,5.04,2.220446049250313e-15,1.5240298792665464e-15,11,2.220446049250313e-15,1.5279762969086203e-15,11
505,5.05,2.220446049250313e-15,1.532635190763353e-15,11,2.220446049250313e-15,1.532635190763353e-15,11
506,5.0600000000000005,2.220446049250313e-15,1.6341470976778101e-15,12,2.220446049250313e-15,1.645057858799486e-15,12
507,5.07,2.220446049250313e-15,1.6233389128326962e-15,12,2.220446049250313e-15,1.63420990744873e-15,12
508,5.08,2.4424906541753444e-15,1.723489410430118e-15,13,2.4424906541753444e-15,1.723489410430118e-15,13
509,5.09,2.220446049250313e-15,1.735321914474809e-15,13,2.220446049250313e-15,1.747019019342354e-15,13
510,5.1000000000000005,2.220446049250313e-15,1.856326273214206e-15,14,2.220446049250313e-15,1.86888336200002e-15,14
511,5.11,2.220446049250313e-15,1.843882752107061e-15,14,2.220446049250313e-15,1.856402013473177e-15,14
512,5.12,2.220446049250313e-15,1.83147578923446e-15,14,2.220446049250313e-15,1.843959080044018e-15,14
513,5.13,2.220446049250313e-15,1.9490396611017408e-15,15,2.220446049250313e-15,1.831552756863235e-15,14
514,5.14,2.220446049250313e-15,2.036295404095215e-15,16,2.220446049250313e-15,2.036295404095215e-15,16
515,5.15,2.220446049250313e-15,2.050808308065383e-15,16,2.220446049250313e-15,1.9359029616857828e-15,15
516,5.16,2.4424906541753444e-15,1.9094785195046698e-15,15,2.4424906541753444e-15,1.9227170311696555e-15,15
517,5.17,2.220446049250313e-15,1.994315314599912e-15,16,2.220446049250313e-15,1.994315314599912e-15,16
518,5.18,2.220446049250313e-15,1.9803829513019596e-15,16,2.220446049250313e-15,1.9803829513019596e-15,16
519,5.19,2.220446049250313e-15,1.870194820998588e-15,15,2.220446049250313e-15,1.883346798935939e-15,15
520,5.2,2.220446049250313e-15,1.9809660290184707e-15,16,2.220446049250313e-15,1.9526021548113497e-15,16
521,5.21,2.220446049250313e-15,1.8441422213607508e-15,15,2.220446049250313e-15,1.857242665249098e-15,15
522,5.22,2.220446049250313e-15,1.924926077971204e-15,16,2.220446049250313e-15,1.924926077971204e-15,16
523,5.23,2.220446049250313e-15,1.9394010480894563e-15,16,2.220446049250313e-15,1.95332431258534e-15,16
524,5.24,2.4424906541753444e-15,2.2530997268069497e-15,19,2.4424906541753444e-15,2.2530997268069497e-15,19
525,5.25,2.4424906541753444e-15,2.0313031039687363e-15,17,2.4424906541753444e-15,2.0460468791378827e-15,17
526,5.26,2.6645352591003757e-15,2.2204576186433543e-15,19,2.4424906541753444e-15,2.2204576186433543e-15,19
527,5.2700000000000005,2.4424906541753444e-15,2.119859046694565e-15,18,2.4424906541753444e-15,2.1354210326840776e-15,18
528,5.28,2.4424906541753444e-15,2.1044291620464278e-15,18,2.4424906541753444e-15,2.1199677365514098e-15,18
529,5.29,2.4424906541753444e-15,2.089022604485212e-15,18,2.4424906541753444e-15,2.1045384106015324e-15,18
530,5.3,2.6645352591003757e-15,2.1754333376533038e-15,18,2.6645352591003757e-15,2.1754333376533038e-15,18
531,5.3100000000000005,2.4424906541753444e-15,2.1392878255622252e-15,19,2.4424906541753444e-15,2.1392878255622252e-15,19
532,5.32,2.6645352591003757e-15,2.211033555272696e-15,19,2.6645352591003757e-15,2.211033555272696e-15,19
533,5.33,2.6645352591003757e-15,2.229484730957864e-15,18,2.6645352591003757e-15,2.229484730957864e-15,18
534,5.34,2.6645352591003757e-15,2.421002828436104e-15,19,2.6645352591003757e-15,2.421002828436104e-15,18
535,5.3500000000000005,2.4424906541753444e-15,2.2189398871226903e-15,11,2.4424906541753444e-15,2.1839690902127665e-15,19
536,5.36,2.6645352591003757e-15,2.2876447296602823e-15,12,2.6645352591003757e-15,2.2876447296602823e-15,12
537,5.37,2.6645352591003757e-15,2.365170319496031e-15,12,2.4424906541753444e-15,2.365170319496031e-15,11
538,5.38,2.4424906541753444e-15,2.3466115948814865e-15,11,2.4424906541753444e-15,2.3466115948814865e-15,11
539,5.39,2.4424906541753444e-15,2.3664038430328188e-15,11,2.4424906541753444e-15,2.3851129219660765e-15,11
540,5.4,2.6645352591003757e-15,2.519534454551965e-15,12,2.6645352591003757e-15,2.519534454551965e-15,12
541,5.41,2.6645352591003757e-15,2.3950990277040396e-15,12,2.6645352591003757e-15,2.3950990277040396e-15,12
542,5.42,2.6645352591003757e-15,2.4792462584463003e-15,12,2.6645352591003757e-15,2.4792462584463003e-15,12
543,5.43,2.886579864025407e-15,2.645811942804301e-15,13,2.886579864025407e-15,2.645811942804301e-15,13
544,5.44,3.3306690738754696e-15,3.0836103536419384e-15,15,3.3306690738754696e-15,3.0836103536419384e-15,15
545,5.45,3.1086244689504383e-15,2.90756501317226e-15,14,3.1086244689504383e-15,2.90756501317226e-15,14
546,5.46,3.1086244689504383e-15,2.9379590142836136e-15,14,3.1086244689504383e-15,2.9379590142836136e-15,14
547,5.47,3.1086244689504383e-15,2.9692575997525364e-15,14,3.1086244689504383e-15,2.9692575997525364e-15,14
548,5.48,3.1086244689504383e-15,3.0015024476971812e-15,14,3.1086244689504383e-15,3.0015024476971812e-15,14
549,5.49,3.1086244689504383e-15,3.034737834703954e-15,14,3.1086244689504383e-15,3.034737834703954e-15,14
550,5.5,3.1086244689504383e-15,3.069010840295131e-15,14,3.1086244689504383e-15,3.069010840295131e-15,14
551,5.51,3.552713678800501e-15,3.5478532239396314e-15,22,3.552713678800501e-15,3.5478532239396314e-15,22
552,5.5200000000000005,3.4416913763379853e-15,3.477395557106235e-15,31,3.4416913763379853e-15,3.477395557106235e-15,31
553,5.53,3.4416913763379853e-15,3.5191346917890797e-15,31,3.4416913763379853e-15,3.5191346917890797e-15,31
554,5.54,3.4416913763379853e-15,3.562267565564796e-15,31,3.4416913763379853e-15,3.562267565564796e-15,31
555,5.55,3.552713678800501e-15,3.72321661117555e-15,32,3.552713678800501e-15,3.72321661117555e-15,32
556,5.5600000000000005,3.4416913763379853e-15,3.653007189422409e-15,31,3.4416913763379853e-15,3.653007189422409e-15,31
557,5.57,3.4416913763379853e-15,3.700773237097382e-15,31,3.4416913763379853e-15,3.700773237097382e-15,31
558,5.58,3.4416913763379853e-15,3.750252567417596e-15,31,3.4416913763379853e-15,3.750252567417596e-15,31
559,5.59,3.3306690738754696e-15,3.678909687981332e-15,30,3.3306690738754696e-15,3.678909687981332e-15,30
560,5.6000000000000005,3.3306690738754696e-15,3.730391131674242e-15,30,3.3306690738754696e-15,3.730391131674242e-15,30
561,5.61,3.4416913763379853e-15,3.909954768025219e-15,31,3.4416913763379853e-15,3.909954768025219e-15,31
562,5.62,3.552713678800501e-15,4.095287796678171e-15,32,3.552713678800501e-15,4.095287796678171e-15,32
563,5.63,3.4416913763379853e-15,4.026930978981023e-15,31,3.4416913763379853e-15,4.026930978981023e-15,31
564,5.64,3.552713678800501e-15,4.220857285543098e-15,32,3.552713678800501e-15,4.220857285543098e-15,32
565,5.65,3.6637359812630166e-15,4.421502802883157e-15,33,3.6637359812630166e-15,4.421502802883157e-15,33
566,5.66,3.552713678800501e-15,4.356980866915593e-15,32,3.552713678800501e-15,4.356980866915593e-15,32
567,5.67,3.552713678800501e-15,4.42942779315749e-15,32,3.552713678800501e-15,4.42942779315749e-15,32
568,5.68,3.552713678800501e-15,4.505056117574072e-15,32,3.552713678800501e-15,4.505056117574072e-15,32
569,5.69,3.885780586188048e-15,5.013838649648073e-15,35,3.885780586188048e-15,5.013838649648073e-15,35
570,5.7,3.774758283725532e-15,4.958408678010924e-15,34,3.774758283725532e-15,4.958408678010924e-15,34
571,5.71,3.9968028886505635e-15,5.347443128958199e-15,36,3.9968028886505635e-15,5.347443128958199e-15,36
572,5.72,3.885780586188048e-15,5.298123340472512e-15,35,3.885780586188048e-15,5.298123340472512e-15,35
573,5.73,3.885780586188048e-15,5.402243765697864e-15,35,3.885780586188048e-15,5.402243765697864e-15,35
574,5.74,3.885780586188048e-15,5.51163719045311e-15,35,3.885780586188048e-15,5.51163719045311e-15,35
575,5.75,3.9968028886505635e-15,5.6267151454403454e-15,36,3.885780586188048e-15,5.6267151454403454e-15,35
576,5.76,3.9968028886505635e-15,5.912159608782949e-15,36,3.9968028886505635e-15,5.912159608782949e-15,36
577,5.7700000000000005,4.218847493575595e-15,6.37943533219459e-15,38,4.218847493575595e-15,6.37943533219459e-15,38
578,5.78,4.218847493575595e-15,6.52608223893867e-15,38,4.218847493575595e-15,6.52608223893867e-15,38
579,5.79,4.218847493575595e-15,6.5054121739977165e-15,38,4.107825191113079e-15,6.5054121739977165e-15,37
580,5.8,4.440892098500626e-15,7.205949937666728e-15,40,4.440892098500626e-15,7.205949937666728e-15,40
581,5.8100000000000005,4.440892098500626e-15,7.389675790879604e-15,40,4.440892098500626e-15,7.389675790879604e-15,40
582,5.82,4.3298697960381105e-15,7.39544245584162e-15,39,4.3298697960381105e-15,7.39544245584162e-15,39
583,5.83,4.551914400963142e-15,7.988107974302909e-15,41,4.551914400963142e-15,7.988107974302909e-15,41
584,5.84,4.440892098500626e-15,8.015597061838175e-15,40,4.440892098500626e-15,8.015597061838175e-15,40
585,5.8500000000000005,4.6629367034256575e-15,8.047176539371923e-15,39,4.6629367034256575e-15,8.047176539371923e-15,39
586,5.86,4.6629367034256575e-15,8.72144291224107e-15,41,4.6629367034256575e-15,8.72144291224107e-15,41
587,5.87,4.773959005888173e-15,9.441918090478934e-15,62,4.773959005888173e-15,9.441918090478934e-15,62
588,5.88,4.884981308350689e-15,9.533091264281644e-15,84,4.884981308350689e-15,9.533091264281644e-15,84
589,5.89,4.829470157119431e-15,1.0221642142830353e-14,87,4.829470157119431e-15,1.0221642142830353e-14,87
590,5.9,4.884981308350689e-15,1.072112183025822e-14,88,4.884981308350689e-15,1.072112183025822e-14,88
591,5.91,4.9404924595819466e-15,1.1263539772971081e-14,89,4.9404924595819466e-15,1.1263539772971081e-14,89
592,5.92,4.884981308350689e-15,1.1591415199077208e-14,88,4.884981308350689e-15,1.1591415199077208e-14,88
593,5.93,4.9404924595819466e-15,1.2227413260261139e-14,89,4.9404924595819466e-15,1.2227413260261139e-14,89
594,5.94,5.051514762044462e-15,1.307046112245521e-14,91,5.051514762044462e-15,1.307046112245521e-14,91
595,5.95,5.10702591327572e-15,1.3699875935685292e-14,91,5.10702591327572e-15,1.3699875935685292e-14,91
596,5.96,5.162537064506978e-15,1.4717326871908582e-14,93,5.162537064506978e-15,1.4717326871908582e-14,93
597,5.97,5.10702591327572e-15,1.535307900606663e-14,92,5.10702591327572e-15,1.535307900606663e-14,92
598,5.98,5.218048215738236e-15,1.6602024295706093e-14,94,5.218048215738236e-15,1.6602024295706093e-14,94
599,5.99,5.2735593669694936e-15,1.7830080479879127e-14,95,5.2735593669694936e-15,1.7830080479879127e-14,95
600,6.0,5.384581669432009e-15,1.943658002989497e-14,97,5.384581669432009e-15,1.943658002989497e-14,97
601,6.01,5.384581669432009e-15,2.0862592768385502e-14,143,5.384581669432009e-15,2.0862592768385502e-14,143
602,6.0200000000000005,5.412337245047638e-15,2.2649764382487125e-14,195,5.412337245047638e-15,2.2649764382487125e-14,195
603,6.03,5.467848396278896e-15,2.4897705871167023e-14,197,5.467848396278896e-15,2.4897705871167023e-14,197
604,6.04,5.523359547510154e-15,2.7608530651830056e-14,199,5.523359547510154e-15,2.7608530651830056e-14,199
605,6.05,5.578870698741412e-15,3.0942471105298834e-14,201,5.578870698741412e-15,3.0942471105298834e-14,201
606,6.0600000000000005,5.662137425588298e-15,3.5316442589235606e-14,204,5.662137425588298e-15,3.5316442589235606e-14,204
607,6.07,5.689893001203927e-15,4.0601082672887535e-14,205,5.689893001203927e-15,4.0601082672887535e-14,205
608,6.08,5.717648576819556e-15,4.774907640191544e-14,412,5.717648576819556e-15,4.774907640191544e-14,412
609,6.09,5.773159728050814e-15,5.823747084007425e-14,416,5.773159728050814e-15,5.823747084007425e-14,416
610,6.1000000000000005,5.828670879282072e-15,7.69369992383789e-14,420,5.828670879282072e-15,7.69369992383789e-14,420
611,6.11,5.88418203051333e-15,1.8148632774215613e-13,848,5.88418203051333e-15,1.8148632774215613e-13,848
612,6.12,5.9119376061289586e-15,5.216514089246973e-13,3380,5.9119376061289586e-15,5.216514089246973e-13,3380
613,6.13,5.962244586932286e-15,5.608278401698416e-12,40576,5.962244586932286e-15,5.608278401698416e-12,40576
614,6.140000000000001,6.017755738163544e-15,4.1732542849258804e-12,32704,6.017755738163544e-15,4.1732542849258804e-12,32704
615,6.15,6.071532165918825e-15,6.414470383876664e-11,471040,6.071532165918825e-15,6.414470383876664e-11,471040
616,6.16,6.1201044232461754e-15,7.157126187990546e-12,44928,6.1201044232461754e-15,2.6791123174172285e-11,175808
617,6.17,6.147859998861804e-15,5.24958777285855e-13,2880,6.147859998861804e-15,5.267409754100667e-12,44896
618,6.18,6.203371150093062e-15,2.0727245794930183e-11,148480,6.203371150093062e-15,3.6594876116992025e-13,2448
619,6.19,6.231126725708691e-15,9.336645375014935e-14,590,6.231126725708691e-15,7.592087405367752e-11,591872
620,6.2,6.300515664747763e-15,6.480112208219341e-14,438,6.300515664747763e-15,9.485222032402037e-14,596
621,6.21,6.328271240363392e-15,5.263555870162047e-14,442,6.328271240363392e-15,6.488470598951159e-14,438
622,6.22,6.356026815979021e-15,4.417499009107091e-14,229,6.356026815979021e-15,5.269019312371546e-14,442
623,6.23,6.439293542825908e-15,3.822610065445829e-14,232,6.439293542825908e-15,4.441241072037919e-14,232
624,6.24,6.494804694057166e-15,3.372217690095813e-14,234,6.494804694057166e-15,3.8425207859213204e-14,234
625,6.25,6.5503158452884236e-15,3.01937204930489e-14,228,6.5503158452884236e-15,3.374395091243962e-14,226
626,6.26,6.494804694057166e-15,2.747373638015361e-14,231,6.494804694057166e-15,3.0210939720417193e-14,228
627,6.2700000000000005,6.661338147750939e-15,2.502133602965758e-14,120,6.661338147750939e-15,2.7487720320091443e-14,231
628,6.28,6.661338147750939e-15,2.3069442559231403e-14,120,6.661338147750939e-15,2.524859571116876e-14,120
629,6.29,6.772360450213455e-15,2.141269817832283e-14,122,6.772360450213455e-15,2.3079010675948536e-14,122
630,6.3,6.772360450213455e-15,1.9988973884872813e-14,122,6.772360450213455e-15,2.142078097661208e-14,122
631,6.3100000000000005,6.772360450213455e-15,1.859618939141241e-14,122,6.772360450213455e-15,1.9827835388460237e-14,122
632,6.32,6.827871601444713e-15,1.7376594694013882e-14,123,6.827871601444713e-15,1.8445746816298774e-14,123
633,6.33,6.716849298982197e-15,1.6163104631228886e-14,121,6.716849298982197e-15,1.723557399261701e-14,121
634,6.34,6.772360450213455e-15,1.5343142785130675e-14,122,6.772360450213455e-15,1.6304431131865176e-14,122
635,6.3500000000000005,6.8833827526759706e-15,1.4608910010770265e-14,120,6.8833827526759706e-15,1.5475878117305442e-14,120
636,6.36,6.8833827526759706e-15,1.3832496777203578e-14,120,6.8833827526759706e-15,1.4612214239402257e-14,120
637,6.37,6.8833827526759706e-15,1.313061590495583e-14,62,6.8833827526759706e-15,1.3950670381863535e-14,121
638,6.38,6.994405055138486e-15,1.2493245594427414e-14,63,6.994405055138486e-15,1.3133127809839476e-14,63
639,6.390000000000001,6.772360450213455e-15,1.2110624736008231e-14,61,6.772360450213455e-15,1.2703696069360926e-14,61
640,6.4,6.772360450213455e-15,1.1569892962711912e-14,61,6.772360450213455e-15,1.1914004330314849e-14,61
641,6.41,6.8833827526759706e-15,1.089181560886402e-14,62,6.8833827526759706e-15,1.1381891786871207e-14,62
642,6.42,6.994405055138486e-15,1.0441929777087668e-14,63,6.994405055138486e-15,1.0893267871276598e-14,63
643,6.43,6.8833827526759706e-15,1.0026351482141672e-14,62,6.8833827526759706e-15,1.0443189146892307e-14,62
644,6.44,6.8833827526759706e-15,9.641464159417258e-15,62,6.8833827526759706e-15,1.0027438546716149e-14,62
645,6.45,6.8833827526759706e-15,9.284146126304902e-15,62,6.8833827526759706e-15,9.642396664091502e-15,62
646,6.46,6.661338147750939e-15,8.951688699745108e-15,60,6.661338147750939e-15,9.284939471137185e-15,60
647,6.47,6.8833827526759706e-15,8.641730035734554e-15,62,6.8833827526759706e-15,8.952356331084959e-15,62
648,6.48,6.772360450213455e-15,8.49140473420975e-15,61,6.772360450213455e-15,8.786321928409422e-15,61
649,6.49,6.8833827526759706e-15,8.081284117278939e-15,62,6.8833827526759706e-15,8.352653306767042e-15,62
650,6.5,6.772360450213455e-15,7.827475360003107e-15,61,6.772360450213455e-15,8.216402345435631e-15,61
651,6.51,6.661338147750939e-15,7.462900322564393e-15,60,6.661338147750939e-15,7.827824751957383e-15,60
652,6.5200000000000005,6.5503158452884236e-15,7.242833074777358e-15,59,6.661338147750939e-15,7.589517697997539e-15,60
653,6.53,6.5503158452884236e-15,7.035703342058001e-15,59,6.5503158452884236e-15,7.242758373723127e-15,59
654,6.54,6.661338147750939e-15,6.608633606076114e-15,57,6.661338147750939e-15,6.916200692405522e-15,58
655,6.55,6.661338147750939e-15,6.430735247544273e-15,57,6.439293542825908e-15,6.724156358591125e-15,58
656,6.5600000000000005,7.993605777301127e-15,6.152859020547478e-15,29,7.993605777301127e-15,6.430176293182095e-15,57
657,6.57,7.993605777301127e-15,5.996832879949533e-15,29,7.993605777301127e-15,6.371897701979049e-15,29
658,6.58,8.881784197001252e-15,6.058111236717498e-15,29,8.881784197001252e-15,6.210173447673726e-15,29
659,6.59,9.325873406851315e-15,5.809306110686374e-15,30,9.325873406851315e-15,5.848296537157537e-15,29
660,6.6000000000000005,9.769962616701378e-15,5.576955618619871e-15,29,9.769962616701378e-15,5.708408711877277e-15,30
661,6.61,9.325873406851315e-15,5.376152144876917e-15,29,9.325873406851315e-15,5.376710308250266e-15,29
662,6.62,1.0658141036401503e-14,5.14168978082438e-15,27,1.0658141036401503e-14,5.255492722828692e-15,27
663,6.63,1.1102230246251565e-14,4.949025467592824e-15,27,1.1102230246251565e-14,5.140467101419531e-15,27
664,6.640000000000001,1.1102230246251565e-14,4.746292985040167e-15,26,1.1102230246251565e-14,4.8449085181997756e-15,26
665,6.65,1.1102230246251565e-14,4.592773042030944e-15,26,1.1102230246251565e-14,4.6689567870830825e-15,26
666,6.66,1.2434497875801753e-14,5.20899096161762e-15,28,1.2434497875801753e-14,5.20899096161762e-15,28
667,6.67,1.2878587085651816e-14,5.467712409238147e-15,29,1.2878587085651816e-14,5.467712409238147e-15,29
668,6.68,1.199040866595169e-14,5.163444930240361e-15,27,1.199040866595169e-14,5.163444930240361e-15,27
669,6.69,1.2434497875801753e-14,5.4357823706885475e-15,28,1.2434497875801753e-14,5.4357823706885475e-15,28
670,6.7,1.3322676295501878e-14,5.917217487993001e-15,30,1.3322676295501878e-14,5.917217487993001e-15,30
671,6.71,1.4210854715202004e-14,6.418096503836024e-15,32,1.4210854715202004e-14,6.418096503836024e-15,32
672,6.72,1.4210854715202004e-14,6.531870214888285e-15,32,1.4210854715202004e-14,6.531870214888285e-15,32
673,6.73,1.3766765505351941e-14,6.445480979755764e-15,31,1.3766765505351941e-14,6.445480979755764e-15,31
674,6.74,1.3766765505351941e-14,6.57112145705684e-15,31,1.3766765505351941e-14,6.57112145705684e-15,31
675,6.75,1.3766765505351941e-14,6.705095194199143e-15,31,1.3766765505351941e-14,6.705095194199143e-15,31
676,6.76,1.3766765505351941e-14,6.847859844853845e-15,36,1.3766765505351941e-14,6.847859844853845e-15,36
677,6.7700000000000005,1.3766765505351941e-14,6.999908410932335e-15,62,1.3766765505351941e-14,6.999908410932335e-15,62
678,6.78,1.354472090042691e-14,7.046259947935312e-15,61,1.354472090042691e-14,7.046259947935312e-15,61
679,6.79,1.354472090042691e-14,7.215735690653496e-15,61,1.354472090042691e-14,7.215735690653496e-15,61
680,6.8,1.354472090042691e-14,7.396045427975695e-15,61,1.354472090042691e-14,7.396045427975695e-15,61
681,6.8100000000000005,1.354472090042691e-14,7.587851755048188e-15,61,1.354472090042691e-14,7.587851755048188e-15,61
682,6.82,1.354472090042691e-14,7.791874196477765e-15,61,1.354472090042691e-14,7.791874196477765e-15,61
683,6.83,1.4210854715202004e-14,8.402775075919102e-15,64,1.4210854715202004e-14,8.402775075919102e-15,64
684,6.84,1.3988810110276972e-14,8.374844860415148e-15,63,1.3766765505351941e-14,8.374844860415148e-15,62
685,6.8500000000000005,1.3766765505351941e-14,8.624521425488715e-15,62,1.3766765505351941e-14,8.624521425488715e-15,62
686,6.86,1.3988810110276972e-14,9.033639945578346e-15,63,1.3988810110276972e-14,9.033639945578346e-15,63
687,6.87,1.3766765505351941e-14,9.025202408087302e-15,62,1.3766765505351941e-14,9.025202408087302e-15,62
688,6.88,1.3766765505351941e-14,9.474478825920487e-15,62,1.3766765505351941e-14,9.474478825920487e-15,62
689,6.890000000000001,1.354472090042691e-14,9.637606126887932e-15,61,1.354472090042691e-14,9.479659495584095e-15,61
690,6.9,1.3322676295501878e-14,9.648004654237257e-15,60,1.354472090042691e-14,9.811836895339582e-15,61
691,6.91,1.3322676295501878e-14,9.996268088153117e-15,60,1.3322676295501878e-14,9.996852093377863e-15,60
692,6.92,1.3100631690576847e-14,1.0016696056078297e-14,59,1.3322676295501878e-14,1.0017561720051222e-14,60
693,6.93,1.3100631690576847e-14,1.0765613579468013e-14,59,1.2878587085651816e-14,1.0401876340141973e-14,58
694,6.94,1.2434497875801753e-14,1.0621766499199113e-14,56,1.2878587085651816e-14,1.0623306145436821e-14,58
695,6.95,1.2212453270876722e-14,1.0856533126301451e-14,55,1.2434497875801753e-14,1.1055864630785818e-14,56
696,6.96,1.2212453270876722e-14,1.1105912370975788e-14,55,1.2434497875801753e-14,1.1108210595812748e-14,56
697,6.97,1.2434497875801753e-14,1.1370955852101471e-14,56,1.2656542480726785e-14,1.1373676770909978e-14,57
698,6.98,1.176836406102666e-14,1.176489812148591e-14,105,1.199040866595169e-14,1.1768105164768715e-14,105
699,6.99,1.1546319456101628e-14,1.207012956809905e-14,103,1.176836406102666e-14,1.2073834070428987e-14,103
700,7.0,1.176836406102666e-14,1.2272761411985638e-14,100,1.199040866595169e-14,1.2399732235150178e-14,101
701,7.01,1.1213252548714081e-14,1.2742763989360422e-14,101,1.1324274851176597e-14,1.2747592138196347e-14,99
702,7.0200000000000005,1.099120794378905e-14,1.3114004471254214e-14,99,1.1213252548714081e-14,1.3119469680828404e-14,101
703,7.03,1.0658141036401503e-14,1.3227118889629173e-14,96,1.099120794378905e-14,1.3233150561393644e-14,99
704,7.04,1.0436096431476471e-14,1.3638460479730028e-14,94,1.0658141036401503e-14,1.364523658901163e-14,96
705,7.05,1.0325074129013956e-14,1.4080682547502634e-14,93,1.0547118733938987e-14,1.4088278086033089e-14,95
706,7.0600000000000005,1.0103029524088925e-14,1.4390060300573673e-14,91,1.0325074129013956e-14,1.4565888336745267e-14,93
707,7.07,9.769962616701378e-15,1.4895459653907894e-14,88,9.992007221626409e-15,1.4904856908267977e-14,90
708,7.08,9.658940314238862e-15,1.5443553012063547e-14,87,9.880984919163893e-15,1.5454060235853606e-14,89
709,7.09,9.325873406851315e-15,1.6040190666343588e-14,84,9.547918011776346e-15,1.6051946198196902e-14,86
710,7.1000000000000005,9.103828801926284e-15,1.6692443679711363e-14,114,9.325873406851315e-15,1.6705612990770144e-14,114
711,7.11,8.881784197001252e-15,1.740892346552712e-14,152,9.103828801926284e-15,1.7194447194659302e-14,150
712,7.12,8.770761894538737e-15,1.8200245885624525e-14,148,8.992806499463768e-15,1.8216886924394693e-14,148
713,7.13,8.43769498715119e-15,1.9079648051685387e-14,144,8.770761894538737e-15,1.9098449330925493e-14,144
714,7.140000000000001,8.215650382226158e-15,1.9920548482786977e-14,148,8.43769498715119e-15,1.9941736673712956e-14,139
715,7.15,7.93809462606987e-15,2.0862891205687084e-14,143,8.1601392309949e-15,2.1042768092045535e-14,147
716,7.16,7.66053886991358e-15,2.2268763601450353e-14,138,7.882583474838611e-15,2.2296562199217567e-14,142
717,7.17,7.494005416219807e-15,2.3707597193530527e-14,135,7.771561172376096e-15,2.3739829750325827e-14,140
718,7.18,7.216449660063518e-15,2.5384545270362193e-14,130,7.438494264988549e-15,2.5422319943355375e-14,134
719,7.19,6.994405055138486e-15,2.7483344655149626e-14,239,7.216449660063518e-15,2.7528390435513934e-14,239
720,7.2,6.772360450213455e-15,3.014568536520737e-14,233,6.994405055138486e-15,2.9941311509254036e-14,231
721,7.21,6.5503158452884236e-15,3.284554497135833e-14,223,6.772360450213455e-15,3.291259437805044e-14,223
722,7.22,6.328271240363392e-15,3.658744084776383e-14,228,6.6058269965196814e-15,3.6672355043203976e-14,215
723,7.23,6.106226635438361e-15,4.1887496436899425e-14,321,6.328271240363392e-15,4.179906215750286e-14,323
724,7.24,5.9119376061289586e-15,4.8565051738986364e-14,401,6.13398221105399e-15,4.8719834594032574e-14,401
725,7.25,5.773159728050814e-15,5.846525623759044e-14,427,5.9674487573602164e-15,5.869439887656925e-14,427
726,7.26,5.551115123125783e-15,7.496362542767833e-14,607,5.717648576819556e-15,7.514318604696503e-14,605
727,7.2700000000000005,5.370703881624195e-15,2.288518449139878e-13,1576,5.551115123125783e-15,2.3749789849725557e-13,1576
728,7.28,5.134781488891349e-15,2.6444142632990998e-12,14848,5.315192730392937e-15,2.713224620130664e-12,14848
729,7.29,4.947431353485854e-15,1.30280362681088e-11,68864,5.134781488891349e-15,9.441081389742853e-13,5348
730,7.3,4.7878367936959876e-15,2.096150586088789e-12,17072,4.947431353485854e-15,3.342958758716548e-11,234496
731,7.3100000000000005,4.6178338930502605e-15,9.069344333933232e-12,48640,4.78089789979208e-15,1.042668815122606e-11,68352
732,7.32,4.466912950640278e-15,2.282301437065005e-12,10880,4.614364446098307e-15,5.904409552301581e-12,32608
733,7.33,4.315992008230296e-15,5.055690852627828e-13,3392,4.454769886308441e-15,2.4161502271954086e-10,1325056
734,7.34,4.170275236248244e-15,3.517796822332996e-12,21296,4.309053114326389e-15,2.0348280999305397e-12,13504
735,7.3500000000000005,4.003741782554471e-15,1.1715239005741698e-13,646,4.142519660632615e-15,5.772562692968235e-12,42592
736,7.36,3.8719027983802334e-15,5.702953520263411e-14,315,4.003741782554471e-15,1.1204026575824461e-13,651
737,7.37,3.774758283725532e-15,3.919881309775878e-14,306,3.885780586188048e-15,5.558062092611306e-14,315
