run_id,segments,last_t_hi,max_final_ratio_sum,max_reset_ratio_sum,first_final_gt_2x_t,first_final_gt_5x_t,first_final_gt_10x_t,first_final_gt_20x_t,first_final_gt_50x_t,dominant_dimension_at_first_10x,max_step_rejections_before_accepted,failure_explainable_by_wide_reset_box,most_likely_missing_mechanism
flowstar_style_o6_candidate8_output6_cutoff,95,2.4007376673997931,68.368230360584391,68.368230360584391,0.75,1.2966796875,1.681823283433914,2.1242673315395533,2.3460652287784387,y,1,true,Flow*-style symbolic remainder queue plus normalized insertion/composition
