run_id,segment_index,t_lo,t_hi,h,pytorch_final_width_x,pytorch_final_width_y,pytorch_final_width_sum,pytorch_reset_width_x,pytorch_reset_width_y,pytorch_reset_width_sum,flowstar_width_x,flowstar_width_y,flowstar_width_sum,final_ratio_x,final_ratio_y,final_ratio_sum,reset_ratio_x,reset_ratio_y,reset_ratio_sum,residual_width_sum,target_remainder_width_sum,validation_attempts,step_rejections,candidate_order,output_order,crosses_2x,crosses_5x,crosses_10x,crosses_20x,crosses_50x
flowstar_style_o6_candidate8_output6_cutoff,10,0.625,0.67500000000000004,0.050000000000000003,0.58078566995260972,0.58566400936446594,1.1664496793170755,0.58078566995260972,0.58566400936446594,1.1664496793170755,0.15796499999999991,0.50713249999999999,0.6650974999999999,3.6766731234932424,1.1548540260473663,1.7538025316845662,3.6766731234932424,1.1548540260473663,1.7538025316845662,9.0641023114708608e-05,0.00040000000000000007,1,1,8,6,false,false,false,false,false
flowstar_style_o6_candidate8_output6_cutoff,11,0.67500000000000004,0.75,0.075000000000000011,0.62087629995353577,0.53754647370442732,1.1584227736579631,0.62087629995353577,0.53754647370442732,1.1584227736579631,0.14399099999999998,0.42595850000000002,0.5699495,4.3119104663036989,1.2619691207111192,2.0325007279732032,4.3119104663036989,1.2619691207111192,2.0325007279732032,0.00018683138577490639,0.00040000000000000007,1,0,8,6,true,false,false,false,false
flowstar_style_o6_candidate8_output6_cutoff,12,0.75,0.80000000000000004,0.050000000000000003,0.64650292303531831,0.50332105489011691,1.1498239779254353,0.64650292303531831,0.50332105489011691,1.1498239779254353,0.13179400000000019,0.32921317999999999,0.46100718000000018,4.9054048214282702,1.5288605847740266,2.4941563338025121,4.9054048214282702,1.5288605847740266,2.4941563338025121,9.6900427178044345e-05,0.00040000000000000007,1,1,8,6,true,false,false,false,false
flowstar_style_o6_candidate8_output6_cutoff,13,0.80000000000000004,0.875,0.075000000000000011,0.68224222978664706,0.45258253052980674,1.1348247603164539,0.68224222978664706,0.45258253052980674,1.1348247603164539,0.13363700000000001,0.30470759999999997,0.43834459999999997,5.1051896539629524,1.4853010903889723,2.5888872825545333,5.1051896539629524,1.4853010903889723,2.5888872825545333,0.00019563843287186226,0.00040000000000000007,1,0,8,6,true,false,false,false,false
flowstar_style_o6_candidate8_output6_cutoff,14,0.875,0.92500000000000004,0.050000000000000003,0.70439394527395183,0.43405176750404523,1.138445712777997,0.70439394527395183,0.43405176750404523,1.138445712777997,0.13899199999999978,0.27539350000000001,0.4143854999999998,5.067874016302758,1.5761147866745047,2.7473106872175728,5.067874016302758,1.5761147866745047,2.7473106872175728,0.00010108565914981056,0.00040000000000000007,1,1,8,6,true,false,false,false,false
flowstar_style_o6_candidate8_output6_cutoff,15,0.92500000000000004,1,0.075000000000000011,0.73645491306138977,0.42191202045011,1.1583669335114997,0.73645491306138977,0.42191202045011,1.1583669335114997,0.12824499999999994,0.21469990000000005,0.3429449,5.7425623849771146,1.9651244385773348,3.3777056708278783,5.7425623849771146,1.9651244385773348,3.3777056708278783,0.00020171244858197316,0.00040000000000000007,1,0,8,6,true,false,false,false,false
flowstar_style_o6_candidate8_output6_cutoff,16,1,1.05,0.050000000000000003,0.7576390365840604,0.42530565809577348,1.1829446946798339,0.7576390365840604,0.42530565809577348,1.1829446946798339,0.13126199999999999,0.19974639999999999,0.33100839999999998,5.7719601757101096,2.1292281517753184,3.5737603477127284,5.7719601757101096,2.1292281517753184,3.5737603477127284,0.00010566605849050728,0.00040000000000000007,1,1,8,6,true,false,false,false,false
flowstar_style_o6_candidate8_output6_cutoff,17,1.05,1.0875000000000001,0.037500000000000006,0.77374290354941477,0.43319340172126508,1.2069363052706799,0.77374290354941477,0.43319340172126508,1.2069363052706799,0.13549999999999995,0.18570409999999998,0.32120409999999994,5.710279730991993,2.3327077954728255,3.7575370466027054,5.710279730991993,2.3327077954728255,3.7575370466027054,7.4717368106022223e-05,0.00040000000000000007,1,1,8,6,true,false,false,false,false
flowstar_style_o6_candidate8_output6_cutoff,18,1.0875000000000001,1.14375,0.056250000000000008,0.79861120172426836,0.45047285546141452,1.2490840571856829,0.79861120172426836,0.45047285546141452,1.2490840571856829,0.14117000000000002,0.17277580000000003,0.31394580000000005,5.6570886287757194,2.6072682369950795,3.9786614669974329,5.6570886287757194,2.6072682369950795,3.9786614669974329,0.00013109307649374354,0.00040000000000000007,1,0,8,6,true,false,false,false,false
flowstar_style_o6_candidate8_output6_cutoff,19,1.14375,1.1859375000000001,0.042187500000000003,0.81803281558781826,0.46963997327249835,1.2876727888603166,0.81803281558781826,0.46963997327249835,1.2876727888603166,0.12784299999999993,0.13937989999999995,0.26722289999999987,6.398729813817094,3.3694956968149534,4.8187217070854222,6.398729813817094,3.3694956968149534,4.8187217070854222,8.9085426613517006e-05,0.00040000000000000007,1,1,8,6,true,false,false,false,false
flowstar_style_o6_candidate8_output6_cutoff,20,1.1859375000000001,1.24921875,0.063281250000000011,0.84888252240824036,0.50431220522537923,1.3531947276336196,0.84888252240824036,0.50431220522537923,1.3531947276336196,0.13823300000000005,0.1338954,0.27212840000000005,6.1409542034697937,3.7664640101555338,4.9726332409025273,6.1409542034697937,3.7664640101555338,4.9726332409025273,0.00017435125550856848,0.00040000000000000007,1,0,8,6,true,false,false,false,false
flowstar_style_o6_candidate8_output6_cutoff,21,1.24921875,1.2966796875,0.047460937500000008,0.87364697554703907,0.53832882374641877,1.4119757992934578,0.87364697554703907,0.53832882374641877,1.4119757992934578,0.12410699999999997,0.11122140000000003,0.23532839999999999,7.039465747677724,4.8401550757895393,6.0000229436543053,7.039465747677724,4.8401550757895393,6.0000229436543053,0.00011055484866565953,0.00040000000000000007,1,1,8,6,true,true,false,false,false
flowstar_style_o6_candidate8_output6_cutoff,22,1.2966796875,1.332275390625,0.035595703125000003,0.89336277775845918,0.5686775715971093,1.4620403493555685,0.89336277775845918,0.5686775715971093,1.4620403493555685,0.099439999999999973,0.08845130000000001,0.18789129999999998,8.983937829429399,6.4292731887163814,7.7813094558160412,8.983937829429399,6.4292731887163814,7.7813094558160412,7.627447972366236e-05,0.00040000000000000007,1,1,8,6,true,true,false,false,false
flowstar_style_o6_candidate8_output6_cutoff,23,1.332275390625,1.3856689453125,0.053393554687500004,0.92509413918858718,0.61865087949377506,1.5437450186823622,0.92509413918858718,0.61865087949377506,1.5437450186823622,0.16574099999999992,0.13424189999999991,0.29998289999999983,5.581564846287808,4.6084782731306353,5.1461100572144716,5.581564846287808,4.6084782731306353,5.1461100572144716,0.00014451033504985086,0.00040000000000000007,1,0,8,6,true,true,false,false,false
flowstar_style_o6_candidate8_output6_cutoff,24,1.3856689453125,1.4257141113281249,0.040045166015625001,0.95078013230051139,0.66324160424294742,1.6140217365434588,0.95078013230051139,0.66324160424294742,1.6140217365434588,0.10604100000000005,0.084881699999999949,0.1909227,8.9661558482144734,7.8137172587606969,8.4537969374173887,8.9661558482144734,7.8137172587606969,8.4537969374173887,9.4014750973599412e-05,0.00040000000000000007,1,1,8,6,true,true,false,false,false
flowstar_style_o6_candidate8_output6_cutoff,25,1.4257141113281249,1.4857818603515625,0.060067749023437506,0.99288668816477132,0.7370664927165943,1.7299531808813655,0.99288668816477132,0.7370664927165943,1.7299531808813655,0.14678800000000014,0.1118654,0.25865340000000014,6.7640862207044883,6.5888692367487556,6.6883063624192243,6.7640862207044883,6.5888692367487556,6.6883063624192243,0.00021203897323821211,0.00040000000000000007,1,0,8,6,true,true,false,false,false
flowstar_style_o6_candidate8_output6_cutoff,26,1.4857818603515625,1.5308326721191405,0.045050811767578129,1.0276221644733994,0.80377897424009648,1.8314011387134959,1.0276221644733994,0.80377897424009648,1.8314011387134959,0.15766100000000005,0.11537300000000006,0.27303400000000011,6.5179224061334065,6.9667857665146613,6.707593701566454,6.5179224061334065,6.9667857665146613,6.707593701566454,0.00012568372234722505,0.00040000000000000007,1,1,8,6,true,true,false,false,false
flowstar_style_o6_candidate8_output6_cutoff,27,1.5308326721191405,1.564620780944824,0.033788108825683595,1.0557666874114677,0.8612745911646007,1.9170412785760684,1.0557666874114677,0.8612745911646007,1.9170412785760684,0.17083099999999996,0.12142039999999998,0.29225139999999994,6.1801820946518369,7.093326913472537,6.5595623445296374,6.1801820946518369,7.093326913472537,6.5595623445296374,8.2644958852995731e-05,0.00040000000000000007,1,1,8,6,true,true,false,false,false
flowstar_style_o6_candidate8_output6_cutoff,28,1.564620780944824,1.6153029441833495,0.050682163238525396,1.1018393231978028,0.95535641059245979,2.0571957337902624,1.1018393231978028,0.95535641059245979,2.0571957337902624,0.12380199999999997,0.089031599999999989,0.21283359999999996,8.9000123034991603,10.730531750439843,9.6657470145233777,8.9000123034991603,10.730531750439843,9.6657470145233777,0.00018426984878421227,0.00040000000000000007,1,0,8,6,true,true,false,false,false
flowstar_style_o6_candidate8_output6_cutoff,29,1.6153029441833495,1.6533145666122435,0.038011622428894047,1.1397477014371948,1.038171448765294,2.1779191502024888,1.1397477014371948,1.038171448765294,2.1779191502024888,0.18686999999999987,0.13086000000000009,0.31772999999999996,6.0991475434109041,7.9334513890057563,6.8546223214757473,6.0991475434109041,7.9334513890057563,6.8546223214757473,0.00011138785116478765,0.00040000000000000007,1,1,8,6,true,true,false,false,false
flowstar_style_o6_candidate8_output6_cutoff,30,1.6533145666122435,1.681823283433914,0.028508716821670534,1.1703562042134603,1.1083729563456446,2.2787291605591049,1.1703562042134603,1.1083729563456446,2.2787291605591049,0.13291699999999995,0.094559500000000019,0.22747649999999997,8.8051656613786111,11.721434190595808,10.017426681697254,8.8051656613786111,11.721434190595808,10.017426681697254,7.3739814638409254e-05,0.00040000000000000007,1,1,8,6,true,true,true,false,false
flowstar_style_o6_candidate8_output6_cutoff,31,1.681823283433914,1.7245863586664198,0.042763075232505804,1.2202247473319119,1.2227719965312189,2.442996743863131,1.2202247473319119,1.2227719965312189,2.442996743863131,0.16838700000000006,0.11739049999999995,0.28577750000000002,7.2465495990302777,10.416277267165738,8.5485972263846204,7.2465495990302777,10.416277267165738,8.5485972263846204,0.00016379625080151502,0.00040000000000000007,1,0,8,6,true,true,false,false,false
flowstar_style_o6_candidate8_output6_cutoff,32,1.7245863586664198,1.7566586650907992,0.032072306424379353,1.2610438643497264,1.3218436075662297,2.582887471915956,1.2610438643497264,1.3218436075662297,2.582887471915956,0.10619200000000006,0.075692399999999993,0.18188440000000006,11.875130559267417,17.463359697489178,14.200709197248116,11.875130559267417,17.463359697489178,14.200709197248116,0.00010037459184595561,0.00040000000000000007,1,1,8,6,true,true,true,false,false
flowstar_style_o6_candidate8_output6_cutoff,33,1.7566586650907992,1.7807128949090836,0.024054229818284513,1.2938457572649655,1.404860729867049,2.6987064871320143,1.2938457572649655,1.404860729867049,2.6987064871320143,0.14751500000000006,0.10430930000000005,0.25182430000000011,8.7709436820998885,13.468221240743139,10.716624595529554,8.7709436820998885,13.468221240743139,10.716624595529554,6.6701195451053126e-05,0.00040000000000000007,1,1,8,6,true,true,true,false,false
flowstar_style_o6_candidate8_output6_cutoff,34,1.7807128949090836,1.8167942396365104,0.036081344727426773,1.3469831906895242,1.5397173574032788,2.886700548092803,1.3469831906895242,1.5397173574032788,2.886700548092803,0.15917900000000018,0.11384950000000005,0.27302850000000023,8.462065917548939,13.524146855307034,10.572890918320983,8.462065917548939,13.524146855307034,10.572890918320983,0.00014816659322406878,0.00040000000000000007,1,0,8,6,true,true,true,false,false
flowstar_style_o6_candidate8_output6_cutoff,35,1.8167942396365104,1.8438552481820805,0.02706100854557008,1.3902177146254266,1.6550106721028373,3.0452283867282639,1.3902177146254266,1.6550106721028373,3.0452283867282639,0.11897600000000019,0.086479799999999996,0.20545580000000019,11.684858413675231,19.137540467286435,14.821817572092202,11.684858413675231,19.137540467286435,14.821817572092202,9.1645144966549311e-05,0.00040000000000000007,1,1,8,6,true,true,true,false,false
flowstar_style_o6_candidate8_output6_cutoff,36,1.8438552481820805,1.8641510045912579,0.020295756409177558,1.4247832936711182,1.7506913410849965,3.1754746347561147,1.4247832936711182,1.7506913410849965,3.1754746347561147,0.17302000000000017,0.12598169999999997,0.29900170000000015,8.2347895831182338,13.896394008693301,10.620256121473934,8.2347895831182338,13.896394008693301,10.620256121473934,6.1005192327410707e-05,0.00040000000000000007,1,1,8,6,true,true,true,false,false
flowstar_style_o6_candidate8_output6_cutoff,37,1.8641510045912579,1.8945946392050244,0.030443634613766337,1.4804463764826714,1.9055814179706447,3.3860277944533159,1.4804463764826714,1.9055814179706447,3.3860277944533159,0.12730799999999998,0.094354199999999944,0.22166219999999992,11.628855818037136,20.196042338026775,15.275621167945266,11.628855818037136,20.196042338026775,15.275621167945266,0.00013559808474439259,0.00040000000000000007,1,0,8,6,true,true,true,false,false
flowstar_style_o6_candidate8_output6_cutoff,38,1.8945946392050244,1.9174273651653491,0.022832725960324752,1.5254553569449647,2.0365143386167595,3.5619696955617242,1.5254553569449647,2.0365143386167595,3.5619696955617242,0.18958299999999983,0.14154969999999989,0.33113269999999972,8.046372074210062,14.387274141992254,10.756925231370165,8.046372074210062,14.387274141992254,10.756925231370165,8.4405128549177233e-05,0.00040000000000000007,1,1,8,6,true,true,true,false,false
flowstar_style_o6_candidate8_output6_cutoff,39,1.9174273651653491,1.9345519096355925,0.017124544470243565,1.5612551228300795,2.1442337640340279,3.7054888868641074,1.5612551228300795,2.1442337640340279,3.7054888868641074,0.13738300000000003,0.10460699999999989,0.24198999999999993,11.364252657389045,20.497995010219487,15.312570299864079,11.364252657389045,20.497995010219487,15.312570299864079,5.6214959250985922e-05,0.00040000000000000007,1,1,8,6,true,true,true,false,false
flowstar_style_o6_candidate8_output6_cutoff,40,1.9345519096355925,1.960238726340958,0.025686816705365347,1.6185674124729135,2.317930369581843,3.9364977820547562,1.6185674124729135,2.317930369581843,3.9364977820547562,0.13738300000000003,0.10460699999999989,0.24198999999999993,11.781424284466878,22.158463291957951,16.267191958571665,11.781424284466878,22.158463291957951,16.267191958571665,0.00012479285725224966,0.00040000000000000007,1,0,8,6,true,true,true,false,false
flowstar_style_o6_candidate8_output6_cutoff,41,1.960238726340958,1.9795038388699819,0.01926511252902401,1.6646244894630255,2.4632510830128775,4.1278755724759026,1.6646244894630255,2.4632510830128775,4.1278755724759026,0.20960500000000004,0.16170299999999993,0.37130799999999997,7.9417212827128418,15.233181097523723,11.1171199448326,7.9417212827128418,15.233181097523723,11.1171199448326,7.8038959704567607e-05,0.00040000000000000007,1,1,8,6,true,true,true,false,false
flowstar_style_o6_candidate8_output6_cutoff,42,1.9795038388699819,1.9939526732667499,0.014448834396768008,1.7010741778757614,2.5818497277871399,4.2829239056629014,1.7010741778757614,2.5818497277871399,4.2829239056629014,0.14969399999999999,0.11802579999999996,0.26771979999999995,11.363676419066639,21.875299534399606,15.997785392275439,11.363676419066639,21.875299534399606,15.997785392275439,5.198256194959154e-05,0.00040000000000000007,1,1,8,6,true,true,true,false,false
flowstar_style_o6_candidate8_output6_cutoff,43,1.9939526732667499,2.0156259248619017,0.021673251595152012,1.7590944286233927,2.7722716541695607,4.5313660827929532,1.7590944286233927,2.7722716541695607,4.5313660827929532,0.14969399999999999,0.11802579999999996,0.26771979999999995,11.751268779132047,23.488691914560729,16.925778679025438,11.751268779132047,23.488691914560729,16.925778679025438,0.00011483601930665821,0.00040000000000000007,1,0,8,6,true,true,true,false,false
flowstar_style_o6_candidate8_output6_cutoff,44,2.0156259248619017,2.0318808635582659,0.016254938696364008,1.8054404221607732,2.9300578227355274,4.7354982448963003,1.8054404221607732,2.9300578227355274,4.7354982448963003,0.14969399999999999,0.11802579999999996,0.26771979999999995,12.060873663345046,24.825570534031783,17.688263045528576,12.060873663345046,24.825570534031783,17.688263045528576,7.2096628173679844e-05,0.00040000000000000007,1,1,8,6,true,true,true,false,false
flowstar_style_o6_candidate8_output6_cutoff,45,2.0318808635582659,2.0562632716028117,0.024382408044546014,1.8800087520783446,3.1870888273424027,5.0670975794207473,1.8800087520783446,3.1870888273424027,5.0670975794207473,0.23410500000000001,0.18806580000000006,0.42217080000000007,8.0306219520230009,16.946668811354332,12.002482358847999,8.0306219520230009,16.946668811354332,12.002482358847999,0.00019302858706545155,0.00040000000000000007,1,0,8,6,true,true,true,false,false
flowstar_style_o6_candidate8_output6_cutoff,46,2.0562632716028117,2.0745500776362213,0.01828680603340951,1.9402722789206177,3.4041927867990687,5.3444650657196862,1.9402722789206177,3.4041927867990687,5.3444650657196862,0.16491299999999987,0.13572300000000004,0.3006359999999999,11.765429522964347,25.081915274486033,17.777195897097112,11.765429522964347,25.081915274486033,17.777195897097112,0.00011315458103198707,0.00040000000000000007,1,1,8,6,true,true,true,false,false
flowstar_style_o6_candidate8_output6_cutoff,47,2.0745500776362213,2.0882651821612783,0.013715104525057132,1.9881848653401653,3.5827788763992152,5.57096374173938,1.9881848653401653,3.5827788763992152,5.57096374173938,0.16491299999999987,0.13572300000000004,0.3006359999999999,12.055962024462394,26.397728287756784,18.530594279259244,12.055962024462394,26.397728287756784,18.530594279259244,7.0516813946237423e-05,0.00040000000000000007,1,1,8,6,true,true,true,false,false
flowstar_style_o6_candidate8_output6_cutoff,48,2.0882651821612783,2.108837838948864,0.0205726567875857,2.0648622212502032,3.8725684380979772,5.9374306593481805,2.0648622212502032,3.8725684380979772,5.9374306593481805,0.16491299999999987,0.13572300000000004,0.3006359999999999,12.520918431234682,28.532882695622526,19.749566450286,12.520918431234682,28.532882695622526,19.749566450286,0.00019046314252622803,0.00040000000000000007,1,0,8,6,true,true,true,false,false
flowstar_style_o6_candidate8_output6_cutoff,49,2.108837838948864,2.1242673315395533,0.015429492590689275,2.126480886669345,4.1152039952514121,6.2416848819207571,2.126480886669345,4.1152039952514121,6.2416848819207571,0.16491299999999987,0.13572300000000004,0.3006359999999999,12.894561900331366,30.320608852231462,20.761601677512871,12.894561900331366,30.320608852231462,20.761601677512871,0.00011133930754733043,0.00040000000000000007,1,1,8,6,true,true,true,true,false
flowstar_style_o6_candidate8_output6_cutoff,50,2.1242673315395533,2.1358394509825702,0.011572119443016955,2.175247585404144,4.313417628158712,6.4886652135628555,2.175247585404144,4.313417628158712,6.4886652135628555,0.26448729999999987,0.22293699999999994,0.48742429999999981,8.224393327786041,19.348146015056781,13.312149627260803,8.224393327786041,19.348146015056781,13.312149627260803,6.8913059427754759e-05,0.00040000000000000007,1,1,8,6,true,true,true,false,false
flowstar_style_o6_candidate8_output6_cutoff,51,2.1358394509825702,2.1531976301470959,0.017358179164525433,2.2528879012939496,4.6337233837479408,6.8866112850418908,2.2528879012939496,4.6337233837479408,6.8866112850418908,0.18398329999999996,0.15926099999999987,0.34324429999999984,12.245067358254527,29.095154392776287,20.063293942658024,12.245067358254527,29.095154392776287,20.063293942658024,0.00018646129057165139,0.00040000000000000007,1,0,8,6,true,true,true,true,false
flowstar_style_o6_candidate8_output6_cutoff,52,2.1531976301470959,2.1662162645204899,0.013018634373394074,2.3149379888830222,4.899674573984246,7.2146125628672682,2.3149379888830222,4.899674573984246,7.2146125628672682,0.18398329999999996,0.15926099999999987,0.34324429999999984,12.582326705103249,30.765062218523365,21.018885274620065,12.582326705103249,30.765062218523365,21.018885274620065,0.00010869289636875996,0.00040000000000000007,1,1,8,6,true,true,true,true,false
flowstar_style_o6_candidate8_output6_cutoff,53,2.1662162645204899,2.1759802403005355,0.0097639757800455553,2.3638297262459815,5.1155032098146442,7.4793329360606258,2.3638297262459815,5.1155032098146442,7.4793329360606258,0.18398329999999996,0.15926099999999987,0.34324429999999984,12.848066787833364,32.120250468191514,21.79011548352188,12.848066787833364,32.120250468191514,21.79011548352188,6.6908078968931116e-05,0.00040000000000000007,1,1,8,6,true,true,true,true,false
flowstar_style_o6_candidate8_output6_cutoff,54,2.1759802403005355,2.1906262039706039,0.014645963670068332,2.441280839261204,5.4627445476704013,7.9040253869316057,2.441280839261204,5.4627445476704013,7.9040253869316057,0.18398329999999996,0.15926099999999987,0.34324429999999984,13.269034957309737,34.300579223227317,23.027404641334495,13.269034957309737,34.300579223227317,23.027404641334495,0.00018003140698765461,0.00040000000000000007,1,0,8,6,true,true,true,true,false
flowstar_style_o6_candidate8_output6_cutoff,55,2.1906262039706039,2.2016106767231554,0.010984472752551249,2.5028510264264567,5.7487469516334944,8.2515979780599515,2.5028510264264567,5.7487469516334944,8.2515979780599515,0.18398329999999996,0.15926099999999987,0.34324429999999984,13.603685912941323,36.096388642753084,24.040014584539222,13.603685912941323,36.096388642753084,24.040014584539222,0.00010472338739096591,0.00040000000000000007,1,1,8,6,true,true,true,true,false
flowstar_style_o6_candidate8_output6_cutoff,56,2.2016106767231554,2.2098490312875687,0.0082383545644134359,2.551158898734299,5.9793730417433553,8.5305319404776547,2.551158898734299,5.9793730417433553,8.5305319404776547,0.18398329999999996,0.15926099999999987,0.34324429999999984,13.866252527997375,37.544490124659269,24.85265433534558,13.866252527997375,37.544490124659269,24.85265433534558,6.424177536080499e-05,0.00040000000000000007,1,1,8,6,true,true,true,true,false
flowstar_style_o6_candidate8_output6_cutoff,57,2.2098490312875687,2.222206563134189,0.012357531846620154,2.6273186931720485,6.3487210287085203,8.9760397218805679,2.6273186931720485,6.3487210287085203,8.9760397218805679,0.24172660000000001,0.21196999999999999,0.45369660000000001,10.868968053875943,29.951035659331605,19.784234049540085,10.868968053875943,29.951035659331605,19.784234049540085,0.00017066869403568717,0.00040000000000000007,1,0,8,6,true,true,true,false,false
flowstar_style_o6_candidate8_output6_cutoff,58,2.222206563134189,2.2314747120191543,0.0092681488849651154,2.6875527517691307,6.6505701833395445,9.3381229351086752,2.6875527517691307,6.6505701833395445,9.3381229351086752,0.14712159999999996,0.13304000000000005,0.28016160000000001,18.267560655737373,49.98925273105489,33.331202188696359,18.267560655737373,49.98925273105489,33.331202188696359,9.9204778515029387e-05,0.00040000000000000007,1,1,8,6,true,true,true,true,false
flowstar_style_o6_candidate8_output6_cutoff,59,2.2314747120191543,2.2384258236828782,0.0069511116637238366,2.7346201840892541,6.8924793471016059,9.6270995311908596,2.7346201840892541,6.8924793471016059,9.6270995311908596,0.14712159999999996,0.13304000000000005,0.28016160000000001,18.587482627223025,51.807571761136529,34.362666158355964,18.587482627223025,51.807571761136529,34.362666158355964,6.080312157005967e-05,0.00040000000000000007,1,1,8,6,true,true,true,true,false
flowstar_style_o6_candidate8_output6_cutoff,60,2.2384258236828782,2.248852491178464,0.010426667495585755,2.8084846486070352,7.2780655498370059,10.086550198444041,2.8084846486070352,7.2780655498370059,10.086550198444041,0.14712159999999996,0.13304000000000005,0.28016160000000001,19.089546664847553,54.705844481637129,36.002614913835586,19.089546664847553,54.705844481637129,36.002614913835586,0.00015842703521710234,0.00040000000000000007,1,0,8,6,true,true,true,true,false
