checkpoint,endpoint_width_sum,last_validated_time,segment_index,segment_width_sum,status
0.1,0.6054002183457194,0.1,9,0.6725007917153398,passed
0.5,0.5817533607769417,0.5,49,0.6420010208858794,passed
1.0,0.20224809805436206,1.0,99,0.22078675625634392,passed
4.0,0.3212910487504502,4.0,399,0.3546960318588444,passed
6.0,1.348672642966018,6.0,599,1.3877618303622652,passed
