plant,step,history_length,history_length_after,category,label,seconds,calls,interval_constructions,tensor_outputs,explicit_copy_events,step_seconds,boundary_sum_seconds,nonboundary_seconds,pass_kind
van_der_pol,91,90,91,A,representation_and_coefficients,0.11421607062220573,112,5,6708,858,3.300884840078652,2.1861513117328286,1.1147335283458233,dispatch_counts_not_timing
van_der_pol,91,90,91,B,point_substitution,0.0028275526128709316,3,0,166,0,3.300884840078652,2.1861513117328286,1.1147335283458233,dispatch_counts_not_timing
van_der_pol,91,90,91,C,endpoint_error_and_ledger,0.05043736146762967,7,14,3329,62,3.300884840078652,2.1861513117328286,1.1147335283458233,dispatch_counts_not_timing
van_der_pol,91,90,91,D,polynomial_interval_range,1.471656157169491,113,4924,99811,19696,3.300884840078652,2.1861513117328286,1.1147335283458233,dispatch_counts_not_timing
van_der_pol,91,90,91,E,composition_and_cutoff,0.2649406008422375,75,796,18222,3366,3.300884840078652,2.1861513117328286,1.1147335283458233,dispatch_counts_not_timing
van_der_pol,91,90,91,F,center_scale_and_maps,0.008904216345399618,5,4,592,20,3.300884840078652,2.1861513117328286,1.1147335283458233,dispatch_counts_not_timing
van_der_pol,91,90,91,G,history_checks_pack_propagate_commit,0.25666837068274617,30,380,19115,1520,3.300884840078652,2.1861513117328286,1.1147335283458233,dispatch_counts_not_timing
van_der_pol,91,90,91,H,other_boundary,0.016500981990247965,1,34,1064,136,3.300884840078652,2.1861513117328286,1.1147335283458233,dispatch_counts_not_timing
van_der_pol,91,90,91,outside_boundary,nonboundary_or_unattributed,1.1147335283458233,0,101,70189,5610,3.300884840078652,2.1861513117328286,1.1147335283458233,dispatch_counts_not_timing
van_der_pol,92,91,92,A,representation_and_coefficients,0.11265745433047414,112,5,6690,858,3.313673510681838,2.196855836547911,1.1168176741339266,dispatch_counts_not_timing
van_der_pol,92,91,92,B,point_substitution,0.002041133586317301,3,0,148,0,3.313673510681838,2.196855836547911,1.1168176741339266,dispatch_counts_not_timing
van_der_pol,92,91,92,C,endpoint_error_and_ledger,0.05065234750509262,7,14,3329,62,3.313673510681838,2.196855836547911,1.1168176741339266,dispatch_counts_not_timing
van_der_pol,92,91,92,D,polynomial_interval_range,1.4815092626959085,113,4895,99267,19580,3.313673510681838,2.196855836547911,1.1168176741339266,dispatch_counts_not_timing
van_der_pol,92,91,92,E,composition_and_cutoff,0.2635867055505514,75,796,18220,3364,3.313673510681838,2.196855836547911,1.1168176741339266,dispatch_counts_not_timing
van_der_pol,92,91,92,F,center_scale_and_maps,0.00881269108504057,5,4,592,20,3.313673510681838,2.196855836547911,1.1168176741339266,dispatch_counts_not_timing
van_der_pol,92,91,92,G,history_checks_pack_propagate_commit,0.26101901661604643,30,384,19311,1536,3.313673510681838,2.196855836547911,1.1168176741339266,dispatch_counts_not_timing
van_der_pol,92,91,92,H,other_boundary,0.01657722517848015,1,34,1064,136,3.313673510681838,2.196855836547911,1.1168176741339266,dispatch_counts_not_timing
van_der_pol,92,91,92,outside_boundary,nonboundary_or_unattributed,1.1168176741339266,0,101,70146,5610,3.313673510681838,2.196855836547911,1.1168176741339266,dispatch_counts_not_timing
van_der_pol,93,92,93,A,representation_and_coefficients,0.11494050221517682,112,5,6690,858,3.3673661909997463,2.2466640025377274,1.120702188462019,dispatch_counts_not_timing
