channel,minimum_step,relative_step,step,time,lower,upper,width,lower_17e,upper_17e,width_17e,lower_hex,upper_hex,width_hex,lower_decimal,upper_decimal,width_decimal,exact_zero,binary64_zero,subnormal,below_1e_16,below_1e_12,below_1e_9
endpoint_x,397,-8,389,3.89,-2.00913263576195,-1.9903575712167412,0.01877506454520872,-2.00913263576194989e+00,-1.99035757121674117e+00,1.87750645452087195e-02,-0x1.012b4219f640ep+1,-0x1.fd8812e3b8ce1p+0,0x1.339c540cecec0p-6,-2.0091326357619499,-1.9903575712167412,0.0187750645452087,False,False,False,False,False,False
endpoint_x,397,-7,390,3.9,-2.0102230382153548,-1.9929270447292569,0.017295993486097894,-2.01022303821535475e+00,-1.99292704472925686e+00,1.72959934860978937e-02,-0x1.014efd0f667d9p+1,-0x1.fe3077806d141p+0,0x1.1b60a797f9c40p-6,-2.0102230382153548,-1.9929270447292569,0.0172959934860979,False,False,False,False,False,False
endpoint_x,397,-6,391,3.91,-2.0110823735855763,-1.995224907694344,0.01585746589123227,-2.01108237358557629e+00,-1.99522490769434402e+00,1.58574658912322697e-02,-0x1.016b25b00e597p+1,-0x1.fec70f3eb63a4p+0,0x1.03cf08599e280p-6,-2.0110823735855763,-1.995224907694344,0.0158574658912323,False,False,False,False,False,False
endpoint_x,397,-5,392,3.92,-2.011717513297944,-1.997258670455701,0.014458842842243191,-2.01171751329794413e+00,-1.99725867045570094e+00,1.44588428422431914e-02,-0x1.017ff5a033dadp+1,-0x1.ff4c581f427a3p+0,0x1.d9c990929db80p-7,-2.0117175132979441,-1.9972586704557009,0.0144588428422432,False,False,False,False,False,False
endpoint_x,397,-4,393,3.93,-2.012135161767962,-1.9990357167399055,0.013099445028056378,-2.01213516176796192e+00,-1.99903571673990554e+00,1.30994450280563779e-02,-0x1.018da51d76689p+1,-0x1.ffc0ce02ef0e7p+0,0x1.ad3e1bfee1580p-7,-2.0121351617679619,-1.9990357167399055,0.0130994450280564,False,False,False,False,False,False
endpoint_x,397,-3,394,3.94,-2.012341851683093,-2.000563299061711,0.011778552621382055,-2.01234185168309310e+00,-2.00056329906171104e+00,1.17785526213820546e-02,-0x1.01946af4acec8p+1,-0x1.0012754b86222p+1,0x1.81f5a926ca600p-7,-2.0123418516830931,-2.000563299061711,0.0117785526213821,False,False,False,False,False,False
endpoint_x,397,-2,395,3.95,-2.0123439459206804,-2.0018485291985653,0.01049541672211518,-2.01234394592068044e+00,-2.00184852919856526e+00,1.04954167221151806e-02,-0x1.01947c8604369p+1,-0x1.003c92963a0d9p+1,0x1.57e9efca29000p-7,-2.0123439459206804,-2.0018485291985653,0.0104954167221151,False,False,False,False,False,False
endpoint_x,397,-1,396,3.96,-2.0121476341911047,-2.002898375367307,0.009249258823797568,-2.01214763419110465e+00,-2.00289837536730708e+00,9.24925882379756814e-03,-0x1.018e0dbdc98b6p+1,-0x1.005ef955b501cp+1,0x1.2f14681489a00p-7,-2.0121476341911047,-2.0028983753673071,0.0092492588237976,False,False,False,False,False,False
endpoint_x,397,0,397,3.97,-2.012045351187811,-2.0034332393764056,0.00861211181140531,-2.01204535118781092e+00,-2.00343323937640561e+00,8.61211181140530968e-03,-0x1.018ab3bab5d26p+1,-0x1.007080196ba5fp+1,0x1.1a33a14a2c700p-7,-2.0120453511878109,-2.0034332393764056,0.0086121118114053,False,False,False,False,False,False
endpoint_x,397,1,398,3.98,-2.012351800161968,-2.0031509296448378,0.009200870517130255,-2.01235180016196802e+00,-2.00315092964483776e+00,9.20087051713025517e-03,-0x1.0194be68df065p+1,-0x1.00673fe9e366dp+1,0x1.2d7e7efb9f800p-7,-2.012351800161968,-2.0031509296448378,0.0092008705171302,False,False,False,False,False,False
endpoint_x,397,2,399,3.99,-2.0126032092624295,-2.0025274026506534,0.010075806611776095,-2.01260320926242953e+00,-2.00252740265065343e+00,1.00758066117760947e-02,-0x1.019cfb61cdaafp+1,-0x1.0052d163dd3b9p+1,0x1.4a29fdf06f600p-7,-2.0126032092624295,-2.0025274026506534,0.0100758066117761,False,False,False,False,False,False
endpoint_x,397,3,400,4.0,-2.0126489842761575,-2.0017251090268577,0.01092387524929972,-2.01264898427615746e+00,-2.00172510902685774e+00,1.09238752492997193e-02,-0x1.019e7b5ee5987p+1,-0x1.003887436d1b1p+1,0x1.65f41b787d600p-7,-2.0126489842761575,-2.0017251090268577,0.0109238752492998,False,False,False,False,False,False
endpoint_x,397,4,401,4.01,-2.0125013423133997,-2.000743383843831,0.011757958469568841,-2.01250134231339972e+00,-2.00074338384383088e+00,1.17579584695688411e-02,-0x1.0199a4dc32321p+1,-0x1.00185bf4a618bp+1,0x1.8148e78c19600p-7,-2.0125013423133997,-2.0007433838438309,0.0117579584695688,False,False,False,False,False,False
endpoint_x,397,5,402,4.0200000000000005,-2.012160217832277,-1.9995934542343456,0.012566763597931185,-2.01216021783227683e+00,-1.99959345423434565e+00,1.25667635979311854e-02,-0x1.018e774cf3705p+1,-0x1.ffe55b4b3b70ap+0,0x1.9bc9a755b8000p-7,-2.0121602178322768,-1.9995934542343456,0.0125667635979312,False,False,False,False,False,False
endpoint_x,397,6,403,4.03,-2.0116313361185236,-1.9982804846552251,0.013350851463298508,-2.01163133611852363e+00,-1.99828048465522512e+00,1.33508514632985076e-02,-0x1.017d22b81e71ap+1,-0x1.ff8f4f51d447ep+0,0x1.b57b0f344db00p-7,-2.0116313361185236,-1.9982804846552251,0.0133508514632985,False,False,False,False,False,False
endpoint_x,397,7,404,4.04,-2.010920386578758,-1.9968093372994205,0.014111049279337484,-2.01092038657875793e+00,-1.99680933729942045e+00,1.41110492793374842e-02,-0x1.0165d6d79b93ap+1,-0x1.ff2ee5900c66dp+0,0x1.ce640f9560380p-7,-2.0109203865787579,-1.9968093372994205,0.0141110492793374,False,False,False,False,False,False
endpoint_x,397,8,405,4.05,-2.0100328903570155,-1.995184722062266,0.014848168294749442,-2.01003289035701549e+00,-1.99518472206226605e+00,1.48481682947494420e-02,-0x1.0148c1fbfbdecp+1,-0x1.fec46d0abc7d0p+0,0x1.e68b769da0400p-7,-2.0100328903570155,-1.995184722062266,0.0148481682947495,False,False,False,False,False,False
endpoint_x,397,9,406,4.0600000000000005,-2.0089742028905277,-1.9934111978515736,0.015563005038954136,-2.00897420289052775e+00,-1.99341119785157361e+00,1.55630050389541363e-02,-0x1.01261111f6140p+1,-0x1.fe50323e40b09p+0,0x1.fdf7f2d5bbb80p-7,-2.0089742028905277,-1.9934111978515736,0.0155630050389541,False,False,False,False,False,False
endpoint_x,397,10,407,4.07,-2.0077495147414095,-1.9914931757841927,0.016256338957216787,-2.00774951474140950e+00,-1.99149317578419272e+00,1.62563389572167871e-02,-0x1.00fdefa42fe69p+1,-0x1.fdd27f2c33460p+0,0x1.0a58070b21c80p-6,-2.0077495147414095,-1.9914931757841927,0.0162563389572168,False,False,False,False,False,False
endpoint_x,397,11,408,4.08,-2.0063638541986615,-1.9894349214285385,0.016928932770122973,-2.00636385419866148e+00,-1.98943492142853851e+00,1.69289327701229730e-02,-0x1.00d087e0d4732p+1,-0x1.fd4b9b650e4fap+0,0x1.155d1726a5a80p-6,-2.0063638541986615,-1.9894349214285385,0.0169289327701230,False,False,False,False,False,False
endpoint_x,397,12,409,4.09,-2.0048220892205872,-1.9872405576775005,0.017581531543086726,-2.00482208922058724e+00,-1.98724055767750052e+00,1.75815315430867258e-02,-0x1.009e029dc01acp+1,-0x1.fcbbcc1482798p+0,0x1.200e49bf6f000p-6,-2.0048220892205872,-1.9872405576775005,0.0175815315430867,False,False,False,False,False,False
endpoint_x,397,13,410,4.1,-2.003128930236021,-1.9849140673418926,0.018214862894128325,-2.00312893023602090e+00,-1.98491406734189257e+00,1.82148628941283253e-02,-0x1.0066875e8480ap+1,-0x1.fc23540c9a90bp+0,0x1.2a6eac1b9c240p-6,-2.0031289302360209,-1.9849140673418926,0.0182148628941283,False,False,False,False,False,False
endpoint_x,397,14,411,4.11,-2.0012889325476024,-1.982459296446939,0.01882963610066346,-2.00128893254760243e+00,-1.98245929644693897e+00,1.88296361006634605e-02,-0x1.002a3c5991c10p+1,-0x1.fb8273d3e409ap+0,0x1.348137cfde180p-6,-2.0012889325476024,-1.982459296446939,0.0188296361006634,False,False,False,False,False,False
endpoint_x,397,15,412,4.12,-1.999306499308465,-1.979879957146432,0.01942654216203299,-1.99930649930846505e+00,-1.97987995714643206e+00,1.94265421620329892e-02,-0x1.ffd28cfd35c96p+0,-0x1.fad969b1f3269p+0,0x1.3e48d2d0a8b40p-6,-1.999306499308465,-1.9798799571464321,0.0194265421620329,False,False,False,False,False,False
endpoint_x,397,16,413,4.13,-1.997192466613297,-1.9771730487393488,0.02001941787394812,-1.99719246661329697e+00,-1.97717304873934885e+00,2.00194178739481199e-02,-0x1.ff480167ebf36p+0,-0x1.fa28034ede3cfp+0,0x1.47ff86436d9c0p-6,-1.997192466613297,-1.9771730487393488,0.0200194178739482,False,False,False,False,False,False
endpoint_x,397,17,414,4.14,-1.9949492961515596,-1.9743436712873457,0.02060562486421391,-1.99494929615155958e+00,-1.97434367128734567e+00,2.06056248642139117e-02,-0x1.feb4ff40262fdp+0,-0x1.f96e963b3e64bp+0,0x1.519a4139f2c80p-6,-1.9949492961515596,-1.9743436712873457,0.0206056248642139,False,False,False,False,False,False
endpoint_x,397,18,415,4.15,-1.9925756694311636,-1.9714004379037673,0.02117523152739631,-1.99257566943116360e+00,-1.97140043790376729e+00,2.11752315273963099e-02,-0x1.fe197067031c9p+0,-0x1.f8adb2f81de3fp+0,0x1.5aef5bb94e280p-6,-1.9925756694311636,-1.9714004379037673,0.0211752315273963,False,False,False,False,False,False
endpoint_x,397,19,416,4.16,-1.9900754234716538,-1.9683465450296196,0.021728878442034194,-1.99007542347165378e+00,-1.96834654502961959e+00,2.17288784420341941e-02,-0x1.fd75953c6254ap+0,-0x1.f7e58f2618c86p+0,0x1.6401859263100p-6,-1.9900754234716538,-1.9683465450296196,0.0217288784420342,False,False,False,False,False,False
endpoint_x,397,20,417,4.17,-1.9874522582206195,-1.9651850724753503,0.022267185745269202,-1.98745225822061955e+00,-1.96518507247535035e+00,2.22671857452692024e-02,-0x1.fcc9abd36b3d9p+0,-0x1.f7165e70de781p+0,0x1.6cd358a331600p-6,-1.9874522582206195,-1.9651850724753503,0.0222671857452692,False,False,False,False,False,False
endpoint_y,474,-20,454,4.54,0.5532673907518748,0.583291250335467,0.030023859583592216,5.53267390751874810e-01,5.83291250335467026e-01,3.00238595835922162e-02,0x1.1b45dd0a71f2cp-1,0x1.2aa5269877b20p-1,0x1.ebe931c0b7e80p-6,0.55326739075187481,0.58329125033546703,0.03002385958359222,False,False,False,False,False,False
endpoint_y,474,-19,455,4.55,0.5585914312340553,0.5882461937307175,0.029654762496662213,5.58591431234055302e-01,5.88246193730717515e-01,2.96547624966622125e-02,0x1.1dffb231f3c37p-1,0x1.2d2e9ae823cb8p-1,0x1.e5dd16c601020p-6,0.5585914312340553,0.58824619373071751,0.02965476249666221,False,False,False,False,False,False
endpoint_y,474,-18,456,4.5600000000000005,0.5638507691707693,0.5931578107953551,0.02930704162458586,5.63850769170769262e-01,5.93157810795355123e-01,2.93070416245858612e-02,0x1.20b10c4ad3678p-1,0x1.2fb2616d774c9p-1,0x1.e02aa4547ca20p-6,0.56385076917076926,0.59315781079535512,0.02930704162458586,False,False,False,False,False,False
endpoint_y,474,-17,457,4.57,0.5690491918226717,0.5980292141688764,0.02898002234620478,5.69049191822671663e-01,5.98029214168876444e-01,2.89800223462047812e-02,0x1.235a6a6963204p-1,0x1.3230e299d0d8dp-1,0x1.dacf060db7120p-6,0.56904919182267166,0.59802921416887644,0.02898002234620478,False,False,False,False,False,False
endpoint_y,474,-16,458,4.58,0.5741903671207498,0.6028634245379264,0.02867305741717663,5.74190367120749778e-01,6.02863424537926407e-01,2.86730574171766284e-02,0x1.25fc47a0ec782p-1,0x1.34aa83c8b09e5p-1,0x1.d5c784f884c60p-6,0.57419036712074978,0.60286342453792641,0.02867305741717663,False,False,False,False,False,False
endpoint_y,474,-15,459,4.59,0.5792778425162938,0.6076633806427816,0.028385538126487808,5.79277842516293773e-01,6.07663380642781581e-01,2.83855381264878082e-02,0x1.28971af9cf51bp-1,0x1.371fa795acd2ep-1,0x1.d111937bb0260p-6,0.57927784251629377,0.60766338064278158,0.02838553812648781,False,False,False,False,False,False
endpoint_y,474,-14,460,4.6000000000000005,0.5843150064805015,0.6124319866754736,0.028116980194972108,5.84315006480501498e-01,6.12431986675473605e-01,2.81169801949721077e-02,0x1.2b2b5626caa3fp-1,0x1.3990af7397477p-1,0x1.ccab299994700p-6,0.5843150064805015,0.61243198667547361,0.02811698019497211,False,False,False,False,False,False
endpoint_y,474,-13,461,4.61,0.5893052601116552,0.6171719487438676,0.027866688632212422,5.89305260111655183e-01,6.17171948743867604e-01,2.78666886322124219e-02,0x1.2db96b4714a67p-1,0x1.3bfdf62fba1cap-1,0x1.c8915d14aec60p-6,0.58930526011165518,0.6171719487438676,0.02786668863221242,False,False,False,False,False,False
endpoint_y,474,-12,462,4.62,0.5942518410355211,0.6218859591809445,0.02763411814542338,5.94251841035521089e-01,6.21885959180944470e-01,2.76341181454233809e-02,0x1.3041c6fdabb38p-1,0x1.3e67d6210c28ap-1,0x1.c4c1e46c0ea40p-6,0.59425184103552109,0.62188595918094447,0.02763411814542338,False,False,False,False,False,False
endpoint_y,474,-11,463,4.63,0.5991578904210015,0.6265766373772811,0.02741874695627955,5.99157890421001538e-01,6.26576637377281087e-01,2.74187469562795494e-02,0x1.32c4d2b0ff426p-1,0x1.40cea72bf236bp-1,0x1.c13a8f5e5e8a0p-6,0.59915789042100154,0.62657663737728109,0.02741874695627955,False,False,False,False,False,False
endpoint_y,474,-10,464,4.64,0.6040264571475993,0.6312465332041809,0.02722007605658161,6.04026457147599283e-01,6.31246533204180893e-01,2.72200760565816102e-02,0x1.3542f4aebc412p-1,0x1.4332bedfa6925p-1,0x1.bdf9461d4a260p-6,0.60402645714759928,0.63124653320418089,0.02722007605658161,False,False,False,False,False,False
endpoint_y,474,-9,465,4.65,0.6088605018366877,0.6358981303347742,0.02703762849808644,6.08860501836687718e-01,6.35898130334774159e-01,2.70376284980864412e-02,0x1.37bc904e6df00p-1,0x1.45947092c0348p-1,0x1.bafc088a48900p-6,0.60886050183668772,0.63589813033477416,0.02703762849808644,False,False,False,False,False,False
endpoint_y,474,-8,466,4.66,0.6136629007668661,0.6405338494399796,0.02687094867311346,6.13662900766866137e-01,6.40533849439979597e-01,2.68709486731134595e-02,0x1.3a3206131fd68p-1,0x1.47f40d7ea6c23p-1,0x1.b840ed70dd760p-6,0.61366290076686614,0.6405338494399796,0.02687094867311346,False,False,False,False,False,False
endpoint_y,474,-7,467,4.67,0.6184364494770124,0.6451560514665116,0.026719601989499187,6.18436449477012373e-01,6.45156051466511560e-01,2.67196019894991865e-02,0x1.3ca3b3ca50f5bp-1,0x1.4a51e4dbbaf64p-1,0x1.b5c6222d40120p-6,0.61843644947701237,0.64515605146651156,0.02671960198949919,False,False,False,False,False,False
endpoint_y,474,-6,468,4.68,0.6231838670430047,0.6497670400166665,0.02658317297366186,6.23183867043004658e-01,6.49767040016666519e-01,2.65831729736618616e-02,0x1.3f11f4b0b0649p-1,0x1.4cae43f5c7d63p-1,0x1.b389e8a2ee340p-6,0.62318386704300466,0.64976704001666652,0.02658317297366186,False,False,False,False,False,False
endpoint_y,474,-5,469,4.69,0.6279077989948811,0.6543690649258128,0.026461265930931677,6.27907798994881139e-01,6.54369064925812816e-01,2.64612659309316767e-02,0x1.417d218b2c36ep-1,0x1.4f09764abdaddp-1,0x1.b18a97f22ede0p-6,0.62790779899488114,0.65436906492581282,0.02646126593093168,False,False,False,False,False,False
endpoint_y,474,-4,470,4.7,0.6325980101268758,0.6589771355132975,0.02637912538642173,6.32598010126875776e-01,6.58977135513297507e-01,2.63791253864217312e-02,0x1.43e3e2ea04eb6p-1,0x1.5165737baec87p-1,0x1.b03212353ba20p-6,0.63259801012687578,0.65897713551329751,0.02637912538642173,False,False,False,False,False,False
endpoint_y,474,-3,471,4.71,0.6372584504317673,0.6635919608441927,0.026333510412425376,6.37258450431767320e-01,6.63591960844192696e-01,2.63335104124253760e-02,0x1.4646bd57687cep-1,0x1.53c253536dbb6p-1,0x1.af72bf80a7d00p-6,0.63725845043176732,0.6635919608441927,0.02633351041242538,False,False,False,False,False,False
endpoint_y,474,-2,472,4.72,0.6419032326872829,0.6682039779319013,0.02630074524461845,6.41903232687282888e-01,6.68203977931901338e-01,2.63007452446184509e-02,0x1.48a78a5f2d578p-1,0x1.561ed4f08c9b4p-1,0x1.aee9522be8780p-6,0.64190323268728289,0.66820397793190134,0.02630074524461845,False,False,False,False,False,False
endpoint_y,474,-1,473,4.73,0.6465347273247275,0.6728152624923001,0.02628053516757256,6.46534727324727498e-01,6.72815262492300059e-01,2.62805351675725607e-02,0x1.4b06998b2d0c0p-1,0x1.587b3df94ee42p-1,0x1.ae948dc43b040p-6,0.6465347273247275,0.67281526249230006,0.02628053516757256,False,False,False,False,False,False
endpoint_y,474,0,474,4.74,0.6511552479512857,0.6774278488867459,0.026272600935460244,6.51155247951285654e-01,6.77427848886745898e-01,2.62726009354602441e-02,0x1.4d64387d239b2p-1,0x1.5ad7d2b0bc853p-1,0x1.ae7346731d420p-6,0.65115524795128565,0.6774278488867459,0.02627260093546025,False,False,False,False,False,False
endpoint_y,474,1,475,4.75,0.655764782057571,0.6820460046957768,0.02628122263820576,6.55764782057571050e-01,6.82046004695776809e-01,2.62812226382057590e-02,0x1.4fc066c99c967p-1,0x1.5d35224912578p-1,0x1.ae976feeb8220p-6,0.65576478205757105,0.68204600469577681,0.02628122263820576,False,False,False,False,False,False
endpoint_y,474,2,476,4.76,0.6603606521739165,0.6866765746750539,0.026315922501137456,6.60360652173916485e-01,6.86676574675053941e-01,2.63159225011374565e-02,0x1.521aca994ded8p-1,0x1.5f94126e513bbp-1,0x1.af28faa069c60p-6,0.66036065217391648,0.68667657467505394,0.02631592250113746,False,False,False,False,False,False
endpoint_y,474,3,477,4.7700000000000005,0.6649512539451445,0.6913152476852558,0.026363993740111225,6.64951253945144538e-01,6.91315247685255763e-01,2.63639937401112245e-02,0x1.54747da241d62p-1,0x1.61f4127811918p-1,0x1.aff29ab9f76c0p-6,0.66495125394514454,0.69131524768525576,0.02636399374011122,False,False,False,False,False,False
endpoint_y,474,4,478,4.78,0.6695398103849809,0.6959628070573183,0.026422996672337384,6.69539810384980894e-01,6.95962807057318278e-01,2.64229966723373844e-02,0x1.56cdec09f2731p-1,0x1.64553caf164aep-1,0x1.b0ea14a47afa0p-6,0.66953981038498089,0.69596280705731828,0.02642299667233739,False,False,False,False,False,False
endpoint_y,474,5,479,4.79,0.6741283797810091,0.7006211275095392,0.026492747728530053,6.74128379781009146e-01,7.00621127509539199e-01,2.64927477285300528e-02,0x1.59275ae0ee07ap-1,0x1.66b7cffb148a3p-1,0x1.b20ea344d0520p-6,0.67412837978100915,0.7006211275095392,0.02649274772853005,False,False,False,False,False,False
endpoint_y,474,6,480,4.8,0.67871897981756,0.705292055458537,0.026573075640976995,6.78718979817560020e-01,7.05292055458537015e-01,2.65730756409769953e-02,0x1.5b810ddafb57dp-1,0x1.691c0a50a564dp-1,0x1.b35f8eb541a00p-6,0.67871897981756002,0.70529205545853701,0.02657307564097699,False,False,False,False,False,False
endpoint_y,474,7,481,4.8100000000000005,0.6833135899409015,0.7099774110116429,0.02666382107074139,6.83313589940901522e-01,7.09977411011642912e-01,2.66638210707413892e-02,0x1.5ddb47636ac40p-1,0x1.6b8228c263341p-1,0x1.b4dc2bdf0e020p-6,0.68331358994090152,0.70997741101164291,0.02666382107074139,False,False,False,False,False,False
endpoint_y,474,8,482,4.82,0.6879141536562884,0.7146789898940287,0.026764836237740286,6.87914153656288385e-01,7.14678989894028671e-01,2.67648362377402860e-02,0x1.603648b0d18cdp-1,0x1.6dea67917761cp-1,0x1.b683dc14ba9e0p-6,0.68791415365628839,0.71467898989402867,0.02676483623774028,False,False,False,False,False,False
endpoint_y,474,9,483,4.83,0.692522580750436,0.7193985653225229,0.026875984572086842,6.92522580750436045e-01,7.19398565322522887e-01,2.68759845720868418e-02,0x1.629251d82118cp-1,0x1.7055023db2f8fp-1,0x1.b8560cb23c060p-6,0.69252258075043605,0.71939856532252289,0.02687598457208684,False,False,False,False,False,False
endpoint_y,474,10,484,4.84,0.6971407495700187,0.7241378898701185,0.02699714030009981,6.97140749570018703e-01,7.24137889870118512e-01,2.69971403000998089e-02,0x1.64efa1e0396c9p-1,0x1.72c2339592be6p-1,0x1.ba5236ab2a3a0p-6,0.6971407495700187,0.72413788987011851,0.02699714030009981,False,False,False,False,False,False
endpoint_y,474,11,485,4.8500000000000005,0.70176910725531,0.7289004012222879,0.027131293966977887,7.01769107255310054e-01,7.28900401222287941e-01,2.71312939669778874e-02,0x1.674e47ca02648p-1,0x1.75326ef294feap-1,0x1.bc84e51253440p-6,0.70176910725531005,0.72890040122228794,0.02713129396697789,False,False,False,False,False,False
endpoint_y,474,12,486,4.86,0.7064105899779198,0.7336860907848486,0.027275500806928754,7.06410589977919834e-01,7.33686090784848588e-01,2.72755008069287541e-02,0x1.69aea61b01a78p-1,0x1.77a5b40ae6eb0p-1,0x1.bee1bdfca8700p-6,0.70641058997791983,0.73368609078484859,0.02727550080692876,False,False,False,False,False,False
endpoint_y,474,13,487,4.87,0.711067304641962,0.73849665599852,0.027429351356557996,7.11067304641961995e-01,7.38496655998519991e-01,2.74293513565579961e-02,0x1.6c110385625a6p-1,0x1.7a1c3bd370218p-1,0x1.c16709c1b8e40p-6,0.71106730464196199,0.73849665599851999,0.02742935135655800,False,False,False,False,False,False
endpoint_y,474,14,488,4.88,0.7157409259277527,0.7433338813814833,0.027592955453730528,7.15740925927752736e-01,7.43333881381483264e-01,2.75929554537305277e-02,0x1.6e75983a89732p-1,0x1.7c96422d159d1p-1,0x1.c4153e51853e0p-6,0.71574092592775274,0.74333388138148326,0.02759295545373052,False,False,False,False,False,False
endpoint_y,474,15,489,4.89,0.7204332651267948,0.7481993807957837,0.0277661156689889,7.20433265126794842e-01,7.48199380795783742e-01,2.77661156689888999e-02,0x1.70dca1015714ep-1,0x1.7f13fd3ecf88fp-1,0x1.c6eb87af0e820p-6,0.72043326512679484,0.74819938079578374,0.02776611566898890,False,False,False,False,False,False
endpoint_y,474,16,490,4.9,0.7251460863995942,0.7530947845307114,0.027948698131117222,7.25146086399594214e-01,7.53094784530711436e-01,2.79486981311172222e-02,0x1.7346590bd13a4p-1,0x1.8195a3bcb1f50p-1,0x1.c9e9561c17580p-6,0.72514608639959421,0.75309478453071144,0.02794869813111723,False,False,False,False,False,False
endpoint_y,474,17,491,4.91,0.7298811003439811,0.7580217489856667,0.02814064864168553,7.29881100343981126e-01,7.58021748985666655e-01,2.81406486416855284e-02,0x1.75b2f9bfe44c2p-1,0x1.841b6d3b19ae8p-1,0x1.cd0e6f66ac4c0p-6,0.72988110034398113,0.75802174898566665,0.02814064864168552,False,False,False,False,False,False
