event_name,event_t,threshold,source,step_index,t,h,status,segment_width_x,segment_width_y,segment_width_sum,width_ratio_vs_flowstar,tube_prefix_ratio,raw_ctrunc_residual_x_lo,raw_ctrunc_residual_x_hi,raw_ctrunc_residual_y_lo,raw_ctrunc_residual_y_hi,post_cutoff_residual_x_lo,post_cutoff_residual_x_hi,post_cutoff_residual_y_lo,post_cutoff_residual_y_hi,full_step_tube_x_lo,full_step_tube_x_hi,full_step_tube_y_lo,full_step_tube_y_hi,polynomial_range_x_lo,polynomial_range_x_hi,polynomial_range_y_lo,polynomial_range_y_hi,reset_width_sum,right_map_range_width_sum,center_x,center_y,scale_x,scale_y,target_margin_y_hi,residual_y_hi_margin_to_target,notes
first_schedule_divergence,0.096445130000000004,,flowstar,5,0.096445130000000004,0.020131380000000004,validated,0.34769899999999998,0.3555600000000001,0.70325900000000008,1,1,,,,,,,,,,,,,,,,,,,,,,,,,"Flowstar h5 reference exposes segment boxes only; component attribution fields are unknown, not zero"
first_schedule_divergence,0.09644512500000002,,compat,5,0.09644512500000002,0.020131375000000007,validated,0.35166585876912504,0.38702959976386553,0.73869545853299057,1.0503889157948785,1.0193049152630218,-2.0131395000000021e-06,2.0131395000000021e-06,-8.6537889165484122e-05,9.1995157701237895e-05,-2.9937191546320641e-06,3.7508173732152018e-06,-5.3225657773924182e-05,5.5295043437891466e-05,1.2700243366994086,1.6216901954685337,1.9280374524769892,2.3150670522408547,1.2700263498399089,1.6216881823280334,1.928123990367155,2.3149750570821532,0.59379572892644672,0.59100732857041216,1.4672252693993606,2.0841336975167346,0.15009489455221919,0.14680296991100239,8.0048412987621006e-06,8.0048412987621006e-06,compat mode checks replayed raw remainder plus poly_diff_range; target remainder is only the containment set
width_ratio_gt_1_1,0.92419030000000002,1.1000000000000001,flowstar,48,0.92419030000000002,0.037897300000000023,validated,0.11250899999999997,0.20060769999999997,0.31311669999999991,1,1,,,,,,,,,,,,,,,,,,,,,,,,,"Flowstar h5 reference exposes segment boxes only; component attribution fields are unknown, not zero"
width_ratio_gt_1_1,0.90651094330482829,1.1000000000000001,compat,48,0.90651094330482829,0.037897356947215827,validated,0.11888682165183373,0.22663825214368416,0.34552507379551789,1.1035025400929366,1.0014635639699925,-3.789737694721584e-06,3.789737694721584e-06,-5.9569929912537373e-05,6.7024187976355714e-05,-5.2821438672836593e-06,5.057071347460125e-06,-4.0931156137553229e-05,4.2859057676653347e-05,1.8882852533916819,2.0071720750435156,-0.43904714452750676,-0.2124088923838226,1.8882890431303767,2.0071682853048203,-0.43898757459659415,-0.21247591657279899,0.2417025584055284,0.22791902612175929,1.9415497338178684,-0.34538473445792778,0.047768901194156908,0.073082378008606438,3.2975811023644281e-05,3.2975811023644281e-05,compat mode checks replayed raw remainder plus poly_diff_range; target remainder is only the containment set
width_ratio_gt_1_5,3.078875,1.5,flowstar,92,3.078875,0.019619000000000053,validated,0.2382803,0.12563100000000027,0.36391130000000027,1,1,,,,,,,,,,,,,,,,,,,,,,,,,"Flowstar h5 reference exposes segment boxes only; component attribution fields are unknown, not zero"
width_ratio_gt_1_5,3.0235741944970576,1.5,compat,92,3.0235741944970576,0.039238020998147327,validated,0.29873980890004964,0.26579892029607333,0.56453872919612302,1.5513085996398646,0.98201974793950786,-3.9238040998147366e-06,3.9238040998147366e-06,-9.4872300354159494e-05,6.7236867425506496e-05,-5.9073579317263887e-06,6.1680859495112403e-06,-5.4162308826785875e-05,4.3634781609050624e-05,-0.61064295816325642,-0.31190314926320678,-2.686586625308609,-2.4207877050125357,-0.61063903435815647,-0.31190707306830667,-2.6864917530072545,-2.4208549418809615,0.34511977063874788,0.29025843208347601,-0.51141009234510637,-2.5845066022444199,0.098469319105231864,0.074090566214140549,3.2763131574493499e-05,3.2763131574493499e-05,compat mode checks replayed raw remainder plus poly_diff_range; target remainder is only the containment set
width_ratio_gt_2_0,3.8966409999999998,2,flowstar,127,3.8966409999999998,0.034459000000000017,validated,0.040058000000000149,0.31033749999999999,0.35039550000000014,1,1,,,,,,,,,,,,,,,,,,,,,,,,,"Flowstar h5 reference exposes segment boxes only; component attribution fields are unknown, not zero"
width_ratio_gt_2_0,3.6851867809205943,2,compat,127,3.6851867809205943,0.017229437611616515,validated,0.17796637552062422,0.57041621925236874,0.74838259477299296,2.1358225056343265,1.0004825055699327,-1.7229457611616524e-06,1.7229457611616524e-06,-4.3834357086951019e-05,4.1137389810808309e-05,-2.3427530955378084e-06,2.3989483584800113e-06,-2.94102332502246e-05,2.8536191710570439e-05,-1.9817811394640044,-1.8038147639433801,-1.1838916500792425,-0.61347543082687372,-1.9817794165172429,-1.8038164868901416,-1.1838478157211554,-0.61351656821768463,0.60421449265912097,0.53423976786364791,-1.9005392226164082,-0.86243463931157727,0.075330839056660548,0.2267764072728988,5.8862609189191686e-05,5.8862609189191686e-05,compat mode checks replayed raw remainder plus poly_diff_range; target remainder is only the containment set
final_segment_near_t5,5.0335789999999996,,flowstar,148,5.0335789999999996,0.063750999999999891,validated,0.11243999999999987,0.073538199999999998,0.18597819999999987,1,1,,,,,,,,,,,,,,,,,,,,,,,,,"Flowstar h5 reference exposes segment boxes only; component attribution fields are unknown, not zero"
final_segment_near_t5,5,,compat,180,5,0.0083398093842310672,validated,0.29220648897838353,0.19280820804703358,0.48501469702541711,2.6079115564373536,1.0110368009992328,-8.3398293842310727e-07,8.3398293842310727e-07,-9.5465504772728615e-06,9.3538586024219299e-06,-9.1181279584635335e-07,9.2310750143860848e-07,-7.8600442474117201e-06,7.8249374844556811e-06,-1.6420475716161722,-1.3498410826377887,0.69373691313956576,0.88654512118659934,-1.6420467376322336,-1.3498419166217273,0.69374645969104309,0.88653576732699679,0.47034070823292951,0.45279941074348473,-1.4926489801593328,0.79236452056542839,0.14280043299079767,0.092369921125665971,9.064614039757807e-05,9.064614039757807e-05,compat mode checks replayed raw remainder plus poly_diff_range; target remainder is only the containment set
