run_id,mode,order,candidate_order,output_order,truncation_range_split,adaptive_order_fallback,fallback_from_order,refinement_pass,residual_subset_current,validation_mode,cutoff_threshold,target_remainder_radius,center_correction_width_factor,center_correction_attempts,center_corrections_applied,center_corrected_dimensions,max_center_correction_abs,max_residual_radius_after_correction,selective_high_degree_terms_top_k,max_selective_retained_terms_count,max_selective_dropped_remainder_width_sum,status,runtime_s,validated_segments,last_validated_t,last_attempted_t,min_h_used,min_regular_h_used,min_final_alignment_h,h_below_flowstar_min_count,max_h_used,num_step_rejections,num_accepted_steps,num_rejected_steps,num_order8_steps,num_order8_attempts,failure_reason,final_width_sum,max_width_sum,max_residual_width_sum,max_remainder_width_sum,notes
flowstar_style_o6_target_centered,flowstar_style,6,6,6,,,,,,target_remainder_centered,,0.0001,1.05,6,6,6,4.9170930624816038e-06,9.9980486724006451e-05,,,,failed,208.13779039401561,127,2.1159710308044115,2.1197924109479569,0.0022645215665453703,0.0022645215665453703,,0,0.056250000000000008,80,127,80,0,0,Picard residual not subset of target remainder,9.274857078704553,9.274857078704553,0.00066951062220283429,0.00040000000000000007,Picard residual not subset of target remainder
flowstar_style_o6_candidate8_output6_centered,flowstar_style,6,8,6,,,,,,target_remainder_centered,,0.0001,1.05,3,3,3,5.2348197893151242e-06,0.00010438181540488134,,,,failed,433.47428750712425,95,2.4007376673997931,2.4043574266493395,0.0021450425182496136,0.0021450425182496136,,0,0.075000000000000011,60,95,60,0,155,Picard residual not subset of target remainder,26.101315330027461,26.101315330027461,0.00092810335907359085,0.00040000000000000007,Picard residual not subset of target remainder
flowstar_style_o6_candidate8_output6_cutoff_centered,flowstar_style,6,8,6,,,,,,target_remainder_centered,1e-10,0.0001,1.05,3,3,3,5.2348197893150157e-06,0.00010438181540488001,,,,failed,442.24062339216471,95,2.4007376673997931,2.4043574266493395,0.0021450425182496136,0.0021450425182496136,,0,0.075000000000000011,60,95,60,0,155,Picard residual not subset of target remainder,26.10131533002729,26.10131533002729,0.0009281033590735863,0.00040000000000000007,Picard residual not subset of target remainder
