plant,step,category,operation,seconds,calls
brusselator,1001,A,torch_tm_flowpipe.batched_dense_tm.sparse_tmvector_to_dense,0.009937220718711615,1
brusselator,1001,B,BatchedPolynomial.substitute_const_and_drop,0.0023398050107061863,1
brusselator,1001,C,torch_tm_flowpipe.endpoint_substitution.enclose_constant_substitution,0.0645062755793333,3
brusselator,1001,C,DenseRemainderLedger.total,0.00017342716455459595,1
brusselator,1001,C,BatchedTaylorModel.endpoint,0.0011235359124839306,1
brusselator,1001,A,Polynomial.__init__,0.19178492156788707,144
brusselator,1001,A,torch_tm_flowpipe.batched_dense_tm.dense_to_sparse_tmvector,0.008270709309726954,1
brusselator,1001,B,Polynomial.substitute_const,0.0035630776546895504,2
brusselator,1001,C,Polynomial.substitute_const_with_roundoff,0.0073437015525996685,2
brusselator,1001,D,Polynomial.evaluate_interval,2.4827807298861444,118
brusselator,1001,F,torch_tm_flowpipe.flowpipe._tmvector_constant_part,6.768619641661644e-05,1
brusselator,1001,F,torch_tm_flowpipe.flowpipe._tmvector_rm_constants,2.4934764951467514e-05,1
brusselator,1001,G,torch_tm_flowpipe.symbolic_remainder._validated_interval_bounds,0.003725975751876831,12
brusselator,1001,G,torch_tm_flowpipe.symbolic_remainder.validate_accepted_boundary_sr_queue,0.0011997055262327194,5
brusselator,1001,E,torch_tm_flowpipe.accepted_boundary_sr.split_endpoint_taylor_map,0.00018104352056980133,1
brusselator,1001,G,torch_tm_flowpipe.symbolic_remainder._tensorized_interval_matrix_update_and_image,0.00041689397767186165,1
brusselator,1001,G,torch_tm_flowpipe.symbolic_remainder.accepted_boundary_sr_queue_propagate,0.0029484108090400696,1
brusselator,1001,E,torch_tm_flowpipe.flowpipe._polynomial_part_for_power,0.0007622856646776199,18
brusselator,1001,E,Polynomial.mul_truncate,0.03463523043319583,14
brusselator,1001,E,Polynomial.cutoff,0.024511656258255243,24
brusselator,1001,E,torch_tm_flowpipe.flowpipe._tm_mul_ctrunc_horner_stage,0.04301126627251506,12
brusselator,1001,D,torch_tm_flowpipe.polynomial.evaluate_interval_normal,0.323496563360095,26
brusselator,1001,E,Polynomial.__add__,0.005060963332653046,20
brusselator,1001,E,torch_tm_flowpipe.flowpipe._tm_apply_cutoff_for_horner,0.0026505840942263603,10
brusselator,1001,E,torch_tm_flowpipe.flowpipe._insert_ctrunc_normal_horner_scalar,0.039430167991667986,2
brusselator,1001,E,torch_tm_flowpipe.flowpipe.insert_ctrunc_normal_dependency_preserving,0.015735642984509468,1
brusselator,1001,G,torch_tm_flowpipe.accepted_boundary_sr.prepare_accepted_boundary_sr,0.0057920911349356174,1
brusselator,1001,G,torch_tm_flowpipe.symbolic_remainder.accepted_boundary_sr_queue_sha256,0.0007322658784687519,2
brusselator,1001,F,torch_tm_flowpipe.flowpipe._tmvector_shift_polynomial_constants,0.00027727801352739334,1
brusselator,1001,F,torch_tm_flowpipe.flowpipe._add_right_map_centering_diagnostics,0.010607690084725618,1
brusselator,1001,D,torch_tm_flowpipe.accepted_boundary_sr._interval_polynomial_range,0.06464584590867162,2
brusselator,1001,E,torch_tm_flowpipe.accepted_boundary_sr._scale_and_cutoff_right_map,0.06279389606788754,1
brusselator,1001,G,torch_tm_flowpipe.symbolic_remainder.accepted_boundary_sr_queue_commit,0.0035439818166196346,1
brusselator,1001,G,torch_tm_flowpipe.accepted_boundary_sr.commit_accepted_boundary_sr,0.0009547150693833828,1
brusselator,1001,E,Polynomial.__mul__,0.00023709982633590698,2
brusselator,1001,F,torch_tm_flowpipe.flowpipe._normalized_tm_from_center_scale,0.0012587872333824635,1
brusselator,1001,H,torch_tm_flowpipe.flowpipe._flowstar_normalized_insertion_transition,0.01644220994785428,1
