run_id,mode,order,candidate_order,output_order,truncation_range_split,adaptive_order_fallback,fallback_from_order,refinement_pass,residual_subset_current,validation_mode,cutoff_threshold,target_remainder_radius,center_correction_width_factor,center_correction_attempts,center_corrections_applied,center_corrected_dimensions,max_center_correction_abs,max_residual_radius_after_correction,selective_high_degree_terms_top_k,max_selective_retained_terms_count,max_selective_dropped_remainder_width_sum,status,runtime_s,validated_segments,last_validated_t,last_attempted_t,min_h_used,min_regular_h_used,min_final_alignment_h,h_below_flowstar_min_count,max_h_used,num_step_rejections,num_accepted_steps,num_rejected_steps,num_order8_steps,num_order8_attempts,failure_reason,final_width_sum,max_width_sum,max_residual_width_sum,max_remainder_width_sum,notes
flowstar_style_o6_candidate8_output6_keep1,flowstar_style,6,8,6,,,,,,target_remainder,,0.0001,,0,0,0,,,1,2,0.00054686467700602393,failed,459.95023195724934,95,2.4007376673997931,2.4043574266493395,0.0021450425182496136,0.0021450425182496136,,0,0.075000000000000011,60,95,60,0,215,Picard residual not subset of target remainder,26.101315330027461,26.101315330027461,0.00092810335907359085,0.00040000000000000007,Picard residual not subset of target remainder
flowstar_style_o6_candidate8_output6_keep2,flowstar_style,6,8,6,,,,,,target_remainder,,0.0001,,0,0,0,,,2,4,0.00042168507927339713,failed,460.31188289355487,95,2.4007376673997931,2.4043574266493395,0.0021450425182496136,0.0021450425182496136,,0,0.075000000000000011,60,95,60,0,215,Picard residual not subset of target remainder,26.101315330027461,26.101315330027461,0.00092810335907359085,0.00040000000000000007,Picard residual not subset of target remainder
flowstar_style_o6_candidate8_output6_keep4,flowstar_style,6,8,6,,,,,,target_remainder,,0.0001,,0,0,0,,,4,8,0.00027326659566923966,failed,460.16786826495081,95,2.4007376673997931,2.4043574266493395,0.0021450425182496136,0.0021450425182496136,,0,0.075000000000000011,60,95,60,0,215,Picard residual not subset of target remainder,26.101315330027461,26.101315330027461,0.00092810335907359085,0.00040000000000000007,Picard residual not subset of target remainder
flowstar_style_o6_candidate8_output6_keep8,flowstar_style,6,8,6,,,,,,target_remainder,,0.0001,,0,0,0,,,8,16,8.3546359146267375e-05,failed,459.55931204557419,95,2.4007376673997931,2.4043574266493395,0.0021450425182496136,0.0021450425182496136,,0,0.075000000000000011,60,95,60,0,215,Picard residual not subset of target remainder,26.101315330027461,26.101315330027461,0.00092810335907359085,0.00040000000000000007,Picard residual not subset of target remainder
flowstar_style_o6_candidate8_output6_keep1_centered,flowstar_style,6,8,6,,,,,,target_remainder_centered,,0.0001,1.05,3,3,3,5.2348197893151242e-06,0.00010438181540488134,1,2,0.00054686467700602393,failed,435.10251819994301,95,2.4007376673997931,2.4043574266493395,0.0021450425182496136,0.0021450425182496136,,0,0.075000000000000011,60,95,60,0,155,Picard residual not subset of target remainder,26.101315330027461,26.101315330027461,0.00092810335907359085,0.00040000000000000007,Picard residual not subset of target remainder
flowstar_style_o6_candidate8_output6_keep2_centered,flowstar_style,6,8,6,,,,,,target_remainder_centered,,0.0001,1.05,3,3,3,5.2348197893151242e-06,0.00010438181540488134,2,4,0.00042168507927339713,failed,433.97707378212363,95,2.4007376673997931,2.4043574266493395,0.0021450425182496136,0.0021450425182496136,,0,0.075000000000000011,60,95,60,0,155,Picard residual not subset of target remainder,26.101315330027461,26.101315330027461,0.00092810335907359085,0.00040000000000000007,Picard residual not subset of target remainder
flowstar_style_o6_candidate8_output6_keep4_centered,flowstar_style,6,8,6,,,,,,target_remainder_centered,,0.0001,1.05,3,3,3,5.2348197893151242e-06,0.00010438181540488134,4,8,0.00027326659566923966,failed,434.86731733568013,95,2.4007376673997931,2.4043574266493395,0.0021450425182496136,0.0021450425182496136,,0,0.075000000000000011,60,95,60,0,155,Picard residual not subset of target remainder,26.101315330027461,26.101315330027461,0.00092810335907359085,0.00040000000000000007,Picard residual not subset of target remainder
flowstar_style_o6_candidate8_output6_keep8_centered,flowstar_style,6,8,6,,,,,,target_remainder_centered,,0.0001,1.05,3,3,3,5.2348197893151242e-06,0.00010438181540488134,8,16,8.3546359146267375e-05,failed,435.09607905521989,95,2.4007376673997931,2.4043574266493395,0.0021450425182496136,0.0021450425182496136,,0,0.075000000000000011,60,95,60,0,155,Picard residual not subset of target remainder,26.101315330027461,26.101315330027461,0.00092810335907359085,0.00040000000000000007,Picard residual not subset of target remainder
