run_id,mode,order,candidate_order,output_order,truncation_range_split,adaptive_order_fallback,fallback_from_order,refinement_pass,residual_subset_current,validation_mode,cutoff_threshold,target_remainder_radius,center_correction_width_factor,center_correction_attempts,center_corrections_applied,center_corrected_dimensions,max_center_correction_abs,max_residual_radius_after_correction,selective_high_degree_terms_top_k,max_selective_retained_terms_count,max_selective_dropped_remainder_width_sum,status,runtime_s,validated_segments,last_validated_t,last_attempted_t,min_h_used,min_regular_h_used,min_final_alignment_h,h_below_flowstar_min_count,max_h_used,num_step_rejections,num_accepted_steps,num_rejected_steps,num_order8_steps,num_order8_attempts,failure_reason,final_width_sum,max_width_sum,max_residual_width_sum,max_remainder_width_sum,notes
flowstar_style_o6_candidate8_output6_keep4,flowstar_style,6,8,6,,,,,,target_remainder,,0.0001,,0,0,0,,,4,8,8.9004390926116663e-05,failed,478.52542483620346,112,2.3236324377489392,2.3276040678659848,0.0020920520781145049,0.0020920520781145049,,0,0.075000000000000011,71,112,71,0,233,Picard residual not subset of target remainder,22.86124049037949,22.86124049037949,0.00055501357036974062,0.00040000000000000007,Picard residual not subset of target remainder
flowstar_style_o6_candidate8_output6_keep8,flowstar_style,6,8,6,,,,,,target_remainder,,0.0001,,0,0,0,,,8,16,6.0162079299997325e-05,failed,445.19766931887716,100,2.345909199029081,2.3497746352980058,0.0022906289001034695,0.0022906289001034695,,0,0.075000000000000011,64,100,64,0,220,Picard residual not subset of target remainder,23.749201773463966,23.749201773463966,0.00070169412223259437,0.00040000000000000007,Picard residual not subset of target remainder
flowstar_style_o6_candidate8_output6_keep4_centered,flowstar_style,6,8,6,,,,,,target_remainder_centered,,0.0001,1.05,4,4,4,4.0873286133483213e-06,0.0001035667463316802,4,8,9.4121102232845049e-05,failed,463.76455623283982,112,2.3398728391401784,2.343844469257224,0.0020920520781145049,0.0020920520781145049,,0,0.075000000000000011,71,112,71,0,183,Picard residual not subset of target remainder,24.361734516529257,24.361734516529257,0.00067475474465871702,0.00040000000000000007,Picard residual not subset of target remainder
flowstar_style_o6_candidate8_output6_keep8_centered,flowstar_style,6,8,6,,,,,,target_remainder_centered,,0.0001,1.05,4,4,4,6.6725336661769232e-06,0.00010424211369465266,8,16,6.0162079299997325e-05,failed,430.34530430939049,100,2.345909199029081,2.3497746352980058,0.0022906289001034695,0.0022906289001034695,,0,0.075000000000000011,64,100,64,0,164,Picard residual not subset of target remainder,23.749201773463966,23.749201773463966,0.00070169412223259437,0.00040000000000000007,Picard residual not subset of target remainder
