fresh_request_started,paired_baseline_started,requested_horizon,status,stop_outcome,validated_horizon
False,False,0.1,not_run_after_stop,STRUCTURED_REMAINDER_LOCAL_GATE_FAILED,6.397083942944808
False,False,0.5,not_run_after_stop,STRUCTURED_REMAINDER_LOCAL_GATE_FAILED,6.397083942944808
False,False,1,not_run_after_stop,STRUCTURED_REMAINDER_LOCAL_GATE_FAILED,6.397083942944808
False,False,4,not_run_after_stop,STRUCTURED_REMAINDER_LOCAL_GATE_FAILED,6.397083942944808
False,False,6,not_run_after_stop,STRUCTURED_REMAINDER_LOCAL_GATE_FAILED,6.397083942944808
False,False,6.5,not_run_after_stop,STRUCTURED_REMAINDER_LOCAL_GATE_FAILED,6.397083942944808
False,False,7.5,not_run_after_stop,STRUCTURED_REMAINDER_LOCAL_GATE_FAILED,6.397083942944808
False,False,10,not_run_after_stop,STRUCTURED_REMAINDER_LOCAL_GATE_FAILED,6.397083942944808
