===== brusselator_steps_1_20 =====
         14937532 function calls (14936572 primitive calls) in 42.272 seconds

   Ordered by: cumulative time
   List reduced from 522 to 180 due to restriction <180>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      100    0.012    0.000    0.600    0.006 flowpipe.py:1821(_add_right_map_centering_diagnostics)
   362171    0.258    0.000    0.596    0.000 {built-in method builtins.any}
    20992    0.022    0.000    0.590    0.000 batched_dense_tm.py:2340(_coerce)
  4762898    0.589    0.000    0.589    0.000 {built-in method builtins.isinstance}
     1612    0.008    0.000    0.586    0.000 batched_dense_tm.py:3288(_coerce_dense_rhs_output)
   108244    0.577    0.000    0.577    0.000 {built-in method torch.cat}
     4950    0.013    0.000    0.568    0.000 symbolic_remainder.py:292(_add_interval_columns)
   361180    0.556    0.000    0.556    0.000 {method 'to' of 'torch._C.TensorBase' objects}
    14850    0.009    0.000    0.556    0.000 symbolic_remainder.py:293(<genexpr>)
   549192    0.234    0.000    0.540    0.000 batched_dense_tm.py:1131(<genexpr>)
   193074    0.513    0.000    0.513    0.000 {built-in method torch.ones_like}
   179132    0.496    0.000    0.496    0.000 {built-in method torch.zeros}
   953335    0.362    0.000    0.484    0.000 interval.py:203(ensure_interval)
      100    0.014    0.000    0.481    0.005 batched_dense_tm.py:3241(dense_to_sparse_tmvector)
    10096    0.079    0.000    0.474    0.000 batched_dense_tm.py:1275(_hull_owner_intervals)
    78862    0.458    0.000    0.458    0.000 {built-in method torch.ones}
   217502    0.205    0.000    0.454    0.000 {built-in method builtins.sorted}
   161624    0.440    0.000    0.440    0.000 {method 'view' of 'torch._C.TensorBase' objects}
    11008    0.155    0.000    0.431    0.000 batched_dense_tm.py:427(_interval_scale)
   631940    0.388    0.000    0.388    0.000 {method 'hex' of 'float' objects}
  3197610    0.375    0.000    0.375    0.000 {method 'append' of 'list' objects}
     2024    0.023    0.000    0.366    0.000 batched_dense_tm.py:293(total)
     7296    0.013    0.000    0.362    0.000 batched_dense_tm.py:3380(_coerce)
    48168    0.358    0.000    0.358    0.000 {built-in method torch.nonzero}
    10096    0.069    0.000    0.334    0.000 batched_dense_tm.py:1558(_merge_coefficients_by_index)
     2524    0.042    0.000    0.332    0.000 batched_dense_tm.py:2647(<dictcomp>)

===== brusselator_steps_901_1000 =====
         260196232 function calls (260192872 primitive calls) in 661.465 seconds

   Ordered by: cumulative time
   List reduced from 581 to 180 due to restriction <180>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.005    0.005  662.214  662.214 profile_c4_reference_solver.py:540(<lambda>)
        1    0.510    0.510  662.209  662.209 profile_c4_reference_solver.py:117(_run_brusselator_steps)
      100    0.003    0.000  660.629    6.606 run_brusselator_sr1000_parity.py:158(_step)
      100    0.003    0.000  660.626    6.606 flowpipe.py:6566(flowpipe_step_flowstar_style_adaptive)
      100    0.018    0.000  540.405    5.404 flowpipe.py:6711(_assign_reset)
      100    0.089    0.001  540.387    5.404 flowpipe.py:1987(_flowstar_normalized_insertion_transition)
      100    0.012    0.000  341.889    3.419 accepted_boundary_sr.py:321(prepare_accepted_boundary_sr)
      601   13.245    0.022  254.487    0.423 symbolic_remainder.py:369(validate_accepted_boundary_sr_queue)
      100    0.390    0.004  246.432    2.464 symbolic_remainder.py:433(accepted_boundary_sr_queue_propagate)
  3990843   45.109    0.000  152.605    0.000 interval.py:56(__init__)
  3419602   17.024    0.000  151.101    0.000 symbolic_remainder.py:360(_accepted_boundary_sr_interval_finite)
    95050    0.101    0.000  128.112    0.001 symbolic_remainder.py:454(<genexpr>)
    94950    2.836    0.000  128.011    0.001 symbolic_remainder.py:240(_matmul_interval_matrix)
  1415965   18.895    0.000  121.384    0.000 interval.py:152(__mul__)
      100    0.003    0.000  119.786    1.198 flowpipe.py:6147(flowpipe_step_from_tm)
      100    0.011    0.000  119.783    1.198 flowpipe.py:5888(_flowpipe_step_from_tm_hybrid_dense)
      100    0.008    0.000  118.613    1.186 flowpipe.py:5979(_validate)
      100    0.022    0.000  118.605    1.186 batched_dense_tm.py:4488(dense_picard_validate_step)
     2700    0.140    0.000  105.494    0.039 ode_examples.py:26(brusselator_ode)
    40800    1.092    0.000   98.827    0.002 batched_dense_tm.py:1290(_range_for_terms_with_policy)
      200    0.018    0.000   95.824    0.479 symbolic_remainder.py:574(accepted_boundary_sr_queue_sha256)
    10800    0.361    0.000   93.495    0.009 batched_dense_tm.py:2438(mul_trunc)
     1000    0.101    0.000   88.852    0.089 batched_dense_tm.py:3679(_dense_flowstar_raw_compat_image)
      100    0.006    0.000   87.789    0.878 accepted_boundary_sr.py:431(commit_accepted_boundary_sr)
  1532981   10.831    0.000   85.826    0.000 interval.py:135(__add__)
      100    0.008    0.000   84.200    0.842 symbolic_remainder.py:477(accepted_boundary_sr_queue_commit)
      100    0.046    0.000   80.200    0.802 batched_dense_tm.py:4277(_post_accept_refine_raw_remainder)
 12845910   78.740    0.000   78.740    0.000 {built-in method torch.isfinite}
  3421002   13.287    0.000   70.982    0.000 interval.py:116(is_finite)
 10261888   18.705    0.000   67.868    0.000 interval.py:15(_as_tensor)
    51600    3.944    0.000   67.572    0.001 batched_dense_tm.py:515(_range_for_terms)
  2280202   33.441    0.000   64.393    0.000 interval.py:119(contains)
    94950    1.322    0.000   63.394    0.001 symbolic_remainder.py:254(_matmul_interval_matrix_col)
     1700    0.004    0.000   63.011    0.037 batched_dense_tm.py:3309(call_dense_rhs)
    51600    4.590    0.000   61.117    0.001 batched_dense_tm.py:489(_monomial_interval_bounds_for_exponents)
    10800    0.368    0.000   56.396    0.005 batched_dense_tm.py:1983(mul_trunc)
   574364    0.432    0.000   49.543    0.000 {built-in method builtins.all}
  1709100    0.615    0.000   49.006    0.000 symbolic_remainder.py:427(<genexpr>)
    10712    1.226    0.000   48.152    0.004 polynomial.py:316(evaluate_interval)
   154800    9.821    0.000   45.577    0.000 batched_dense_tm.py:456(_power_interval_bounds)
4403/4203    0.022    0.000   44.851    0.011 tm_vector.py:17(__init__)
      100    0.004    0.000   43.954    0.440 flowpipe.py:1234(insert_ctrunc_normal_dependency_preserving)
     1000    0.016    0.000   43.620    0.044 batched_dense_tm.py:3522(_call_dense_raw_trace_rhs)
      300    0.001    0.000   43.098    0.144 flowpipe.py:1255(<genexpr>)
      200    0.004    0.000   43.097    0.215 flowpipe.py:1501(_insert_ctrunc_normal_horner_scalar)
 1464/200    0.042    0.000   42.037    0.210 flowpipe.py:1520(horner)
 16107679   41.862    0.000   41.862    0.000 {built-in method torch.all}
     4000    0.049    0.000   41.274    0.010 batched_dense_tm.py:3480(__mul__)
  6575550    6.741    0.000   37.918    0.000 interval.py:40(_up)
     1000    0.010    0.000   36.914    0.037 batched_dense_tm.py:3598(_call_dense_rhs_evaluation)
 17333031   34.801    0.000   34.801    0.000 {method 'clone' of 'torch._C.TensorBase' objects}
    22700    0.073    0.000   33.587    0.001 batched_dense_tm.py:2057(range_bound)
  3440826   10.063    0.000   31.311    0.000 interval.py:107(width)
 12098195   29.415    0.000   29.415    0.000 {built-in method torch.any}
 10738474   27.330    0.000   27.330    0.000 {built-in method torch.full_like}
     1064    0.037    0.000   26.739    0.025 flowpipe.py:1403(_tm_mul_ctrunc_horner_stage)
   601468    1.066    0.000   25.883    0.000 interval.py:76(zero)
   569900    0.766    0.000   25.753    0.000 symbolic_remainder.py:172(_zero_interval_like_interval)
      100    0.025    0.000   24.732    0.247 batched_dense_tm.py:4068(dense_polynomial_picard)
 10737174   23.269    0.000   23.269    0.000 {built-in method torch.nextafter}
     4392    0.014    0.000   23.030    0.005 taylor_model.py:299(range_box)
  3134724    3.477    0.000   20.618    0.000 interval.py:36(_down)
  6575550    2.686    0.000   18.088    0.000 interval.py:32(_pos_inf_like)
    51600    8.102    0.000   18.060    0.000 batched_dense_tm.py:1100(validate_dense_subdivision_cover)
  2687580   17.681    0.000   17.681    0.000 {built-in method torch.stack}
  2396980   17.057    0.000   17.057    0.000 {built-in method torch.min}
 10456823   16.465    0.000   16.465    0.000 {method 'reshape' of 'torch._C.TensorBase' objects}
   240861    2.921    0.000   16.309    0.000 interval.py:175(pow_int)
  4680430   16.201    0.000   16.201    0.000 {built-in method torch.as_tensor}
  7981686   15.747    0.000   15.747    0.000 {built-in method torch.isnan}
     1728    0.035    0.000   15.711    0.009 flowpipe.py:1455(_append_horner_stage)
  2557380   15.653    0.000   15.653    0.000 {built-in method torch.max}
    40800    0.611    0.000   14.182    0.000 batched_dense_tm.py:1168(_identity_dense_cover)
   201700    4.379    0.000   12.704    0.000 batched_dense_tm.py:366(_interval_mul)
    94950    0.237    0.000   10.868    0.000 symbolic_remainder.py:292(_add_interval_columns)
   284850    0.171    0.000   10.631    0.000 symbolic_remainder.py:293(<genexpr>)
     1928    0.187    0.000   10.531    0.005 polynomial.py:252(cutoff)
  3134724    1.585    0.000   10.206    0.000 interval.py:28(_neg_inf_like)
      800    0.001    0.000   10.109    0.013 tm_vector.py:51(range_box)
      800    0.002    0.000   10.108    0.013 tm_vector.py:52(<listcomp>)
  3081635    9.282    0.000    9.282    0.000 {method 'pow' of 'torch._C.TensorBase' objects}
     5600    0.049    0.000    9.254    0.002 batched_dense_tm.py:2582(apply_cutoff)
     5600    0.038    0.000    8.482    0.002 batched_dense_tm.py:2141(apply_cutoff)
   217179    0.146    0.000    7.872    0.000 interval.py:72(point)
    10800    0.516    0.000    7.787    0.001 batched_dense_tm.py:1024(build_dense_subdivision_cover)
      200    0.067    0.000    6.608    0.033 symbolic_remainder.py:597(<listcomp>)
   189000    0.151    0.000    6.541    0.000 symbolic_remainder.py:598(<listcomp>)
   378000    3.396    0.000    6.390    0.000 symbolic_remainder.py:599(<listcomp>)
      100    0.001    0.000    6.281    0.063 flowpipe.py:380(diagnostic_widths)
      100    0.187    0.002    5.595    0.056 accepted_boundary_sr.py:159(_linear_polynomial_image)
   111100    0.242    0.000    5.501    0.000 batched_dense_tm.py:261(add)
    13918    1.169    0.000    5.126    0.000 polynomial.py:142(__init__)
   157100    2.431    0.000    5.105    0.000 batched_dense_tm.py:241(__post_init__)
      600    0.126    0.000    4.933    0.008 accepted_boundary_sr.py:103(_interval_polynomial_range)
    10800    2.573    0.000    4.902    0.000 batched_dense_tm.py:985(_subdivision_influence_scores)
      100    0.002    0.000    4.405    0.044 flowpipe.py:320(range_box)
   512100    0.793    0.000    4.298    0.000 batched_dense_tm.py:340(_down)
 10413023    3.919    0.000    3.919    0.000 {built-in method torch.is_floating_point}
     1928    0.004    0.000    3.752    0.002 flowpipe.py:4615(_taylor_model_range_box_normal)
     1700    0.071    0.000    3.680    0.002 batched_dense_tm.py:2561(integrate)
   470200    3.669    0.000    3.669    0.000 {method 'index_select' of 'torch._C.TensorBase' objects}
   514800    0.612    0.000    3.655    0.000 batched_dense_tm.py:344(_up)
     1928    0.010    0.000    3.640    0.002 flowpipe.py:525(_poly_interval_normal)
     1928    0.103    0.000    3.628    0.002 polynomial.py:57(evaluate_interval_normal)
      100    0.040    0.000    3.562    0.036 accepted_boundary_sr.py:265(_scale_and_cutoff_right_map)
  2721365    3.489    0.000    3.489    0.000 {method 'detach' of 'torch._C.TensorBase' objects}
  1215663    3.235    0.000    3.235    0.000 {built-in method torch.abs}
   900763    3.227    0.000    3.227    0.000 {built-in method torch.where}
      100    0.045    0.000    3.145    0.031 accepted_boundary_sr.py:223(_add_polynomial_images)
  1243836    2.883    0.000    2.883    0.000 {built-in method torch.zeros}
      200    0.070    0.000    2.730    0.014 symbolic_remainder.py:589(<listcomp>)
     1700    0.034    0.000    2.681    0.002 batched_dense_tm.py:2101(integrate)
   189000    1.151    0.000    2.660    0.000 symbolic_remainder.py:590(<listcomp>)
      100    0.004    0.000    2.525    0.025 flowpipe.py:291(endpoint_tm)
   279022    1.821    0.000    2.508    0.000 polynomial.py:127(_is_zero_tensor)
 10727085    2.476    0.000    2.476    0.000 {method 'numel' of 'torch._C.TensorBase' objects}
     5500    0.037    0.000    2.431    0.000 batched_dense_tm.py:2384(sub)
     1064    0.002    0.000    2.413    0.002 flowpipe.py:508(_poly_interval_with_split)
   424000    0.665    0.000    2.329    0.000 _tensor.py:1099(__iter__)
      200    0.005    0.000    2.265    0.011 taylor_model.py:276(__mul__)
     1264    0.449    0.000    2.135    0.002 polynomial.py:235(mul_truncate)
    51600    0.600    0.000    2.047    0.000 batched_dense_tm.py:550(_interval_is_valid)
13448710/13448414    1.947    0.000    1.948    0.000 {built-in method builtins.isinstance}
      100    0.000    0.000    1.873    0.019 flowpipe.py:1798(_right_map_range_box_for_mode)
  3529362    1.787    0.000    1.787    0.000 {method 'hex' of 'float' objects}
  4020102    1.732    0.000    1.732    0.000 interval.py:95(device)
     1100    0.049    0.000    1.711    0.002 batched_dense_tm.py:4157(_validated_remainder_decomposition)
    51600    0.396    0.000    1.589    0.000 batched_dense_tm.py:1130(<setcomp>)
    54000    0.823    0.000    1.563    0.000 batched_dense_tm.py:2234(__post_init__)
    32400    1.362    0.000    1.515    0.000 batched_dense_tm.py:1011(_split_leaf_pair)
  3990704    1.159    0.000    1.469    0.000 symbolic_remainder.py:158(dim)
  2972008    1.092    0.000    1.464    0.000 interval.py:203(ensure_interval)
    25100    0.112    0.000    1.373    0.000 batched_dense_tm.py:2329(_check_domain)
   641241    1.361    0.000    1.361    0.000 {built-in method torch.zeros_like}
      100    0.000    0.000    1.277    0.013 flowpipe.py:4630(_tmvector_range_box_normal)
      100    0.000    0.000    1.276    0.013 flowpipe.py:4636(<listcomp>)
     1700    0.005    0.000    1.265    0.001 batched_dense_tm.py:2391(__rsub__)
     1864    0.036    0.000    1.221    0.001 polynomial.py:204(__add__)
   424000    1.217    0.000    1.217    0.000 {method 'unbind' of 'torch._C.TensorBase' objects}
    13918    0.077    0.000    1.209    0.000 polynomial.py:159(<dictcomp>)
     4400    0.021    0.000    1.208    0.000 batched_dense_tm.py:2377(add)
    71600    0.417    0.000    1.195    0.000 batched_dense_tm.py:348(_interval_add)
  4020102    1.174    0.000    1.174    0.000 interval.py:91(dtype)
    50400    1.168    0.000    1.168    0.000 {built-in method torch.allclose}
     2000    0.004    0.000    1.074    0.001 batched_dense_tm.py:3458(__sub__)
        1    0.000    0.000    1.065    1.065 terminal_checkpoint.py:752(load_terminal_checkpoint)
     5500    0.006    0.000    1.053    0.000 batched_dense_tm.py:290(negate)
    95050    0.043    0.000    1.052    0.000 symbolic_remainder.py:453(<genexpr>)
     5500    0.064    0.000    1.047    0.000 batched_dense_tm.py:283(scale)
  2713386    1.045    0.000    1.045    0.000 {method 'cpu' of 'torch._C.TensorBase' objects}
     1100    0.062    0.000    1.021    0.001 batched_dense_tm.py:300(complete)
   332463    1.017    0.000    1.017    0.000 {built-in method torch.maximum}
    94950    0.407    0.000    1.009    0.000 symbolic_remainder.py:200(_matmul_real)
     8100    0.068    0.000    0.958    0.000 batched_dense_tm.py:2273(constants_like)
     1000    0.003    0.000    0.936    0.001 batched_dense_tm.py:3462(__rsub__)
    10000    0.054    0.000    0.925    0.000 batched_dense_tm.py:277(merge)
   142935    0.258    0.000    0.911    0.000 polynomial.py:107(_coef)
    16200    0.115    0.000    0.905    0.000 interval.py:141(__sub__)
8889411/8888211    0.898    0.000    0.899    0.000 {built-in method builtins.len}
    12200    0.141    0.000    0.891    0.000 batched_dense_tm.py:2617(component)
   271363    0.867    0.000    0.867    0.000 {built-in method torch.minimum}
     2700    0.028    0.000    0.858    0.000 batched_dense_tm.py:2632(concat)
      215    0.002    0.000    0.853    0.004 __init__.py:183(dumps)
      215    0.002    0.000    0.851    0.004 encoder.py:183(encode)
      215    0.848    0.004    0.848    0.004 encoder.py:205(iterencode)
   165600    0.836    0.000    0.836    0.000 {method 'sum' of 'torch._C.TensorBase' objects}
     5400    0.079    0.000    0.834    0.000 batched_dense_tm.py:2672(domain)
   378000    0.478    0.000    0.769    0.000 symbolic_remainder.py:596(<listcomp>)
    50096    0.122    0.000    0.764    0.000 flowpipe.py:477(_float_or_none)
    94970    0.763    0.000    0.763    0.000 {built-in method torch.tensor}
    10200    0.007    0.000    0.748    0.000 batched_dense_tm.py:2692(__getitem__)
    14912    0.055    0.000    0.720    0.000 polynomial.py:19(_state_normal_factor)
    19824    0.040    0.000    0.695    0.000 flowpipe.py:485(_interval_width_value)
     5400    0.019    0.000    0.671    0.000 batched_dense_tm.py:2679(<listcomp>)
        1    0.001    0.001    0.662    0.662 terminal_checkpoint.py:478(_decode_normal_state)
      100    0.012    0.000    0.659    0.007 flowpipe.py:1821(_add_right_map_centering_diagnostics)
   115900    0.620    0.000    0.620    0.000 {built-in method torch.cat}
    22400    0.023    0.000    0.619    0.000 batched_dense_tm.py:2340(_coerce)
     1700    0.009    0.000    0.617    0.000 batched_dense_tm.py:3288(_coerce_dense_rhs_output)
   386700    0.595    0.000    0.595    0.000 {method 'to' of 'torch._C.TensorBase' objects}

===== vdp_representative_prefix =====
         5496931 function calls (5495407 primitive calls) in 14.666 seconds

   Ordered by: cumulative time
   List reduced from 712 to 180 due to restriction <180>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000   14.697   14.697 profile_c4_reference_solver.py:533(<lambda>)
        1    0.003    0.003   14.697   14.697 profile_c4_reference_solver.py:162(_run_vdp_prefix)
       20    0.001    0.000   14.627    0.731 flowpipe.py:6566(flowpipe_step_flowstar_style_adaptive)
       20    0.001    0.000    8.921    0.446 flowpipe.py:6711(_assign_reset)
       20    0.002    0.000    8.919    0.446 flowpipe.py:1987(_flowstar_normalized_insertion_transition)
       20    0.001    0.000    6.609    0.330 flowpipe.py:1945(_vdp_frozen_c3_accepted_boundary_prepare)
       20    0.001    0.000    6.609    0.330 accepted_boundary_sr.py:321(prepare_accepted_boundary_sr)
       20    0.000    0.000    5.622    0.281 flowpipe.py:6147(flowpipe_step_from_tm)
       20    0.002    0.000    5.622    0.281 flowpipe.py:5888(_flowpipe_step_from_tm_hybrid_dense)
       20    0.001    0.000    5.517    0.276 flowpipe.py:5979(_validate)
       20    0.005    0.000    5.516    0.276 batched_dense_tm.py:4488(dense_picard_validate_step)
       20    0.001    0.000    5.220    0.261 flowpipe.py:1234(insert_ctrunc_normal_dependency_preserving)
  341/301    0.001    0.000    5.122    0.017 tm_vector.py:17(__init__)
       60    0.000    0.000    5.044    0.084 flowpipe.py:1255(<genexpr>)
       40    0.001    0.000    5.044    0.126 flowpipe.py:1501(_insert_ctrunc_normal_horner_scalar)
     1867    0.129    0.000    4.847    0.003 polynomial.py:316(evaluate_interval)
   265/40    0.007    0.000    4.812    0.120 flowpipe.py:1520(horner)
   106382    1.229    0.000    4.108    0.000 interval.py:56(__init__)
    31559    0.425    0.000    2.763    0.000 interval.py:152(__mul__)
      181    0.006    0.000    2.649    0.015 flowpipe.py:1403(_tm_mul_ctrunc_horner_stage)
      806    0.002    0.000    2.442    0.003 taylor_model.py:299(range_box)
      100    0.011    0.000    2.420    0.024 batched_dense_tm.py:3679(_dense_flowstar_raw_compat_image)
      305    0.006    0.000    2.254    0.007 flowpipe.py:1455(_append_horner_stage)
       20    0.004    0.000    2.203    0.110 batched_dense_tm.py:4277(_post_accept_refine_raw_remainder)
     1440    0.024    0.000    2.038    0.001 batched_dense_tm.py:1290(_range_for_terms_with_policy)
      320    0.010    0.000    1.575    0.005 batched_dense_tm.py:2438(mul_trunc)
    26552    0.199    0.000    1.522    0.000 interval.py:135(__add__)
     1440    0.101    0.000    1.448    0.001 batched_dense_tm.py:515(_range_for_terms)
    22820    0.511    0.000    1.435    0.000 batched_dense_tm.py:366(_interval_mul)
       20    0.001    0.000    1.411    0.071 batched_dense_tm.py:3626(_prepare_vdp_refinement_static_cache)
    23884    0.264    0.000    1.404    0.000 interval.py:175(pow_int)
      100    0.013    0.000    1.395    0.014 batched_dense_tm.py:3011(_joint_factorized_vdp_residual_closure)
   219444    0.381    0.000    1.343    0.000 interval.py:15(_as_tensor)
       20    0.003    0.000    1.283    0.064 batched_dense_tm.py:4068(dense_polynomial_picard)
     1440    0.115    0.000    1.280    0.001 batched_dense_tm.py:489(_monomial_interval_bounds_for_exponents)
      100    0.001    0.000    1.167    0.012 batched_dense_tm.py:3309(call_dense_rhs)
      100    0.002    0.000    1.160    0.012 polynomial_ode.py:146(__call__)
   528848    1.045    0.000    1.045    0.000 {method 'clone' of 'torch._C.TensorBase' objects}
      400    0.003    0.000    1.031    0.003 polynomial_ode.py:51(_unsigned_term)
       80    0.003    0.000    1.004    0.013 polynomial_ode.py:101(evaluate_canonical_factorized)
      740    0.002    0.000    0.998    0.001 batched_dense_tm.py:2057(range_bound)
       40    0.011    0.000    0.990    0.025 batched_dense_tm.py:2882(_prepare_joint_factorized_vdp_coefficient_cache)
     4320    0.226    0.000    0.939    0.000 batched_dense_tm.py:456(_power_interval_bounds)
      160    0.000    0.000    0.922    0.006 tm_vector.py:51(range_box)
      160    0.000    0.000    0.922    0.006 tm_vector.py:52(<listcomp>)
    23880    0.016    0.000    0.876    0.000 interval.py:72(point)
      345    0.001    0.000    0.798    0.002 flowpipe.py:4615(_taylor_model_range_box_normal)
   323450    0.794    0.000    0.794    0.000 {built-in method torch.any}
      345    0.002    0.000    0.778    0.002 flowpipe.py:525(_poly_interval_normal)
      345    0.022    0.000    0.776    0.002 polynomial.py:57(evaluate_interval_normal)
      160    0.040    0.000    0.744    0.005 symbolic_remainder.py:369(validate_accepted_boundary_sr_queue)
      640    0.042    0.000    0.732    0.001 batched_dense_tm.py:2764(_interval_axis_transform)
      320    0.123    0.000    0.720    0.002 batched_dense_tm.py:2797(_affine_power_transform_matrix)
   248176    0.632    0.000    0.632    0.000 {built-in method torch.full_like}
      360    0.010    0.000    0.628    0.002 batched_dense_tm.py:1983(mul_trunc)
      181    0.000    0.000    0.591    0.003 flowpipe.py:508(_poly_interval_with_split)
    79077    0.582    0.000    0.582    0.000 {built-in method torch.stack}
    71757    0.572    0.000    0.572    0.000 {built-in method torch.min}
       40    0.001    0.000    0.561    0.014 batched_dense_tm.py:3522(_call_dense_raw_trace_rhs)
   241596    0.553    0.000    0.553    0.000 {built-in method torch.nextafter}
     2575    0.119    0.000    0.552    0.000 polynomial.py:142(__init__)
       20    0.000    0.000    0.548    0.027 flowpipe.py:380(diagnostic_widths)
       20    0.001    0.000    0.537    0.027 accepted_boundary_sr.py:431(commit_accepted_boundary_sr)
      320    0.001    0.000    0.527    0.002 polynomial_ode.py:63(_factorized_coefficient)
       20    0.001    0.000    0.523    0.026 symbolic_remainder.py:433(accepted_boundary_sr_queue_propagate)
    76608    0.519    0.000    0.519    0.000 {built-in method torch.max}
    73804    0.085    0.000    0.506    0.000 interval.py:36(_down)
     1440    0.022    0.000    0.503    0.000 batched_dense_tm.py:1168(_identity_dense_cover)
    87472    0.090    0.000    0.486    0.000 interval.py:40(_up)
       80    0.001    0.000    0.486    0.006 batched_dense_tm.py:3480(__mul__)
       19    0.017    0.001    0.476    0.025 accepted_boundary_sr.py:159(_linear_polynomial_image)
       40    0.000    0.000    0.468    0.012 batched_dense_tm.py:3598(_call_dense_rhs_evaluation)
     1440    0.212    0.000    0.458    0.000 batched_dense_tm.py:1100(validate_dense_subdivision_cover)
     9840    0.051    0.000    0.439    0.000 symbolic_remainder.py:360(_accepted_boundary_sr_interval_finite)
   212764    0.424    0.000    0.424    0.000 {built-in method torch.isnan}
      345    0.020    0.000    0.420    0.001 polynomial.py:252(cutoff)
    11280    0.197    0.000    0.420    0.000 batched_dense_tm.py:241(__post_init__)
     7760    0.017    0.000    0.415    0.000 batched_dense_tm.py:261(add)
      116    0.011    0.000    0.399    0.003 accepted_boundary_sr.py:103(_interval_polynomial_range)
       40    0.000    0.000    0.398    0.010 symbolic_remainder.py:676(c3_symbolic_queue_sha256)
       20    0.000    0.000    0.392    0.020 flowpipe.py:320(range_box)
       40    0.003    0.000    0.374    0.009 batched_dense_tm.py:2728(_aggregate_interval_polynomial_routes)
   237056    0.370    0.000    0.370    0.000 {method 'reshape' of 'torch._C.TensorBase' objects}
    80/40    0.000    0.000    0.364    0.009 _jit_internal.py:614(fn)
       40    0.000    0.000    0.364    0.009 functional.py:1079(_return_inverse)
       40    0.000    0.000    0.363    0.009 functional.py:808(_unique_impl)
    52786    0.363    0.000    0.363    0.000 {built-in method torch.isfinite}
       40    0.363    0.009    0.363    0.009 {built-in method unique_dim}
   129753    0.362    0.000    0.362    0.000 {built-in method torch.all}
       20    0.004    0.000    0.328    0.016 accepted_boundary_sr.py:265(_scale_and_cutoff_right_map)
      200    0.002    0.000    0.300    0.002 batched_dense_tm.py:2582(apply_cutoff)
      140    0.006    0.000    0.300    0.002 batched_dense_tm.py:2561(integrate)
    40040    0.054    0.000    0.296    0.000 batched_dense_tm.py:340(_down)
       19    0.005    0.000    0.276    0.015 accepted_boundary_sr.py:223(_add_polynomial_images)
      200    0.001    0.000    0.275    0.001 batched_dense_tm.py:2141(apply_cutoff)
    29832    0.200    0.000    0.275    0.000 polynomial.py:127(_is_zero_tensor)
      320    0.109    0.000    0.273    0.001 batched_dense_tm.py:2842(_power_to_bernstein_matrix)
      210    0.000    0.000    0.260    0.001 symbolic_remainder.py:454(<genexpr>)
      190    0.006    0.000    0.260    0.001 symbolic_remainder.py:240(_matmul_interval_matrix)
    73804    0.040    0.000    0.250    0.000 interval.py:28(_neg_inf_like)
     5354    0.010    0.000    0.248    0.000 interval.py:76(zero)
      221    0.068    0.000    0.242    0.001 polynomial.py:235(mul_truncate)
    40280    0.043    0.000    0.235    0.000 batched_dense_tm.py:344(_up)
       20    0.001    0.000    0.234    0.012 flowpipe.py:291(endpoint_tm)
    87472    0.037    0.000    0.224    0.000 interval.py:32(_pos_inf_like)
    10120    0.040    0.000    0.211    0.000 interval.py:116(is_finite)
       40    0.001    0.000    0.210    0.005 symbolic_remainder.py:574(accepted_boundary_sr_queue_sha256)
    72458    0.209    0.000    0.209    0.000 {method 'pow' of 'torch._C.TensorBase' objects}
       40    0.001    0.000    0.205    0.005 taylor_model.py:276(__mul__)
       20    0.001    0.000    0.204    0.010 symbolic_remainder.py:477(accepted_boundary_sr_queue_commit)
      140    0.003    0.000    0.202    0.001 batched_dense_tm.py:2101(integrate)
     6680    0.099    0.000    0.191    0.000 interval.py:119(contains)
      120    0.005    0.000    0.188    0.002 batched_dense_tm.py:4157(_validated_remainder_decomposition)
       40    0.000    0.000    0.188    0.005 symbolic_remainder.py:613(validate_c3_symbolic_queue)
      380    0.003    0.000    0.173    0.000 batched_dense_tm.py:2384(sub)
       40    0.003    0.000    0.167    0.004 batched_dense_tm.py:2485(square_trunc_dependency_preserving)
     6880    0.163    0.000    0.163    0.000 {method 'sum' of 'torch._C.TensorBase' objects}
       20    0.000    0.000    0.160    0.008 flowpipe.py:1798(_right_map_range_box_for_mode)
    61881    0.157    0.000    0.157    0.000 {built-in method torch.abs}
     3165    0.012    0.000    0.155    0.000 polynomial.py:19(_state_normal_factor)
     1924    0.002    0.000    0.154    0.000 {built-in method builtins.all}
     6260    0.022    0.000    0.146    0.000 batched_dense_tm.py:2828(_fraction_interval)
      366    0.006    0.000    0.145    0.000 polynomial.py:204(__add__)
    36888    0.144    0.000    0.144    0.000 {built-in method torch.as_tensor}
     4740    0.002    0.000    0.137    0.000 symbolic_remainder.py:427(<genexpr>)
      360    0.004    0.000    0.132    0.000 batched_dense_tm.py:2632(concat)
     2575    0.009    0.000    0.131    0.000 polynomial.py:159(<dictcomp>)
     8466    0.021    0.000    0.130    0.000 flowpipe.py:477(_float_or_none)
      190    0.003    0.000    0.129    0.001 symbolic_remainder.py:254(_matmul_interval_matrix_col)
    13668    0.043    0.000    0.128    0.000 interval.py:107(width)
     1420    0.017    0.000    0.127    0.000 batched_dense_tm.py:2617(component)
