bucket,exclusive_wall_s,filename,function,inclusive_fraction_of_solver,inclusive_wall_s,line,primitive_calls,total_calls,window
other,0.018438589000000002,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,<dictcomp>,0.0005459546955000006,0.023133313000000003,3263,40,40,brusselator_steps_1_20
other,0.0034218530000000003,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,_wrap,0.00017492524180863478,0.007411971000000001,3357,1680,1680,brusselator_steps_1_20
other,0.00013061800000000002,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/taylor_model.py,with_remainder,1.5189149522786007e-05,0.000643598,219,40,40,brusselator_steps_1_20
other,0.071168747,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,<setcomp>,0.006700075508628586,0.28389708,1130,9072,9072,brusselator_steps_1_20
other,0.000362237,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,__add__,0.0010269320559287015,0.043513392000000005,3452,168,168,brusselator_steps_1_20
other,0.000703312,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,__sub__,0.004351850593560184,0.184397575,3458,336,336,brusselator_steps_1_20
other,0.0009972120000000001,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/taylor_model.py,<genexpr>,7.5330061218462e-05,0.0031919020000000004,16,1086,1086,brusselator_steps_1_20
other,0.00069925,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/taylor_model.py,_same_domain,0.00010578647748149028,0.004482408,13,362,362,brusselator_steps_1_20
other,0.008507936,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/polynomial.py,dtype,0.0002931745543233194,0.012422457000000001,186,5290,5290,brusselator_steps_1_20
range bounding/subdivision,0.00010636100000000001,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,range_bound,0.0007029106644576473,0.029783886000000002,2595,20,20,brusselator_steps_1_20
other,0.0006319230000000001,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,call_dense_rhs,0.2667511760287588,11.302839776,3309,308,308,brusselator_steps_1_20
outward interval/roundoff accounting,0.460358562,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/interval.py,__add__,0.0837965228706059,3.550644784,135,63786,63786,brusselator_steps_1_20
outward interval/roundoff accounting,0.014152953000000001,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/interval.py,__sub__,0.002693267484554365,0.114119725,141,2094,2094,brusselator_steps_1_20
other,0.000333061,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/taylor_model.py,substitute_const,0.0008475974157996256,0.035914585,319,40,40,brusselator_steps_1_20
other,0.000146543,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/taylor_model.py,extend_domain,9.00807867084126e-05,0.0038169230000000003,342,40,40,brusselator_steps_1_20
other,0.006949337000000001,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/polynomial.py,device,0.00020829290504342614,0.008825833,190,5348,5348,brusselator_steps_1_20
Python orchestration/allocation,9.0822e-05,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/flowpipe.py,<listcomp>,2.7907222533862362e-05,0.0011824910000000001,2203,20,20,brusselator_steps_1_20
other,0.011153554000000001,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/polynomial.py,__add__,0.00748077258418689,0.316976949,204,644,644,brusselator_steps_1_20
other,0.004555262,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/flowpipe.py,_poly_interval_normal,0.04161668674496343,1.763391447,525,920,920,brusselator_steps_1_20
SR history propagation,0.00034497600000000004,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/symbolic_remainder.py,<listcomp>,1.8855112656795068e-05,0.000798933,585,40,40,brusselator_steps_1_20
other,0.0028487670000000003,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,<genexpr>,6.72319490094415e-05,0.0028487670000000003,1048,5712,5712,brusselator_steps_1_20
Python orchestration/allocation,0.018743128,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,<listcomp>,0.00044234471473919595,0.018743128,1150,14784,14784,brusselator_steps_1_20
other,0.009298415,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,num_terms,0.00021944601406455,0.009298415,1691,13556,13556,brusselator_steps_1_20
other,0.002811988,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,batch,6.636395108170004e-05,0.002811988,1907,2708,2708,brusselator_steps_1_20
other,0.003535803,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,out_dim,8.344625130922614e-05,0.003535803,1911,4684,4684,brusselator_steps_1_20
other,3.721e-06,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/tm_vector.py,<genexpr>,4.626875709824641e-06,0.000196051,28,3,3,brusselator_steps_1_20
Python orchestration/allocation,3.6332000000000004e-05,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,<listcomp>,2.1348892722339447e-06,9.046000000000001e-05,3216,20,20,brusselator_steps_1_20
Python orchestration/allocation,2.741e-05,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,<listcomp>,1.890153458028041e-06,8.009e-05,3217,20,20,brusselator_steps_1_20
Python orchestration/allocation,0.001418989,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,<listcomp>,5.9325094181165896e-05,0.0025137360000000004,3259,20,20,brusselator_steps_1_20
other,0.00036929300000000003,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,<genexpr>,1.016932768889885e-05,0.000430897,3293,924,924,brusselator_steps_1_20
other,0.00020847400000000002,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,<genexpr>,5.797713557324068e-06,0.000245662,3588,504,504,brusselator_steps_1_20
other,2.9693000000000002e-05,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,<genexpr>,7.007657214287255e-07,2.9693000000000002e-05,4583,60,60,brusselator_steps_1_20
other,1.9694e-05,/srv/local/shengenli/c4-gate-smoke.vB8psR/experiments/run_brusselator_sr1000_parity.py,<genexpr>,4.6478564368091204e-07,1.9694e-05,107,60,60,brusselator_steps_1_20
other,0.001147301,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,negate,0.004462297152469009,0.189077441,290,972,972,brusselator_steps_1_20
other,4.6561000000000004e-05,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,as_dict,1.0311779509009441e-05,0.000436933,224,20,20,brusselator_steps_1_20
other,0.000215087,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,category_order,5.076132311485545e-06,0.000215087,311,188,188,brusselator_steps_1_20
other,8.698600000000001e-05,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,<genexpr>,3.4772781933556197e-06,0.00014734,942,80,80,brusselator_steps_1_20
other,3.1903e-05,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/safety.py,interval_is_finite,2.420838408749179e-05,0.001025763,15,40,40,brusselator_steps_1_20
other,0.002015073,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,<genexpr>,4.7556463967148694e-05,0.002015073,1047,5712,5712,brusselator_steps_1_20
Python orchestration/allocation,0.040866038,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,<listcomp>,0.0009644535278012902,0.040866038,1142,27216,27216,brusselator_steps_1_20
polynomial multiplication/truncation/cutoff,0.008643141,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,apply_cutoff,0.037148235159377624,1.574053229,2582,960,960,brusselator_steps_1_20
other,0.0002954,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/flowpipe.py,_diag_add_width,9.431478709527816e-05,0.003996327,1063,80,80,brusselator_steps_1_20
other,4.3295000000000005e-05,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,<genexpr>,1.2703133978251635e-06,5.3826e-05,945,80,80,brusselator_steps_1_20
other,0.019772738,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,component,0.0006753145655726447,0.028614578,2203,2184,2184,brusselator_steps_1_20
other,0.00014881400000000002,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/flowpipe.py,_tm_with_order,9.821741471770157e-06,0.00041616900000000003,1049,80,80,brusselator_steps_1_20
outward interval/roundoff accounting,0.021062622,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/interval.py,zero,0.010350884634062533,0.438589971,76,9470,9470,brusselator_steps_1_20
other,2.7500000000000004e-06,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/tm_vector.py,identity,4.775817631083412e-06,0.000202362,26,1,1,brusselator_steps_1_20
other,0.000130516,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/polynomial.py,__neg__,4.670873875535737e-05,0.001979153,220,40,40,brusselator_steps_1_20
other,0.006901490000000001,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/flowpipe.py,_interval_width_float,0.006344321605406564,0.268822997,1356,7464,7464,brusselator_steps_1_20
outward interval/roundoff accounting,0.142149717,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,_down,0.017673193209388986,0.7488524480000001,340,89908,89908,brusselator_steps_1_20
outward interval/roundoff accounting,0.109020868,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,_up,0.013433754212162724,0.5692180020000001,344,90352,90352,brusselator_steps_1_20
other,0.76779418,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,_interval_mul,0.05251403629087768,2.22513635,366,35476,35476,brusselator_steps_1_20
polynomial multiplication/truncation/cutoff,0.008673256,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,cutoff_mask,0.00035508391238021913,0.015045694,1808,960,960,brusselator_steps_1_20
other,0.004520162,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,add,0.00029327476148504727,0.012426703,1935,784,784,brusselator_steps_1_20
other,0.007017812,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,sub,0.00042881823472910234,0.018169981,1940,1140,1140,brusselator_steps_1_20
other,0.001598971,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,concat,0.00023247023104687795,0.009850280000000001,2207,476,476,brusselator_steps_1_20
other,0.004418546000000001,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,total,0.0015971545140416078,0.06767498400000001,293,376,376,brusselator_steps_1_20
other,0.0036553350000000004,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,_check_binary_shape,8.626725047447785e-05,0.0036553350000000004,1928,3828,3828,brusselator_steps_1_20
Python orchestration/allocation,0.00749715,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,<listcomp>,0.0004784945309338212,0.020274876,2650,2072,2072,brusselator_steps_1_20
Python orchestration/allocation,0.006790162000000001,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,<listcomp>,0.0004251693818617567,0.018015371000000002,2657,2072,2072,brusselator_steps_1_20
other,0.100000536,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,_interval_is_valid,0.008224690516142507,0.34849840400000004,550,9072,9072,brusselator_steps_1_20
other,0.022475448000000002,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,_check_basis,0.000530428839529647,0.022475448000000002,1922,8748,8748,brusselator_steps_1_20
other,0.0005538300000000001,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,without_remainder,0.0002615747474405565,0.011083503000000001,2364,180,180,brusselator_steps_1_20
other,0.00678765,<string>,__eq__,0.00016019103657615225,0.00678765,2,4444,4444,brusselator_steps_1_20
other,0.0016817400000000001,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,_call_dense_rhs_evaluation,0.14512574220844796,6.149300018000001,3598,168,168,brusselator_steps_1_20
range bounding/subdivision,0.001693131,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/flowpipe.py,_tm_apply_cutoff_for_horner,0.004293495474496072,0.181924939,1382,362,362,brusselator_steps_1_20
other,0.013909801000000001,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,domain,0.00348186230519897,0.147534239,2672,952,952,brusselator_steps_1_20
other,5.403000000000001e-06,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/taylor_model.py,variable,4.539058741197817e-06,0.00019233000000000002,159,2,2,brusselator_steps_1_20
other,0.003504852,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/polynomial.py,constant,0.001264007757151799,0.053558816,168,770,770,brusselator_steps_1_20
other,0.00036359900000000004,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/polynomial.py,variable,0.00010500240246168673,0.0044491850000000005,175,86,86,brusselator_steps_1_20
other,0.00014384600000000002,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/polynomial.py,extend_vars,8.333483397278776e-05,0.003531082,419,40,40,brusselator_steps_1_20
other,0.000245431,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/flowpipe.py,_interval_magnitude,0.00011432412294063331,0.004844167,1748,120,120,brusselator_steps_1_20
other,0.00025711,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,<dictcomp>,9.21292278333528e-06,0.00039037200000000005,225,20,20,brusselator_steps_1_20
other,0.011266101,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,complete,0.004139782455679781,0.17541177700000002,300,188,188,brusselator_steps_1_20
other,0.000216199,/srv/local/shengenli/c4-gate-smoke.vB8psR/experiments/run_brusselator_sr1000_parity.py,_policy,1.724714879668988e-05,0.0007308000000000001,101,20,20,brusselator_steps_1_20
other,0.042986573,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,add,0.02279848688065397,0.9660225240000001,261,19500,19500,brusselator_steps_1_20
other,0.010540756,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,applies_to,0.00024876571861193436,0.010540756,949,14336,14336,brusselator_steps_1_20
other,0.0015024880000000002,/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/torch/functional.py,broadcast_tensors,6.807049367815412e-05,0.002884298,47,228,228,brusselator_steps_1_20
other,0.00022022500000000003,/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/torch/_VF.py,__getattr__,8.75240880622826e-06,0.000370859,27,228,228,brusselator_steps_1_20
other,0.000328466,/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/torch/_tensor.py,__rdiv__,1.2914829277521351e-05,0.00054723,1030,80,80,brusselator_steps_1_20
other,0.109365981,/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/torch/_tensor.py,__iter__,0.009167873433641487,0.388463159,1099,74560,74560,brusselator_steps_1_20
other,0.000117533,/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/torch/_tensor.py,wrapped,1.621493950971557e-05,0.000687063,33,80,80,brusselator_steps_1_20
other,3.106e-06,/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/fractions.py,__lt__,3.9747739468233576e-07,1.6842000000000002e-05,721,6,6,brusselator_steps_1_20
other,6.691000000000001e-06,/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/fractions.py,__gt__,5.86539941220763e-07,2.4853e-05,725,6,6,brusselator_steps_1_20
other,5.0221000000000006e-05,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,_validate_dense_observer_mode,1.1852340718644807e-06,5.0221000000000006e-05,67,60,60,brusselator_steps_1_20
other,5.886e-06,/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/fractions.py,numerator,1.3891176493885691e-07,5.886e-06,257,54,54,brusselator_steps_1_20
other,5.519e-06,/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/fractions.py,denominator,1.3025042995201348e-07,5.519e-06,261,54,54,brusselator_steps_1_20
other,2.1139000000000002e-05,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,<genexpr>,4.988881751686199e-07,2.1139000000000002e-05,163,60,60,brusselator_steps_1_20
other,0.005690290000000001,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,empty,0.00069363737193345,0.029390956000000003,257,5516,5516,brusselator_steps_1_20
Python orchestration/allocation,0.016435907,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,<listcomp>,0.00038789345051663484,0.016435907,1146,27216,27216,brusselator_steps_1_20
other,0.004594053000000001,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,<genexpr>,0.00010842134054581218,0.004594053000000001,1179,14336,14336,brusselator_steps_1_20
other,0.002073859,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,<genexpr>,4.894383518931921e-05,0.002073859,1180,14336,14336,brusselator_steps_1_20
other,0.004475445000000001,/srv/local/shengenli/c4-gate-smoke.vB8psR/src/torch_tm_flowpipe/batched_dense_tm.py,device,0.00010562214812041838,0.004475445000000001,1687,12864,12864,brusselator_steps_1_20
Python orchestration/allocation,4.667e-06,~,<built-in method math.gcd>,1.1014291657656222e-07,4.667e-06,0,28,28,brusselator_steps_1_20
Python orchestration/allocation,7.450000000000001e-07,~,<built-in method math.isfinite>,1.758227401961407e-08,7.450000000000001e-07,0,4,4,brusselator_steps_1_20
other,0.00020276400000000003,/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/json/encoder.py,encode,7.940527833069136e-05,0.003364578,183,40,40,brusselator_steps_1_20
other,1.6584000000000002e-05,/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/fractions.py,forward,1.5337171029700128e-06,6.4987e-05,357,12,12,brusselator_steps_1_20
other,5.339e-06,/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/fractions.py,_div,1.8939295168778913e-07,8.025e-06,500,2,2,brusselator_steps_1_20
other,1.0086000000000001e-05,/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/fractions.py,from_float,6.677488068603496e-07,2.8294e-05,168,6,6,brusselator_steps_1_20
other,3.861e-06,/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/numbers.py,__float__,1.0995411363406973e-07,4.659000000000001e-06,283,4,4,brusselator_steps_1_20
other,8.699000000000001e-06,/srv/local/shengenli/torch_tm_flowpipe_c4_perf_batch_20260829/experiments/profile_c4_reference_solver.py,<lambda>,0.999999365624917,42.372194095000005,526,1,1,brusselator_steps_1_20
Python orchestration/allocation,9.9294e-05,/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/json/encoder.py,__init__,2.3433749214812874e-06,9.9294e-05,105,40,40,brusselator_steps_1_20
other,3.2347e-05,/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/dataclasses.py,_is_dataclass_instance,1.1121909334876946e-06,4.7126e-05,1253,20,20,brusselator_steps_1_20
other,0.00020922100000000002,/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/json/__init__.py,dumps,8.668634580607556e-05,0.003673093,183,40,40,brusselator_steps_1_20
Python orchestration/allocation,9.173200000000001e-05,~,<method 'hexdigest' of '_hashlib.HASH' objects>,2.164908940090252e-06,9.173200000000001e-05,0,40,40,brusselator_steps_1_20
Python orchestration/allocation,0.000638544,~,<built-in method _hashlib.openssl_sha256>,1.506987326386637e-05,0.000638544,0,40,40,brusselator_steps_1_20
Python orchestration/allocation,8.22e-07,~,<method 'disable' of '_lsprof.Profiler' objects>,1.939950234110438e-08,8.22e-07,0,1,1,brusselator_steps_1_20
polynomial Picard construction,0.005041147,<exclusive_bucket_total>,<exclusive_bucket_total>,0.00011897292339215489,0.005041147,0,,,brusselator_steps_1_20
initial raw-remainder image,0.017084667,<exclusive_bucket_total>,<exclusive_bucket_total>,0.0004032044251380642,0.017084667,0,,,brusselator_steps_1_20
post-accept remainder replays,0.014084768000000001,<exclusive_bucket_total>,<exclusive_bucket_total>,0.00033240570534052565,0.014084768000000001,0,,,brusselator_steps_1_20
range bounding/subdivision,3.017841067,<exclusive_bucket_total>,<exclusive_bucket_total>,0.07122215917803824,3.017841067,0,,,brusselator_steps_1_20
polynomial multiplication/truncation/cutoff,0.4862357670000001,<exclusive_bucket_total>,<exclusive_bucket_total>,0.011475342944337209,0.4862357670000001,0,,,brusselator_steps_1_20
SR history propagation,0.102601508,<exclusive_bucket_total>,<exclusive_bucket_total>,0.002421433326820973,0.102601508,0,,,brusselator_steps_1_20
normalization/right-map/reset,0.007374774000000001,<exclusive_bucket_total>,<exclusive_bucket_total>,0.00017404737892714808,0.007374774000000001,0,,,brusselator_steps_1_20
outward interval/roundoff accounting,8.81199731,<exclusive_bucket_total>,<exclusive_bucket_total>,0.2079663776704994,8.81199731,0,,,brusselator_steps_1_20
Python orchestration/allocation,23.222633266000017,<exclusive_bucket_total>,<exclusive_bucket_total>,0.5480626866306275,23.222633266000017,0,,,brusselator_steps_1_20
audit/serialization,0.0,<exclusive_bucket_total>,<exclusive_bucket_total>,0.0,0.0,0,,,brusselator_steps_1_20
other,6.587459287000002,<exclusive_bucket_total>,<exclusive_bucket_total>,0.15546646211689336,6.587459287000002,0,,,brusselator_steps_1_20
other,1.0492e-05,<frozen abc>,__instancecheck__,8.16570690535156e-08,2.0897e-05,117,36,36,brusselator_steps_1_100
other,0.004982479000000001,<frozen importlib._bootstrap>,parent,2.8603232190217106e-05,0.0073199020000000005,405,5648,5648,brusselator_steps_1_100
Python orchestration/allocation,9.05e-07,~,<built-in method _operator.lt>,3.536375914888817e-09,9.05e-07,0,6,6,brusselator_steps_1_100
Python orchestration/allocation,1.026e-06,~,<built-in method _operator.gt>,4.009195236105996e-09,1.026e-06,0,6,6,brusselator_steps_1_100
Python orchestration/allocation,1.0405000000000001e-05,~,<built-in method _abc._abc_instancecheck>,4.065855402698138e-08,1.0405000000000001e-05,0,36,36,brusselator_steps_1_100
Python orchestration/allocation,0.063643694,~,<built-in method time.perf_counter>,0.00024869395203994907,0.063643694,0,309600,309600,brusselator_steps_1_100
Python orchestration/allocation,1.0658e-05,~,<method 'match' of 're.Pattern' objects>,4.1647176244071835e-08,1.0658e-05,0,4,4,brusselator_steps_1_100
Python orchestration/allocation,4.736e-06,~,<method 'group' of 're.Match' objects>,1.850638268830214e-08,4.736e-06,0,20,20,brusselator_steps_1_100
Python orchestration/allocation,0.0021129020000000003,~,<built-in method builtins.abs>,8.256370987094377e-06,0.0021129020000000003,0,11996,11996,brusselator_steps_1_100
Python orchestration/allocation,0.030590152000000002,~,<built-in method builtins.all>,0.010642708236438387,2.7235936410000003,0,35350,35350,brusselator_steps_1_100
Python orchestration/allocation,0.257593695,~,<built-in method builtins.any>,0.002330531092135928,0.596410192,0,362171,362171,brusselator_steps_1_100
Python orchestration/allocation,0.001098858,~,<built-in method builtins.getattr>,4.293894989041874e-06,0.001098858,0,4812,4812,brusselator_steps_1_100
Python orchestration/allocation,0.000671227,~,<built-in method builtins.hasattr>,2.6228850786995317e-06,0.000671227,0,2624,2624,brusselator_steps_1_100
Python orchestration/allocation,0.589087624,~,<built-in method builtins.isinstance>,0.002301999099359307,0.589108521,0,4762898,4762898,brusselator_steps_1_100
Python orchestration/allocation,0.07300181600000001,~,<built-in method builtins.iter>,0.0002852617280061272,0.07300181600000001,0,448242,448242,brusselator_steps_1_100
Python orchestration/allocation,0.11519080000000001,~,<built-in method builtins.len>,0.00045231410852502305,0.115752476,0,881855,883055,brusselator_steps_1_100
Python orchestration/allocation,0.065860917,~,<built-in method builtins.max>,0.0003445615862546585,0.088177344,0,108800,108800,brusselator_steps_1_100
Python orchestration/allocation,0.00010289000000000001,~,<built-in method builtins.min>,4.0205272694244244e-07,0.00010289000000000001,0,200,200,brusselator_steps_1_100
Python orchestration/allocation,0.010063472,~,<built-in method builtins.next>,4.011896949153017e-05,0.010266914,0,50306,50306,brusselator_steps_1_100
Python orchestration/allocation,0.20500662,~,<built-in method builtins.sorted>,0.0017744516919699974,0.454102963,0,217502,217502,brusselator_steps_1_100
Python orchestration/allocation,0.06420518900000001,~,<built-in method builtins.sum>,0.00041065561587802355,0.10509158,0,306874,306874,brusselator_steps_1_100
Python orchestration/allocation,0.000388417,~,<method 'encode' of 'str' objects>,1.5177773742910161e-06,0.000388417,0,200,200,brusselator_steps_1_100
Python orchestration/allocation,8.98e-07,~,<method 'replace' of 'str' objects>,3.509022731016749e-09,8.98e-07,0,4,4,brusselator_steps_1_100
Python orchestration/allocation,0.000679206,~,<method 'join' of 'str' objects>,8.674120533981691e-06,0.002219809,0,400,800,brusselator_steps_1_100
Python orchestration/allocation,0.002337423,~,<method 'rpartition' of 'str' objects>,9.13370872940018e-06,0.002337423,0,5648,5648,brusselator_steps_1_100
Python orchestration/allocation,0.004978023000000001,~,<method 'endswith' of 'str' objects>,1.9452111205483508e-05,0.004978023000000001,0,20202,20202,brusselator_steps_1_100
Python orchestration/allocation,5.492e-06,~,<built-in method __new__ of type object at 0x580dfc68b600>,2.1460526546485505e-08,5.492e-06,0,32,32,brusselator_steps_1_100
Python orchestration/allocation,0.12395359400000001,~,<method 'get' of 'dict' objects>,0.00048436077832652707,0.12395359400000001,0,666138,666138,brusselator_steps_1_100
Python orchestration/allocation,0.000203985,~,<method 'setdefault' of 'dict' objects>,7.970913160205473e-07,0.000203985,0,700,700,brusselator_steps_1_100
Python orchestration/allocation,8.1772e-05,~,<method 'pop' of 'dict' objects>,3.1953207879810867e-07,8.1772e-05,0,200,200,brusselator_steps_1_100
