status,mode,runtime_s,num_segments,last_reached_t,validated_segments,last_validated_t,failed_segment_index,failed_segment_t_lo,failed_segment_t_hi,last_attempted_t,failure_reason,requested_horizon,requested_order,endpoint_box_available,endpoint_width_x,endpoint_width_y,endpoint_width_sum,last_segment_width_x,last_segment_width_y,last_segment_width_sum,tube_width_x,tube_width_y,tube_width_sum,validation_attempts,box_source,notes
failed,range_only,7.1732620242983103,40,0.66643399999999997,39,0.63428960000000001,39,0.63428960000000001,0.66643399999999997,0.66643399999999997,validation exception: interval bounds must not be NaN,10,4,true,1.0274211805340283e+91,2.6406880865975943e+182,2.6406880865975943e+182,1.0274211805340283e+91,2.6406880865975943e+182,2.6406880865975943e+182,1.0274211805340283e+91,2.6406880865975943e+182,2.6406880865975943e+182,125,torch_tm_range_only_segment_on_flowstar_time_grid,validation failed at attempted failed segment 39: validation exception: interval bounds must not be NaN
