comparison,first_L1_L2_numeric_difference_boundary,first_center_difference_boundary,first_coefficient_hash_difference_boundary,first_materialized_total_difference_boundary,first_outward_renormalization_difference_boundary,first_physical_hull_difference_boundary,first_scale_hex_difference_boundary,first_subset_margin_difference_attempt
C0_vs_C4,1,,5,0,12,8,5,8
