boundary,component,control,hi,lo,stage,units,width
53,0,C4,1.8567108963379597,1.7817388526077926,B1,endpoint physical,0.07497204373016708
53,1,C4,-0.5074806876857451,-0.5819061733640787,B1,endpoint physical,0.07442548567833362
53,0,C4,0.9999999999999986,-0.8050634410736932,B2,old normalized,1.8050634410736919
53,1,C4,0.9999999999999998,-0.8671973498137084,B2,old normalized,1.8671973498137082
53,0,C4,8e-323,-8e-323,B3,old normalized,1.6e-322
53,1,C4,8e-323,-8e-323,B3,old normalized,1.6e-322
53,0,C4,0.03922790390314003,0.03920571540202151,B4,endpoint physical,2.2188501118521053e-05
53,1,C4,0.002237478618841717,0.0022202727496144804,B4,endpoint physical,1.7205869227236367e-05
53,0,C4,0.0012552634425840828,-0.0012051196459401197,B5,endpoint physical,0.0024603830885242027
53,1,C4,0.0010224089860454918,-0.0009782078173334653,B5,endpoint physical,0.0020006168033789573
53,0,C4,2e-323,-2e-323,B6,endpoint physical,4e-323
53,1,C4,2e-323,-2e-323,B6,endpoint physical,4e-323
53,0,C4,1.53e-322,-1.53e-322,B7,endpoint physical,3.06e-322
53,1,C4,1.53e-322,-1.53e-322,B7,endpoint physical,3.06e-322
53,0,C4,5e-324,-5e-324,B8,physical source,1e-323
53,1,C4,2.8466088930142424e-06,2.8466088930142415e-06,B8,physical source,8.470329472543003e-22
53,0,C4,2e-323,-2e-323,B9,physical source,4e-323
53,1,C4,3.5156755215751955e-05,-3.5156755215751955e-05,B9,physical source,7.031351043150391e-05
53,0,C4,5.548555030641874e-06,-5.548555030641874e-06,B10,physical source,1.1097110061283748e-05
53,1,C4,4.704243361562058e-05,-4.6755734665082305e-05,B10,physical source,9.379816828070287e-05
53,0,C4,0.03326180131600757,-0.03193894508973659,B11,new normalized,0.06520074640574416
53,1,C4,0.028826075570527993,-0.0275199059800837,B11,new normalized,0.05634598155061169
53,0,C4,2.3257130595958145e-06,-3.335947641431615e-06,B12,new normalized,5.6616607010274295e-06
53,1,C4,6.876784893907735e-05,-0.00010135499465351498,B12,new normalized,0.00017012284359259233
53,0,C4,0.03326412702906717,-0.03194228103737803,B13,new normalized,0.0652064080664452
53,1,C4,0.028894843419467072,-0.02762126097473722,B13,new normalized,0.05651610439420429
53,0,C4,0.03326412702906712,-0.03194228103737798,B14,new normalized,0.06520640806644509
53,1,C4,0.028894843419467076,-0.027621260974737223,B14,new normalized,0.0565161043942043
53,0,C4,0.0012609001554057244,-0.0012107946524148644,B15,endpoint physical,0.002471694807820589
53,1,C4,0.0011100967418501899,-0.001061167605884715,B15,endpoint physical,0.002171264347734905
53,0,C4,5.636712821637293e-06,-5.6750064747405265e-06,B16,tube physical,1.1311719296377818e-05
53,1,C4,8.768775580469551e-05,-8.295978855124735e-05,B16,tube physical,0.00017064754435594287
54,0,C4,0.9667358729709312,-0.7584893317810861,A0,old normalized,1.7252252047520173
54,1,C4,0.9711051565805325,-0.8301149436428704,A0,old normalized,1.801220100223403
54,0,C4,0.03326412702906712,-0.03194228103737798,A1,old normalized,0.06520640806644509
54,1,C4,0.028894843419467076,-0.027621260974737223,A1,old normalized,0.0565161043942043
54,0,C4,8e-323,-8e-323,A2,old normalized,1.6e-322
54,1,C4,8e-323,-8e-323,A2,old normalized,1.6e-322
54,0,C4,0.03326412702906713,-0.031942281037377986,A3,old normalized,0.06520640806644512
54,1,C4,0.02889484341946708,-0.027621260974737227,A3,old normalized,0.056516104394204306
54,0,C4,0.03620399005240077,-0.03476572978706466,B0,new normalized,0.07096971983946543
54,1,C4,0.03359827152083604,-0.03208191647469656,B0,new normalized,0.0656801879955326
54,0,C4,1.8210072234851586,1.7489239700039572,B1,endpoint physical,0.07208325348120148
54,1,C4,-0.5441675413895829,-0.6111133295841289,B1,endpoint physical,0.066945788194546
54,0,C4,0.9999999999999983,-0.7904316128184641,B2,old normalized,1.7904316128184625
54,1,C4,0.9999999999999997,-0.8577362046176077,B2,old normalized,1.8577362046176074
54,0,C4,8e-323,-8e-323,B3,old normalized,1.6e-322
54,1,C4,8e-323,-8e-323,B3,old normalized,1.6e-322
54,0,C4,0.037985582122839014,0.03796204239188796,B4,endpoint physical,2.3539730951052662e-05
54,1,C4,0.0022003857617137862,0.002182754435412263,B4,endpoint physical,1.7631326301523285e-05
54,0,C4,0.0013271370310543231,-0.0012741235689055174,B5,endpoint physical,0.0026012605999598407
54,1,C4,0.0010618073085673185,-0.0010153731844350065,B5,endpoint physical,0.0020771804930023252
54,0,C4,2e-323,-2e-323,B6,endpoint physical,4e-323
54,1,C4,2e-323,-2e-323,B6,endpoint physical,4e-323
54,0,C4,1.53e-322,-1.53e-322,B7,endpoint physical,3.06e-322
54,1,C4,1.53e-322,-1.53e-322,B7,endpoint physical,3.06e-322
54,0,C4,5e-324,-5e-324,B8,physical source,1e-323
54,1,C4,3.3646055959695347e-06,3.364605595969534e-06,B8,physical source,8.470329472543003e-22
54,0,C4,2e-323,-2e-323,B9,physical source,4e-323
54,1,C4,3.986820753710898e-05,-3.986820753710898e-05,B9,physical source,7.973641507421795e-05
54,0,C4,6.103410233706061e-06,-6.103410233706061e-06,B10,physical source,1.2206820467412123e-05
54,1,C4,5.21477176279647e-05,-5.16533900619395e-05,B10,physical source,0.00010380110768990421
54,0,C4,0.036200966164215774,-0.03476151196670974,B11,new normalized,0.07096247813092552
54,1,C4,0.03351102042263304,-0.031957147338389044,B11,new normalized,0.06546816776102209
54,0,C4,3.0238881855100945e-06,-4.217820355431236e-06,B12,new normalized,7.241708540941331e-06
54,1,C4,8.725109820347528e-05,-0.0001247691363079951,B12,new normalized,0.0002120202345114704
54,0,C4,0.03620399005240129,-0.03476572978706518,B13,new normalized,0.07096971983946647
54,1,C4,0.033598271520836526,-0.03208191647469702,B13,new normalized,0.06568018799553355
54,0,C4,0.036203990052401214,-0.03476572978706511,B14,new normalized,0.07096971983946632
54,1,C4,0.03359827152083653,-0.03208191647469703,B14,new normalized,0.06568018799553356
54,0,C4,0.0013333518076532453,-0.0012803823166693492,B15,endpoint physical,0.0026137341243225943
54,1,C4,0.0011602007559311947,-0.0011078386494549704,B15,endpoint physical,0.002268039405386165
54,0,C4,6.214776598917616e-06,-6.258747763827219e-06,B16,tube physical,1.2473524362744835e-05
54,1,C4,9.839344736387266e-05,-9.246546501996155e-05,B16,tube physical,0.0001908589123838342
55,0,C4,0.9637960099475967,-0.7406102244431546,A0,old normalized,1.7044062343907513
55,1,C4,0.9664017284791634,-0.8139808128957584,A0,old normalized,1.7803825413749217
55,0,C4,0.036203990052401214,-0.03476572978706511,A1,old normalized,0.07096971983946632
55,1,C4,0.03359827152083653,-0.03208191647469703,A1,old normalized,0.06568018799553356
55,0,C4,8e-323,-8e-323,A2,old normalized,1.6e-322
55,1,C4,8e-323,-8e-323,A2,old normalized,1.6e-322
55,0,C4,0.03620399005240122,-0.03476572978706512,A3,old normalized,0.07096971983946634
55,1,C4,0.03359827152083654,-0.032081916474697034,A3,old normalized,0.06568018799553357
55,0,C4,0.03782529200327386,-0.036321084331758756,B0,new normalized,0.07414637633503261
55,1,C4,0.03575929794981206,-0.03417462013873687,B0,new normalized,0.06993391808854893
55,0,C4,1.7990335567327325,1.7315394086909195,B1,endpoint physical,0.06749414804181297
55,1,C4,-0.5638746854904672,-0.6258341774831511,B1,endpoint physical,0.06195949199268391
55,0,C4,0.9999999999999979,-0.7753759542302198,B2,old normalized,1.7753759542302177
55,1,C4,0.9999999999999999,-0.8460627293704555,B2,old normalized,1.8460627293704555
55,0,C4,8e-323,-8e-323,B3,old normalized,1.6e-322
55,1,C4,8e-323,-8e-323,B3,old normalized,1.6e-322
55,0,C4,0.036853780337667646,0.03684749445319505,B4,endpoint physical,6.285884472594094e-06
55,1,C4,0.0011206222086105463,0.0011160912768586413,B4,endpoint physical,4.530931751905e-06
55,0,C4,0.001371904865975476,-0.0013172002769475412,B5,endpoint physical,0.002689105142923017
55,1,C4,0.0011373423632494856,-0.0010862981321495095,B5,endpoint physical,0.002223640495398995
55,0,C4,2e-323,-2e-323,B6,endpoint physical,4e-323
55,1,C4,2e-323,-2e-323,B6,endpoint physical,4e-323
55,0,C4,1.53e-322,-1.53e-322,B7,endpoint physical,3.06e-322
55,1,C4,1.53e-322,-1.53e-322,B7,endpoint physical,3.06e-322
55,0,C4,5e-324,-5e-324,B8,physical source,1e-323
55,1,C4,7.432107988852854e-07,7.432107988852852e-07,B8,physical source,2.117582368135751e-22
55,0,C4,2e-323,-2e-323,B9,physical source,4e-323
55,1,C4,5.308142920989649e-06,-5.308142920989649e-06,B9,physical source,1.0616285841979297e-05
55,0,C4,3.356876978538333e-06,-3.356876978538333e-06,B10,physical source,6.713753957076666e-06
55,1,C4,2.6141159629358315e-05,-2.602801882757748e-05,B10,physical source,5.2169178456935794e-05
55,0,C4,0.037824320072600774,-0.03631976001671774,B11,new normalized,0.07414408008931851
55,1,C4,0.03570230057850011,-0.034095247572454954,B11,new normalized,0.06979754815095507
55,0,C4,9.719306736201848e-07,-1.3243150415555725e-06,B12,new normalized,2.2962457151757573e-06
55,1,C4,5.699737131245772e-05,-7.937256628242653e-05,B12,new normalized,0.00013636993759488425
55,0,C4,0.0378252920032744,-0.0363210843317593,B13,new normalized,0.0741463763350337
55,1,C4,0.03575929794981257,-0.034174620138737385,B13,new normalized,0.06993391808854996
55,0,C4,0.03782529200327434,-0.03632108433175924,B14,new normalized,0.07414637633503358
55,1,C4,0.03575929794981251,-0.03417462013873733,B14,new normalized,0.06993391808854985
55,0,C4,0.0013752970815686897,-0.001320605304951899,B15,endpoint physical,0.002695902386520589
55,1,C4,0.0011714019947548144,-0.0011194911672116556,B15,endpoint physical,0.00229089316196647
55,0,C4,3.392215593209206e-06,-3.4050280043538446e-06,B16,tube physical,6.797243597563051e-06
55,1,C4,3.4059631505325125e-05,-3.3193035062142194e-05,B16,tube physical,6.725266656746732e-05
56,0,C4,0.9621747079967239,-0.7312672270983223,A0,old normalized,1.6934419350950463
56,1,C4,0.9642407020501856,-0.8049010531468663,A0,old normalized,1.7691417551970519
56,0,C4,0.03782529200327434,-0.03632108433175924,A1,old normalized,0.07414637633503358
56,1,C4,0.03575929794981251,-0.03417462013873733,A1,old normalized,0.06993391808854985
56,0,C4,8e-323,-8e-323,A2,old normalized,1.6e-322
56,1,C4,8e-323,-8e-323,A2,old normalized,1.6e-322
56,0,C4,0.03782529200327435,-0.03632108433175925,A3,old normalized,0.0741463763350336
56,1,C4,0.035759297949812516,-0.03417462013873734,A3,old normalized,0.06993391808854985
56,0,C4,0.039572204344339716,-0.03799779485427905,B0,new normalized,0.07756999919861876
56,1,C4,0.038283932019123015,-0.03661125451710574,B0,new normalized,0.07489518653622876
56,0,C4,1.7762118158846727,1.7097481118362194,B1,endpoint physical,0.06646370404845325
56,1,C4,-0.5839164471162458,-0.6426457553741207,B1,endpoint physical,0.058729308257874924
56,0,C4,0.9999999999999982,-0.7675883114300815,B2,old normalized,1.7675883114300799
56,1,C4,0.9999999999999981,-0.8390756732856036,B2,old normalized,1.8390756732856017
56,0,C4,8e-323,-8e-323,B3,old normalized,1.6e-322
56,1,C4,8e-323,-8e-323,B3,old normalized,1.6e-322
56,0,C4,0.03638966209141978,0.03638249875413961,B4,endpoint physical,7.163337280166604e-06
56,1,C4,0.001166970551187718,0.00116191530494021,B4,endpoint physical,5.055246247507965e-06
56,0,C4,0.001418179642147015,-0.0013615927609266136,B5,endpoint physical,0.0027797724030736285
56,1,C4,0.0011518640047106343,-0.0011010984025898495,B5,endpoint physical,0.002252962407300484
56,0,C4,2e-323,-2e-323,B6,endpoint physical,4e-323
56,1,C4,1.5e-323,-1.5e-323,B6,endpoint physical,3e-323
56,0,C4,1.53e-322,-1.53e-322,B7,endpoint physical,3.06e-322
56,1,C4,1.6e-322,-1.6e-322,B7,endpoint physical,3.16e-322
56,0,C4,5e-324,-5e-324,B8,physical source,1e-323
56,1,C4,9.206575762808125e-07,9.206575762808123e-07,B8,physical source,2.117582368135751e-22
56,0,C4,2e-323,-2e-323,B9,physical source,4e-323
56,1,C4,6.447568619417329e-06,-6.447568619417329e-06,B9,physical source,1.2895137238834659e-05
56,0,C4,3.692564376392167e-06,-3.692564376392167e-06,B10,physical source,7.385128752784334e-06
56,1,C4,2.8737526876932853e-05,-2.8577818116902597e-05,B10,physical source,5.731534499383545e-05
56,0,C4,0.03957098511338063,-0.03799616100182411,B11,new normalized,0.07756714611520474
56,1,C4,0.03821651794693118,-0.03651903642638608,B11,new normalized,0.07473555437331725
56,0,C4,1.2192309596512346e-06,-1.633852455503209e-06,B12,new normalized,2.8530834151544437e-06
56,1,C4,6.741407219238166e-05,-9.221809072021003e-05,B12,new normalized,0.0001596321629125917
56,0,C4,0.039572204344340285,-0.03799779485427962,B13,new normalized,0.0775699991986199
56,1,C4,0.038283932019123564,-0.03661125451710629,B13,new normalized,0.07489518653622985
56,0,C4,0.039572204344340216,-0.03799779485427956,B14,new normalized,0.07756999919861977
56,1,C4,0.0382839320191235,-0.036611254517106236,B14,new normalized,0.07489518653622973
56,0,C4,0.001421916016163477,-0.0013653440332019769,B15,endpoint physical,0.002787260049365454
56,1,C4,0.0011900653406180205,-0.0011380697535349608,B15,endpoint physical,0.0023281350941529813
56,0,C4,3.736374016457832e-06,-3.751272275358638e-06,B16,tube physical,7.48764629181647e-06
56,1,C4,3.820133590738267e-05,-3.6971350945107355e-05,B16,tube physical,7.517268685249002e-05
57,0,C4,0.9604277956556582,-0.721422639584077,A0,old normalized,1.6818504352397352
57,1,C4,0.9617160679808756,-0.7943916200145302,A0,old normalized,1.7561076879954058
57,0,C4,0.039572204344340216,-0.03799779485427956,A1,old normalized,0.07756999919861977
57,1,C4,0.0382839320191235,-0.036611254517106236,A1,old normalized,0.07489518653622973
57,0,C4,8e-323,-8e-323,A2,old normalized,1.6e-322
57,1,C4,8e-323,-8e-323,A2,old normalized,1.6e-322
57,0,C4,0.03957220434434022,-0.037997794854279565,A3,old normalized,0.07756999919861979
57,1,C4,0.03828393201912351,-0.03661125451710624,A3,old normalized,0.07489518653622976
57,0,C4,0.041449183611827395,-0.03980007996636844,B0,new normalized,0.08124926357819584
57,1,C4,0.04121795987969108,-0.03943217412152766,B0,new normalized,0.08065013400121875
57,0,C4,1.750420026889667,1.6849135109399027,B1,endpoint physical,0.06550651594976431
57,1,C4,-0.6052089924617771,-0.6609403459190146,B1,endpoint physical,0.055731353457237565
57,0,C4,0.9999999999999983,-0.7594204344383566,B2,old normalized,1.759420434438355
57,1,C4,0.9999999999999991,-0.8310028745316365,B2,old normalized,1.8310028745316356
57,0,C4,8e-323,-8e-323,B3,old normalized,1.6e-322
57,1,C4,8e-323,-8e-323,B3,old normalized,1.6e-322
57,0,C4,0.03596946211536506,0.03596128732067203,B4,endpoint physical,8.174794693026344e-06
57,1,C4,0.0012157461656455912,0.001210108977064133,B4,endpoint physical,5.637188581458135e-06
57,0,C4,0.0014699344485433164,-0.0014112702347770692,B5,endpoint physical,0.0028812046833203856
57,1,C4,0.0011749797843914494,-0.001123922157574339,B5,endpoint physical,0.0022989019419657883
57,0,C4,2e-323,-2e-323,B6,endpoint physical,4e-323
57,1,C4,1.5e-323,-1.5e-323,B6,endpoint physical,3e-323
57,0,C4,1.53e-322,-1.53e-322,B7,endpoint physical,3.06e-322
57,1,C4,1.6e-322,-1.6e-322,B7,endpoint physical,3.16e-322
57,0,C4,5e-324,-5e-324,B8,physical source,1e-323
57,1,C4,1.1484053947626659e-06,1.1484053947626655e-06,B8,physical source,4.235164736271502e-22
57,0,C4,2e-323,-2e-323,B9,physical source,4e-323
57,1,C4,7.857776194665714e-06,-7.857776194665714e-06,B9,physical source,1.5715552389331428e-05
57,0,C4,4.061820514031386e-06,-4.061820514031386e-06,B10,physical source,8.123641028062773e-06
57,1,C4,3.159048787321278e-05,-3.136254321631063e-05,B10,physical source,6.29530310895234e-05
57,0,C4,0.041447650982880134,-0.039798058030434284,B11,new normalized,0.08124570901331442
57,1,C4,0.04113808199250545,-0.0393247230483417,B11,new normalized,0.08046280504084716
57,0,C4,1.5326289478498898e-06,-2.0219359347434795e-06,B12,new normalized,3.5545648825933696e-06
57,1,C4,7.98778871862153e-05,-0.00010745107318655145,B12,new normalized,0.00018732896037276675
57,0,C4,0.04144918361182799,-0.039800079966369036,B13,new normalized,0.08124926357819703
57,1,C4,0.04121795987969167,-0.03943217412152825,B13,new normalized,0.08065013400121993
57,0,C4,0.04144918361182792,-0.03980007996636897,B14,new normalized,0.0812492635781969
57,1,C4,0.0412179598796916,-0.039432174121528184,B14,new normalized,0.08065013400121979
57,0,C4,0.0014740507736986863,-0.001415403961079573,B15,endpoint physical,0.0028894547347782596
57,1,C4,0.0012179367408228657,-0.001165169110099418,B15,endpoint physical,0.002383105850922284
57,0,C4,4.116325155365903e-06,-4.133726302499736e-06,B16,tube physical,8.250051457865638e-06
57,1,C4,4.2956956431412984e-05,-4.1246952525075645e-05,B16,tube physical,8.420390895648863e-05
58,0,C4,0.9585508163881703,-0.711116213179288,A0,old normalized,1.6696670295674583
58,1,C4,0.9587820401203072,-0.78229390636686,A0,old normalized,1.7410759464871672
58,0,C4,0.04144918361182792,-0.03980007996636897,A1,old normalized,0.0812492635781969
58,1,C4,0.0412179598796916,-0.039432174121528184,A1,old normalized,0.08065013400121979
58,0,C4,8e-323,-8e-323,A2,old normalized,1.6e-322
58,1,C4,8e-323,-8e-323,A2,old normalized,1.6e-322
58,0,C4,0.04144918361182793,-0.03980007996636898,A3,old normalized,0.08124926357819691
58,1,C4,0.04121795987969161,-0.03943217412152819,A3,old normalized,0.0806501340012198
58,0,C4,0.043460172353194076,-0.04173150768776495,B0,new normalized,0.08519168004095903
58,1,C4,0.04460054699319486,-0.04266977646738369,B0,new normalized,0.08727032346057854
58,0,C4,1.7212291113497402,1.6565754883752304,B1,endpoint physical,0.06465362297450983
58,1,C4,-0.6279620089074051,-0.6809952342417546,B1,endpoint physical,0.05303322533434951
58,0,C4,0.9999999999999982,-0.7509162931456569,B2,old normalized,1.750916293145655
58,1,C4,0.9999999999999988,-0.8217260804883882,B2,old normalized,1.821726080488387
58,0,C4,8e-323,-8e-323,B3,old normalized,1.6e-322
58,1,C4,8e-323,-8e-323,B3,old normalized,1.6e-322
58,0,C4,0.03560846541667875,0.035599107943422255,B4,endpoint physical,9.357473256497995e-06
58,1,C4,0.001268977018632461,0.0012626842183730191,B4,endpoint physical,6.2928002594418025e-06
58,0,C4,0.001528246465033586,-0.0014672582938184318,B5,endpoint physical,0.002995504758852018
58,1,C4,0.0012087289951836816,-0.0011566545613863693,B5,endpoint physical,0.002365383556570051
58,0,C4,2e-323,-2e-323,B6,endpoint physical,4e-323
58,1,C4,1.5e-323,-1.5e-323,B6,endpoint physical,3e-323
58,0,C4,1.53e-322,-1.53e-322,B7,endpoint physical,3.06e-322
58,1,C4,1.6e-322,-1.6e-322,B7,endpoint physical,3.16e-322
58,0,C4,5e-324,-5e-324,B8,physical source,1e-323
58,1,C4,1.443438016956498e-06,1.4434380169564976e-06,B8,physical source,4.235164736271502e-22
58,0,C4,2e-323,-2e-323,B9,physical source,4e-323
58,1,C4,9.59822092928249e-06,-9.59822092928249e-06,B9,physical source,1.919644185856498e-05
58,0,C4,4.468002265434525e-06,-4.468002265434525e-06,B10,physical source,8.93600453086905e-06
58,1,C4,3.473120850696724e-05,-3.4402154202166275e-05,B10,physical source,6.913336270913351e-05
58,0,C4,0.04345824133666546,-0.04172899644474459,B11,new normalized,0.08518723778141005
58,1,C4,0.044505810210299444,-0.042544280677354794,B11,new normalized,0.08705009088765424
58,0,C4,1.9310165292330433e-06,-2.5112430209750963e-06,B12,new normalized,4.4422595502081395e-06
58,1,C4,9.473678289604703e-05,-0.00012549579002952662,B12,new normalized,0.00022023257292557366
58,0,C4,0.0434601723531947,-0.04173150768776557,B13,new normalized,0.08519168004096027
58,1,C4,0.044600546993195496,-0.04266977646738433,B13,new normalized,0.08727032346057984
58,0,C4,0.04346017235319462,-0.041731507687765484,B14,new normalized,0.0851916800409601
58,1,C4,0.04460054699319542,-0.042669776467384256,B14,new normalized,0.08727032346057967
58,0,C4,0.0015327825716879722,-0.001471814864290746,B15,endpoint physical,0.0030045974359787183
58,1,C4,0.001257172243651004,-0.0012027488951149518,B15,endpoint physical,0.0024599211387659557
58,0,C4,4.5361066543816225e-06,-4.556570472310051e-06,B16,tube physical,9.092677126691672e-06
58,1,C4,4.844324846731964e-05,-4.609433372857967e-05,B16,tube physical,9.453758219589931e-05
59,0,C4,0.9565398276468037,-0.7004028826190953,A0,old normalized,1.656942710265899
59,1,C4,0.9553994530068033,-0.7684879451218508,A0,old normalized,1.723887398128654
59,0,C4,0.04346017235319462,-0.041731507687765484,A1,old normalized,0.0851916800409601
59,1,C4,0.04460054699319542,-0.042669776467384256,A1,old normalized,0.08727032346057967
59,0,C4,8e-323,-8e-323,A2,old normalized,1.6e-322
59,1,C4,8e-323,-8e-323,A2,old normalized,1.6e-322
59,0,C4,0.043460172353194625,-0.04173150768776549,A3,old normalized,0.08519168004096012
59,1,C4,0.04460054699319543,-0.04266977646738426,A3,old normalized,0.0872703234605797
59,0,C4,0.04560852559912864,-0.0437948299008956,B0,new normalized,0.08940335550002423
59,1,C4,0.04845722760376215,-0.04634137540665431,B0,new normalized,0.09479860301041645
59,0,C4,1.6881334458401829,1.6241914137435791,B1,endpoint physical,0.06394203209660376
59,1,C4,-0.6524692082371468,-0.7031788210899474,B1,endpoint physical,0.05070961285280062
59,0,C4,0.9999999999999983,-0.7421343903068608,B2,old normalized,1.7421343903068591
59,1,C4,0.9999999999999987,-0.811157721589235,B2,old normalized,1.8111577215892338
59,0,C4,8e-323,-8e-323,B3,old normalized,1.6e-322
59,1,C4,8e-323,-8e-323,B3,old normalized,1.6e-322
59,0,C4,0.03532458888386468,0.035313823531412214,B4,endpoint physical,1.0765352452465904e-05
59,1,C4,0.0013296082448543487,0.0013225617913179715,B4,endpoint physical,7.046453536377209e-06
59,0,C4,0.0015945139762056687,-0.0015308824391712806,B5,endpoint physical,0.0031253964153769493
59,1,C4,0.0012556796533394943,-0.0012016620205637712,B5,endpoint physical,0.0024573416739032657
59,0,C4,2e-323,-2e-323,B6,endpoint physical,4e-323
59,1,C4,1.5e-323,-1.5e-323,B6,endpoint physical,3e-323
59,0,C4,1.53e-322,-1.53e-322,B7,endpoint physical,3.06e-322
59,1,C4,1.6e-322,-1.6e-322,B7,endpoint physical,3.16e-322
59,0,C4,5e-324,-5e-324,B8,physical source,1e-323
59,1,C4,1.8281663622726951e-06,1.8281663622726947e-06,B8,physical source,4.235164736271502e-22
59,0,C4,2e-323,-2e-323,B9,physical source,4e-323
59,1,C4,1.1764566250888719e-05,-1.1764566250888719e-05,B9,physical source,2.3529132501777438e-05
59,0,C4,4.914802191977978e-06,-4.914802191977978e-06,B10,physical source,9.829604383955957e-06
59,1,C4,3.819990906701793e-05,-3.771928795070137e-05,B10,physical source,7.591919701771931e-05
59,0,C4,0.04560608617670897,-0.04379169756451078,B11,new normalized,0.08939778374121976
59,1,C4,0.04834488294588526,-0.04619456840885498,B11,new normalized,0.09453945135474023
59,0,C4,2.4394224203167386e-06,-3.1323363854668822e-06,B12,new normalized,5.571758805783621e-06
59,1,C4,0.00011234465787758082,-0.00014680699780001726,B12,new normalized,0.00025915165567759804
59,0,C4,0.04560852559912929,-0.043794829900896254,B13,new normalized,0.08940335550002554
59,1,C4,0.04845722760376285,-0.046341375406655005,B13,new normalized,0.09479860301041786
59,0,C4,0.045608525599129215,-0.043794829900896184,B14,new normalized,0.0894033555000254
59,1,C4,0.048457227603762754,-0.04634137540665491,B14,new normalized,0.09479860301041766
59,0,C4,0.0015995143301901595,-0.0015359070940030865,B15,endpoint physical,0.003135421424193246
59,1,C4,0.0013105106212854126,-0.0012532880579135743,B15,endpoint physical,0.002563798679198987
59,0,C4,5.000353984486666e-06,-5.024654831801662e-06,B16,tube physical,1.0025008816288328e-05
59,1,C4,5.483096794591506e-05,-5.1626037349800075e-05,B16,tube physical,0.00010645700529571513
60,0,C4,0.9543914744008692,-0.6893546893294633,A0,old normalized,1.6437461637303326
60,1,C4,0.9515427723962359,-0.7529273688921742,A0,old normalized,1.70447014128841
60,0,C4,0.045608525599129215,-0.043794829900896184,A1,old normalized,0.0894033555000254
60,1,C4,0.048457227603762754,-0.04634137540665491,A1,old normalized,0.09479860301041766
60,0,C4,8e-323,-8e-323,A2,old normalized,1.6e-322
60,1,C4,8e-323,-8e-323,A2,old normalized,1.6e-322
60,0,C4,0.04560852559912922,-0.04379482990089619,A3,old normalized,0.08940335550002541
60,1,C4,0.04845722760376276,-0.046341375406654915,A3,old normalized,0.09479860301041768
