boundary,component,control,hi,lo,stage,units,width
22,1,L2,-1.187476237156148e-07,-1.1874762371561483e-07,B8,physical source,2.6469779601696886e-23
22,0,L2,2e-323,-2e-323,B9,physical source,4e-323
22,1,L2,1.508995675508345e-05,-1.508995675508345e-05,B9,physical source,3.01799135101669e-05
22,0,L2,1.1562920537903397e-06,-1.1562920537903397e-06,B10,physical source,2.3125841075806794e-06
22,1,L2,1.3651209106567187e-05,-1.359965993146535e-05,B10,physical source,2.7250869038032537e-05
22,0,L2,0.0017190667907387676,-0.0015645494319530594,B11,new normalized,0.0032836162226918273
22,1,L2,0.004490290854722071,-0.0043037858783791195,B11,new normalized,0.00879407673310119
22,0,L2,6.015673993591064e-09,-3.183086743830813e-08,B12,new normalized,3.784654143189919e-08
22,1,L2,1.1228836850398178e-06,-1.4795821681947808e-06,B12,new normalized,2.6024658532345987e-06
22,0,L2,0.0017190728064127615,-0.001564581262820498,B13,new normalized,0.0032836540692332593
22,1,L2,0.004491413738407103,-0.004305265460547308,B13,new normalized,0.00879667919895441
22,0,L2,0.0017190728064127617,-0.0015645812628204982,B14,new normalized,0.00328365406923326
22,1,L2,0.004491413738407099,-0.004305265460547303,B14,new normalized,0.008796679198954403
22,0,L2,0.0002017263275633298,-0.00018359736198828223,B15,endpoint physical,0.000385323689551612
22,1,L2,0.0010753733087014174,-0.001030804070343485,B15,endpoint physical,0.002106177379044902
22,0,L2,5.8626545574593516e-05,-5.862957488443398e-05,B16,tube physical,0.0001172561204590275
22,1,L2,0.0005125106525607406,-0.0005127820024837014,B16,tube physical,0.001025292655044442
23,0,L2,0.998280927193587,-0.9966647506048294,A0,old normalized,1.9949456777984165
23,1,L2,0.9955085862615918,-0.9638280977140521,A0,old normalized,1.9593366839756439
23,0,L2,0.0013089663721527383,-0.0011544748285604747,A1,old normalized,0.002463441200713213
23,1,L2,0.0026593118890387035,-0.002473163611178908,A1,old normalized,0.005132475500217611
23,0,L2,0.0004101064342600233,-0.0004101064342600233,A2,old normalized,0.0008202128685200466
23,1,L2,0.0018321018493683949,-0.0018321018493683949,A2,old normalized,0.0036642036987367898
23,0,L2,0.0017190728064127617,-0.0015645812628204982,A3,old normalized,0.00328365406923326
23,1,L2,0.004491413738407099,-0.004305265460547303,A3,old normalized,0.008796679198954403
23,0,L2,0.001880918522790968,-0.0017185915287226516,B0,new normalized,0.0035995100515136195
23,1,L2,0.004594982536554051,-0.004420040697803475,B0,new normalized,0.009015023234357527
23,0,L2,1.9752027129646408,1.7349945406374854,B1,endpoint physical,0.2402081723271554
23,1,L2,1.2112810973288703,0.7387622848993232,B1,endpoint physical,0.4725188124295472
23,0,L2,0.9995898935657397,-0.9978192254333899,B2,old normalized,1.9974091189991294
23,1,L2,0.9981678981506305,-0.966301261325231,B2,old normalized,1.9644691594758614
23,0,L2,0.0004101064342600233,-0.0004101064342600233,B3,old normalized,0.0008202128685200466
23,1,L2,0.0018321018493683949,-0.0018321018493683949,B3,old normalized,0.0036642036987367898
23,0,L2,0.11731202854579259,0.11729101527390857,B4,endpoint physical,2.1013271884015583e-05
23,1,L2,0.0030070972208224756,0.002990371769011923,B4,endpoint physical,1.67254518105525e-05
23,0,L2,0.0001615543098062931,-0.00014287082746530086,B5,endpoint physical,0.0003044251372715939
23,1,L2,0.0006307002215034889,-0.0005885675962925882,B5,endpoint physical,0.0012192678177960772
23,0,L2,5.36197261022245e-05,-5.36197261022245e-05,B6,endpoint physical,0.000107239452204449
23,1,L2,0.0004312135472007674,-0.0004312135472007674,B6,endpoint physical,0.0008624270944015348
23,0,L2,1.4473886872054742e-10,-1.4473886872054742e-10,B7,endpoint physical,2.8947773744109483e-10
23,1,L2,7.421738358523836e-09,-7.421738358523836e-09,B7,endpoint physical,1.4843476717047672e-08
23,0,L2,5e-324,-5e-324,B8,physical source,1e-323
23,1,L2,-1.9779004673475927e-07,-1.9779004673475932e-07,B8,physical source,5.293955920339377e-23
23,0,L2,2e-323,-2e-323,B9,physical source,4e-323
23,1,L2,1.8062774528267413e-05,-1.8062774528267413e-05,B9,physical source,3.612554905653483e-05
23,0,L2,1.2719209591693737e-06,-1.2719209591693737e-06,B10,physical source,2.5438419183387474e-06
23,1,L2,1.4992636678133835e-05,-1.4950256666219785e-05,B10,physical source,2.994289334435362e-05
23,0,L2,0.0018809111289456743,-0.0017185521416421678,B11,new normalized,0.003599463270587842
23,1,L2,0.004593755648167708,-0.004418446747290977,B11,new normalized,0.009012202395458684
23,0,L2,7.393845320348919e-09,-3.938708051056965e-08,B12,new normalized,4.678092583091857e-08
23,1,L2,1.2268883864089596e-06,-1.5939505125632563e-06,B12,new normalized,2.820838898972216e-06
23,0,L2,0.001880918522790995,-0.0017185915287226785,B13,new normalized,0.0035995100515136737
23,1,L2,0.004594982536554108,-0.004420040697803531,B13,new normalized,0.009015023234357638
23,0,L2,0.001880918522790993,-0.0017185915287226768,B14,new normalized,0.00359951005151367
23,1,L2,0.0045949825365541085,-0.004420040697803531,B14,new normalized,0.00901502323435764
23,0,L2,0.00021644695245430268,-0.00019776715173916085,B15,endpoint physical,0.0004142141041934635
23,1,L2,0.0010950712022979388,-0.0010533792550122213,B15,endpoint physical,0.00214845045731016
23,0,L2,5.510058078152994e-05,-5.5104262407380384e-05,B16,tube physical,0.00011020484318891033
23,1,L2,0.0004916628271522268,-0.0004921035050774103,B16,tube physical,0.000983766332229637
24,0,L2,0.9981190814772077,-0.9955984723117135,A0,old normalized,1.9937175537889211
24,1,L2,0.9954050174634457,-0.9610515853698354,A0,old normalized,1.956456602833281
24,0,L2,0.0014366419995100695,-0.0012743150054417532,A1,old normalized,0.0027109570049518228
24,1,L2,0.0027651936940916583,-0.0025902518553410814,A1,old normalized,0.005355445549432739
24,0,L2,0.0004442765232809234,-0.0004442765232809234,A2,old normalized,0.0008885530465618468
24,1,L2,0.0018297888424624494,-0.0018297888424624494,A2,old normalized,0.0036595776849248987
24,0,L2,0.001880918522790993,-0.0017185915287226768,A3,old normalized,0.00359951005151367
24,1,L2,0.0045949825365541085,-0.004420040697803531,A3,old normalized,0.00901502323435764
24,0,L2,0.002068684658189838,-0.0018977373724594325,B0,new normalized,0.00396642203064927
24,1,L2,0.004724383088727132,-0.004561840793816948,B0,new normalized,0.00928622388254408
24,0,L2,1.9863824231583824,1.7502937570989907,B1,endpoint physical,0.23608866605939172
24,1,L2,1.1511208710089194,0.6823844631499542,B1,endpoint physical,0.4687364078589652
24,0,L2,0.9995557234767178,-0.9968727873171552,B2,old normalized,1.996428510793873
24,1,L2,0.9981702111575373,-0.9636418372251765,B2,old normalized,1.961812048382714
24,0,L2,0.0004442765232809234,-0.0004442765232809234,B3,old normalized,0.0008885530465618468
24,1,L2,0.0018297888424624494,-0.0018297888424624494,B3,old normalized,0.0036595776849248987
24,0,L2,0.1150367023208886,0.1150121392634796,B4,endpoint physical,2.4563057408999445e-05
24,1,L2,0.003287091459416569,0.0032672108836694735,B4,endpoint physical,1.9880575747095296e-05
24,0,L2,0.00017435600261480735,-0.00015510739069547413,B5,endpoint physical,0.0003294633933102815
24,1,L2,0.0006517624384426219,-0.000612690472078039,B5,endpoint physical,0.001264452910520661
24,0,L2,5.712278943342098e-05,-5.712278943342098e-05,B6,endpoint physical,0.00011424557886684195
24,1,L2,0.00042773461144054537,-0.00042773461144054537,B6,endpoint physical,0.0008554692228810907
24,0,L2,2.1298970999166314e-10,-2.1298970999166314e-10,B7,endpoint physical,4.259794199833263e-10
24,1,L2,1.0928469162931311e-08,-1.0928469162931311e-08,B7,endpoint physical,2.1856938325862623e-08
24,0,L2,5e-324,-5e-324,B8,physical source,1e-323
24,1,L2,-2.788302629268942e-07,-2.788302629268943e-07,B8,physical source,1.0587911840678754e-22
24,0,L2,2e-323,-2e-323,B9,physical source,4e-323
24,1,L2,2.148311372075682e-05,-2.148311372075682e-05,B9,physical source,4.296622744151364e-05
24,0,L2,1.3991127550863113e-06,-1.3991127550863113e-06,B10,physical source,2.7982255101726225e-06
24,1,L2,1.6447720158984442e-05,-1.6424810566640803e-05,B10,physical source,3.2872530725625244e-05
24,0,L2,0.002068675933633699,-0.001897688892812757,B11,new normalized,0.0039663648264464555
24,1,L2,0.0047230661005552895,-0.004560140629942324,B11,new normalized,0.009283206730497612
24,0,L2,8.724556168568837e-09,-4.847964670496215e-08,B12,new normalized,5.720420287353099e-08
24,1,L2,1.316988171909572e-06,-1.7001638746913903e-06,B12,new normalized,3.0171520466009623e-06
24,0,L2,0.002068684658189865,-0.0018977373724594624,B13,new normalized,0.0039664220306493275
24,1,L2,0.004724383088727191,-0.004561840793817007,B13,new normalized,0.009286223882544197
24,0,L2,0.002068684658189862,-0.0018977373724594598,B14,new normalized,0.0039664220306493215
24,1,L2,0.004724383088727186,-0.004561840793817002,B14,new normalized,0.009286223882544187
24,0,L2,0.00023287909994696527,-0.00021363496339784656,B15,endpoint physical,0.00044651406334481183
24,1,L2,0.001117471492850226,-0.0010790249110355576,B15,endpoint physical,0.0021964964038857834
24,0,L2,5.8778420930056455e-05,-5.8782896300270935e-05,B16,tube physical,0.0001175613172303274
24,1,L2,0.0004961634304167826,-0.0004967888149666973,B16,tube physical,0.0009929522453834799
25,0,L2,0.9979313153418089,-0.9942972682327085,A0,old normalized,1.9922285835745175
25,1,L2,0.9952756169112716,-0.9580403244318906,A0,old normalized,1.9533159413431622
25,0,L2,0.001589543655089047,-0.001418596369358645,A1,old normalized,0.003008140024447692
25,1,L2,0.0028921765519229897,-0.0027296342570128054,A1,old normalized,0.005621810808935795
25,0,L2,0.0004791410031008146,-0.0004791410031008146,A2,old normalized,0.0009582820062016292
25,1,L2,0.0018322065368041953,-0.0018322065368041953,A2,old normalized,0.0036644130736083907
25,0,L2,0.002068684658189862,-0.0018977373724594598,A3,old normalized,0.0039664220306493215
25,1,L2,0.004724383088727186,-0.004561840793817002,A3,old normalized,0.009286223882544187
25,0,L2,0.0022877334442047495,-0.0021073253058888747,B0,new normalized,0.004395058750093625
25,1,L2,0.004884520860457837,-0.004735509624494047,B0,new normalized,0.009620030484951884
25,0,L2,1.997728641780251,1.7662129353383353,B1,endpoint physical,0.23151570644191555
25,1,L2,1.0857227870281225,0.6223904447574957,B1,endpoint physical,0.4633323422706268
25,0,L2,0.9995208589968979,-0.9957158646020671,B2,old normalized,1.995236723598965
25,1,L2,0.9981677934631946,-0.9607699586889034,B2,old normalized,1.958937752152098
25,0,L2,0.0004791410031008146,-0.0004791410031008146,B3,old normalized,0.0009582820062016292
25,1,L2,0.0018322065368041953,-0.0018322065368041953,B3,old normalized,0.0036644130736083907
25,0,L2,0.11253045300370515,0.11250190534533853,B4,endpoint physical,2.8547658366614992e-05
25,1,L2,0.0035820390528716606,0.003558530952740171,B4,endpoint physical,2.350810013148968e-05
25,0,L2,0.0001892319569331236,-0.000169412948582016,B5,endpoint physical,0.0003586449055151396
25,1,L2,0.0006753353058748251,-0.0006396803478186036,B5,endpoint physical,0.0013150156536934287
25,0,L2,6.048098949934374e-05,-6.048098949934374e-05,B6,endpoint physical,0.00012096197899868748
25,1,L2,0.00042397951803138585,-0.00042397951803138585,B6,endpoint physical,0.0008479590360627717
25,0,L2,3.0891463040090866e-10,-3.0891463040090866e-10,B7,endpoint physical,6.178292608018173e-10
25,1,L2,1.5569903341424676e-08,-1.5569903341424676e-08,B7,endpoint physical,3.113980668284935e-08
25,0,L2,5e-324,-5e-324,B8,physical source,1e-323
25,1,L2,-3.4466591613751647e-07,-3.446659161375166e-07,B8,physical source,1.0587911840678754e-22
25,0,L2,2e-323,-2e-323,B9,physical source,4e-323
25,1,L2,2.5343049264022655e-05,-2.5343049264022655e-05,B9,physical source,5.068609852804531e-05
25,0,L2,1.5390237305949423e-06,-1.5390237305949423e-06,B10,physical source,3.0780474611898846e-06
25,1,L2,1.8014838325428686e-05,-1.8025749931729696e-05,B10,physical source,3.6040588257158385e-05
25,0,L2,0.0022877234717847187,-0.0021072657630675532,B11,new normalized,0.0043949892348522715
25,1,L2,0.004883120749473262,-0.004733701529259745,B11,new normalized,0.009616822278733006
25,0,L2,9.972420063326787e-09,-5.9542821353992934e-08,B12,new normalized,6.951524141731972e-08
25,1,L2,1.4001109846446018e-06,-1.808095234371473e-06,B12,new normalized,3.208206219016075e-06
25,0,L2,0.0022877334442047794,-0.002107325305888905,B13,new normalized,0.0043950587500936845
25,1,L2,0.004884520860457897,-0.004735509624494108,B13,new normalized,0.009620030484952004
25,0,L2,0.00228773344420478,-0.0021073253058889055,B14,new normalized,0.004395058750093685
25,1,L2,0.004884520860457891,-0.004735509624494103,B14,new normalized,0.009620030484951993
25,0,L2,0.00025125337431201666,-0.00023143981009629192,B15,endpoint physical,0.0004826931844083086
25,1,L2,0.0011426711535320643,-0.001107811881609123,B15,endpoint physical,0.002250483035141187
25,0,L2,6.233420815004718e-05,-6.23396522854301e-05,B16,tube physical,0.00012467386043547727
25,1,L2,0.0005013168614222631,-0.0005021125475555428,B16,tube physical,0.0010034294089778057
26,0,L2,0.9977122665557951,-0.9927071207602022,A0,old normalized,1.9904193873159972
26,1,L2,0.9951154791395408,-0.9547845998205989,A0,old normalized,1.9499000789601397
26,0,L2,0.0017748345452581905,-0.0015944264069423161,A1,old normalized,0.0033692609522005066
26,1,L2,0.0030459730793214726,-0.002896961843357684,A1,old normalized,0.005942934922679157
26,0,L2,0.0005128988989465891,-0.0005128988989465891,A2,old normalized,0.0010257977978931781
26,1,L2,0.001838547781136418,-0.001838547781136418,A2,old normalized,0.003677095562272836
26,0,L2,0.00228773344420478,-0.0021073253058889055,A3,old normalized,0.004395058750093685
26,1,L2,0.004884520860457891,-0.004735509624494103,A3,old normalized,0.009620030484951993
26,0,L2,0.0025447575896650814,-0.0023539918343088643,B0,new normalized,0.004898749423973945
26,1,L2,0.005080915197898984,-0.004946281452134361,B0,new normalized,0.010027196650033345
26,0,L2,2.0090931117719024,1.7826420520390378,B1,endpoint physical,0.2264510597328646
26,1,L2,1.0149109602076072,0.558880756185275,B1,endpoint physical,0.4560302040223322
26,0,L2,0.9994871011010533,-0.9943015471671445,B2,old normalized,1.9937886482681977
26,1,L2,0.9981614522188622,-0.9576815616639566,B2,old normalized,1.9558430138828187
26,0,L2,0.0005128988989465891,-0.0005128988989465891,B3,old normalized,0.0010257977978931781
26,1,L2,0.001838547781136418,-0.001838547781136418,B3,old normalized,0.003677095562272836
26,0,L2,0.10977861657442653,0.10974565917596392,B4,endpoint physical,3.2957398462610255e-05
26,1,L2,0.0038888008587373906,0.003861175531064308,B4,endpoint physical,2.762532767308255e-05
26,0,L2,0.00020668406375350194,-0.00018629963288803995,B5,endpoint physical,0.0003929836966415419
26,1,L2,0.0007018936465798525,-0.0006699767488258171,B5,endpoint physical,0.0013718703954056694
26,0,L2,6.34550777590162e-05,-6.34550777590162e-05,B6,endpoint physical,0.0001269101555180324
26,1,L2,0.00041945266576946615,-0.00041945266576946615,B6,endpoint physical,0.0008389053315389323
26,0,L2,4.4103828682302596e-10,-4.4103828682302596e-10,B7,endpoint physical,8.820765736460519e-10
26,1,L2,2.1629302280273238e-08,-2.1629302280273238e-08,B7,endpoint physical,4.3258604560546476e-08
26,0,L2,5e-324,-5e-324,B8,physical source,1e-323
26,1,L2,-3.657777798232727e-07,-3.657777798232728e-07,B8,physical source,1.0587911840678754e-22
26,0,L2,2e-323,-2e-323,B9,physical source,4e-323
26,1,L2,2.9577656337877166e-05,-2.9577656337877166e-05,B9,physical source,5.915531267575433e-05
26,0,L2,1.6929258036544367e-06,-1.6929258036544367e-06,B10,physical source,3.3858516073088735e-06
26,1,L2,1.9685978448157808e-05,-1.974949817178675e-05,B10,physical source,3.943547661994456e-05
26,0,L2,0.002544746666066439,-0.002353918818438644,B11,new normalized,0.004898665484505084
26,1,L2,0.005079450486586296,-0.004944368562057817,B11,new normalized,0.010023819048644113
26,0,L2,1.0923598678548333e-08,-7.301587025640548e-08,B12,new normalized,8.393946893495381e-08
26,1,L2,1.4647113127602746e-06,-1.912890076615671e-06,B12,new normalized,3.3776013893759458e-06
26,0,L2,0.002544757589665115,-0.0023539918343088977,B13,new normalized,0.004898749423974013
26,1,L2,0.005080915197899047,-0.004946281452134424,B13,new normalized,0.01002719665003347
26,0,L2,0.002544757589665115,-0.0023539918343088977,B14,new normalized,0.004898749423974013
26,1,L2,0.005080915197899047,-0.004946281452134424,B14,new normalized,0.01002719665003347
26,0,L2,0.0002718336752247298,-0.00025145587712085363,B15,endpoint physical,0.0005232895523455835
26,1,L2,0.0011706032567270965,-0.0011395846911500516,B15,endpoint physical,0.0023101879478771483
26,0,L2,6.553124060724767e-05,-6.553787336883353e-05,B16,tube physical,0.00013106911397608122
26,1,L2,0.0005065705135965364,-0.000507468845773527,B16,tube physical,0.0010140393593700634
27,0,L2,0.9974552424103347,-0.9907619017618797,A0,old normalized,1.9882171441722143
27,1,L2,0.9949190848021007,-0.951277236352278,A0,old normalized,1.9461963211543787
27,0,L2,0.0020023004955832505,-0.0018115347402270332,A1,old normalized,0.0038138352358102834
27,1,L2,0.0032342187254688,-0.003099584979704177,A1,old normalized,0.006333803705172977
27,0,L2,0.0005424570940818641,-0.0005424570940818641,A2,old normalized,0.0010849141881637283
27,1,L2,0.0018466964724302463,-0.0018466964724302463,A2,old normalized,0.0036933929448604926
27,0,L2,0.002544757589665115,-0.0023539918343088977,A3,old normalized,0.004898749423974013
27,1,L2,0.005080915197899047,-0.004946281452134424,A3,old normalized,0.01002719665003347
27,0,L2,0.0028481213849377222,-0.002646036796352729,B0,new normalized,0.005494158181290451
27,1,L2,0.005319792493136952,-0.005199723059066155,B0,new normalized,0.010519515552203106
27,0,L2,2.0202913739277584,1.7994329025464293,B1,endpoint physical,0.22085847138132908
27,1,L2,0.9386005246688679,0.4920476549888627,B1,endpoint physical,0.4465528696800052
27,0,L2,0.9994575429059179,-0.9925734365021067,B2,old normalized,1.9920309794080246
27,1,L2,0.9981533035275695,-0.9543768213319822,B2,old normalized,1.9525301248595517
27,0,L2,0.0005424570940818641,-0.0005424570940818641,B3,old normalized,0.0010849141881637283
27,1,L2,0.0018466964724302463,-0.0018466964724302463,B3,old normalized,0.0036933929448604926
27,0,L2,0.10676884916729454,0.10673109435291911,B4,endpoint physical,3.775481437542916e-05
27,1,L2,0.004202820392295878,0.004170594466784474,B4,endpoint physical,3.22259255114048e-05
27,0,L2,0.00022737616001307267,-0.00020644247840096897,B5,endpoint physical,0.00043381863841404167
27,1,L2,0.0007320483926319326,-0.0007040930703138901,B5,endpoint physical,0.0014361414629458227
27,0,L2,6.567885325046618e-05,-6.567885325046618e-05,B6,endpoint physical,0.00013135770650093235
27,1,L2,0.00041333606643574817,-0.00041333606643574817,B6,endpoint physical,0.0008266721328714963
27,0,L2,6.180481779711205e-10,-6.180481779711205e-10,B7,endpoint physical,1.236096355942241e-09
27,1,L2,2.939246068097402e-08,-2.939246068097402e-08,B7,endpoint physical,5.878492136194804e-08
27,0,L2,5e-324,-5e-324,B8,physical source,1e-323
27,1,L2,-2.9598136693882306e-07,-2.9598136693882317e-07,B8,physical source,1.0587911840678754e-22
27,0,L2,2e-323,-2e-323,B9,physical source,4e-323
27,1,L2,3.408083790193661e-05,-3.408083790193661e-05,B9,physical source,6.816167580387322e-05
27,0,L2,1.8622180840198806e-06,-1.8622180840198806e-06,B10,physical source,3.724436168039761e-06
27,1,L2,2.14441555132e-05,-2.158323964286996e-05,B10,physical source,4.302739515606996e-05
27,0,L2,0.002848110286605841,-0.002645947433261686,B11,new normalized,0.005494057719867527
27,1,L2,0.0053183160447132696,-0.005197724563809422,B11,new normalized,0.010516040608522691
27,0,L2,1.1098331921588161e-08,-8.936309108337519e-08,B12,new normalized,1.0046142300496335e-07
27,1,L2,1.4764484237577213e-06,-1.9984952568083762e-06,B12,new normalized,3.4749436805660976e-06
27,0,L2,0.0028481213849377634,-0.00264603679635277,B13,new normalized,0.005494158181290534
27,1,L2,0.005319792493137019,-0.005199723059066221,B13,new normalized,0.010519515552203242
27,0,L2,0.0028481213849377634,-0.00264603679635277,B14,new normalized,0.005494158181290534
27,1,L2,0.005319792493137019,-0.005199723059066221,B14,new normalized,0.010519515552203242
27,0,L2,0.000294918998612535,-0.00027399342120712716,B15,endpoint physical,0.0005689124198196621
27,1,L2,0.0012009761809741203,-0.0011738697608330902,B15,endpoint physical,0.0023748459418072108
27,0,L2,6.800530728267584e-05,-6.801341148937177e-05,B16,tube physical,0.0001360187187720476
27,1,L2,0.0005109547592730936,-0.0005118036614501062,B16,tube physical,0.0010227584207231997
28,0,L2,0.997151878615062,-0.9883810552496347,A0,old normalized,1.9855329338646968
28,1,L2,0.9946802075068629,-0.9475141362113964,A0,old normalized,1.9421943437182594
28,0,L2,0.0022842047125335285,-0.002082120123948535,A1,old normalized,0.004366324836482064
28,1,L2,0.0034655731034138357,-0.0033455036693430377,A1,old normalized,0.006811076772756873
28,0,L2,0.0005639166724042345,-0.0005639166724042345,A2,old normalized,0.001127833344808469
28,1,L2,0.0018542193897231828,-0.0018542193897231828,A2,old normalized,0.0037084387794463656
28,0,L2,0.0028481213849377634,-0.00264603679635277,A3,old normalized,0.005494158181290534
28,1,L2,0.005319792493137019,-0.005199723059066221,A3,old normalized,0.010519515552203242
28,0,L2,0.0032082766076918295,-0.002993819861353926,B0,new normalized,0.006202096469045756
28,1,L2,0.005607957882697325,-0.0055013762355132405,B0,new normalized,0.011109334118210565
28,0,L2,2.0310989777527495,1.8163933239196695,B1,endpoint physical,0.21470565383308005
28,1,L2,0.8568271817435953,0.42218991382592375,B1,endpoint physical,0.43463726791767154
28,0,L2,0.9994360833275956,-0.9904631753735832,B2,old normalized,1.9898992587011788
28,1,L2,0.9981457806102768,-0.9508596398807394,B2,old normalized,1.9490054204910163
28,0,L2,0.0005639166724042345,-0.0005639166724042345,B3,old normalized,0.001127833344808469
28,1,L2,0.0018542193897231828,-0.0018542193897231828,B3,old normalized,0.0037084387794463656
28,0,L2,0.10349235441347925,0.10344948819140981,B4,endpoint physical,4.28662220694348e-05
28,1,L2,0.0045178903242315506,0.004480620452283908,B4,endpoint physical,3.7269871947642925e-05
28,0,L2,0.00025205480285429,-0.0002305981324565252,B5,endpoint physical,0.0004826529353108152
28,1,L2,0.000766213753127128,-0.0007422557149372838,B5,endpoint physical,0.0015084694680644118
28,0,L2,6.673822395996183e-05,-6.673822395996183e-05,B6,endpoint physical,0.00013347644791992367
28,1,L2,0.00040476226076639494,-0.00040476226076639494,B6,endpoint physical,0.0008095245215327899
28,0,L2,8.47318741606362e-10,-8.47318741606362e-10,B7,endpoint physical,1.694637483212724e-09
28,1,L2,3.9111205089079836e-08,-3.9111205089079836e-08,B7,endpoint physical,7.822241017815967e-08
28,0,L2,5e-324,-5e-324,B8,physical source,1e-323
28,1,L2,-6.842859829229733e-08,-6.842859829229735e-08,B8,physical source,2.6469779601696886e-23
28,0,L2,2e-323,-2e-323,B9,physical source,4e-323
28,1,L2,3.864250916798379e-05,-3.864250916798379e-05,B9,physical source,7.728501833596758e-05
28,0,L2,2.0484395924218684e-06,-2.0484395924218684e-06,B10,physical source,4.096879184843737e-06
28,1,L2,2.3261208579273922e-05,-2.350160408483315e-05,B10,physical source,4.676281266410707e-05
28,0,L2,0.003208266745870013,-0.0029937105007322353,B11,new normalized,0.006201977246602248
28,1,L2,0.005606555387392612,-0.005499318549583945,B11,new normalized,0.011105873936976558
28,0,L2,9.861821862227828e-09,-1.0936062173639469e-07,B12,new normalized,1.192224435986225e-07
28,1,L2,1.4024953047929107e-06,-2.0576859293754494e-06,B12,new normalized,3.4601812341683603e-06
28,0,L2,0.0032082766076918755,-0.002993819861353972,B13,new normalized,0.006202096469045848
28,1,L2,0.005607957882697396,-0.0055013762355133125,B13,new normalized,0.011109334118210709
28,0,L2,0.003208276607691876,-0.0029938198613539725,B14,new normalized,0.006202096469045848
28,1,L2,0.00560795788269739,-0.0055013762355133064,B14,new normalized,0.011109334118210697
28,0,L2,0.00032084329995567506,-0.00029939657992291834,B15,endpoint physical,0.0006202398798785935
28,1,L2,0.0012331588151814892,-0.0012097221024759371,B15,endpoint physical,0.0024428809176574263
28,0,L2,6.934422922435904e-05,-6.935417958936706e-05,B16,tube physical,0.0001386984088137261
28,1,L2,0.0005134028337858079,-0.0005139241592700996,B16,tube physical,0.0010273269930559075
29,0,L2,0.9967917233923077,-0.9854670771254198,A0,old normalized,1.9822588005177275
29,1,L2,0.9943920421173013,-0.9434950645085276,A0,old normalized,1.937887106625829
29,0,L2,0.002636668609887622,-0.0024222118635497188,A1,old normalized,0.005058880473437341
29,1,L2,0.003750938976652459,-0.0036443573294683757,A1,old normalized,0.007395296306120834
29,0,L2,0.0005716079978042532,-0.0005716079978042532,A2,old normalized,0.0011432159956085064
29,1,L2,0.00185701890604493,-0.00185701890604493,A2,old normalized,0.00371403781208986
29,0,L2,0.003208276607691876,-0.0029938198613539725,A3,old normalized,0.006202096469045848
29,1,L2,0.00560795788269739,-0.0055013762355133064,A3,old normalized,0.011109334118210697
29,0,L2,0.003638247456893111,-0.0034102041314780975,B0,new normalized,0.007048451588371208
29,1,L2,0.0059575118956453265,-0.005856308112687396,B0,new normalized,0.011813820008332723
29,0,L2,2.041248640893455,1.833281414167205,B1,endpoint physical,0.20796722672625023
29,1,L2,0.7697802830539641,0.3497234693876979,B1,endpoint physical,0.4200568136662662
29,0,L2,0.9994283920021954,-0.9878892889889695,B2,old normalized,1.9873176809911648
29,1,L2,0.9981429810939537,-0.9471394218379959,B2,old normalized,1.9452824029319498
29,0,L2,0.0005716079978042532,-0.0005716079978042532,B3,old normalized,0.0011432159956085064
29,1,L2,0.00185701890604493,-0.00185701890604493,B3,old normalized,0.00371403781208986
29,0,L2,0.09994532510904476,0.09989715119918548,B4,endpoint physical,4.8173909859283714e-05
29,1,L2,0.0048259932508270395,0.0047833203383921595,B4,endpoint physical,4.267291243487993e-05
29,0,L2,0.0002816247076056205,-0.00025967639606107833,B5,endpoint physical,0.0005413011036666988
29,1,L2,0.0008047320142267928,-0.0007844956756490501,B5,endpoint physical,0.001589227689875843
29,0,L2,6.60915078827073e-05,-6.60915078827073e-05,B6,endpoint physical,0.0001321830157654146
29,1,L2,0.00039258144962435085,-0.00039258144962435085,B6,endpoint physical,0.0007851628992487017
29,0,L2,1.1307086577497901e-09,-1.1307086577497901e-09,B7,endpoint physical,2.2614173154995802e-09
29,1,L2,5.089615843376002e-08,-5.089615843376002e-08,B7,endpoint physical,1.0179231686752004e-07
29,0,L2,5e-324,-5e-324,B8,physical source,1e-323
29,1,L2,9.068369240742578e-07,9.068369240742576e-07,B8,physical source,2.117582368135751e-22
29,0,L2,2e-323,-2e-323,B9,physical source,4e-323
29,1,L2,4.3457482180243976e-05,-4.3457482180243976e-05,B9,physical source,8.691496436048795e-05
29,0,L2,2.2532832516640556e-06,-2.2532832516640556e-06,B10,physical source,4.506566503328111e-06
29,1,L2,2.5125744847770882e-05,-2.5461534359991215e-05,B10,physical source,5.0587279207762097e-05
29,0,L2,0.003638241101677036,-0.0034100698139905013,B11,new normalized,0.007048310915667537
29,1,L2,0.005956306202765606,-0.005854213524883585,B11,new normalized,0.011810519727649191
29,0,L2,6.3552161264505335e-09,-1.3431748764796993e-07,B12,new normalized,1.4067270377442045e-07
29,1,L2,1.2056928798050566e-06,-2.094587803895723e-06,B12,new normalized,3.30028068370078e-06
29,0,L2,0.003638247456893163,-0.0034102041314781496,B13,new normalized,0.0070484515883713125
29,1,L2,0.005957511895645405,-0.005856308112687473,B13,new normalized,0.011813820008332879
29,0,L2,0.003638247456893163,-0.0034102041314781496,B14,new normalized,0.0070484515883713125
29,1,L2,0.005957511895645405,-0.005856308112687473,B14,new normalized,0.011813820008332879
