primary_outcome,stage,status,stop,system
S1_REACHES_TERMINAL_BUT_DOES_NOT_CLOSE_IT,second_system,not_run_after_stop,CORRECTED_S1_REACHES_TERMINAL_BUT_DOES_NOT_CLOSE_IT,not_selected
