all_candidate_gates,attempted_diagnostic_immutable,boundary,decision,h_accepted_hex,scheduler_matches_historical,t_after,t_before,x_margin,y_margin
True,True,64,accepted,0x1.443648e506218p-5,True,1.739908832977958,1.7003321667445956,9.604233037666377e-05,6.732797062598898e-05
True,True,65,accepted,0x1.64a21cfbed24ep-5,True,1.7834431658346563,1.739908832977958,9.564656371433015e-05,6.318612571018082e-05
True,True,66,accepted,0x1.884becaeb80f0p-5,True,1.8313309319770248,1.7834431658346563,9.521122038576317e-05,5.827465723552069e-05
True,True,67,accepted,0x1.af86b78cfdaa2p-5,True,1.88400747473363,1.8313309319770248,9.473234272433948e-05,5.235722573892559e-05
True,True,68,accepted,0x1.daadc9e7e3d4cp-5,True,1.9419516717658956,1.88400747473363,9.420557729677342e-05,4.5088094056601035e-05
True,True,69,accepted,0x1.0512c8a5f081dp-4,True,2.0056902885013876,1.9419516717658956,9.362613532645077e-05,3.5943712435357065e-05
True,True,70,accepted,0x1.1f2e431ceef54p-4,True,2.0758027669104293,2.0056902885013876,9.298874915909585e-05,2.4096651146513696e-05
True,True,71,accepted,0x1.3be6169fd3a76p-4,True,2.152926493160375,2.0758027669104293,9.228762437500543e-05,8.182075279452862e-06
True,True,72,accepted,0x1.5b7d18e3026b5p-5,True,2.1953445425978453,2.152926493160375,9.5758192056253e-05,6.824290341979114e-05
True,True,73,accepted,0x1.7e3cce934f761p-5,True,2.2420043969790626,2.1953445425978453,9.533401156187829e-05,6.366513982161871e-05
True,True,74,accepted,0x1.a476166ed7685p-5,True,2.2933302367984014,2.2420043969790626,9.486741301806612e-05,5.7812249771694506e-05
True,True,75,accepted,0x1.ce81e579ecf2dp-5,True,2.3497886605996743,2.2933302367984014,9.435415461987273e-05,4.99870716050938e-05
True,True,76,accepted,0x1.fcc216061e3e5p-5,True,2.4118929267810745,2.3497886605996743,9.378957038186e-05,3.836949978911058e-05
True,True,77,accepted,0x1.17d125b690a25p-4,True,2.4802076195806144,2.4118929267810745,9.316852772004599e-05,1.9446848824223464e-05
True,True,78,accepted,0x1.33cc7648d24c3p-5,True,2.5177807006203614,2.4802076195806144,9.62426888960253e-05,7.517214075835998e-05
True,True,79,accepted,0x1.52941bb680ed7p-5,True,2.559111089764083,2.5177807006203614,9.586695808562782e-05,6.947194106922583e-05
True,True,80,accepted,0x1.746fb8158dd20p-5,True,2.6045745178221766,2.559111089764083,9.545365419419061e-05,6.058588338995575e-05
True,True,81,accepted,0x1.99ae174ae8cd7p-5,True,2.6545842886860798,2.6045745178221766,9.499901991360968e-05,4.646474446228658e-05
True,True,82,accepted,0x1.c2a5e66c00154p-5,True,2.7095950366363732,2.6545842886860798,9.449892220497063e-05,2.4144529947084213e-05
True,True,83,accepted,0x1.efb67d76cce44p-6,True,2.739850948009035,2.7095950366363732,9.697440586273385e-05,8.230859380068146e-05
True,True,84,accepted,0x1.10a45e9af0b0cp-5,True,2.7731324505189625,2.739850948009035,9.667184674900724e-05,7.915269786347518e-05
True,True,85,accepted,0x1.2be801aa6f28ep-5,True,2.809742103279883,2.7731324505189625,9.633903172390797e-05,7.489044313968355e-05
True,True,86,accepted,0x1.49e59b6ead79dp-5,True,2.850012721316895,2.809742103279883,9.597293519629876e-05,6.728813676942853e-05
True,True,87,accepted,0x1.6ae2f7c68b9fap-5,True,2.894310401157609,2.850012721316895,9.557022901592863e-05,4.395374686693346e-05
True,True,88,accepted,0x1.8f2cdd5a6662dp-6,True,2.9186741250700012,2.894310401157609,9.756362460876075e-05,8.289781350188691e-05
True,True,89,accepted,0x1.b717c049d7065p-6,True,2.945474221373633,2.9186741250700012,9.731998736963682e-05,7.614089915200566e-05
True,True,90,accepted,0x1.e30086b79fba3p-6,True,2.974954327307628,2.945474221373633,9.70519864066005e-05,6.583937576374243e-05
True,True,91,accepted,0x1.09a6b07e97d9ap-5,True,3.0073824438350223,2.974954327307628,9.675718534726055e-05,4.987181433442179e-05
True,True,92,accepted,0x1.24375bbe73d5dp-5,True,3.043053372015156,3.0073824438350223,9.643290418198661e-05,2.1019098290693872e-05
True,True,93,accepted,0x1.4170181e4c380p-6,True,3.0626723825142297,3.043053372015156,9.803809595009264e-05,7.674158894026899e-05
True,True,94,accepted,0x1.6194e754870a7p-6,True,3.0842532940632106,3.0626723825142297,9.78419058451019e-05,6.914310731154713e-05
True,True,95,accepted,0x1.84f098102e252p-6,True,3.10799229676709,3.0842532940632106,9.762609672961209e-05,5.850378718041868e-05
True,True,96,accepted,0x1.abd57411cc5c1p-6,True,3.134105199741357,3.10799229676709,9.73887067025733e-05,4.384949960531173e-05
True,True,97,accepted,0x1.d69dffad2d988p-6,True,3.162829393013051,3.134105199741357,9.712757767283063e-05,2.432274561752046e-05
