all_candidate_gates,attempted_diagnostic_immutable,boundary,decision,h_accepted_hex,scheduler_matches_historical,t_after,t_before,x_margin,y_margin
True,True,29,accepted,0x1.712d6c795b4d7p-6,True,0.45709577101186405,0.4345629684952235,9.774671674833594e-05,3.050993604791083e-05
True,True,30,accepted,0x1.96185db8b13bap-6,True,0.4818818537801687,0.45709577101186405,9.752138872316954e-05,2.1736729822890703e-05
True,True,31,accepted,0x1.beb46717f6280p-6,True,0.5091465448253037,0.4818818537801687,9.72735278954865e-05,9.95051949419511e-06
True,True,32,accepted,0x1.eb600b00c1f8dp-7,True,0.524142124900128,0.5091465448253037,9.850043899251757e-05,7.33834292738114e-05
True,True,33,accepted,0x1.0e419fa6d115bp-6,True,0.5406372629824348,0.524142124900128,9.835048319176933e-05,6.985910003982497e-05
True,True,34,accepted,0x1.29482f9de5fe5p-6,True,0.5587819148729721,0.5406372629824348,9.818553181094627e-05,6.586434419958636e-05
True,True,35,accepted,0x1.47029ac749cb0p-6,True,0.5787410319525632,0.5587819148729721,9.800408529204089e-05,6.133558462160027e-05
True,True,36,accepted,0x1.67b610a8045f5p-6,True,0.6006960607401135,0.5787410319525632,9.780449412124498e-05,5.62055869993823e-05
True,True,37,accepted,0x1.8baeabec04cf4p-6,True,0.6248465924064188,0.6006960607401135,9.758494383336947e-05,5.051401107846107e-05
True,True,38,accepted,0x1.b34023839ee40p-6,True,0.6514121772393546,0.6248465924064188,9.734343851670642e-05,4.4320606594426106e-05
True,True,39,accepted,0x1.dec68d772ec7ap-6,True,0.680634320555584,0.6514121772393546,9.707778266837707e-05,3.757082466196467e-05
True,True,40,accepted,0x1.07539a9b26877p-5,True,0.7127786782034363,0.680634320555584,9.678556123521477e-05,2.8731080143774775e-05
True,True,41,accepted,0x1.21a8c3aaaa61dp-5,True,0.7481374716160739,0.7127786782034363,9.646411765873625e-05,1.9170851558364806e-05
True,True,42,accepted,0x1.3ea00a6eee9edp-5,True,0.7870321443699753,0.7481374716160739,9.611052972460987e-05,9.24238362138507e-06
True,True,43,accepted,0x1.5e7cd846d3485p-6,True,0.808424214384621,0.7870321443699753,9.786078999853544e-05,7.378145014565272e-05
True,True,44,accepted,0x1.8189544de8693p-6,True,0.8319554914007313,0.808424214384621,9.764686929838898e-05,7.031621728572344e-05
True,True,45,accepted,0x1.a8170fef4c73cp-6,True,0.8578398961184527,0.8319554914007313,9.741155652822787e-05,6.649036412287792e-05
True,True,46,accepted,0x1.d27fc4ba6db29p-6,True,0.8863127413079461,0.8578398961184527,9.715271248105066e-05,6.22837489640438e-05
True,True,47,accepted,0x1.00931299bc557p-5,True,0.9176328710163889,0.8863127413079461,9.686798402915572e-05,5.767683073066369e-05
True,True,48,accepted,0x1.1a3b6142b5913p-5,True,0.952085013695676,0.9176328710163889,9.65547827320713e-05,5.245684403853379e-05
True,True,49,accepted,0x1.367484962e1fcp-5,True,0.9899823706428919,0.952085013695676,9.621026130527842e-05,4.6718613784784875e-05
True,True,50,accepted,0x1.55802b71ff896p-5,True,1.0316694632848293,0.9899823706428919,9.583128773580626e-05,3.995652827444713e-05
True,True,51,accepted,0x1.77a6963099172p-5,True,1.0775252651909606,1.0316694632848293,9.541441680938688e-05,3.2474726059394696e-05
True,True,52,accepted,0x1.9d373ecf0eccbp-5,True,1.1279666472877048,1.0775252651909606,9.495585879032557e-05,2.4209641604453524e-05
True,True,53,accepted,0x1.c68991e3c37adp-5,True,1.1834521675941234,1.1279666472877048,9.445144496935813e-05,1.4954202275613108e-05
True,True,54,accepted,0x1.f3fdba1423d3fp-5,True,1.244486239931184,1.1834521675941234,9.389658976629394e-05,4.619469238956777e-06
True,True,55,accepted,0x1.12febff17a1b0p-5,True,1.2780549797165675,1.244486239931184,9.664312302146167e-05,6.780748665076675e-05
True,True,56,accepted,0x1.2e7e9ff00650fp-5,True,1.314980593480489,1.2780549797165675,9.630743562360784e-05,6.389424692736901e-05
True,True,57,accepted,0x1.4cbe7cbb3a25ep-5,True,1.3555987686208029,1.314980593480489,9.593817948596861e-05,5.940333053735884e-05
True,True,58,accepted,0x1.6e04bc678cc35p-5,True,1.4002787612751482,1.3555987686208029,9.553199773456548e-05,5.422713254679377e-05
True,True,59,accepted,0x1.929ecf3eb4708p-5,True,1.4494267531949279,1.4002787612751482,9.508519780802203e-05,4.820735831982067e-05
True,True,60,accepted,0x1.bae1e3f82ce23p-5,True,1.5034895443066856,1.4494267531949279,9.459371788882423e-05,4.1138020822217375e-05
True,True,61,accepted,0x1.e72badf764927p-5,True,1.562958614529619,1.5034895443066856,9.405308997770664e-05,3.273260559741038e-05
True,True,62,accepted,0x1.0bf19fae77509p-4,True,1.628374591774846,1.562958614529619,9.345839927547732e-05,2.259876302613185e-05
True,True,63,accepted,0x1.26bcfc731cd8ap-4,True,1.7003321667445956,1.628374591774846,9.280423950302504e-05,1.0176711070045637e-05
