C2_bit_exact_C0,C3_first_inflation_source,authorized,candidate,chosen_outcome,current_contract_sound_after_padding,decision_code,fraction_oracle_supported,ordinary_structured_nonlinear_interactions_included,total_delta_not_wider_after_padding
True,True,True,normalized_insertion_structured_total_delta_k16,B,True,S1_POSTHOC_IMAGE_INTRINSIC_INFLATION,True,True,True
