accepted_boundaries,byte_stable,checkpoint_schema,checkpoint_sha256,full_h,full_h_hex,lane,prestate_unchanged,roundtrip_sha256,x_margin,y_margin
307,True,torch_tm_flowpipe_terminal_checkpoint_v1,c2867de5ce28b9f0901a99d8ae4b603b2efa6c0e6c9308fda6460ef75c3bd11d,0.03661680691961388,0x1.2bf70286849cfp-5,L0,True,c2867de5ce28b9f0901a99d8ae4b603b2efa6c0e6c9308fda6460ef75c3bd11d,9.633831630803861e-05,8.058292550874906e-06
164,True,torch_tm_flowpipe_terminal_checkpoint_v2,aedb237de337a70654580cf4accb88727aa74bf23858ae5f117c6a5363039947,0.03661680691961388,0x1.2bf70286849cfp-5,L1,True,aedb237de337a70654580cf4accb88727aa74bf23858ae5f117c6a5363039947,9.633831630803861e-05,-3.872231318094365e-06
164,True,torch_tm_flowpipe_terminal_checkpoint_v2,1b8ed3b4aa032176ded41976801762835e95ca1d74b53bcd517129e664c62abe,0.03661680691961388,0x1.2bf70286849cfp-5,L2,True,1b8ed3b4aa032176ded41976801762835e95ca1d74b53bcd517129e664c62abe,9.633831630803861e-05,-3.773875528686747e-06
