run_id,mode,order,validation_mode,cutoff_threshold,target_remainder_radius,status,runtime_s,validated_segments,last_validated_t,last_attempted_t,min_h_used,max_h_used,num_step_rejections,failure_reason,final_width_sum,max_width_sum,max_residual_width_sum,max_remainder_width_sum,notes
baseline_range_only_o6_s4,range_only,6,growth,,,failed,18.639025995507836,27,0.67500000000000027,0.70000000000000029,0.025000000000000001,0.025000000000000001,0,Picard remainder validation did not converge,48.511062300775578,48.511062300775578,1.454674217888278e+31,1.8183427723603482e+31,Picard remainder validation did not converge
baseline_dependency_preserving_o4_s1,dependency_preserving,4,growth,,,failed,1.9530248278751969,2,0.20000000000000001,0.30000000000000004,0.10000000000000001,0.10000000000000001,0,non-finite residual interval,4.1389488215159593,4.1389488215159593,1.4889661067226034e+26,1.8612076334032553e+26,non-finite residual interval
flowstar_style_o4_target,flowstar_style,4,target_remainder,,0.0001,max_horizon_reached,49.451105081476271,100,1,1,0.00022235661777270099,0.028125000000000004,61,,1.4920894029661944,1.4920894029661944,0.0065705701695517654,0.00040000000000000007,validated to requested horizon
flowstar_style_o6_target,flowstar_style,6,target_remainder,,0.0001,max_horizon_reached,50.335522131063044,29,1,1,0.021673251595152012,0.056250000000000008,18,,1.2954181377685734,1.2954181377685734,0.00065956602295705411,0.00040000000000000007,validated to requested horizon
flowstar_style_o4_target_cutoff,flowstar_style,4,target_remainder,1e-10,0.0001,max_horizon_reached,50.734305752441287,100,1,1,0.00022235661777270099,0.028125000000000004,61,,1.4920894029661944,1.4920894029661944,0.0065705701695517654,0.00040000000000000007,validated to requested horizon
flowstar_style_o6_target_cutoff,flowstar_style,6,target_remainder,1e-10,0.0001,max_horizon_reached,51.191014846786857,29,1,1,0.021673251595152012,0.056250000000000008,18,,1.2954181377685734,1.2954181377685734,0.00065956602295705411,0.00040000000000000007,validated to requested horizon
