endpoint_width,primary_outcome,reason,stage,status,stop_boundary,stop_time,time,tube_width
,S1_PREFIX_REJECTS_BEFORE_TERMINAL,L2 rejected a frozen step that the historical baseline accepted,fresh_common_time_tightness,not_run_after_stop,164,4.738198114669049,,
