source,mode,horizon,status,reached_t,accepted_steps,rejected_attempts,accepted_h_sequence,schedule_distance_vs_flowstar,schedule_prefix_matches_flowstar,sample_contained,sample_max_violation,stopped_too_early,final_width_x,final_width_y,final_width_sum,width_ratio_vs_current,notes
flowstar,probe_schedule,0.5,available,0.5,34,7,0.012500000000000001;0.013750000000000002;0.015125000000000003;0.016637500000000003;0.018301250000000005;0.020131375000000007;0.011072256250000004;0.012179481875000005;0.013397430062500007;0.014737173068750008;0.016210890375625009;0.01783197941318751;0.0098075886772531311;0.010788347544978445;0.01186718229947629;0.01305390052942392;0.014359290582366313;0.015795219640602945;0.017374741604663242;0.019112215765129569;0.010511718670821265;0.011562890537903391;0.012719179591693731;0.013991097550863106;0.015390207305949418;0.016929228036544362;0.0186221508401988;0.020484365924218682;0.022532802516640551;0.012393041384152304;0.013632345522567535;0.014995580074824289;0.01649513808230672;0.0057074312713594755,0,true,,,false,,,,,existing Flow* probe accepted schedule; no h10 rerun
torch,current_no_queue,0.5,completed,0.5,24,4,0.025000000000000001;0.018750000000000003;0.028125000000000004;0.014062500000000002;0.021093750000000001;0.021093750000000001;0.021093750000000001;0.021093750000000001;0.021093750000000001;0.021093750000000001;0.021093750000000001;0.021093750000000001;0.021093750000000001;0.021093750000000001;0.021093750000000001;0.021093750000000001;0.021093750000000001;0.021093750000000001;0.021093750000000001;0.021093750000000001;0.021093750000000001;0.021093750000000001;0.021093750000000001;0.013281249999999745,0.32093427702025074,false,true,0,false,0.18795271157589524,0.39780824545104781,0.58576095702694309,1,endpoint samples from corners and center contained in PyTorch final segment boxes
torch,flowstar_raw_remainder_compat,0.5,completed,0.49999999999999978,27,3,0.012500000000000001;0.018750000000000003;0.018750000000000003;0.018750000000000003;0.018750000000000003;0.018750000000000003;0.018750000000000003;0.018750000000000003;0.018750000000000003;0.018750000000000003;0.018750000000000003;0.018750000000000003;0.018750000000000003;0.018750000000000003;0.018750000000000003;0.018750000000000003;0.018750000000000003;0.018750000000000003;0.018750000000000003;0.018750000000000003;0.018750000000000003;0.018750000000000003;0.018750000000000003;0.018750000000000003;0.018750000000000003;0.018750000000000003;0.018750000000000003,0.21596859108339828,false,true,0,false,0.19204065082176472,0.40005875600042723,0.59209940682219198,1.0108208813155113,endpoint samples from corners and center contained in PyTorch final segment boxes
analysis,compat_vs_current,0.5,closer_to_flowstar,,,,,,,true,0,false,,,0.59209940682219198,1.0108208813155113,current_distance=0.32093427702025074; compat_distance=0.21596859108339828
analysis,step_policy_audit_gate,0.5,required_before_h5,,,,,,,true,0,false,,,,,audit Flow* accept-step growth policy before any h5 run
