run_id,order_family,status,last_validated_t,last_attempted_t,failure_t_start,failure_h_try,failed_dimension,residual_width_x,residual_width_y,target_width_x,target_width_y,residual_over_target_x,residual_over_target_y,shift_or_width,dominant_term,width_ratio_near_failure,step_rejections_near_failure,failure_after_width_ratio_jump,failure_after_rejection_cluster,priority_for_h10_parity,notes
flowstar_style_o4_target_insert,o4,failed,6.4730088058091901,6.4764126885008482,6.4730088058091901,0.0034038826916583933,y,1.0841545978090407e-05,0.0001931656680284411,0.00040000000000000007,0.00040000000000000007,0.027103864945226014,0.48291417007110266,y:near_target,symbolic missing,14.049230879967741,2,False,False,yes,post-hoc localization from h10 CSV diagnostics
flowstar_style_o6_candidate8_output6_insert,o6_candidate8,failed,7.4960392581387341,7.4996590173882804,7.4960392581387341,0.0036197592495462228,y,9.5106126089377504e-07,0.00021264219517733133,0.00040000000000000007,0.00040000000000000007,0.0023776531522344373,0.53160548794332818,y:near_target,symbolic missing,101.26404571229142,2,False,False,secondary,post-hoc localization from h10 CSV diagnostics
