plant,step,t_end_exact,view,metric,component,baseline_lo_hex,baseline_hi_hex,candidate_lo_hex,candidate_hi_hex,baseline_width,candidate_width,width_ratio,bitwise_equal
brusselator,541,3118652669961521135/288230376151711744,published,endpoint,x,0x1.7b7aa8f9b4772p-2,0x1.7b91b3933a2f7p-2,0x1.7b7aa8f9b4772p-2,0x1.7b91b3933a2f7p-2,8.789598489783446e-05,8.789598489783446e-05,1.0,True
brusselator,541,3118652669961521135/288230376151711744,published,endpoint,y,0x1.c412f16fe8676p+1,0x1.c5bddd89f9669p+1,0x1.c412f16fe8676p+1,0x1.c5bddd89f9669p+1,0.013028633811694501,0.013028633811694501,1.0,True
brusselator,541,3118652669961521135/288230376151711744,published,tube,x,0x1.7b6bdc668de9cp-2,0x1.7b9247df15ab2p-2,0x1.7b6bdc668de9cp-2,0x1.7b9247df15ab2p-2,0.000146559936127999,0.000146559936127999,1.0,True
brusselator,541,3118652669961521135/288230376151711744,published,tube,y,0x1.c276800b7fdd6p+1,0x1.c5bf9a07e76a2p+1,0x1.c276800b7fdd6p+1,0x1.c5bf9a07e76a2p+1,0.02566838097036417,0.02566838097036417,1.0,True
brusselator,541,3118652669961521135/288230376151711744,common,endpoint,x,0x1.7b7aa8f9b4779p-2,0x1.7b91b3933a2f0p-2,0x1.7b7aa8f9b4779p-2,0x1.7b91b3933a2f0p-2,8.78959848970573e-05,8.78959848970573e-05,1.0,True
brusselator,541,3118652669961521135/288230376151711744,common,endpoint,y,0x1.c412f16fe867bp+1,0x1.c5bddd89f9664p+1,0x1.c412f16fe867bp+1,0x1.c5bddd89f9664p+1,0.01302863381169006,0.01302863381169006,1.0,True
brusselator,541,3118652669961521135/288230376151711744,common,tube,x,0x1.7b6bdc668debcp-2,0x1.7b9247df15a92p-2,0x1.7b6bdc668debcp-2,0x1.7b9247df15a92p-2,0.0001465599361244463,0.0001465599361244463,1.0,True
brusselator,541,3118652669961521135/288230376151711744,common,tube,y,0x1.c276800b7fdf7p+1,0x1.c5bf9a07e7681p+1,0x1.c276800b7fdf7p+1,0x1.c5bf9a07e7681p+1,0.02566838097033486,0.02566838097033486,1.0,True
brusselator,542,1562208638742277685/144115188075855872,published,endpoint,x,0x1.7b8d53426cb33p-2,0x1.7bac7cb2e385cp-2,0x1.7b8d53426cb33p-2,0x1.7bac7cb2e385cp-2,0.00011887310911845583,0.00011887310911845583,1.0,True
brusselator,542,1562208638742277685/144115188075855872,published,endpoint,y,0x1.c5ad1da0d530dp+1,0x1.c756e31ecd92ep+1,0x1.c5ad1da0d530dp+1,0x1.c756e31ecd92ep+1,0.012993513592633565,0.012993513592633565,1.0,True
brusselator,542,1562208638742277685/144115188075855872,published,tube,x,0x1.7b75cc07fca0ep-2,0x1.7bad4a39c141cp-2,0x1.7b75cc07fca0ep-2,0x1.7bad4a39c141cp-2,0.00021168879280331065,0.00021168879280331065,1.0,True
brusselator,542,1562208638742277685/144115188075855872,published,tube,y,0x1.c411ca489947dp+1,0x1.c7589d9414fe6p+1,0x1.c411ca489947dp+1,0x1.c7589d9414fe6p+1,0.025598918778474644,0.025598918778474644,1.0,True
brusselator,542,1562208638742277685/144115188075855872,common,endpoint,x,0x1.7b8d53426cb3ap-2,0x1.7bac7cb2e3855p-2,0x1.7b8d53426cb3ap-2,0x1.7bac7cb2e3855p-2,0.00011887310911767868,0.00011887310911767868,1.0,True
brusselator,542,1562208638742277685/144115188075855872,common,endpoint,y,0x1.c5ad1da0d5314p+1,0x1.c756e31ecd927p+1,0x1.c5ad1da0d5314p+1,0x1.c756e31ecd927p+1,0.012993513592627348,0.012993513592627348,1.0,True
brusselator,542,1562208638742277685/144115188075855872,common,tube,x,0x1.7b75cc07fca2fp-2,0x1.7bad4a39c13f9p-2,0x1.7b75cc07fca2fp-2,0x1.7bad4a39c13f9p-2,0.0002116887927995359,0.0002116887927995359,1.0,True
brusselator,542,1562208638742277685/144115188075855872,common,tube,y,0x1.c411ca489949ep+1,0x1.c7589d9414fc5p+1,0x1.c411ca489949ep+1,0x1.c7589d9414fc5p+1,0.025598918778445334,0.025598918778445334,1.0,True
brusselator,543,3130181885007589605/288230376151711744,published,endpoint,x,0x1.7ba850f8f5cd8p-2,0x1.7bcf777b585f7p-2,0x1.7ba850f8f5cd8p-2,0x1.7bcf777b585f7p-2,0.0001493470268928987,0.0001493470268928987,1.0,True
brusselator,543,3130181885007589605/288230376151711744,published,endpoint,y,0x1.c7462f07a9d65p+1,0x1.c8eed0746354fp+1,0x1.c7462f07a9d65p+1,0x1.c8eed0746354fp+1,0.01295869644944947,0.01295869644944947,1.0,True
brusselator,543,3130181885007589605/288230376151711744,published,tube,x,0x1.7b884fc9aaad7p-2,0x1.7bd07c6c0c7d6p-2,0x1.7b884fc9aaad7p-2,0x1.7bd07c6c0c7d6p-2,0.0002753233060985294,0.0002753233060985294,1.0,True
brusselator,543,3130181885007589605/288230376151711744,published,tube,y,0x1.c5abf710ee323p+1,0x1.c8f0890ccc7a4p+1,0x1.c5abf710ee323p+1,0x1.c8f0890ccc7a4p+1,0.02553009794479566,0.02553009794479566,1.0,True
brusselator,543,3130181885007589605/288230376151711744,common,endpoint,x,0x1.7ba850f8f5cdfp-2,0x1.7bcf777b585f0p-2,0x1.7ba850f8f5cdfp-2,0x1.7bcf777b585f0p-2,0.00014934702689212154,0.00014934702689212154,1.0,True
brusselator,543,3130181885007589605/288230376151711744,common,endpoint,y,0x1.c7462f07a9d6cp+1,0x1.c8eed07463548p+1,0x1.c7462f07a9d6cp+1,0x1.c8eed07463548p+1,0.012958696449443252,0.012958696449443252,1.0,True
brusselator,543,3130181885007589605/288230376151711744,common,tube,x,0x1.7b884fc9aaaf6p-2,0x1.7bd07c6c0c7b5p-2,0x1.7b884fc9aaaf6p-2,0x1.7bd07c6c0c7b5p-2,0.0002753233060949767,0.0002753233060949767,1.0,True
brusselator,543,3130181885007589605/288230376151711744,common,tube,y,0x1.c5abf710ee343p+1,0x1.c8f0890ccc784p+1,0x1.c5abf710ee343p+1,0x1.c8f0890ccc784p+1,0.025530097944767238,0.025530097944767238,1.0,True
brusselator,544,97998327891581995/9007199254740992,published,endpoint,x,0x1.7bcb7151874ccp-2,0x1.7bfa5cefd53d2p-2,0x1.7bcb7151874ccp-2,0x1.7bfa5cefd53d2p-2,0.00017898706163099742,0.00017898706163099742,1.0,True
brusselator,544,97998327891581995/9007199254740992,published,endpoint,y,0x1.c8de280a91487p+1,0x1.ca85a7b1a8807p+1,0x1.c8de280a91487p+1,0x1.ca85a7b1a8807p+1,0.01292415293431759,0.01292415293431759,1.0,True
brusselator,544,97998327891581995/9007199254740992,published,tube,x,0x1.7ba334829217ap-2,0x1.7bfb96d96df1bp-2,0x1.7ba334829217ap-2,0x1.7bfb96d96df1bp-2,0.00033715872901934896,0.00033715872901934896,1.0,True
brusselator,544,97998327891581995/9007199254740992,published,tube,y,0x1.c7450904aada1p+1,0x1.ca875e9752e8ap+1,0x1.c7450904aada1p+1,0x1.ca875e9752e8ap+1,0.025461861238103456,0.025461861238103456,1.0,True
brusselator,544,97998327891581995/9007199254740992,common,endpoint,x,0x1.7bcb7151874d2p-2,0x1.7bfa5cefd53ccp-2,0x1.7bcb7151874d2p-2,0x1.7bfa5cefd53ccp-2,0.0001789870616303313,0.0001789870616303313,1.0,True
brusselator,544,97998327891581995/9007199254740992,common,endpoint,y,0x1.c8de280a9148dp+1,0x1.ca85a7b1a8801p+1,0x1.c8de280a9148dp+1,0x1.ca85a7b1a8801p+1,0.01292415293431226,0.01292415293431226,1.0,True
brusselator,544,97998327891581995/9007199254740992,common,tube,x,0x1.7ba3348292199p-2,0x1.7bfb96d96defcp-2,0x1.7ba3348292199p-2,0x1.7bfb96d96defcp-2,0.00033715872901590727,0.00033715872901590727,1.0,True
brusselator,544,97998327891581995/9007199254740992,common,tube,y,0x1.c7450904aadc1p+1,0x1.ca875e9752e6ap+1,0x1.c7450904aadc1p+1,0x1.ca875e9752e6ap+1,0.025461861238075034,0.025461861238075034,1.0,True
brusselator,545,3141711100053658075/288230376151711744,published,endpoint,x,0x1.7bf679fb7f7f2p-2,0x1.7c2cf55a2da91p-2,0x1.7bf679fb7f7f2p-2,0x1.7c2cf55a2da91p-2,0.00020783200629098664,0.00020783200629098664,1.0,True
brusselator,545,3141711100053658075/288230376151711744,published,endpoint,y,0x1.ca750ad610348p+1,0x1.cc1b6ac9c82e2p+1,0x1.ca750ad610348p+1,0x1.cc1b6ac9c82e2p+1,0.012889856341598893,0.012889856341598893,1.0,True
brusselator,545,3141711100053658075/288230376151711744,published,tube,x,0x1.7bc63cebf963ap-2,0x1.7c2e61e0f4065p-2,0x1.7bc63cebf963ap-2,0x1.7c2e61e0f4065p-2,0.0003972792170851558,0.0003972792170851558,1.0,True
brusselator,545,3141711100053658075/288230376151711744,published,tube,y,0x1.c8dd028874e09p+1,0x1.cc1d202566ad8p+1,0x1.c8dd028874e09p+1,0x1.cc1d202566ad8p+1,0.025394155152390407,0.025394155152390407,1.0,True
brusselator,545,3141711100053658075/288230376151711744,common,endpoint,x,0x1.7bf679fb7f7f8p-2,0x1.7c2cf55a2da89p-2,0x1.7bf679fb7f7f8p-2,0x1.7c2cf55a2da89p-2,0.00020783200629020948,0.00020783200629020948,1.0,True
brusselator,545,3141711100053658075/288230376151711744,common,endpoint,y,0x1.ca750ad61034ep+1,0x1.cc1b6ac9c82dcp+1,0x1.ca750ad61034ep+1,0x1.cc1b6ac9c82dcp+1,0.012889856341593564,0.012889856341593564,1.0,True
brusselator,545,3141711100053658075/288230376151711744,common,tube,x,0x1.7bc63cebf965cp-2,0x1.7c2e61e0f4044p-2,0x1.7bc63cebf965cp-2,0x1.7c2e61e0f4044p-2,0.00039727921708143654,0.00039727921708143654,1.0,True
brusselator,545,3141711100053658075/288230376151711744,common,tube,y,0x1.c8dd028874e2cp+1,0x1.cc1d202566ab3p+1,0x1.c8dd028874e2cp+1,0x1.cc1d202566ab3p+1,0.025394155152358433,0.025394155152358433,1.0,True
brusselator,546,1573737853788346155/144115188075855872,published,endpoint,x,0x1.7c29337552b42p-2,0x1.7c670bc0b07cep-2,0x1.7c29337552b42p-2,0x1.7c670bc0b07cep-2,0.00023591957091961824,0.00023591957091961824,1.0,True
brusselator,546,1573737853788346155/144115188075855872,published,endpoint,y,0x1.cc0ad95fda0bap+1,0x1.cdb01b7c7d87ep+1,0x1.cc0ad95fda0bap+1,0x1.cdb01b7c7d87ep+1,0.012855781539629518,0.012855781539629518,1.0,True
brusselator,546,1573737853788346155/144115188075855872,published,tube,x,0x1.7bf12ea9e6808p-2,0x1.7c68a89d93ba5p-2,0x1.7bf12ea9e6808p-2,0x1.7c68a89d93ba5p-2,0.0004557661989624262,0.0004557661989624262,1.0,True
brusselator,546,1573737853788346155/144115188075855872,published,tube,y,0x1.ca73e5c87b8c0p+1,0x1.cdb1cf7567a51p+1,0x1.ca73e5c87b8c0p+1,0x1.cdb1cf7567a51p+1,0.025326928553291328,0.025326928553291328,1.0,True
brusselator,546,1573737853788346155/144115188075855872,common,endpoint,x,0x1.7c29337552b4ap-2,0x1.7c670bc0b07c7p-2,0x1.7c29337552b4ap-2,0x1.7c670bc0b07c7p-2,0.00023591957091878557,0.00023591957091878557,1.0,True
brusselator,546,1573737853788346155/144115188075855872,common,endpoint,y,0x1.cc0ad95fda0c0p+1,0x1.cdb01b7c7d877p+1,0x1.cc0ad95fda0c0p+1,0x1.cdb01b7c7d877p+1,0.012855781539623745,0.012855781539623745,1.0,True
brusselator,546,1573737853788346155/144115188075855872,common,tube,x,0x1.7bf12ea9e682dp-2,0x1.7c68a89d93b81p-2,0x1.7bf12ea9e682dp-2,0x1.7c68a89d93b81p-2,0.0004557661989583739,0.0004557661989583739,1.0,True
brusselator,546,1573737853788346155/144115188075855872,common,tube,y,0x1.ca73e5c87b8e3p+1,0x1.cdb1cf7567a2fp+1,0x1.ca73e5c87b8e3p+1,0x1.cdb1cf7567a2fp+1,0.025326928553260686,0.025326928553260686,1.0,True
brusselator,547,3153240315099726545/288230376151711744,published,endpoint,x,0x1.7c63565606a03p-2,0x1.7ca88068b08f5p-2,0x1.7c63565606a03p-2,0x1.7ca88068b08f5p-2,0.00026384104647469986,0.00026384104647469986,1.0,True
brusselator,547,3153240315099726545/288230376151711744,published,endpoint,y,0x1.cd9f9565b7666p+1,0x1.cf43bb5a311cfp+1,0x1.cd9f9565b7666p+1,0x1.cf43bb5a311cfp+1,0.012821907398962384,0.012821907398962384,1.0,True
brusselator,547,3153240315099726545/288230376151711744,published,tube,x,0x1.7c23be901c03bp-2,0x1.7caa4c6c22e74p-2,0x1.7c23be901c03bp-2,0x1.7caa4c6c22e74p-2,0.0005132833045738416,0.0005132833045738416,1.0,True
brusselator,547,3153240315099726545/288230376151711744,published,tube,y,0x1.cc09b4b7312d8p+1,0x1.cf456e16b209ep+1,0x1.cc09b4b7312d8p+1,0x1.cf456e16b209ep+1,0.02526013530016069,0.02526013530016069,1.0,True
brusselator,547,3153240315099726545/288230376151711744,common,endpoint,x,0x1.7c63565606a09p-2,0x1.7ca88068b08f0p-2,0x1.7c63565606a09p-2,0x1.7ca88068b08f0p-2,0.00026384104647408924,0.00026384104647408924,1.0,True
brusselator,547,3153240315099726545/288230376151711744,common,endpoint,y,0x1.cd9f9565b766cp+1,0x1.cf43bb5a311c9p+1,0x1.cd9f9565b766cp+1,0x1.cf43bb5a311c9p+1,0.012821907398957055,0.012821907398957055,1.0,True
brusselator,547,3153240315099726545/288230376151711744,common,tube,x,0x1.7c23be901c05cp-2,0x1.7caa4c6c22e55p-2,0x1.7c23be901c05cp-2,0x1.7caa4c6c22e55p-2,0.0005132833045702889,0.0005132833045702889,1.0,True
brusselator,547,3153240315099726545/288230376151711744,common,tube,y,0x1.cc09b4b7312fap+1,0x1.cf456e16b207bp+1,0x1.cc09b4b7312fap+1,0x1.cf456e16b207bp+1,0.02526013530013005,0.02526013530013005,1.0,True
brusselator,548,789751230655690195/72057594037927936,published,endpoint,x,0x1.7ca4b2d0609f1p-2,0x1.7cf1212130318p-2,0x1.7ca4b2d0609f1p-2,0x1.7cf1212130318p-2,0.00029156082372810976,0.00029156082372810976,1.0,True
brusselator,548,789751230655690195/72057594037927936,published,endpoint,y,0x1.cf3340775319dp+1,0x1.d0d64bbd15896p+1,0x1.cf3340775319dp+1,0x1.d0d64bbd15896p+1,0.012788209020865526,0.012788209020865526,1.0,True
brusselator,548,789751230655690195/72057594037927936,published,tube,x,0x1.7c5dba52c49fbp-2,0x1.7cf31b077f710p-2,0x1.7c5dba52c49fbp-2,0x1.7cf31b077f710p-2,0.0005698309239091093,0.0005698309239091093,1.0,True
brusselator,548,789751230655690195/72057594037927936,published,tube,y,0x1.cd9e7117b247cp+1,0x1.d0d7fd6231989p+1,0x1.cd9e7117b247cp+1,0x1.d0d7fd6231989p+1,0.025193725944183232,0.025193725944183232,1.0,True
brusselator,548,789751230655690195/72057594037927936,common,endpoint,x,0x1.7ca4b2d0609f7p-2,0x1.7cf1212130312p-2,0x1.7ca4b2d0609f7p-2,0x1.7cf1212130312p-2,0.00029156082372744363,0.00029156082372744363,1.0,True
brusselator,548,789751230655690195/72057594037927936,common,endpoint,y,0x1.cf334077531a5p+1,0x1.d0d64bbd1588fp+1,0x1.cf334077531a5p+1,0x1.d0d64bbd1588fp+1,0.012788209020858865,0.012788209020858865,1.0,True
brusselator,548,789751230655690195/72057594037927936,common,tube,x,0x1.7c5dba52c4a1ep-2,0x1.7cf31b077f6edp-2,0x1.7c5dba52c4a1ep-2,0x1.7cf31b077f6edp-2,0.0005698309239052235,0.0005698309239052235,1.0,True
brusselator,548,789751230655690195/72057594037927936,common,tube,y,0x1.cd9e7117b24a1p+1,0x1.d0d7fd6231965p+1,0x1.cd9e7117b24a1p+1,0x1.d0d7fd6231965p+1,0.025193725944150813,0.025193725944150813,1.0,True
brusselator,549,3164769530145795015/288230376151711744,published,endpoint,x,0x1.7ced2880ffad8p-2,0x1.7d40b144c4970p-2,0x1.7ced2880ffad8p-2,0x1.7d40b144c4970p-2,0.00031865782623574646,0.00031865782623574646,1.0,True
brusselator,549,3164769530145795015/288230376151711744,published,endpoint,y,0x1.d0c5dbf557131p+1,0x1.d267cdcccf341p+1,0x1.d0c5dbf557131p+1,0x1.d267cdcccf341p+1,0.012754659852596717,0.012754659852596717,1.0,True
brusselator,549,3164769530145795015/288230376151711744,published,tube,x,0x1.7c9effd863362p-2,0x1.7d42d7059b359p-2,0x1.7c9effd863362p-2,0x1.7d42d7059b359p-2,0.0006250020360307196,0.0006250020360307196,1.0,True
brusselator,549,3164769530145795015/288230376151711744,published,tube,y,0x1.cf321c7cd4a85p+1,0x1.d2697e7e278f2p+1,0x1.cf321c7cd4a85p+1,0x1.d2697e7e278f2p+1,0.025127649923709416,0.025127649923709416,1.0,True
brusselator,549,3164769530145795015/288230376151711744,common,endpoint,x,0x1.7ced2880ffadep-2,0x1.7d40b144c496ap-2,0x1.7ced2880ffadep-2,0x1.7d40b144c496ap-2,0.0003186578262350803,0.0003186578262350803,1.0,True
brusselator,549,3164769530145795015/288230376151711744,common,endpoint,y,0x1.d0c5dbf557139p+1,0x1.d267cdcccf33ap+1,0x1.d0c5dbf557139p+1,0x1.d267cdcccf33ap+1,0.012754659852590056,0.012754659852590056,1.0,True
brusselator,549,3164769530145795015/288230376151711744,common,tube,x,0x1.7c9effd863384p-2,0x1.7d42d7059b336p-2,0x1.7c9effd863384p-2,0x1.7d42d7059b336p-2,0.0006250020360268893,0.0006250020360268893,1.0,True
brusselator,549,3164769530145795015/288230376151711744,common,tube,y,0x1.cf321c7cd4aa9p+1,0x1.d2697e7e278d0p+1,0x1.cf321c7cd4aa9p+1,0x1.d2697e7e278d0p+1,0.02512764992367833,0.02512764992367833,1.0,True
brusselator,550,1585267068834414625/144115188075855872,published,endpoint,x,0x1.7d3c8c0f2eea7p-2,0x1.7d9703ead9e30p-2,0x1.7d3c8c0f2eea7p-2,0x1.7d9703ead9e30p-2,0.0003451087784403506,0.0003451087784403506,1.0,True
brusselator,550,1585267068834414625/144115188075855872,published,endpoint,y,0x1.d257690d516fcp+1,0x1.d3f842852eb6bp+1,0x1.d257690d516fcp+1,0x1.d3f842852eb6bp+1,0.012721236732026409,0.012721236732026409,1.0,True
brusselator,550,1585267068834414625/144115188075855872,published,tube,x,0x1.7ce7616ccddeep-2,0x1.7d9953759c0ebp-2,0x1.7ce7616ccddeep-2,0x1.7d9953759c0ebp-2,0.0006788080095672666,0.0006788080095672666,1.0,True
brusselator,550,1585267068834414625/144115188075855872,published,tube,y,0x1.d0c4b844c39e2p+1,0x1.d3f9f2653e5b5p+1,0x1.d0c4b844c39e2p+1,0x1.d3f9f2653e5b5p+1,0.025061860903841104,0.025061860903841104,1.0,True
brusselator,550,1585267068834414625/144115188075855872,common,endpoint,x,0x1.7d3c8c0f2eeaep-2,0x1.7d9703ead9e28p-2,0x1.7d3c8c0f2eeaep-2,0x1.7d9703ead9e28p-2,0.0003451087784395179,0.0003451087784395179,1.0,True
brusselator,550,1585267068834414625/144115188075855872,common,endpoint,y,0x1.d257690d51703p+1,0x1.d3f842852eb65p+1,0x1.d257690d51703p+1,0x1.d3f842852eb65p+1,0.012721236732020635,0.012721236732020635,1.0,True
brusselator,550,1585267068834414625/144115188075855872,common,tube,x,0x1.7ce7616ccde11p-2,0x1.7d9953759c0c8p-2,0x1.7ce7616ccde11p-2,0x1.7d9953759c0c8p-2,0.0006788080095633808,0.0006788080095633808,1.0,True
brusselator,550,1585267068834414625/144115188075855872,common,tube,y,0x1.d0c4b844c3a07p+1,0x1.d3f9f2653e590p+1,0x1.d0c4b844c3a07p+1,0x1.d3f9f2653e590p+1,0.025061860903808242,0.025061860903808242,1.0,True
brusselator,551,3176298745191863485/288230376151711744,published,endpoint,x,0x1.7d92b27545259p-2,0x1.7df3f0732ce15p-2,0x1.7d92b27545259p-2,0x1.7df3f0732ce15p-2,0.00037094938482673534,0.00037094938482673534,1.0,True
brusselator,551,3176298745191863485/288230376151711744,published,endpoint,y,0x1.d3e7e8bd89b82p+1,0x1.d587aab4dfb06p+1,0x1.d3e7e8bd89b82p+1,0x1.d587aab4dfb06p+1,0.012687917489474287,0.012687917489474287,1.0,True
brusselator,551,3176298745191863485/288230376151711744,published,tube,x,0x1.7d36b1a9956f7p-2,0x1.7df667ca58090p-2,0x1.7d36b1a9956f7p-2,0x1.7df667ca58090p-2,0.0007313210959636884,0.0007313210959636884,1.0,True
brusselator,551,3176298745191863485/288230376151711744,published,tube,y,0x1.d256459d0d983p+1,0x1.d58959e5104e3p+1,0x1.d256459d0d983p+1,0x1.d58959e5104e3p+1,0.02499631420270987,0.02499631420270987,1.0,True
brusselator,551,3176298745191863485/288230376151711744,common,endpoint,x,0x1.7d92b27545260p-2,0x1.7df3f0732ce0ep-2,0x1.7d92b27545260p-2,0x1.7df3f0732ce0ep-2,0.0003709493848259582,0.0003709493848259582,1.0,True
brusselator,551,3176298745191863485/288230376151711744,common,endpoint,y,0x1.d3e7e8bd89b88p+1,0x1.d587aab4dfaffp+1,0x1.d3e7e8bd89b88p+1,0x1.d587aab4dfaffp+1,0.012687917489468514,0.012687917489468514,1.0,True
brusselator,551,3176298745191863485/288230376151711744,common,tube,x,0x1.7d36b1a99571ep-2,0x1.7df667ca58068p-2,0x1.7d36b1a99571ep-2,0x1.7df667ca58068p-2,0.0007313210959593031,0.0007313210959593031,1.0,True
brusselator,551,3176298745191863485/288230376151711744,common,tube,y,0x1.d256459d0d9a9p+1,0x1.d58959e5104bfp+1,0x1.d256459d0d9a9p+1,0x1.d58959e5104bfp+1,0.024996314202677006,0.024996314202677006,1.0,True
brusselator,552,397757919089362215/36028797018963968,published,endpoint,x,0x1.7def73127fea9p-2,0x1.7e575049af3c4p-2,0x1.7def73127fea9p-2,0x1.7e575049af3c4p-2,0.0003962101871636814,0.0003962101871636814,1.0,True
brusselator,552,397757919089362215/36028797018963968,published,endpoint,y,0x1.d5775bd6ad990p+1,0x1.d71606fe1ef97p+1,0x1.d5775bd6ad990p+1,0x1.d71606fe1ef97p+1,0.01265468049928442,0.01265468049928442,1.0,True
brusselator,552,397757919089362215/36028797018963968,published,tube,x,0x1.7d8cc5a4e1206p-2,0x1.7e59ed804988cp-2,0x1.7d8cc5a4e1206p-2,0x1.7e59ed804988cp-2,0.000782606855956991,0.000782606855956991,1.0,True
brusselator,552,397757919089362215/36028797018963968,published,tube,y,0x1.d3e6c58468c34p+1,0x1.d717b59ed60b3p+1,0x1.d3e6c58468c34p+1,0x1.d717b59ed60b3p+1,0.02493096628546665,0.02493096628546665,1.0,True
brusselator,552,397757919089362215/36028797018963968,common,endpoint,x,0x1.7def73127feafp-2,0x1.7e575049af3bep-2,0x1.7def73127feafp-2,0x1.7e575049af3bep-2,0.00039621018716301526,0.00039621018716301526,1.0,True
brusselator,552,397757919089362215/36028797018963968,common,endpoint,y,0x1.d5775bd6ad995p+1,0x1.d71606fe1ef92p+1,0x1.d5775bd6ad995p+1,0x1.d71606fe1ef92p+1,0.01265468049927998,0.01265468049927998,1.0,True
brusselator,552,397757919089362215/36028797018963968,common,tube,x,0x1.7d8cc5a4e122ap-2,0x1.7e59ed8049868p-2,0x1.7d8cc5a4e122ap-2,0x1.7e59ed8049868p-2,0.0007826068559529942,0.0007826068559529942,1.0,True
brusselator,552,397757919089362215/36028797018963968,common,tube,y,0x1.d3e6c58468c58p+1,0x1.d717b59ed608ep+1,0x1.d3e6c58468c58p+1,0x1.d717b59ed608ep+1,0.02493096628543423,0.02493096628543423,1.0,True
brusselator,553,3187827960237931955/288230376151711744,published,endpoint,x,0x1.7e52a768eaa78p-2,0x1.7ec0ff00350a1p-2,0x1.7e52a768eaa78p-2,0x1.7ec0ff00350a1p-2,0.00042092190651260575,0.00042092190651260575,1.0,True
brusselator,553,3187827960237931955/288230376151711744,published,endpoint,y,0x1.d705c2fcf1b52p+1,0x1.d8a357d7dc84dp+1,0x1.d705c2fcf1b52p+1,0x1.d8a357d7dc84dp+1,0.012621504681758378,0.012621504681758378,1.0,True
brusselator,553,3187827960237931955/288230376151711744,published,tube,x,0x1.7de974abfb46dp-2,0x1.7ec3c039ade4dp-2,0x1.7de974abfb46dp-2,0x1.7ec3c039ade4dp-2,0.0008327298388888238,0.0008327298388888238,1.0,True
brusselator,553,3187827960237931955/288230376151711744,published,tube,y,0x1.d57638cbe39c3p+1,0x1.d8a5060888989p+1,0x1.d57638cbe39c3p+1,0x1.d8a5060888989p+1,0.024865774737892643,0.024865774737892643,1.0,True
brusselator,553,3187827960237931955/288230376151711744,common,endpoint,x,0x1.7e52a768eaa7ep-2,0x1.7ec0ff003509bp-2,0x1.7e52a768eaa7ep-2,0x1.7ec0ff003509bp-2,0.0004209219065119396,0.0004209219065119396,1.0,True
brusselator,553,3187827960237931955/288230376151711744,common,endpoint,y,0x1.d705c2fcf1b5ap+1,0x1.d8a357d7dc846p+1,0x1.d705c2fcf1b5ap+1,0x1.d8a357d7dc846p+1,0.012621504681751716,0.012621504681751716,1.0,True
brusselator,553,3187827960237931955/288230376151711744,common,tube,x,0x1.7de974abfb48fp-2,0x1.7ec3c039ade2bp-2,0x1.7de974abfb48fp-2,0x1.7ec3c039ade2bp-2,0.000832729838885049,0.000832729838885049,1.0,True
brusselator,553,3187827960237931955/288230376151711744,common,tube,y,0x1.d57638cbe39eap+1,0x1.d8a5060888962p+1,0x1.d57638cbe39eap+1,0x1.d8a5060888962p+1,0.024865774737858004,0.024865774737858004,1.0,True
brusselator,554,1596796283880483095/144115188075855872,published,endpoint,x,0x1.7ebc2b0ed7f51p-2,0x1.7f30da36567f1p-2,0x1.7ebc2b0ed7f51p-2,0x1.7f30da36567f1p-2,0.0004451148848918507,0.0004451148848918507,1.0,True
brusselator,554,1596796283880483095/144115188075855872,published,endpoint,y,0x1.d8931ea92a7e7p+1,0x1.da2f9d8ec5bb5p+1,0x1.d8931ea92a7e7p+1,0x1.da2f9d8ec5bb5p+1,0.012588369476794092,0.012588369476794092,1.0,True
brusselator,554,1596796283880483095/144115188075855872,published,tube,x,0x1.7e4c98342f0cfp-2,0x1.7f33bda61f639p-2,0x1.7e4c98342f0cfp-2,0x1.7f33bda61f639p-2,0.0008817530434358511,0.0008817530434358511,1.0,True
brusselator,554,1596796283880483095/144115188075855872,published,tube,y,0x1.d704a0180e004p+1,0x1.da314b6deb485p+1,0x1.d704a0180e004p+1,0x1.da314b6deb485p+1,0.024800698209731298,0.024800698209731298,1.0,True
brusselator,554,1596796283880483095/144115188075855872,common,endpoint,x,0x1.7ebc2b0ed7f57p-2,0x1.7f30da36567ebp-2,0x1.7ebc2b0ed7f57p-2,0x1.7f30da36567ebp-2,0.00044511488489118456,0.00044511488489118456,1.0,True
brusselator,554,1596796283880483095/144115188075855872,common,endpoint,y,0x1.d8931ea92a7edp+1,0x1.da2f9d8ec5baep+1,0x1.d8931ea92a7edp+1,0x1.da2f9d8ec5baep+1,0.01258836947678832,0.01258836947678832,1.0,True
brusselator,554,1596796283880483095/144115188075855872,common,tube,x,0x1.7e4c98342f0f4p-2,0x1.7f33bda61f612p-2,0x1.7e4c98342f0f4p-2,0x1.7f33bda61f612p-2,0.0008817530434316323,0.0008817530434316323,1.0,True
brusselator,554,1596796283880483095/144115188075855872,common,tube,y,0x1.d704a0180e028p+1,0x1.da314b6deb461p+1,0x1.d704a0180e028p+1,0x1.da314b6deb461p+1,0.024800698209699323,0.024800698209699323,1.0,True
