absolute_time,analytic_reference_status,h,lower,requested_horizon,sampled_trajectory_status,state_index,step_index,system,tool,tool_variant,upper,width
3.0100000000000002,passed,0.01,-2.0597116707946785,4.0,passed,0,301,harmonic,diffreach,diffreach_affine,2.0597116707946785,4.119423341589357
3.0100000000000002,passed,0.01,-2.0597116707946785,4.0,passed,1,301,harmonic,diffreach,diffreach_affine,2.0597116707946785,4.119423341589357
3.02,passed,0.01,-2.080516839195492,4.0,passed,0,302,harmonic,diffreach,diffreach_affine,2.080516839195492,4.161033678390984
3.02,passed,0.01,-2.080516839195492,4.0,passed,1,302,harmonic,diffreach,diffreach_affine,2.080516839195492,4.161033678390984
3.0300000000000002,passed,0.01,-2.101532160812475,4.0,passed,0,303,harmonic,diffreach,diffreach_affine,2.101532160812475,4.20306432162495
3.0300000000000002,passed,0.01,-2.101532160812475,4.0,passed,1,303,harmonic,diffreach,diffreach_affine,2.101532160812475,4.20306432162495
3.04,passed,0.01,-2.1227597584053863,4.0,passed,0,304,harmonic,diffreach,diffreach_affine,2.1227597584053863,4.245519516810773
3.04,passed,0.01,-2.1227597584053863,4.0,passed,1,304,harmonic,diffreach,diffreach_affine,2.1227597584053863,4.245519516810773
3.0500000000000003,passed,0.01,-2.1442017761760037,4.0,passed,0,305,harmonic,diffreach,diffreach_affine,2.1442017761760037,4.288403552352007
3.0500000000000003,passed,0.01,-2.1442017761760037,4.0,passed,1,305,harmonic,diffreach,diffreach_affine,2.1442017761760037,4.288403552352007
3.06,passed,0.01,-2.1658603799847076,4.0,passed,0,306,harmonic,diffreach,diffreach_affine,2.1658603799847076,4.331720759969415
3.06,passed,0.01,-2.1658603799847076,4.0,passed,1,306,harmonic,diffreach,diffreach_affine,2.1658603799847076,4.331720759969415
3.0700000000000003,passed,0.01,-2.1877377575692565,4.0,passed,0,307,harmonic,diffreach,diffreach_affine,2.1877377575692565,4.375475515138513
3.0700000000000003,passed,0.01,-2.1877377575692565,4.0,passed,1,307,harmonic,diffreach,diffreach_affine,2.1877377575692565,4.375475515138513
3.08,passed,0.01,-2.2098361187657702,4.0,passed,0,308,harmonic,diffreach,diffreach_affine,2.2098361187657702,4.4196722375315405
3.08,passed,0.01,-2.2098361187657702,4.0,passed,1,308,harmonic,diffreach,diffreach_affine,2.2098361187657702,4.4196722375315405
3.09,passed,0.01,-2.232157695731945,4.0,passed,0,309,harmonic,diffreach,diffreach_affine,2.232157695731945,4.46431539146389
3.09,passed,0.01,-2.232157695731945,4.0,passed,1,309,harmonic,diffreach,diffreach_affine,2.232157695731945,4.46431539146389
3.1,passed,0.01,-2.2547047431725256,4.0,passed,0,310,harmonic,diffreach,diffreach_affine,2.2547047431725256,4.509409486345051
3.1,passed,0.01,-2.2547047431725256,4.0,passed,1,310,harmonic,diffreach,diffreach_affine,2.2547047431725256,4.509409486345051
3.11,passed,0.01,-2.2774795385670505,4.0,passed,0,311,harmonic,diffreach,diffreach_affine,2.2774795385670505,4.554959077134101
3.11,passed,0.01,-2.2774795385670505,4.0,passed,1,311,harmonic,diffreach,diffreach_affine,2.2774795385670505,4.554959077134101
3.12,passed,0.01,-2.3004843823999037,4.0,passed,0,312,harmonic,diffreach,diffreach_affine,2.3004843823999037,4.600968764799807
3.12,passed,0.01,-2.3004843823999037,4.0,passed,1,312,harmonic,diffreach,diffreach_affine,2.3004843823999037,4.600968764799807
3.13,passed,0.01,-2.323721598392684,4.0,passed,0,313,harmonic,diffreach,diffreach_affine,2.323721598392684,4.647443196785368
3.13,passed,0.01,-2.323721598392684,4.0,passed,1,313,harmonic,diffreach,diffreach_affine,2.323721598392684,4.647443196785368
3.14,passed,0.01,-2.3471935337389267,4.0,passed,0,314,harmonic,diffreach,diffreach_affine,2.3471935337389267,4.694387067477853
3.14,passed,0.01,-2.3471935337389267,4.0,passed,1,314,harmonic,diffreach,diffreach_affine,2.3471935337389267,4.694387067477853
3.15,passed,0.01,-2.370902559341191,4.0,passed,0,315,harmonic,diffreach,diffreach_affine,2.370902559341191,4.741805118682382
3.15,passed,0.01,-2.370902559341191,4.0,passed,1,315,harmonic,diffreach,diffreach_affine,2.370902559341191,4.741805118682382
3.16,passed,0.01,-2.394851070050549,4.0,passed,0,316,harmonic,diffreach,diffreach_affine,2.394851070050549,4.789702140101098
3.16,passed,0.01,-2.394851070050549,4.0,passed,1,316,harmonic,diffreach,diffreach_affine,2.394851070050549,4.789702140101098
3.17,passed,0.01,-2.4190414849084854,4.0,passed,0,317,harmonic,diffreach,diffreach_affine,2.4190414849084854,4.838082969816971
3.17,passed,0.01,-2.4190414849084854,4.0,passed,1,317,harmonic,diffreach,diffreach_affine,2.4190414849084854,4.838082969816971
3.18,passed,0.01,-2.4434762473912492,4.0,passed,0,318,harmonic,diffreach,diffreach_affine,2.4434762473912492,4.8869524947824985
3.18,passed,0.01,-2.4434762473912492,4.0,passed,1,318,harmonic,diffreach,diffreach_affine,2.4434762473912492,4.8869524947824985
3.19,passed,0.01,-2.4681578256566667,4.0,passed,0,319,harmonic,diffreach,diffreach_affine,2.4681578256566667,4.9363156513133335
3.19,passed,0.01,-2.4681578256566667,4.0,passed,1,319,harmonic,diffreach,diffreach_affine,2.4681578256566667,4.9363156513133335
3.2,passed,0.01,-2.4930887127934516,4.0,passed,0,320,harmonic,diffreach,diffreach_affine,2.4930887127934516,4.986177425586903
3.2,passed,0.01,-2.4930887127934516,4.0,passed,1,320,harmonic,diffreach,diffreach_affine,2.4930887127934516,4.986177425586903
3.21,passed,0.01,-2.5182714270730315,4.0,passed,0,321,harmonic,diffreach,diffreach_affine,2.5182714270730315,5.036542854146063
3.21,passed,0.01,-2.5182714270730315,4.0,passed,1,321,harmonic,diffreach,diffreach_affine,2.5182714270730315,5.036542854146063
3.22,passed,0.01,-2.54370851220392,4.0,passed,0,322,harmonic,diffreach,diffreach_affine,2.54370851220392,5.08741702440784
3.22,passed,0.01,-2.54370851220392,4.0,passed,1,322,harmonic,diffreach,diffreach_affine,2.54370851220392,5.08741702440784
3.23,passed,0.01,-2.569402537588655,4.0,passed,0,323,harmonic,diffreach,diffreach_affine,2.569402537588655,5.13880507517731
3.23,passed,0.01,-2.569402537588655,4.0,passed,1,323,harmonic,diffreach,diffreach_affine,2.569402537588655,5.13880507517731
3.24,passed,0.01,-2.595356098583337,4.0,passed,0,324,harmonic,diffreach,diffreach_affine,2.595356098583337,5.190712197166674
3.24,passed,0.01,-2.595356098583337,4.0,passed,1,324,harmonic,diffreach,diffreach_affine,2.595356098583337,5.190712197166674
3.25,passed,0.01,-2.6215718167597823,4.0,passed,0,325,harmonic,diffreach,diffreach_affine,2.6215718167597823,5.243143633519565
3.25,passed,0.01,-2.6215718167597823,4.0,passed,1,325,harmonic,diffreach,diffreach_affine,2.6215718167597823,5.243143633519565
3.2600000000000002,passed,0.01,-2.6480523401703326,4.0,passed,0,326,harmonic,diffreach,diffreach_affine,2.6480523401703326,5.296104680340665
3.2600000000000002,passed,0.01,-2.6480523401703326,4.0,passed,1,326,harmonic,diffreach,diffreach_affine,2.6480523401703326,5.296104680340665
3.27,passed,0.01,-2.674800343615333,4.0,passed,0,327,harmonic,diffreach,diffreach_affine,2.674800343615333,5.349600687230666
3.27,passed,0.01,-2.674800343615333,4.0,passed,1,327,harmonic,diffreach,diffreach_affine,2.674800343615333,5.349600687230666
3.2800000000000002,passed,0.01,-2.701818528913312,4.0,passed,0,328,harmonic,diffreach,diffreach_affine,2.701818528913312,5.403637057826624
3.2800000000000002,passed,0.01,-2.701818528913312,4.0,passed,1,328,harmonic,diffreach,diffreach_affine,2.701818528913312,5.403637057826624
3.29,passed,0.01,-2.7291096251738964,4.0,passed,0,329,harmonic,diffreach,diffreach_affine,2.7291096251738964,5.458219250347793
3.29,passed,0.01,-2.7291096251738964,4.0,passed,1,329,harmonic,diffreach,diffreach_affine,2.7291096251738964,5.458219250347793
3.3000000000000003,passed,0.01,-2.7566763890734762,4.0,passed,0,330,harmonic,diffreach,diffreach_affine,2.7566763890734762,5.5133527781469525
3.3000000000000003,passed,0.01,-2.7566763890734762,4.0,passed,1,330,harmonic,diffreach,diffreach_affine,2.7566763890734762,5.5133527781469525
3.31,passed,0.01,-2.7845216051336577,4.0,passed,0,331,harmonic,diffreach,diffreach_affine,2.7845216051336577,5.569043210267315
3.31,passed,0.01,-2.7845216051336577,4.0,passed,1,331,harmonic,diffreach,diffreach_affine,2.7845216051336577,5.569043210267315
3.3200000000000003,passed,0.01,-2.8126480860025267,4.0,passed,0,332,harmonic,diffreach,diffreach_affine,2.8126480860025267,5.625296172005053
3.3200000000000003,passed,0.01,-2.8126480860025267,4.0,passed,1,332,harmonic,diffreach,diffreach_affine,2.8126480860025267,5.625296172005053
3.33,passed,0.01,-2.841058672738758,4.0,passed,0,333,harmonic,diffreach,diffreach_affine,2.841058672738758,5.682117345477516
3.33,passed,0.01,-2.841058672738758,4.0,passed,1,333,harmonic,diffreach,diffreach_affine,2.841058672738758,5.682117345477516
3.34,passed,0.01,-2.869756235098587,4.0,passed,0,334,harmonic,diffreach,diffreach_affine,2.869756235098587,5.739512470197174
3.34,passed,0.01,-2.869756235098587,4.0,passed,1,334,harmonic,diffreach,diffreach_affine,2.869756235098587,5.739512470197174
3.35,passed,0.01,-2.8987436718256854,4.0,passed,0,335,harmonic,diffreach,diffreach_affine,2.8987436718256854,5.797487343651371
3.35,passed,0.01,-2.8987436718256854,4.0,passed,1,335,harmonic,diffreach,diffreach_affine,2.8987436718256854,5.797487343651371
3.36,passed,0.01,-2.9280239109439665,4.0,passed,0,336,harmonic,diffreach,diffreach_affine,2.9280239109439665,5.856047821887933
3.36,passed,0.01,-2.9280239109439665,4.0,passed,1,336,harmonic,diffreach,diffreach_affine,2.9280239109439665,5.856047821887933
3.37,passed,0.01,-2.957599910053341,4.0,passed,0,337,harmonic,diffreach,diffreach_affine,2.957599910053341,5.915199820106682
3.37,passed,0.01,-2.957599910053341,4.0,passed,1,337,harmonic,diffreach,diffreach_affine,2.957599910053341,5.915199820106682
3.38,passed,0.01,-2.987474656628467,4.0,passed,0,338,harmonic,diffreach,diffreach_affine,2.987474656628467,5.974949313256934
3.38,passed,0.01,-2.987474656628467,4.0,passed,1,338,harmonic,diffreach,diffreach_affine,2.987474656628467,5.974949313256934
3.39,passed,0.01,-3.0176511683205116,4.0,passed,0,339,harmonic,diffreach,diffreach_affine,3.0176511683205116,6.035302336641023
3.39,passed,0.01,-3.0176511683205116,4.0,passed,1,339,harmonic,diffreach,diffreach_affine,3.0176511683205116,6.035302336641023
3.4,passed,0.01,-3.0481324932619707,4.0,passed,0,340,harmonic,diffreach,diffreach_affine,3.0481324932619707,6.096264986523941
3.4,passed,0.01,-3.0481324932619707,4.0,passed,1,340,harmonic,diffreach,diffreach_affine,3.0481324932619707,6.096264986523941
3.41,passed,0.01,-3.0789217103745545,4.0,passed,0,341,harmonic,diffreach,diffreach_affine,3.0789217103745545,6.157843420749109
3.41,passed,0.01,-3.0789217103745545,4.0,passed,1,341,harmonic,diffreach,diffreach_affine,3.0789217103745545,6.157843420749109
3.42,passed,0.01,-3.1100219296801943,4.0,passed,0,342,harmonic,diffreach,diffreach_affine,3.1100219296801943,6.220043859360389
3.42,passed,0.01,-3.1100219296801943,4.0,passed,1,342,harmonic,diffreach,diffreach_affine,3.1100219296801943,6.220043859360389
3.43,passed,0.01,-3.1414362926151838,4.0,passed,0,343,harmonic,diffreach,diffreach_affine,3.1414362926151838,6.2828725852303675
3.43,passed,0.01,-3.1414362926151838,4.0,passed,1,343,harmonic,diffreach,diffreach_affine,3.1414362926151838,6.2828725852303675
3.44,passed,0.01,-3.1731679723474957,4.0,passed,0,344,harmonic,diffreach,diffreach_affine,3.1731679723474957,6.346335944694991
3.44,passed,0.01,-3.1731679723474957,4.0,passed,1,344,harmonic,diffreach,diffreach_affine,3.1731679723474957,6.346335944694991
3.45,passed,0.01,-3.205220174097305,4.0,passed,0,345,harmonic,diffreach,diffreach_affine,3.205220174097305,6.41044034819461
3.45,passed,0.01,-3.205220174097305,4.0,passed,1,345,harmonic,diffreach,diffreach_affine,3.205220174097305,6.41044034819461
3.46,passed,0.01,-3.237596135460748,4.0,passed,0,346,harmonic,diffreach,diffreach_affine,3.237596135460748,6.475192270921496
3.46,passed,0.01,-3.237596135460748,4.0,passed,1,346,harmonic,diffreach,diffreach_affine,3.237596135460748,6.475192270921496
3.47,passed,0.01,-3.2702991267369526,4.0,passed,0,347,harmonic,diffreach,diffreach_affine,3.2702991267369526,6.540598253473905
3.47,passed,0.01,-3.2702991267369526,4.0,passed,1,347,harmonic,diffreach,diffreach_affine,3.2702991267369526,6.540598253473905
3.48,passed,0.01,-3.303332451258371,4.0,passed,0,348,harmonic,diffreach,diffreach_affine,3.303332451258371,6.606664902516742
3.48,passed,0.01,-3.303332451258371,4.0,passed,1,348,harmonic,diffreach,diffreach_affine,3.303332451258371,6.606664902516742
3.49,passed,0.01,-3.3366994457244488,4.0,passed,0,349,harmonic,diffreach,diffreach_affine,3.3366994457244488,6.6733988914488975
3.49,passed,0.01,-3.3366994457244488,4.0,passed,1,349,harmonic,diffreach,diffreach_affine,3.3366994457244488,6.6733988914488975
3.5,passed,0.01,-3.370403480538668,4.0,passed,0,350,harmonic,diffreach,diffreach_affine,3.370403480538668,6.740806961077336
3.5,passed,0.01,-3.370403480538668,4.0,passed,1,350,harmonic,diffreach,diffreach_affine,3.370403480538668,6.740806961077336
3.5100000000000002,passed,0.01,-3.4044479601489903,4.0,passed,0,351,harmonic,diffreach,diffreach_affine,3.4044479601489903,6.808895920297981
3.5100000000000002,passed,0.01,-3.4044479601489903,4.0,passed,1,351,harmonic,diffreach,diffreach_affine,3.4044479601489903,6.808895920297981
3.52,passed,0.01,-3.438836323391739,4.0,passed,0,352,harmonic,diffreach,diffreach_affine,3.438836323391739,6.877672646783478
3.52,passed,0.01,-3.438836323391739,4.0,passed,1,352,harmonic,diffreach,diffreach_affine,3.438836323391739,6.877672646783478
3.5300000000000002,passed,0.01,-3.473572043838959,4.0,passed,0,353,harmonic,diffreach,diffreach_affine,3.473572043838959,6.947144087677918
3.5300000000000002,passed,0.01,-3.473572043838959,4.0,passed,1,353,harmonic,diffreach,diffreach_affine,3.473572043838959,6.947144087677918
3.54,passed,0.01,-3.508658630149282,4.0,passed,0,354,harmonic,diffreach,diffreach_affine,3.508658630149282,7.017317260298564
3.54,passed,0.01,-3.508658630149282,4.0,passed,1,354,harmonic,diffreach,diffreach_affine,3.508658630149282,7.017317260298564
3.5500000000000003,passed,0.01,-3.5440996264223346,4.0,passed,0,355,harmonic,diffreach,diffreach_affine,3.5440996264223346,7.088199252844669
3.5500000000000003,passed,0.01,-3.5440996264223346,4.0,passed,1,355,harmonic,diffreach,diffreach_affine,3.5440996264223346,7.088199252844669
3.56,passed,0.01,-3.5798986125567303,4.0,passed,0,356,harmonic,diffreach,diffreach_affine,3.5798986125567303,7.1597972251134605
3.56,passed,0.01,-3.5798986125567303,4.0,passed,1,356,harmonic,diffreach,diffreach_affine,3.5798986125567303,7.1597972251134605
3.5700000000000003,passed,0.01,-3.6160592046116746,4.0,passed,0,357,harmonic,diffreach,diffreach_affine,3.6160592046116746,7.232118409223349
3.5700000000000003,passed,0.01,-3.6160592046116746,4.0,passed,1,357,harmonic,diffreach,diffreach_affine,3.6160592046116746,7.232118409223349
3.58,passed,0.01,-3.652585055172224,4.0,passed,0,358,harmonic,diffreach,diffreach_affine,3.652585055172224,7.305170110344448
3.58,passed,0.01,-3.652585055172224,4.0,passed,1,358,harmonic,diffreach,diffreach_affine,3.652585055172224,7.305170110344448
3.59,passed,0.01,-3.6894798537182325,4.0,passed,0,359,harmonic,diffreach,diffreach_affine,3.6894798537182325,7.378959707436465
3.59,passed,0.01,-3.6894798537182325,4.0,passed,1,359,harmonic,diffreach,diffreach_affine,3.6894798537182325,7.378959707436465
3.6,passed,0.01,-3.7267473269970286,4.0,passed,0,360,harmonic,diffreach,diffreach_affine,3.7267473269970286,7.453494653994057
3.6,passed,0.01,-3.7267473269970286,4.0,passed,1,360,harmonic,diffreach,diffreach_affine,3.7267473269970286,7.453494653994057
3.61,passed,0.01,-3.7643912393998518,4.0,passed,0,361,harmonic,diffreach,diffreach_affine,3.7643912393998518,7.5287824787997035
3.61,passed,0.01,-3.7643912393998518,4.0,passed,1,361,harmonic,diffreach,diffreach_affine,3.7643912393998518,7.5287824787997035
3.62,passed,0.01,-3.8024153933420974,4.0,passed,0,362,harmonic,diffreach,diffreach_affine,3.8024153933420974,7.604830786684195
3.62,passed,0.01,-3.8024153933420974,4.0,passed,1,362,harmonic,diffreach,diffreach_affine,3.8024153933420974,7.604830786684195
3.63,passed,0.01,-3.840823629647394,4.0,passed,0,363,harmonic,diffreach,diffreach_affine,3.840823629647394,7.681647259294788
3.63,passed,0.01,-3.840823629647394,4.0,passed,1,363,harmonic,diffreach,diffreach_affine,3.840823629647394,7.681647259294788
3.64,passed,0.01,-3.8796198279355734,4.0,passed,0,364,harmonic,diffreach,diffreach_affine,3.8796198279355734,7.759239655871147
3.64,passed,0.01,-3.8796198279355734,4.0,passed,1,364,harmonic,diffreach,diffreach_affine,3.8796198279355734,7.759239655871147
3.65,passed,0.01,-3.9188079070145405,4.0,passed,0,365,harmonic,diffreach,diffreach_affine,3.9188079070145405,7.837615814029081
3.65,passed,0.01,-3.9188079070145405,4.0,passed,1,365,harmonic,diffreach,diffreach_affine,3.9188079070145405,7.837615814029081
3.66,passed,0.01,-3.9583918252761228,4.0,passed,0,366,harmonic,diffreach,diffreach_affine,3.9583918252761228,7.9167836505522455
3.66,passed,0.01,-3.9583918252761228,4.0,passed,1,366,harmonic,diffreach,diffreach_affine,3.9583918252761228,7.9167836505522455
3.67,passed,0.01,-3.9983755810959023,4.0,passed,0,367,harmonic,diffreach,diffreach_affine,3.9983755810959023,7.996751162191805
3.67,passed,0.01,-3.9983755810959023,4.0,passed,1,367,harmonic,diffreach,diffreach_affine,3.9983755810959023,7.996751162191805
3.68,passed,0.01,-4.038763213237093,4.0,passed,0,368,harmonic,diffreach,diffreach_affine,4.038763213237093,8.077526426474186
3.68,passed,0.01,-4.038763213237093,4.0,passed,1,368,harmonic,diffreach,diffreach_affine,4.038763213237093,8.077526426474186
3.69,passed,0.01,-4.079558801258497,4.0,passed,0,369,harmonic,diffreach,diffreach_affine,4.079558801258497,8.159117602516995
3.69,passed,0.01,-4.079558801258497,4.0,passed,1,369,harmonic,diffreach,diffreach_affine,4.079558801258497,8.159117602516995
3.7,passed,0.01,-4.1207664659265815,4.0,passed,0,370,harmonic,diffreach,diffreach_affine,4.1207664659265815,8.241532931853163
3.7,passed,0.01,-4.1207664659265815,4.0,passed,1,370,harmonic,diffreach,diffreach_affine,4.1207664659265815,8.241532931853163
3.71,passed,0.01,-4.162390369631716,4.0,passed,0,371,harmonic,diffreach,diffreach_affine,4.162390369631716,8.324780739263431
3.71,passed,0.01,-4.162390369631716,4.0,passed,1,371,harmonic,diffreach,diffreach_affine,4.162390369631716,8.324780739263431
3.72,passed,0.01,-4.204434716808619,4.0,passed,0,372,harmonic,diffreach,diffreach_affine,4.204434716808619,8.408869433617237
3.72,passed,0.01,-4.204434716808619,4.0,passed,1,372,harmonic,diffreach,diffreach_affine,4.204434716808619,8.408869433617237
3.73,passed,0.01,-4.246903754361045,4.0,passed,0,373,harmonic,diffreach,diffreach_affine,4.246903754361045,8.49380750872209
3.73,passed,0.01,-4.246903754361045,4.0,passed,1,373,harmonic,diffreach,diffreach_affine,4.246903754361045,8.49380750872209
3.74,passed,0.01,-4.289801772090768,4.0,passed,0,374,harmonic,diffreach,diffreach_affine,4.289801772090768,8.579603544181536
3.74,passed,0.01,-4.289801772090768,4.0,passed,1,374,harmonic,diffreach,diffreach_affine,4.289801772090768,8.579603544181536
3.75,passed,0.01,-4.333133103130891,4.0,passed,0,375,harmonic,diffreach,diffreach_affine,4.333133103130891,8.666266206261781
3.75,passed,0.01,-4.333133103130891,4.0,passed,1,375,harmonic,diffreach,diffreach_affine,4.333133103130891,8.666266206261781
3.7600000000000002,passed,0.01,-4.376902124383539,4.0,passed,0,376,harmonic,diffreach,diffreach_affine,4.376902124383539,8.753804248767079
3.7600000000000002,passed,0.01,-4.376902124383539,4.0,passed,1,376,harmonic,diffreach,diffreach_affine,4.376902124383539,8.753804248767079
3.77,passed,0.01,-4.421113256961971,4.0,passed,0,377,harmonic,diffreach,diffreach_affine,4.421113256961971,8.842226513923942
3.77,passed,0.01,-4.421113256961971,4.0,passed,1,377,harmonic,diffreach,diffreach_affine,4.421113256961971,8.842226513923942
3.7800000000000002,passed,0.01,-4.4657709666371534,4.0,passed,0,378,harmonic,diffreach,diffreach_affine,4.4657709666371534,8.931541933274307
3.7800000000000002,passed,0.01,-4.4657709666371534,4.0,passed,1,378,harmonic,diffreach,diffreach_affine,4.4657709666371534,8.931541933274307
3.79,passed,0.01,-4.510879764288853,4.0,passed,0,379,harmonic,diffreach,diffreach_affine,4.510879764288853,9.021759528577705
3.79,passed,0.01,-4.510879764288853,4.0,passed,1,379,harmonic,diffreach,diffreach_affine,4.510879764288853,9.021759528577705
3.8000000000000003,passed,0.01,-4.556444206361275,4.0,passed,0,380,harmonic,diffreach,diffreach_affine,4.556444206361275,9.11288841272255
3.8000000000000003,passed,0.01,-4.556444206361275,4.0,passed,1,380,harmonic,diffreach,diffreach_affine,4.556444206361275,9.11288841272255
3.81,passed,0.01,-4.602468895323317,4.0,passed,0,381,harmonic,diffreach,diffreach_affine,4.602468895323317,9.204937790646634
3.81,passed,0.01,-4.602468895323317,4.0,passed,1,381,harmonic,diffreach,diffreach_affine,4.602468895323317,9.204937790646634
3.8200000000000003,passed,0.01,-4.64895848013346,4.0,passed,0,382,harmonic,diffreach,diffreach_affine,4.64895848013346,9.29791696026692
3.8200000000000003,passed,0.01,-4.64895848013346,4.0,passed,1,382,harmonic,diffreach,diffreach_affine,4.64895848013346,9.29791696026692
3.83,passed,0.01,-4.6959176567093595,4.0,passed,0,383,harmonic,diffreach,diffreach_affine,4.6959176567093595,9.391835313418719
3.83,passed,0.01,-4.6959176567093595,4.0,passed,1,383,harmonic,diffreach,diffreach_affine,4.6959176567093595,9.391835313418719
3.84,passed,0.01,-4.743351168402187,4.0,passed,0,384,harmonic,diffreach,diffreach_affine,4.743351168402187,9.486702336804374
3.84,passed,0.01,-4.743351168402187,4.0,passed,1,384,harmonic,diffreach,diffreach_affine,4.743351168402187,9.486702336804374
3.85,passed,0.01,-4.791263806475749,4.0,passed,0,385,harmonic,diffreach,diffreach_affine,4.791263806475749,9.582527612951498
3.85,passed,0.01,-4.791263806475749,4.0,passed,1,385,harmonic,diffreach,diffreach_affine,4.791263806475749,9.582527612951498
3.86,passed,0.01,-4.839660410590458,4.0,passed,0,386,harmonic,diffreach,diffreach_affine,4.839660410590458,9.679320821180916
3.86,passed,0.01,-4.839660410590458,4.0,passed,1,386,harmonic,diffreach,diffreach_affine,4.839660410590458,9.679320821180916
3.87,passed,0.01,-4.888545869292182,4.0,passed,0,387,harmonic,diffreach,diffreach_affine,4.888545869292182,9.777091738584364
3.87,passed,0.01,-4.888545869292182,4.0,passed,1,387,harmonic,diffreach,diffreach_affine,4.888545869292182,9.777091738584364
3.88,passed,0.01,-4.937925120506043,4.0,passed,0,388,harmonic,diffreach,diffreach_affine,4.937925120506043,9.875850241012087
3.88,passed,0.01,-4.937925120506043,4.0,passed,1,388,harmonic,diffreach,diffreach_affine,4.937925120506043,9.875850241012087
3.89,passed,0.01,-4.987803152035196,4.0,passed,0,389,harmonic,diffreach,diffreach_affine,4.987803152035196,9.975606304070393
3.89,passed,0.01,-4.987803152035196,4.0,passed,1,389,harmonic,diffreach,diffreach_affine,4.987803152035196,9.975606304070393
3.9,passed,0.01,-5.038185002064643,4.0,passed,0,390,harmonic,diffreach,diffreach_affine,5.038185002064643,10.076370004129286
3.9,passed,0.01,-5.038185002064643,4.0,passed,1,390,harmonic,diffreach,diffreach_affine,5.038185002064643,10.076370004129286
3.91,passed,0.01,-5.089075759670143,4.0,passed,0,391,harmonic,diffreach,diffreach_affine,5.089075759670143,10.178151519340286
3.91,passed,0.01,-5.089075759670143,4.0,passed,1,391,harmonic,diffreach,diffreach_affine,5.089075759670143,10.178151519340286
3.92,passed,0.01,-5.140480565332264,4.0,passed,0,392,harmonic,diffreach,diffreach_affine,5.140480565332264,10.280961130664528
3.92,passed,0.01,-5.140480565332264,4.0,passed,1,392,harmonic,diffreach,diffreach_affine,5.140480565332264,10.280961130664528
3.93,passed,0.01,-5.192404611455616,4.0,passed,0,393,harmonic,diffreach,diffreach_affine,5.192404611455616,10.384809222911231
3.93,passed,0.01,-5.192404611455616,4.0,passed,1,393,harmonic,diffreach,diffreach_affine,5.192404611455616,10.384809222911231
3.94,passed,0.01,-5.244853142893345,4.0,passed,0,394,harmonic,diffreach,diffreach_affine,5.244853142893345,10.48970628578669
3.94,passed,0.01,-5.244853142893345,4.0,passed,1,394,harmonic,diffreach,diffreach_affine,5.244853142893345,10.48970628578669
3.95,passed,0.01,-5.297831457476909,4.0,passed,0,395,harmonic,diffreach,diffreach_affine,5.297831457476909,10.595662914953818
3.95,passed,0.01,-5.297831457476909,4.0,passed,1,395,harmonic,diffreach,diffreach_affine,5.297831457476909,10.595662914953818
3.96,passed,0.01,-5.3513449065512155,4.0,passed,0,396,harmonic,diffreach,diffreach_affine,5.3513449065512155,10.702689813102431
3.96,passed,0.01,-5.3513449065512155,4.0,passed,1,396,harmonic,diffreach,diffreach_affine,5.3513449065512155,10.702689813102431
3.97,passed,0.01,-5.40539889551516,4.0,passed,0,397,harmonic,diffreach,diffreach_affine,5.40539889551516,10.81079779103032
3.97,passed,0.01,-5.40539889551516,4.0,passed,1,397,harmonic,diffreach,diffreach_affine,5.40539889551516,10.81079779103032
3.98,passed,0.01,-5.459998884367627,4.0,passed,0,398,harmonic,diffreach,diffreach_affine,5.459998884367627,10.919997768735254
3.98,passed,0.01,-5.459998884367627,4.0,passed,1,398,harmonic,diffreach,diffreach_affine,5.459998884367627,10.919997768735254
3.99,passed,0.01,-5.515150388259007,4.0,passed,0,399,harmonic,diffreach,diffreach_affine,5.515150388259007,11.030300776518015
3.99,passed,0.01,-5.515150388259007,4.0,passed,1,399,harmonic,diffreach,diffreach_affine,5.515150388259007,11.030300776518015
4.0,passed,0.01,-5.570858978048279,4.0,passed,0,400,harmonic,diffreach,diffreach_affine,5.570858978048279,11.141717956096558
4.0,passed,0.01,-5.570858978048279,4.0,passed,1,400,harmonic,diffreach,diffreach_affine,5.570858978048279,11.141717956096558
0.005,not_available,0.005,1.1116866598902375,1.0,passed,0,1,van_der_pol,diffreach,diffreach_affine,1.4122780301076552,0.30059137021741766
0.005,not_available,0.005,2.330928316531959,1.0,passed,1,1,van_der_pol,diffreach,diffreach_affine,2.4426067998236043,0.11167848329164531
0.01,not_available,0.005,1.1232766712545716,1.0,passed,0,2,van_der_pol,diffreach,diffreach_affine,1.4245194435140995,0.3012427722595279
0.01,not_available,0.005,2.3114066883512057,1.0,passed,1,2,van_der_pol,diffreach,diffreach_affine,2.4349015907759695,0.1234949024247638
0.015,not_available,0.005,1.1347677844856172,1.0,passed,0,3,van_der_pol,diffreach,diffreach_affine,1.4367226911217104,0.30195490663609315
0.015,not_available,0.005,2.2914371162360383,1.0,passed,1,3,van_der_pol,diffreach,diffreach_affine,2.426890670851656,0.13545355461561792
0.02,not_available,0.005,1.1461577604256612,1.0,passed,0,4,van_der_pol,diffreach,diffreach_affine,1.4488862556215791,0.30272849519591793
0.02,not_available,0.005,2.271021844225055,1.0,passed,1,4,van_der_pol,diffreach,diffreach_affine,2.418580704125091,0.14755885990003614
