absolute_time,analytic_reference_status,h,lower,requested_horizon,sampled_trajectory_status,state_index,step_index,system,tool,tool_variant,upper,width
0.08,passed,0.01,-0.11044861012869471,1.0,passed,1,8,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.11044861012869471,0.22089722025738942
0.09,passed,0.01,-0.11182921775656594,1.0,passed,0,9,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.11182921775656594,0.2236584355131319
0.09,passed,0.01,-0.11182921775656594,1.0,passed,1,9,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.11182921775656594,0.2236584355131319
0.1,passed,0.01,-0.11322708297978556,1.0,passed,0,10,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.11322708297978556,0.22645416595957113
0.1,passed,0.01,-0.11322708297978556,1.0,passed,1,10,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.11322708297978556,0.22645416595957113
0.11,passed,0.01,-0.11464242151829543,1.0,passed,0,11,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.11464242151829543,0.22928484303659086
0.11,passed,0.01,-0.11464242151829543,1.0,passed,1,11,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.11464242151829543,0.22928484303659086
0.12,passed,0.01,-0.11607545178853666,1.0,passed,0,12,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.11607545178853666,0.23215090357707333
0.12,passed,0.01,-0.11607545178853666,1.0,passed,1,12,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.11607545178853666,0.23215090357707333
0.13,passed,0.01,-0.11752639493715591,1.0,passed,0,13,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.11752639493715591,0.23505278987431183
0.13,passed,0.01,-0.11752639493715591,1.0,passed,1,13,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.11752639493715591,0.23505278987431183
0.14,passed,0.01,-0.11899547487513291,1.0,passed,0,14,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.11899547487513291,0.23799094975026583
0.14,passed,0.01,-0.11899547487513291,1.0,passed,1,14,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.11899547487513291,0.23799094975026583
0.15,passed,0.01,-0.12048291831233462,1.0,passed,0,15,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.12048291831233462,0.24096583662466925
0.15,passed,0.01,-0.12048291831233462,1.0,passed,1,15,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.12048291831233462,0.24096583662466925
0.16,passed,0.01,-0.12198895479250135,1.0,passed,0,16,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.12198895479250135,0.2439779095850027
0.16,passed,0.01,-0.12198895479250135,1.0,passed,1,16,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.12198895479250135,0.2439779095850027
0.17,passed,0.01,-0.12351381672867016,1.0,passed,0,17,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.12351381672867016,0.24702763345734033
0.17,passed,0.01,-0.12351381672867016,1.0,passed,1,17,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.12351381672867016,0.24702763345734033
0.18,passed,0.01,-0.1250577394390411,1.0,passed,0,18,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.1250577394390411,0.2501154788780822
0.18,passed,0.01,-0.1250577394390411,1.0,passed,1,18,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.1250577394390411,0.2501154788780822
0.19,passed,0.01,-0.12662096118329172,1.0,passed,0,19,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.12662096118329172,0.25324192236658344
0.19,passed,0.01,-0.12662096118329172,1.0,passed,1,19,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.12662096118329172,0.25324192236658344
0.2,passed,0.01,-0.12820372319934545,1.0,passed,0,20,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.12820372319934545,0.2564074463986909
0.2,passed,0.01,-0.12820372319934545,1.0,passed,1,20,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.12820372319934545,0.2564074463986909
0.21,passed,0.01,-0.12980626974059986,1.0,passed,0,21,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.12980626974059986,0.2596125394811997
0.21,passed,0.01,-0.12980626974059986,1.0,passed,1,21,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.12980626974059986,0.2596125394811997
0.22,passed,0.01,-0.13142884811361993,1.0,passed,0,22,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.13142884811361993,0.26285769622723987
0.22,passed,0.01,-0.13142884811361993,1.0,passed,1,22,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.13142884811361993,0.26285769622723987
0.23,passed,0.01,-0.13307170871630278,1.0,passed,0,23,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.13307170871630278,0.26614341743260556
0.23,passed,0.01,-0.13307170871630278,1.0,passed,1,23,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.13307170871630278,0.26614341743260556
0.24,passed,0.01,-0.13473510507651915,1.0,passed,0,24,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.13473510507651915,0.2694702101530383
0.24,passed,0.01,-0.13473510507651915,1.0,passed,1,24,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.13473510507651915,0.2694702101530383
0.25,passed,0.01,-0.13641929389123822,1.0,passed,0,25,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.13641929389123822,0.27283858778247644
0.25,passed,0.01,-0.13641929389123822,1.0,passed,1,25,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.13641929389123822,0.27283858778247644
0.26,passed,0.01,-0.13812453506614128,1.0,passed,0,26,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.13812453506614128,0.27624907013228256
0.26,passed,0.01,-0.13812453506614128,1.0,passed,1,26,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.13812453506614128,0.27624907013228256
0.27,passed,0.01,-0.13985109175573063,1.0,passed,0,27,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.13985109175573063,0.27970218351146126
0.27,passed,0.01,-0.13985109175573063,1.0,passed,1,27,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.13985109175573063,0.27970218351146126
0.28,passed,0.01,-0.14159923040393985,1.0,passed,0,28,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.14159923040393985,0.2831984608078797
0.28,passed,0.01,-0.14159923040393985,1.0,passed,1,28,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.14159923040393985,0.2831984608078797
0.29,passed,0.01,-0.1433692207852517,1.0,passed,0,29,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.1433692207852517,0.2867384415705034
0.29,passed,0.01,-0.1433692207852517,1.0,passed,1,29,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.1433692207852517,0.2867384415705034
0.3,passed,0.01,-0.14516133604632991,1.0,passed,0,30,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.14516133604632991,0.29032267209265983
0.3,passed,0.01,-0.14516133604632991,1.0,passed,1,30,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.14516133604632991,0.29032267209265983
0.31,passed,0.01,-0.14697585274817163,1.0,passed,0,31,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.14697585274817163,0.29395170549634325
0.31,passed,0.01,-0.14697585274817163,1.0,passed,1,31,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.14697585274817163,0.29395170549634325
0.32,passed,0.01,-0.14881305090878635,1.0,passed,0,32,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.14881305090878635,0.2976261018175727
0.32,passed,0.01,-0.14881305090878635,1.0,passed,1,32,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.14881305090878635,0.2976261018175727
0.33,passed,0.01,-0.15067321404640877,1.0,passed,0,33,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.15067321404640877,0.30134642809281753
0.33,passed,0.01,-0.15067321404640877,1.0,passed,1,33,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.15067321404640877,0.30134642809281753
0.34,passed,0.01,-0.15255662922325147,1.0,passed,0,34,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.15255662922325147,0.30511325844650294
0.34,passed,0.01,-0.15255662922325147,1.0,passed,1,34,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.15255662922325147,0.30511325844650294
0.35000000000000003,passed,0.01,-0.1544635870898047,1.0,passed,0,35,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.1544635870898047,0.3089271741796094
0.35000000000000003,passed,0.01,-0.1544635870898047,1.0,passed,1,35,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.1544635870898047,0.3089271741796094
0.36,passed,0.01,-0.15639438192968985,1.0,passed,0,36,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.15639438192968985,0.3127887638593797
0.36,passed,0.01,-0.15639438192968985,1.0,passed,1,36,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.15639438192968985,0.3127887638593797
0.37,passed,0.01,-0.15834931170507355,1.0,passed,0,37,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.15834931170507355,0.3166986234101471
0.37,passed,0.01,-0.15834931170507355,1.0,passed,1,37,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.15834931170507355,0.3166986234101471
0.38,passed,0.01,-0.16032867810264956,1.0,passed,0,38,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.16032867810264956,0.3206573562052991
0.38,passed,0.01,-0.16032867810264956,1.0,passed,1,38,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.16032867810264956,0.3206573562052991
0.39,passed,0.01,-0.16233278658019526,1.0,passed,0,39,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.16233278658019526,0.3246655731603905
0.39,passed,0.01,-0.16233278658019526,1.0,passed,1,39,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.16233278658019526,0.3246655731603905
0.4,passed,0.01,-0.1643619464137103,1.0,passed,0,40,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.1643619464137103,0.3287238928274206
0.4,passed,0.01,-0.1643619464137103,1.0,passed,1,40,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.1643619464137103,0.3287238928274206
0.41000000000000003,passed,0.01,-0.16641647074514426,1.0,passed,0,41,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.16641647074514426,0.3328329414902885
0.41000000000000003,passed,0.01,-0.16641647074514426,1.0,passed,1,41,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.16641647074514426,0.3328329414902885
0.42,passed,0.01,-0.16849667663072115,1.0,passed,0,42,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.16849667663072115,0.3369933532614423
0.42,passed,0.01,-0.16849667663072115,1.0,passed,1,42,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.16849667663072115,0.3369933532614423
0.43,passed,0.01,-0.17060288508986776,1.0,passed,0,43,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.17060288508986776,0.3412057701797355
0.43,passed,0.01,-0.17060288508986776,1.0,passed,1,43,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.17060288508986776,0.3412057701797355
0.44,passed,0.01,-0.17273542115475368,1.0,passed,0,44,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.17273542115475368,0.34547084230950736
0.44,passed,0.01,-0.17273542115475368,1.0,passed,1,44,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.17273542115475368,0.34547084230950736
0.45,passed,0.01,-0.1748946139204507,1.0,passed,0,45,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.1748946139204507,0.3497892278409014
0.45,passed,0.01,-0.1748946139204507,1.0,passed,1,45,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.1748946139204507,0.3497892278409014
0.46,passed,0.01,-0.1770807965957189,1.0,passed,0,46,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.1770807965957189,0.3541615931914378
0.46,passed,0.01,-0.1770807965957189,1.0,passed,1,46,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.1770807965957189,0.3541615931914378
0.47000000000000003,passed,0.01,-0.17929430655442796,1.0,passed,0,47,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.17929430655442796,0.3585886131088559
0.47000000000000003,passed,0.01,-0.17929430655442796,1.0,passed,1,47,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.17929430655442796,0.3585886131088559
0.48,passed,0.01,-0.1815354853876209,1.0,passed,0,48,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.1815354853876209,0.3630709707752418
0.48,passed,0.01,-0.1815354853876209,1.0,passed,1,48,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.1815354853876209,0.3630709707752418
0.49,passed,0.01,-0.18380467895622876,1.0,passed,0,49,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.18380467895622876,0.3676093579124575
0.49,passed,0.01,-0.18380467895622876,1.0,passed,1,49,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.18380467895622876,0.3676093579124575
0.5,passed,0.01,-0.1861022374444442,1.0,passed,0,50,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.1861022374444442,0.3722044748888884
0.5,passed,0.01,-0.1861022374444442,1.0,passed,1,50,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.1861022374444442,0.3722044748888884
0.51,passed,0.01,-0.18842851541376235,1.0,passed,0,51,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.18842851541376235,0.3768570308275247
0.51,passed,0.01,-0.18842851541376235,1.0,passed,1,51,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.18842851541376235,0.3768570308275247
0.52,passed,0.01,-0.19078387185769696,1.0,passed,0,52,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.19078387185769696,0.3815677437153939
0.52,passed,0.01,-0.19078387185769696,1.0,passed,1,52,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.19078387185769696,0.3815677437153939
0.53,passed,0.01,-0.19316867025718076,1.0,passed,0,53,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.19316867025718076,0.3863373405143615
0.53,passed,0.01,-0.19316867025718076,1.0,passed,1,53,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.19316867025718076,0.3863373405143615
0.54,passed,0.01,-0.19558327863665811,1.0,passed,0,54,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.19558327863665811,0.39116655727331623
0.54,passed,0.01,-0.19558327863665811,1.0,passed,1,54,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.19558327863665811,0.39116655727331623
0.55,passed,0.01,-0.19802806962087893,1.0,passed,0,55,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.19802806962087893,0.39605613924175787
0.55,passed,0.01,-0.19802806962087893,1.0,passed,1,55,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.19802806962087893,0.39605613924175787
0.56,passed,0.01,-0.2005034204924025,1.0,passed,0,56,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.2005034204924025,0.401006840984805
0.56,passed,0.01,-0.2005034204924025,1.0,passed,1,56,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.2005034204924025,0.401006840984805
0.5700000000000001,passed,0.01,-0.20300971324982012,1.0,passed,0,57,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.20300971324982012,0.40601942649964023
0.5700000000000001,passed,0.01,-0.20300971324982012,1.0,passed,1,57,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.20300971324982012,0.40601942649964023
0.58,passed,0.01,-0.20554733466670547,1.0,passed,0,58,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.20554733466670547,0.41109466933341093
0.58,passed,0.01,-0.20554733466670547,1.0,passed,1,58,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.20554733466670547,0.41109466933341093
0.59,passed,0.01,-0.20811667635130188,1.0,passed,0,59,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.20811667635130188,0.41623335270260375
0.59,passed,0.01,-0.20811667635130188,1.0,passed,1,59,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.20811667635130188,0.41623335270260375
0.6,passed,0.01,-0.21071813480695573,1.0,passed,0,60,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.21071813480695573,0.42143626961391145
0.6,passed,0.01,-0.21071813480695573,1.0,passed,1,60,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.21071813480695573,0.42143626961391145
0.61,passed,0.01,-0.21335211149330527,1.0,passed,0,61,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.21335211149330527,0.42670422298661054
0.61,passed,0.01,-0.21335211149330527,1.0,passed,1,61,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.21335211149330527,0.42670422298661054
0.62,passed,0.01,-0.21601901288823416,1.0,passed,0,62,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.21601901288823416,0.4320380257764683
0.62,passed,0.01,-0.21601901288823416,1.0,passed,1,62,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.21601901288823416,0.4320380257764683
0.63,passed,0.01,-0.21871925055059968,1.0,passed,0,63,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.21871925055059968,0.43743850110119936
0.63,passed,0.01,-0.21871925055059968,1.0,passed,1,63,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.21871925055059968,0.43743850110119936
0.64,passed,0.01,-0.22145324118374476,1.0,passed,0,64,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.22145324118374476,0.44290648236748953
0.64,passed,0.01,-0.22145324118374476,1.0,passed,1,64,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.22145324118374476,0.44290648236748953
0.65,passed,0.01,-0.22422140669980417,1.0,passed,0,65,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.22422140669980417,0.44844281339960834
0.65,passed,0.01,-0.22422140669980417,1.0,passed,1,65,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.22422140669980417,0.44844281339960834
0.66,passed,0.01,-0.2270241742848143,1.0,passed,0,66,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.2270241742848143,0.4540483485696286
0.66,passed,0.01,-0.2270241742848143,1.0,passed,1,66,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.2270241742848143,0.4540483485696286
0.67,passed,0.01,-0.22986197646463707,1.0,passed,0,67,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.22986197646463707,0.45972395292927415
0.67,passed,0.01,-0.22986197646463707,1.0,passed,1,67,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.22986197646463707,0.45972395292927415
0.68,passed,0.01,-0.23273525117170762,1.0,passed,0,68,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.23273525117170762,0.46547050234341525
0.68,passed,0.01,-0.23273525117170762,1.0,passed,1,68,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.23273525117170762,0.46547050234341525
0.6900000000000001,passed,0.01,-0.23564444181261657,1.0,passed,0,69,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.23564444181261657,0.47128888362523313
0.6900000000000001,passed,0.01,-0.23564444181261657,1.0,passed,1,69,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.23564444181261657,0.47128888362523313
0.7000000000000001,passed,0.01,-0.23858999733653685,1.0,passed,0,70,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.23858999733653685,0.4771799946730737
0.7000000000000001,passed,0.01,-0.23858999733653685,1.0,passed,1,70,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.23858999733653685,0.4771799946730737
0.71,passed,0.01,-0.24157237230450615,1.0,passed,0,71,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.24157237230450615,0.4831447446090123
0.71,passed,0.01,-0.24157237230450615,1.0,passed,1,71,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.24157237230450615,0.4831447446090123
0.72,passed,0.01,-0.24459202695957508,1.0,passed,0,72,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.24459202695957508,0.48918405391915015
0.72,passed,0.01,-0.24459202695957508,1.0,passed,1,72,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.24459202695957508,0.48918405391915015
0.73,passed,0.01,-0.24764942729783235,1.0,passed,0,73,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.24764942729783235,0.4952988545956647
0.73,passed,0.01,-0.24764942729783235,1.0,passed,1,73,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.24764942729783235,0.4952988545956647
0.74,passed,0.01,-0.25074504514031787,1.0,passed,0,74,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.25074504514031787,0.5014900902806357
0.74,passed,0.01,-0.25074504514031787,1.0,passed,1,74,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.25074504514031787,0.5014900902806357
0.75,passed,0.01,-0.2538793582058345,1.0,passed,0,75,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.2538793582058345,0.507758716411669
0.75,passed,0.01,-0.2538793582058345,1.0,passed,1,75,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.2538793582058345,0.507758716411669
0.76,passed,0.01,-0.2570528501846701,1.0,passed,0,76,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.2570528501846701,0.5141057003693402
0.76,passed,0.01,-0.2570528501846701,1.0,passed,1,76,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.2570528501846701,0.5141057003693402
0.77,passed,0.01,-0.26026601081324113,1.0,passed,0,77,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.26026601081324113,0.5205320216264823
0.77,passed,0.01,-0.26026601081324113,1.0,passed,1,77,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.26026601081324113,0.5205320216264823
0.78,passed,0.01,-0.2635193359496693,1.0,passed,0,78,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.2635193359496693,0.5270386718993386
0.78,passed,0.01,-0.2635193359496693,1.0,passed,1,78,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.2635193359496693,0.5270386718993386
0.79,passed,0.01,-0.26681332765030286,1.0,passed,0,79,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.26681332765030286,0.5336266553006057
0.79,passed,0.01,-0.26681332765030286,1.0,passed,1,79,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.26681332765030286,0.5336266553006057
0.8,passed,0.01,-0.27014849424719434,1.0,passed,0,80,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.27014849424719434,0.5402969884943887
0.8,passed,0.01,-0.27014849424719434,1.0,passed,1,80,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.27014849424719434,0.5402969884943887
0.81,passed,0.01,-0.27352535042654696,1.0,passed,0,81,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.27352535042654696,0.5470507008530939
0.81,passed,0.01,-0.27352535042654696,1.0,passed,1,81,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.27352535042654696,0.5470507008530939
0.8200000000000001,passed,0.01,-0.27694441730814146,1.0,passed,0,82,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.27694441730814146,0.5538888346162829
0.8200000000000001,passed,0.01,-0.27694441730814146,1.0,passed,1,82,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.27694441730814146,0.5538888346162829
0.8300000000000001,passed,0.01,-0.2804062225257559,1.0,passed,0,83,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.2804062225257559,0.5608124450515118
0.8300000000000001,passed,0.01,-0.2804062225257559,1.0,passed,1,83,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.2804062225257559,0.5608124450515118
0.84,passed,0.01,-0.2839113003085905,1.0,passed,0,84,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.2839113003085905,0.567822600617181
0.84,passed,0.01,-0.2839113003085905,1.0,passed,1,84,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.2839113003085905,0.567822600617181
0.85,passed,0.01,-0.28746019156371055,1.0,passed,0,85,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.28746019156371055,0.5749203831274211
0.85,passed,0.01,-0.28746019156371055,1.0,passed,1,85,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.28746019156371055,0.5749203831274211
0.86,passed,0.01,-0.2910534439595196,1.0,passed,0,86,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.2910534439595196,0.5821068879190392
0.86,passed,0.01,-0.2910534439595196,1.0,passed,1,86,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.2910534439595196,0.5821068879190392
0.87,passed,0.01,-0.29469161201027627,1.0,passed,0,87,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.29469161201027627,0.5893832240205525
0.87,passed,0.01,-0.29469161201027627,1.0,passed,1,87,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.29469161201027627,0.5893832240205525
0.88,passed,0.01,-0.2983752571616674,1.0,passed,0,88,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.2983752571616674,0.5967505143233348
0.88,passed,0.01,-0.2983752571616674,1.0,passed,1,88,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.2983752571616674,0.5967505143233348
0.89,passed,0.01,-0.3021049478774509,1.0,passed,0,89,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.3021049478774509,0.6042098957549018
0.89,passed,0.01,-0.3021049478774509,1.0,passed,1,89,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.3021049478774509,0.6042098957549018
0.9,passed,0.01,-0.3058812597271817,1.0,passed,0,90,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.3058812597271817,0.6117625194543634
0.9,passed,0.01,-0.3058812597271817,1.0,passed,1,90,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.3058812597271817,0.6117625194543634
0.91,passed,0.01,-0.30970477547503417,1.0,passed,0,91,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.30970477547503417,0.6194095509500683
0.91,passed,0.01,-0.30970477547503417,1.0,passed,1,91,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.30970477547503417,0.6194095509500683
0.92,passed,0.01,-0.3135760851697348,1.0,passed,0,92,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.3135760851697348,0.6271521703394696
0.92,passed,0.01,-0.3135760851697348,1.0,passed,1,92,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.3135760851697348,0.6271521703394696
0.93,passed,0.01,-0.31749578623561914,1.0,passed,0,93,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.31749578623561914,0.6349915724712383
0.93,passed,0.01,-0.31749578623561914,1.0,passed,1,93,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.31749578623561914,0.6349915724712383
0.9400000000000001,passed,0.01,-0.32146448356482704,1.0,passed,0,94,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.32146448356482704,0.6429289671296541
0.9400000000000001,passed,0.01,-0.32146448356482704,1.0,passed,1,94,harmonic,torch_tm_flowpipe,torch_order1_common_box_raw,0.32146448356482704,0.6429289671296541
