run_id,tool,protocol,system,h,horizon,state_index,status,validation_status,final_lower,final_upper,final_endpoint_width,maximum_tube_width,sum_final_widths,maximum_final_width,box_volume,log_box_volume,exact_width,exact_inflation_ratio,first_failure_time,successful_horizon,build_time_s,warmup_time_s,steady_runtime_median_s,steady_runtime_iqr_s,retained_basis,effective_max_degree,truncate_to_affine,nonzero_Lt,dtype,device,git_commit,environment,number_of_states,number_of_steps,message
torch_tm_flowpipe_strict_common_affine_riccati_faa80e959e,torch_tm_flowpipe,strict_common_affine,riccati,0.01,0.1,0,certified_ok,validated,-1.4016358427516935e-06,0.10101253048531442,0.10101393212115717,0.10126651965603763,0.10101393212115717,0.10101393212115717,0.10101393212115717,-2.2924968298603368,0.10101010101010102,1.0000379279994558,,0.1,0.0,0.08597949799150229,0.08524826681241393,0.0001335199922323227,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,1,10,
torch_tm_flowpipe_supplementary_native_representations_riccati_8274d24c8c,torch_tm_flowpipe,supplementary_native_representations,riccati,0.01,0.1,0,certified_ok,validated,-2.625758533341837e-07,0.10101138898855382,0.10101165156440715,0.1010368512694843,0.10101165156440715,0.10101165156440715,0.10101165156440715,-2.292519406770731,0.10101010101010102,1.0000153504876308,,0.1,0.0,0.0880257599055767,0.08794593391939998,5.388306453824043e-05,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,1,10,
torch_tm_flowpipe_native_first_order_setting_riccati_4465c7fcf2,torch_tm_flowpipe,native_first_order_setting,riccati,0.01,0.5,0,certified_ok,validated,-3.5114014440213405e-05,0.10530456557973544,0.10533967959417566,0.10667082864030644,0.10533967959417566,0.10533967959417566,0.10533967959417566,-2.2505651065664574,0.10526315789473685,1.0007269561446688,,0.5,0.0,0.43572048330679536,0.4274379089474678,0.0023205960169434547,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,1,50,
torch_tm_flowpipe_strict_common_affine_riccati_1857e003f6,torch_tm_flowpipe,strict_common_affine,riccati,0.01,0.5,0,certified_ok,validated,-3.5114014440213405e-05,0.10530456557973544,0.10533967959417566,0.10667082864030644,0.10533967959417566,0.10533967959417566,0.10533967959417566,-2.2505651065664574,0.10526315789473685,1.0007269561446688,,0.5,0.0,0.43572048330679536,0.4274379089474678,0.0023205960169434547,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,1,50,
torch_tm_flowpipe_supplementary_native_representations_riccati_34ae34bce4,torch_tm_flowpipe,supplementary_native_representations,riccati,0.01,0.5,0,certified_ok,validated,-1.3983004677622605e-06,0.10527029794617193,0.10527169624663969,0.10529905162380944,0.10527169624663969,0.10527169624663969,0.10527169624663969,-2.2512106875530087,0.10526315789473685,1.000081114343077,,0.5,0.0,0.44060600362718105,0.4425713298842311,0.0010971082374453545,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,1,50,
torch_tm_flowpipe_native_first_order_setting_riccati_8c5d9ff27d,torch_tm_flowpipe,native_first_order_setting,riccati,0.01,1.0,0,certified_ok,validated,-0.00015389114181791957,0.11128373857205402,0.11143762971387194,0.11428888990517203,0.11143762971387194,0.11143762971387194,0.11143762971387194,-2.1942902193538742,0.11111111111111112,1.0029386674248475,,1.0,0.0,0.8761932561174035,0.8650482501834631,0.007251526229083538,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,1,100,
torch_tm_flowpipe_strict_common_affine_riccati_3c4b6e6cd1,torch_tm_flowpipe,strict_common_affine,riccati,0.01,1.0,0,certified_ok,validated,-0.00015389114181791957,0.11128373857205402,0.11143762971387194,0.11428888990517203,0.11143762971387194,0.11143762971387194,0.11143762971387194,-2.1942902193538742,0.11111111111111112,1.0029386674248475,,1.0,0.0,0.8761932561174035,0.8650482501834631,0.007251526229083538,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,1,100,
torch_tm_flowpipe_supplementary_native_representations_riccati_eef958a1af,torch_tm_flowpipe,supplementary_native_representations,riccati,0.01,1.0,0,certified_ok,validated,-3.0289347875854937e-06,0.11112744527628816,0.11113047421107575,0.11116093672898482,0.11113047421107575,0.11113047421107575,0.11113047421107575,-2.197050324619424,0.11111111111111112,1.0001742678996817,,1.0,0.0,0.8939138166606426,0.8883689907379448,0.012454872019588947,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,1,100,
torch_tm_flowpipe_native_first_order_setting_riccati_c7df260e8f,torch_tm_flowpipe,native_first_order_setting,riccati,0.02,0.1,0,certified_ok,validated,-1.528626281385977e-06,0.1010136759431384,0.10101520456941979,0.10126670305754493,0.10101520456941979,0.10101520456941979,0.10101520456941979,-2.2924842331796453,0.10101010101010102,1.0000505252372558,,0.1,0.0,0.044008851051330566,0.043046650942415,0.00027612969279289246,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,1,5,
torch_tm_flowpipe_strict_common_affine_riccati_b565c6eacb,torch_tm_flowpipe,strict_common_affine,riccati,0.02,0.1,0,certified_ok,validated,-1.528626281385977e-06,0.1010136759431384,0.10101520456941979,0.10126670305754493,0.10101520456941979,0.10101520456941979,0.10101520456941979,-2.2924842331796453,0.10101010101010102,1.0000505252372558,,0.1,0.0,0.044008851051330566,0.043046650942415,0.00027612969279289246,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,1,5,
torch_tm_flowpipe_supplementary_native_representations_riccati_2cc3e0af60,torch_tm_flowpipe,supplementary_native_representations,riccati,0.02,0.1,0,certified_ok,validated,-5.10664866718249e-07,0.10101265696297783,0.10101316762784454,0.10106295377043341,0.10101316762784454,0.10101316762784454,0.10101316762784454,-2.292504398085724,0.10101010101010102,1.0000303595156608,,0.1,0.0,0.04479022137820721,0.04399800393730402,1.698313280940056e-05,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,1,5,
torch_tm_flowpipe_native_first_order_setting_riccati_493205c241,torch_tm_flowpipe,native_first_order_setting,riccati,0.02,0.5,0,certified_ok,validated,-3.582236620754098e-05,0.10531093426293273,0.10534675662914027,0.10667531935440484,0.10534675662914027,0.10534675662914027,0.10534675662914027,-2.2504979258300595,0.10526315789473685,1.0007941879768325,,0.5,0.0,0.21290634479373693,0.21404497511684895,0.002893189899623394,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,1,25,
torch_tm_flowpipe_strict_common_affine_riccati_716292e63e,torch_tm_flowpipe,strict_common_affine,riccati,0.02,0.5,0,certified_ok,validated,-3.582236620754098e-05,0.10531093426293273,0.10534675662914027,0.10667531935440484,0.10534675662914027,0.10534675662914027,0.10534675662914027,-2.2504979258300595,0.10526315789473685,1.0007941879768325,,0.5,0.0,0.21290634479373693,0.21404497511684895,0.002893189899623394,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,1,25,
torch_tm_flowpipe_supplementary_native_representations_riccati_7da6811231,torch_tm_flowpipe,supplementary_native_representations,riccati,0.02,0.5,0,certified_ok,validated,-2.7201791916263015e-06,0.10527732800194398,0.10528004818113561,0.10533407069081287,0.10528004818113561,0.10528004818113561,0.10528004818113561,-2.2511313537576703,0.10526315789473685,1.000160457720788,,0.5,0.0,0.21968715218827128,0.21963469497859478,0.0004026317037642002,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,1,25,
torch_tm_flowpipe_native_first_order_setting_riccati_00c1087989,torch_tm_flowpipe,native_first_order_setting,riccati,0.02,1.0,0,certified_ok,validated,-0.00015553970481270964,0.1112983932840361,0.1114539329888488,0.11430042221199069,0.1114539329888488,0.1114539329888488,0.1114539329888488,-2.194143930505537,0.11111111111111112,1.0030853968996392,,1.0,0.0,0.43506839079782367,0.4264918761327863,0.006209461018443108,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,1,50,
torch_tm_flowpipe_strict_common_affine_riccati_14ad16877d,torch_tm_flowpipe,strict_common_affine,riccati,0.02,1.0,0,certified_ok,validated,-0.00015553970481270964,0.1112983932840361,0.1114539329888488,0.11430042221199069,0.1114539329888488,0.1114539329888488,0.1114539329888488,-2.194143930505537,0.11111111111111112,1.0030853968996392,,1.0,0.0,0.43506839079782367,0.4264918761327863,0.006209461018443108,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,1,50,
torch_tm_flowpipe_supplementary_native_representations_riccati_37a90f8066,torch_tm_flowpipe,supplementary_native_representations,riccati,0.02,1.0,0,certified_ok,validated,-5.904142101979132e-06,0.11114354156427668,0.11114944570637866,0.11120957020704945,0.11114944570637866,0.11114944570637866,0.11114944570637866,-2.196879625481544,0.11111111111111112,1.000345011357408,,1.0,0.0,0.43961015343666077,0.44052076525986195,0.013541210908442736,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,1,50,
torch_tm_flowpipe_native_first_order_setting_riccati_18617bc2ce,torch_tm_flowpipe,native_first_order_setting,riccati,0.05,0.1,0,certified_ok,validated,-1.904492737247831e-06,0.1010170767542815,0.10101898124701875,0.10126417882181217,0.10101898124701875,0.10101898124701875,0.10101898124701875,-2.292446846659298,0.10101010101010102,1.0000879143454855,,0.1,0.0,0.01715667126700282,0.017100255005061626,0.00014959881082177162,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,1,2,
torch_tm_flowpipe_strict_common_affine_riccati_b827c48dba,torch_tm_flowpipe,strict_common_affine,riccati,0.05,0.1,0,certified_ok,validated,-1.904492737247831e-06,0.1010170767542815,0.10101898124701875,0.10126417882181217,0.10101898124701875,0.10101898124701875,0.10101898124701875,-2.292446846659298,0.10101010101010102,1.0000879143454855,,0.1,0.0,0.01715667126700282,0.017100255005061626,0.00014959881082177162,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,1,2,
torch_tm_flowpipe_supplementary_native_representations_riccati_8f80b1c4d9,torch_tm_flowpipe,supplementary_native_representations,riccati,0.05,0.1,0,certified_ok,validated,-1.2640822776593574e-06,0.10101643792619179,0.10101770200846945,0.10113760608504538,0.10101770200846945,0.10101770200846945,0.10101770200846945,-2.292459510087827,0.10101010101010102,1.0000752498838474,,0.1,0.0,0.018379160203039646,0.017573975026607513,0.00017200270667672157,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,1,2,
torch_tm_flowpipe_native_first_order_setting_riccati_7d4985e461,torch_tm_flowpipe,native_first_order_setting,riccati,0.05,0.5,0,certified_ok,validated,-3.791751002513661e-05,0.10532984168049377,0.1053677591905189,0.10668505148379023,0.1053677591905189,0.1053677591905189,0.1053677591905189,-2.2502985797018016,0.10526315789473685,1.0009937123099295,,0.5,0.0,0.08635219791904092,0.08479587826877832,0.0009205499663949013,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,1,10,
torch_tm_flowpipe_strict_common_affine_riccati_37232d1727,torch_tm_flowpipe,strict_common_affine,riccati,0.05,0.5,0,certified_ok,validated,-3.791751002513661e-05,0.10532984168049377,0.1053677591905189,0.10668505148379023,0.1053677591905189,0.1053677591905189,0.1053677591905189,-2.2502985797018016,0.10526315789473685,1.0009937123099295,,0.5,0.0,0.08635219791904092,0.08479587826877832,0.0009205499663949013,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,1,10,
torch_tm_flowpipe_supplementary_native_representations_riccati_faed7de8c3,torch_tm_flowpipe,supplementary_native_representations,riccati,0.05,0.5,0,certified_ok,validated,-6.731606886366481e-06,0.10529828949713071,0.10530502110401709,0.10543495708850034,0.10530502110401709,0.10530502110401709,0.10530502110401709,-2.2508941771802107,0.10526315789473685,1.0003977004881621,,0.5,0.0,0.08810186292976141,0.08746908186003566,0.0001715230755507946,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,1,10,
torch_tm_flowpipe_native_first_order_setting_riccati_97ebbf7abb,torch_tm_flowpipe,native_first_order_setting,riccati,0.05,1.0,0,certified_ok,validated,-0.0001604118094126975,0.11134189826717976,0.11150231007659246,0.11433022204997195,0.11150231007659246,0.11150231007659246,0.11150231007659246,-2.193709970120865,0.11111111111111112,1.003520790689332,,1.0,0.0,0.17680542496964335,0.1695231613703072,0.000341794453561306,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,1,20,
torch_tm_flowpipe_strict_common_affine_riccati_52f5888c14,torch_tm_flowpipe,strict_common_affine,riccati,0.05,1.0,0,certified_ok,validated,-0.0001604118094126975,0.11134189826717976,0.11150231007659246,0.11433022204997195,0.11150231007659246,0.11150231007659246,0.11150231007659246,-2.193709970120865,0.11111111111111112,1.003520790689332,,1.0,0.0,0.17680542496964335,0.1695231613703072,0.000341794453561306,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,1,20,
torch_tm_flowpipe_supplementary_native_representations_riccati_ee8446f3fa,torch_tm_flowpipe,supplementary_native_representations,riccati,0.05,1.0,0,certified_ok,validated,-1.462193164621351e-05,0.11119153408658036,0.11120615601822657,0.11135050913242393,0.11120615601822657,0.11120615601822657,0.11120615601822657,-2.196369538821818,0.11111111111111112,1.0008554041640392,,1.0,0.0,0.1758730742149055,0.17535493383184075,0.0006059105508029461,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,1,20,
torch_tm_flowpipe_native_first_order_setting_harmonic_f60bdbdfd2,torch_tm_flowpipe,native_first_order_setting,harmonic,0.01,1.0,0,certified_ok,validated,-0.30101029862466055,0.30101029862466055,0.6020205972493211,0.7011983745485921,1.2040411944986422,0.6020205972493211,0.3624287995124293,-1.014927239117513,0.27635465813520727,2.1784347740387315,,1.0,0.0,1.3604011428542435,1.358950428199023,0.008891478180885315,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,2,100,
torch_tm_flowpipe_native_first_order_setting_harmonic_f60bdbdfd2,torch_tm_flowpipe,native_first_order_setting,harmonic,0.01,1.0,1,certified_ok,validated,-0.30101029862466055,0.30101029862466055,0.6020205972493211,0.7011983745485921,1.2040411944986422,0.6020205972493211,0.3624287995124293,-1.014927239117513,0.27635465813520727,2.1784347740387315,,1.0,0.0,1.3604011428542435,1.358950428199023,0.008891478180885315,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,2,100,
torch_tm_flowpipe_strict_common_affine_harmonic_be5c5bcc20,torch_tm_flowpipe,strict_common_affine,harmonic,0.01,1.0,0,certified_ok,validated,-0.30101029862466055,0.30101029862466055,0.6020205972493211,0.7011983745485921,1.2040411944986422,0.6020205972493211,0.3624287995124293,-1.014927239117513,0.27635465813520727,2.1784347740387315,,1.0,0.0,1.3604011428542435,1.358950428199023,0.008891478180885315,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,2,100,
torch_tm_flowpipe_strict_common_affine_harmonic_be5c5bcc20,torch_tm_flowpipe,strict_common_affine,harmonic,0.01,1.0,1,certified_ok,validated,-0.30101029862466055,0.30101029862466055,0.6020205972493211,0.7011983745485921,1.2040411944986422,0.6020205972493211,0.3624287995124293,-1.014927239117513,0.27635465813520727,2.1784347740387315,,1.0,0.0,1.3604011428542435,1.358950428199023,0.008891478180885315,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,2,100,
torch_tm_flowpipe_supplementary_native_representations_harmonic_4b0f6ac5de,torch_tm_flowpipe,supplementary_native_representations,harmonic,0.01,1.0,0,certified_ok,validated,-0.2738496866849527,0.2738496866849527,0.5476993733699054,0.5489871209380316,1.0953987467398107,0.5476993733699054,0.299974603589787,-1.2040574626100573,0.27635465813520727,1.9818713281899594,,1.0,0.0,1.4177388180978596,1.4165901211090386,0.0100766746327281,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,2,100,
torch_tm_flowpipe_supplementary_native_representations_harmonic_4b0f6ac5de,torch_tm_flowpipe,supplementary_native_representations,harmonic,0.01,1.0,1,certified_ok,validated,-0.2738496866849527,0.2738496866849527,0.5476993733699054,0.5489871209380316,1.0953987467398107,0.5476993733699054,0.299974603589787,-1.2040574626100573,0.27635465813520727,1.9818713281899594,,1.0,0.0,1.4177388180978596,1.4165901211090386,0.0100766746327281,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,2,100,
torch_tm_flowpipe_native_first_order_setting_harmonic_a3b41fc72f,torch_tm_flowpipe,native_first_order_setting,harmonic,0.01,5.0,0,certified_ok,validated,-42.529325349023765,42.529325349023765,85.05865069804753,105.99831774475747,170.11730139609506,85.05865069804753,7234.974058572461,8.886682053512848,0.24851729202527295,342.26451610215315,,5.0,0.0,6.843687663320452,6.78922175290063,0.015448634047061205,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,2,500,
torch_tm_flowpipe_native_first_order_setting_harmonic_a3b41fc72f,torch_tm_flowpipe,native_first_order_setting,harmonic,0.01,5.0,1,certified_ok,validated,-42.529325349023765,42.529325349023765,85.05865069804753,105.99831774475747,170.11730139609506,85.05865069804753,7234.974058572461,8.886682053512848,0.24851729202527295,342.26451610215315,,5.0,0.0,6.843687663320452,6.78922175290063,0.015448634047061205,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,2,500,
torch_tm_flowpipe_strict_common_affine_harmonic_b632e7a4be,torch_tm_flowpipe,strict_common_affine,harmonic,0.01,5.0,0,certified_ok,validated,-42.529325349023765,42.529325349023765,85.05865069804753,105.99831774475747,170.11730139609506,85.05865069804753,7234.974058572461,8.886682053512848,0.24851729202527295,342.26451610215315,,5.0,0.0,6.843687663320452,6.78922175290063,0.015448634047061205,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,2,500,
torch_tm_flowpipe_strict_common_affine_harmonic_b632e7a4be,torch_tm_flowpipe,strict_common_affine,harmonic,0.01,5.0,1,certified_ok,validated,-42.529325349023765,42.529325349023765,85.05865069804753,105.99831774475747,170.11730139609506,85.05865069804753,7234.974058572461,8.886682053512848,0.24851729202527295,342.26451610215315,,5.0,0.0,6.843687663320452,6.78922175290063,0.015448634047061205,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,2,500,
torch_tm_flowpipe_supplementary_native_representations_harmonic_9c4f935882,torch_tm_flowpipe,supplementary_native_representations,harmonic,0.01,5.0,0,certified_ok,validated,-15.401404012602425,15.401404012602425,30.80280802520485,30.87523140751928,61.6056160504097,30.80280802520485,948.8129822376243,6.855211710946674,0.24851729202527295,123.94633698999247,,5.0,0.0,7.122178792953491,7.089862619992346,0.04488817881792784,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,2,500,
torch_tm_flowpipe_supplementary_native_representations_harmonic_9c4f935882,torch_tm_flowpipe,supplementary_native_representations,harmonic,0.01,5.0,1,certified_ok,validated,-15.401404012602425,15.401404012602425,30.80280802520485,30.87523140751928,61.6056160504097,30.80280802520485,948.8129822376243,6.855211710946674,0.24851729202527295,123.94633698999247,,5.0,0.0,7.122178792953491,7.089862619992346,0.04488817881792784,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,2,500,
torch_tm_flowpipe_native_first_order_setting_harmonic_733fdfeed2,torch_tm_flowpipe,native_first_order_setting,harmonic,0.01,10.0,0,certified_ok,validated,-22532.49104885477,22532.49104885477,45064.98209770954,56185.15234994031,90129.96419541907,45064.98209770954,2030852611.466881,21.431721547471135,0.27661852799316444,162913.8236858203,,10.0,0.0,13.581806571222842,13.666105790995061,0.04511694284155965,"complete_total_degree_1(local_time,initial_generators)",1,True,False,float64,cpu,62edadcd1913e175f99dc95cb39ebaea500ba08f,py11,2,1000,
