system,h,horizon,step_index,time,state_index,interval_kind,lower,upper,proof
harmonic,0.01,1.0,88,0.88,0,endpoint,-0.14078900230975497,0.14078900230975497,closed_form_exact_interval_hull
harmonic,0.01,1.0,88,0.88,1,endpoint,-0.14078900230975497,0.14078900230975497,closed_form_exact_interval_hull
harmonic,0.01,1.0,89,0.89,0,endpoint,-0.1406483774100521,0.1406483774100521,closed_form_exact_interval_hull
harmonic,0.01,1.0,89,0.89,1,endpoint,-0.1406483774100521,0.1406483774100521,closed_form_exact_interval_hull
harmonic,0.01,1.0,90,0.9,0,endpoint,-0.1404936877898148,0.1404936877898148,closed_form_exact_interval_hull
harmonic,0.01,1.0,90,0.9,1,endpoint,-0.1404936877898148,0.1404936877898148,closed_form_exact_interval_hull
harmonic,0.01,1.0,91,0.91,0,endpoint,-0.14032494891787622,0.14032494891787622,closed_form_exact_interval_hull
harmonic,0.01,1.0,91,0.91,1,endpoint,-0.14032494891787622,0.14032494891787622,closed_form_exact_interval_hull
harmonic,0.01,1.0,92,0.92,0,endpoint,-0.1401421776679829,0.1401421776679829,closed_form_exact_interval_hull
harmonic,0.01,1.0,92,0.92,1,endpoint,-0.1401421776679829,0.1401421776679829,closed_form_exact_interval_hull
harmonic,0.01,1.0,93,0.93,0,endpoint,-0.13994539231710756,0.13994539231710756,closed_form_exact_interval_hull
harmonic,0.01,1.0,93,0.93,1,endpoint,-0.13994539231710756,0.13994539231710756,closed_form_exact_interval_hull
harmonic,0.01,1.0,94,0.9400000000000001,0,endpoint,-0.13973461254362127,0.13973461254362127,closed_form_exact_interval_hull
harmonic,0.01,1.0,94,0.9400000000000001,1,endpoint,-0.13973461254362127,0.13973461254362127,closed_form_exact_interval_hull
harmonic,0.01,1.0,95,0.9500000000000001,0,endpoint,-0.13950985942532573,0.13950985942532573,closed_form_exact_interval_hull
harmonic,0.01,1.0,95,0.9500000000000001,1,endpoint,-0.13950985942532573,0.13950985942532573,closed_form_exact_interval_hull
harmonic,0.01,1.0,96,0.96,0,endpoint,-0.1392711554373455,0.1392711554373455,closed_form_exact_interval_hull
harmonic,0.01,1.0,96,0.96,1,endpoint,-0.1392711554373455,0.1392711554373455,closed_form_exact_interval_hull
harmonic,0.01,1.0,97,0.97,0,endpoint,-0.13901852444988044,0.13901852444988044,closed_form_exact_interval_hull
harmonic,0.01,1.0,97,0.97,1,endpoint,-0.13901852444988044,0.13901852444988044,closed_form_exact_interval_hull
harmonic,0.01,1.0,98,0.98,0,endpoint,-0.13875199172581879,0.13875199172581879,closed_form_exact_interval_hull
harmonic,0.01,1.0,98,0.98,1,endpoint,-0.13875199172581879,0.13875199172581879,closed_form_exact_interval_hull
harmonic,0.01,1.0,99,0.99,0,endpoint,-0.13847158391821082,0.13847158391821082,closed_form_exact_interval_hull
harmonic,0.01,1.0,99,0.99,1,endpoint,-0.13847158391821082,0.13847158391821082,closed_form_exact_interval_hull
harmonic,0.01,1.0,100,1.0,0,endpoint,-0.13817732906760363,0.13817732906760363,closed_form_exact_interval_hull
harmonic,0.01,1.0,100,1.0,1,endpoint,-0.13817732906760363,0.13817732906760363,closed_form_exact_interval_hull
harmonic,0.01,5.0,0,0.0,0,endpoint,-0.1,0.1,closed_form_exact_interval_hull
harmonic,0.01,5.0,0,0.0,1,endpoint,-0.1,0.1,closed_form_exact_interval_hull
harmonic,0.01,5.0,1,0.01,0,endpoint,-0.1009949833750832,0.1009949833750832,closed_form_exact_interval_hull
harmonic,0.01,5.0,1,0.01,1,endpoint,-0.1009949833750832,0.1009949833750832,closed_form_exact_interval_hull
harmonic,0.01,5.0,2,0.02,0,endpoint,-0.1019798673359911,0.1019798673359911,closed_form_exact_interval_hull
harmonic,0.01,5.0,2,0.02,1,endpoint,-0.1019798673359911,0.1019798673359911,closed_form_exact_interval_hull
harmonic,0.01,5.0,3,0.03,0,endpoint,-0.10295455339514833,0.10295455339514833,closed_form_exact_interval_hull
harmonic,0.01,5.0,3,0.03,1,endpoint,-0.10295455339514833,0.10295455339514833,closed_form_exact_interval_hull
harmonic,0.01,5.0,4,0.04,0,endpoint,-0.10391894408476121,0.10391894408476121,closed_form_exact_interval_hull
harmonic,0.01,5.0,4,0.04,1,endpoint,-0.10391894408476121,0.10391894408476121,closed_form_exact_interval_hull
harmonic,0.01,5.0,5,0.05,0,endpoint,-0.10487294296656446,0.10487294296656446,closed_form_exact_interval_hull
harmonic,0.01,5.0,5,0.05,1,endpoint,-0.10487294296656446,0.10487294296656446,closed_form_exact_interval_hull
harmonic,0.01,5.0,6,0.06,0,endpoint,-0.10581645464146489,0.10581645464146489,closed_form_exact_interval_hull
harmonic,0.01,5.0,6,0.06,1,endpoint,-0.10581645464146489,0.10581645464146489,closed_form_exact_interval_hull
harmonic,0.01,5.0,7,0.07,0,endpoint,-0.10674938475908125,0.10674938475908125,closed_form_exact_interval_hull
harmonic,0.01,5.0,7,0.07,1,endpoint,-0.10674938475908125,0.10674938475908125,closed_form_exact_interval_hull
harmonic,0.01,5.0,8,0.08,0,endpoint,-0.10767164002717922,0.10767164002717922,closed_form_exact_interval_hull
harmonic,0.01,5.0,8,0.08,1,endpoint,-0.10767164002717922,0.10767164002717922,closed_form_exact_interval_hull
harmonic,0.01,5.0,9,0.09,0,endpoint,-0.10858312822100054,0.10858312822100054,closed_form_exact_interval_hull
harmonic,0.01,5.0,9,0.09,1,endpoint,-0.10858312822100054,0.10858312822100054,closed_form_exact_interval_hull
harmonic,0.01,5.0,10,0.1,0,endpoint,-0.1094837581924854,0.1094837581924854,closed_form_exact_interval_hull
harmonic,0.01,5.0,10,0.1,1,endpoint,-0.1094837581924854,0.1094837581924854,closed_form_exact_interval_hull
harmonic,0.01,5.0,11,0.11,0,endpoint,-0.11037343987938718,0.11037343987938718,closed_form_exact_interval_hull
harmonic,0.01,5.0,11,0.11,1,endpoint,-0.11037343987938718,0.11037343987938718,closed_form_exact_interval_hull
harmonic,0.01,5.0,12,0.12,0,endpoint,-0.11125208431427856,0.11125208431427856,closed_form_exact_interval_hull
harmonic,0.01,5.0,12,0.12,1,endpoint,-0.11125208431427856,0.11125208431427856,closed_form_exact_interval_hull
harmonic,0.01,5.0,13,0.13,0,endpoint,-0.1121196036334483,0.1121196036334483,closed_form_exact_interval_hull
harmonic,0.01,5.0,13,0.13,1,endpoint,-0.1121196036334483,0.1121196036334483,closed_form_exact_interval_hull
harmonic,0.01,5.0,14,0.14,0,endpoint,-0.11297591108568737,0.11297591108568737,closed_form_exact_interval_hull
harmonic,0.01,5.0,14,0.14,1,endpoint,-0.11297591108568737,0.11297591108568737,closed_form_exact_interval_hull
harmonic,0.01,5.0,15,0.15,0,endpoint,-0.11382092104096415,0.11382092104096415,closed_form_exact_interval_hull
harmonic,0.01,5.0,15,0.15,1,endpoint,-0.11382092104096415,0.11382092104096415,closed_form_exact_interval_hull
harmonic,0.01,5.0,16,0.16,0,endpoint,-0.11465454899898729,0.11465454899898729,closed_form_exact_interval_hull
harmonic,0.01,5.0,16,0.16,1,endpoint,-0.11465454899898729,0.11465454899898729,closed_form_exact_interval_hull
harmonic,0.01,5.0,17,0.17,0,endpoint,-0.11547671159765568,0.11547671159765568,closed_form_exact_interval_hull
harmonic,0.01,5.0,17,0.17,1,endpoint,-0.11547671159765568,0.11547671159765568,closed_form_exact_interval_hull
harmonic,0.01,5.0,18,0.18,0,endpoint,-0.11628732662139457,0.11628732662139457,closed_form_exact_interval_hull
harmonic,0.01,5.0,18,0.18,1,endpoint,-0.11628732662139457,0.11628732662139457,closed_form_exact_interval_hull
harmonic,0.01,5.0,19,0.19,0,endpoint,-0.1170863130093771,0.1170863130093771,closed_form_exact_interval_hull
harmonic,0.01,5.0,19,0.19,1,endpoint,-0.1170863130093771,0.1170863130093771,closed_form_exact_interval_hull
harmonic,0.01,5.0,20,0.2,0,endpoint,-0.11787359086363029,0.11787359086363029,closed_form_exact_interval_hull
harmonic,0.01,5.0,20,0.2,1,endpoint,-0.11787359086363029,0.11787359086363029,closed_form_exact_interval_hull
harmonic,0.01,5.0,21,0.21,0,endpoint,-0.1186490814570248,0.1186490814570248,closed_form_exact_interval_hull
harmonic,0.01,5.0,21,0.21,1,endpoint,-0.1186490814570248,0.1186490814570248,closed_form_exact_interval_hull
harmonic,0.01,5.0,22,0.22,0,endpoint,-0.11941270724114748,0.11941270724114748,closed_form_exact_interval_hull
harmonic,0.01,5.0,22,0.22,1,endpoint,-0.11941270724114748,0.11941270724114748,closed_form_exact_interval_hull
harmonic,0.01,5.0,23,0.23,0,endpoint,-0.12016439185405633,0.12016439185405633,closed_form_exact_interval_hull
harmonic,0.01,5.0,23,0.23,1,endpoint,-0.12016439185405633,0.12016439185405633,closed_form_exact_interval_hull
harmonic,0.01,5.0,24,0.24,0,endpoint,-0.12090406012791644,0.12090406012791644,closed_form_exact_interval_hull
harmonic,0.01,5.0,24,0.24,1,endpoint,-0.12090406012791644,0.12090406012791644,closed_form_exact_interval_hull
harmonic,0.01,5.0,25,0.25,0,endpoint,-0.12163163809651678,0.12163163809651678,closed_form_exact_interval_hull
harmonic,0.01,5.0,25,0.25,1,endpoint,-0.12163163809651678,0.12163163809651678,closed_form_exact_interval_hull
harmonic,0.01,5.0,26,0.26,0,endpoint,-0.12234705300266684,0.12234705300266684,closed_form_exact_interval_hull
harmonic,0.01,5.0,26,0.26,1,endpoint,-0.12234705300266684,0.12234705300266684,closed_form_exact_interval_hull
harmonic,0.01,5.0,27,0.27,0,endpoint,-0.12305023330547217,0.12305023330547217,closed_form_exact_interval_hull
harmonic,0.01,5.0,27,0.27,1,endpoint,-0.12305023330547217,0.12305023330547217,closed_form_exact_interval_hull
harmonic,0.01,5.0,28,0.28,0,endpoint,-0.12374110868748847,0.12374110868748847,closed_form_exact_interval_hull
harmonic,0.01,5.0,28,0.28,1,endpoint,-0.12374110868748847,0.12374110868748847,closed_form_exact_interval_hull
harmonic,0.01,5.0,29,0.29,0,endpoint,-0.12441961006175328,0.12441961006175328,closed_form_exact_interval_hull
harmonic,0.01,5.0,29,0.29,1,endpoint,-0.12441961006175328,0.12441961006175328,closed_form_exact_interval_hull
harmonic,0.01,5.0,30,0.3,0,endpoint,-0.12508566957869457,0.12508566957869457,closed_form_exact_interval_hull
harmonic,0.01,5.0,30,0.3,1,endpoint,-0.12508566957869457,0.12508566957869457,closed_form_exact_interval_hull
harmonic,0.01,5.0,31,0.31,0,endpoint,-0.1257392206329157,0.1257392206329157,closed_form_exact_interval_hull
harmonic,0.01,5.0,31,0.31,1,endpoint,-0.1257392206329157,0.1257392206329157,closed_form_exact_interval_hull
harmonic,0.01,5.0,32,0.32,0,endpoint,-0.12638019786985585,0.12638019786985585,closed_form_exact_interval_hull
harmonic,0.01,5.0,32,0.32,1,endpoint,-0.12638019786985585,0.12638019786985585,closed_form_exact_interval_hull
harmonic,0.01,5.0,33,0.33,0,endpoint,-0.12700853719232555,0.12700853719232555,closed_form_exact_interval_hull
harmonic,0.01,5.0,33,0.33,1,endpoint,-0.12700853719232555,0.12700853719232555,closed_form_exact_interval_hull
harmonic,0.01,5.0,34,0.34,0,endpoint,-0.12762417576691606,0.12762417576691606,closed_form_exact_interval_hull
harmonic,0.01,5.0,34,0.34,1,endpoint,-0.12762417576691606,0.12762417576691606,closed_form_exact_interval_hull
harmonic,0.01,5.0,35,0.35000000000000003,0,endpoint,-0.12822705203028303,0.12822705203028303,closed_form_exact_interval_hull
harmonic,0.01,5.0,35,0.35000000000000003,1,endpoint,-0.12822705203028303,0.12822705203028303,closed_form_exact_interval_hull
harmonic,0.01,5.0,36,0.36,0,endpoint,-0.12881710569530247,0.12881710569530247,closed_form_exact_interval_hull
harmonic,0.01,5.0,36,0.36,1,endpoint,-0.12881710569530247,0.12881710569530247,closed_form_exact_interval_hull
harmonic,0.01,5.0,37,0.37,0,endpoint,-0.12939427775709966,0.12939427775709966,closed_form_exact_interval_hull
harmonic,0.01,5.0,37,0.37,1,endpoint,-0.12939427775709966,0.12939427775709966,closed_form_exact_interval_hull
harmonic,0.01,5.0,38,0.38,0,endpoint,-0.1299585104989493,0.1299585104989493,closed_form_exact_interval_hull
harmonic,0.01,5.0,38,0.38,1,endpoint,-0.1299585104989493,0.1299585104989493,closed_form_exact_interval_hull
harmonic,0.01,5.0,39,0.39,0,endpoint,-0.13050974749804745,0.13050974749804745,closed_form_exact_interval_hull
harmonic,0.01,5.0,39,0.39,1,endpoint,-0.13050974749804745,0.13050974749804745,closed_form_exact_interval_hull
harmonic,0.01,5.0,40,0.4,0,endpoint,-0.13104793363115358,0.13104793363115358,closed_form_exact_interval_hull
harmonic,0.01,5.0,40,0.4,1,endpoint,-0.13104793363115358,0.13104793363115358,closed_form_exact_interval_hull
harmonic,0.01,5.0,41,0.41000000000000003,0,endpoint,-0.13157301508010283,0.13157301508010283,closed_form_exact_interval_hull
harmonic,0.01,5.0,41,0.41000000000000003,1,endpoint,-0.13157301508010283,0.13157301508010283,closed_form_exact_interval_hull
harmonic,0.01,5.0,42,0.42,0,endpoint,-0.13208493933718785,0.13208493933718785,closed_form_exact_interval_hull
harmonic,0.01,5.0,42,0.42,1,endpoint,-0.13208493933718785,0.13208493933718785,closed_form_exact_interval_hull
harmonic,0.01,5.0,43,0.43,0,endpoint,-0.1325836552104096,0.1325836552104096,closed_form_exact_interval_hull
harmonic,0.01,5.0,43,0.43,1,endpoint,-0.1325836552104096,0.1325836552104096,closed_form_exact_interval_hull
harmonic,0.01,5.0,44,0.44,0,endpoint,-0.1330691128285963,0.1330691128285963,closed_form_exact_interval_hull
harmonic,0.01,5.0,44,0.44,1,endpoint,-0.1330691128285963,0.1330691128285963,closed_form_exact_interval_hull
harmonic,0.01,5.0,45,0.45,0,endpoint,-0.1335412636463907,0.1335412636463907,closed_form_exact_interval_hull
harmonic,0.01,5.0,45,0.45,1,endpoint,-0.1335412636463907,0.1335412636463907,closed_form_exact_interval_hull
harmonic,0.01,5.0,46,0.46,0,endpoint,-0.1340000604491045,0.1340000604491045,closed_form_exact_interval_hull
harmonic,0.01,5.0,46,0.46,1,endpoint,-0.1340000604491045,0.1340000604491045,closed_form_exact_interval_hull
harmonic,0.01,5.0,47,0.47000000000000003,0,endpoint,-0.13444545735743973,0.13444545735743973,closed_form_exact_interval_hull
harmonic,0.01,5.0,47,0.47000000000000003,1,endpoint,-0.13444545735743973,0.13444545735743973,closed_form_exact_interval_hull
harmonic,0.01,5.0,48,0.48,0,endpoint,-0.13487740983207672,0.13487740983207672,closed_form_exact_interval_hull
harmonic,0.01,5.0,48,0.48,1,endpoint,-0.13487740983207672,0.13487740983207672,closed_form_exact_interval_hull
harmonic,0.01,5.0,49,0.49,0,endpoint,-0.13529587467812795,0.13529587467812795,closed_form_exact_interval_hull
harmonic,0.01,5.0,49,0.49,1,endpoint,-0.13529587467812795,0.13529587467812795,closed_form_exact_interval_hull
harmonic,0.01,5.0,50,0.5,0,endpoint,-0.13570081004945758,0.13570081004945758,closed_form_exact_interval_hull
harmonic,0.01,5.0,50,0.5,1,endpoint,-0.13570081004945758,0.13570081004945758,closed_form_exact_interval_hull
harmonic,0.01,5.0,51,0.51,0,endpoint,-0.1360921754528659,0.1360921754528659,closed_form_exact_interval_hull
harmonic,0.01,5.0,51,0.51,1,endpoint,-0.1360921754528659,0.1360921754528659,closed_form_exact_interval_hull
harmonic,0.01,5.0,52,0.52,0,endpoint,-0.13646993175213867,0.13646993175213867,closed_form_exact_interval_hull
harmonic,0.01,5.0,52,0.52,1,endpoint,-0.13646993175213867,0.13646993175213867,closed_form_exact_interval_hull
harmonic,0.01,5.0,53,0.53,0,endpoint,-0.1368340411719608,0.1368340411719608,closed_form_exact_interval_hull
harmonic,0.01,5.0,53,0.53,1,endpoint,-0.1368340411719608,0.1368340411719608,closed_form_exact_interval_hull
harmonic,0.01,5.0,54,0.54,0,endpoint,-0.13718446730169376,0.13718446730169376,closed_form_exact_interval_hull
harmonic,0.01,5.0,54,0.54,1,endpoint,-0.13718446730169376,0.13718446730169376,closed_form_exact_interval_hull
harmonic,0.01,5.0,55,0.55,0,endpoint,-0.13752117509901648,0.13752117509901648,closed_form_exact_interval_hull
harmonic,0.01,5.0,55,0.55,1,endpoint,-0.13752117509901648,0.13752117509901648,closed_form_exact_interval_hull
harmonic,0.01,5.0,56,0.56,0,endpoint,-0.13784413089342995,0.13784413089342995,closed_form_exact_interval_hull
harmonic,0.01,5.0,56,0.56,1,endpoint,-0.13784413089342995,0.13784413089342995,closed_form_exact_interval_hull
harmonic,0.01,5.0,57,0.5700000000000001,0,endpoint,-0.1381533023896238,0.1381533023896238,closed_form_exact_interval_hull
harmonic,0.01,5.0,57,0.5700000000000001,1,endpoint,-0.1381533023896238,0.1381533023896238,closed_form_exact_interval_hull
harmonic,0.01,5.0,58,0.58,0,endpoint,-0.13844865867070605,0.13844865867070605,closed_form_exact_interval_hull
harmonic,0.01,5.0,58,0.58,1,endpoint,-0.13844865867070605,0.13844865867070605,closed_form_exact_interval_hull
harmonic,0.01,5.0,59,0.59,0,endpoint,-0.13873017020129474,0.13873017020129474,closed_form_exact_interval_hull
harmonic,0.01,5.0,59,0.59,1,endpoint,-0.13873017020129474,0.13873017020129474,closed_form_exact_interval_hull
harmonic,0.01,5.0,60,0.6,0,endpoint,-0.1389978088304714,0.1389978088304714,closed_form_exact_interval_hull
harmonic,0.01,5.0,60,0.6,1,endpoint,-0.1389978088304714,0.1389978088304714,closed_form_exact_interval_hull
harmonic,0.01,5.0,61,0.61,0,endpoint,-0.1392515477945961,0.1392515477945961,closed_form_exact_interval_hull
harmonic,0.01,5.0,61,0.61,1,endpoint,-0.1392515477945961,0.1392515477945961,closed_form_exact_interval_hull
harmonic,0.01,5.0,62,0.62,0,endpoint,-0.13949136171998391,0.13949136171998391,closed_form_exact_interval_hull
harmonic,0.01,5.0,62,0.62,1,endpoint,-0.13949136171998391,0.13949136171998391,closed_form_exact_interval_hull
harmonic,0.01,5.0,63,0.63,0,endpoint,-0.13971722662544214,0.13971722662544214,closed_form_exact_interval_hull
harmonic,0.01,5.0,63,0.63,1,endpoint,-0.13971722662544214,0.13971722662544214,closed_form_exact_interval_hull
harmonic,0.01,5.0,64,0.64,0,endpoint,-0.1399291199246685,0.1399291199246685,closed_form_exact_interval_hull
harmonic,0.01,5.0,64,0.64,1,endpoint,-0.1399291199246685,0.1399291199246685,closed_form_exact_interval_hull
harmonic,0.01,5.0,65,0.65,0,endpoint,-0.14012702042850955,0.14012702042850955,closed_form_exact_interval_hull
harmonic,0.01,5.0,65,0.65,1,endpoint,-0.14012702042850955,0.14012702042850955,closed_form_exact_interval_hull
harmonic,0.01,5.0,66,0.66,0,endpoint,-0.14031090834707988,0.14031090834707988,closed_form_exact_interval_hull
harmonic,0.01,5.0,66,0.66,1,endpoint,-0.14031090834707988,0.14031090834707988,closed_form_exact_interval_hull
harmonic,0.01,5.0,67,0.67,0,endpoint,-0.14048076529174092,0.14048076529174092,closed_form_exact_interval_hull
harmonic,0.01,5.0,67,0.67,1,endpoint,-0.14048076529174092,0.14048076529174092,closed_form_exact_interval_hull
harmonic,0.01,5.0,68,0.68,0,endpoint,-0.14063657427693965,0.14063657427693965,closed_form_exact_interval_hull
harmonic,0.01,5.0,68,0.68,1,endpoint,-0.14063657427693965,0.14063657427693965,closed_form_exact_interval_hull
harmonic,0.01,5.0,69,0.6900000000000001,0,endpoint,-0.14077831972190746,0.14077831972190746,closed_form_exact_interval_hull
harmonic,0.01,5.0,69,0.6900000000000001,1,endpoint,-0.14077831972190746,0.14077831972190746,closed_form_exact_interval_hull
harmonic,0.01,5.0,70,0.7000000000000001,0,endpoint,-0.14090598745221797,0.14090598745221797,closed_form_exact_interval_hull
harmonic,0.01,5.0,70,0.7000000000000001,1,endpoint,-0.14090598745221797,0.14090598745221797,closed_form_exact_interval_hull
harmonic,0.01,5.0,71,0.71,0,endpoint,-0.14101956470120447,0.14101956470120447,closed_form_exact_interval_hull
harmonic,0.01,5.0,71,0.71,1,endpoint,-0.14101956470120447,0.14101956470120447,closed_form_exact_interval_hull
harmonic,0.01,5.0,72,0.72,0,endpoint,-0.14111904011123683,0.14111904011123683,closed_form_exact_interval_hull
harmonic,0.01,5.0,72,0.72,1,endpoint,-0.14111904011123683,0.14111904011123683,closed_form_exact_interval_hull
harmonic,0.01,5.0,73,0.73,0,endpoint,-0.14120440373485682,0.14120440373485682,closed_form_exact_interval_hull
harmonic,0.01,5.0,73,0.73,1,endpoint,-0.14120440373485682,0.14120440373485682,closed_form_exact_interval_hull
harmonic,0.01,5.0,74,0.74,0,endpoint,-0.1412756470357733,0.1412756470357733,closed_form_exact_interval_hull
harmonic,0.01,5.0,74,0.74,1,endpoint,-0.1412756470357733,0.1412756470357733,closed_form_exact_interval_hull
harmonic,0.01,5.0,75,0.75,0,endpoint,-0.1413327628897155,0.1413327628897155,closed_form_exact_interval_hull
harmonic,0.01,5.0,75,0.75,1,endpoint,-0.1413327628897155,0.1413327628897155,closed_form_exact_interval_hull
harmonic,0.01,5.0,76,0.76,0,endpoint,-0.14137574558514565,0.14137574558514565,closed_form_exact_interval_hull
harmonic,0.01,5.0,76,0.76,1,endpoint,-0.14137574558514565,0.14137574558514565,closed_form_exact_interval_hull
harmonic,0.01,5.0,77,0.77,0,endpoint,-0.14140459082383,0.14140459082383,closed_form_exact_interval_hull
harmonic,0.01,5.0,77,0.77,1,endpoint,-0.14140459082383,0.14140459082383,closed_form_exact_interval_hull
harmonic,0.01,5.0,78,0.78,0,endpoint,-0.14141929572126877,0.14141929572126877,closed_form_exact_interval_hull
harmonic,0.01,5.0,78,0.78,1,endpoint,-0.14141929572126877,0.14141929572126877,closed_form_exact_interval_hull
harmonic,0.01,5.0,79,0.79,0,endpoint,-0.14141985880698438,0.14141985880698438,closed_form_exact_interval_hull
harmonic,0.01,5.0,79,0.79,1,endpoint,-0.14141985880698438,0.14141985880698438,closed_form_exact_interval_hull
harmonic,0.01,5.0,80,0.8,0,endpoint,-0.14140628002466882,0.14140628002466882,closed_form_exact_interval_hull
harmonic,0.01,5.0,80,0.8,1,endpoint,-0.14140628002466882,0.14140628002466882,closed_form_exact_interval_hull
harmonic,0.01,5.0,81,0.81,0,endpoint,-0.14137856073218896,0.14137856073218896,closed_form_exact_interval_hull
harmonic,0.01,5.0,81,0.81,1,endpoint,-0.14137856073218896,0.14137856073218896,closed_form_exact_interval_hull
harmonic,0.01,5.0,82,0.8200000000000001,0,endpoint,-0.14133670370145096,0.14133670370145096,closed_form_exact_interval_hull
harmonic,0.01,5.0,82,0.8200000000000001,1,endpoint,-0.14133670370145096,0.14133670370145096,closed_form_exact_interval_hull
harmonic,0.01,5.0,83,0.8300000000000001,0,endpoint,-0.14128071311812299,0.14128071311812299,closed_form_exact_interval_hull
harmonic,0.01,5.0,83,0.8300000000000001,1,endpoint,-0.14128071311812299,0.14128071311812299,closed_form_exact_interval_hull
harmonic,0.01,5.0,84,0.84,0,endpoint,-0.14121059458121676,0.14121059458121676,closed_form_exact_interval_hull
harmonic,0.01,5.0,84,0.84,1,endpoint,-0.14121059458121676,0.14121059458121676,closed_form_exact_interval_hull
harmonic,0.01,5.0,85,0.85,0,endpoint,-0.1411263551025275,0.1411263551025275,closed_form_exact_interval_hull
harmonic,0.01,5.0,85,0.85,1,endpoint,-0.1411263551025275,0.1411263551025275,closed_form_exact_interval_hull
harmonic,0.01,5.0,86,0.86,0,endpoint,-0.1410280031059329,0.1410280031059329,closed_form_exact_interval_hull
harmonic,0.01,5.0,86,0.86,1,endpoint,-0.1410280031059329,0.1410280031059329,closed_form_exact_interval_hull
harmonic,0.01,5.0,87,0.87,0,endpoint,-0.14091554842655063,0.14091554842655063,closed_form_exact_interval_hull
harmonic,0.01,5.0,87,0.87,1,endpoint,-0.14091554842655063,0.14091554842655063,closed_form_exact_interval_hull
harmonic,0.01,5.0,88,0.88,0,endpoint,-0.14078900230975497,0.14078900230975497,closed_form_exact_interval_hull
harmonic,0.01,5.0,88,0.88,1,endpoint,-0.14078900230975497,0.14078900230975497,closed_form_exact_interval_hull
harmonic,0.01,5.0,89,0.89,0,endpoint,-0.1406483774100521,0.1406483774100521,closed_form_exact_interval_hull
harmonic,0.01,5.0,89,0.89,1,endpoint,-0.1406483774100521,0.1406483774100521,closed_form_exact_interval_hull
harmonic,0.01,5.0,90,0.9,0,endpoint,-0.1404936877898148,0.1404936877898148,closed_form_exact_interval_hull
harmonic,0.01,5.0,90,0.9,1,endpoint,-0.1404936877898148,0.1404936877898148,closed_form_exact_interval_hull
harmonic,0.01,5.0,91,0.91,0,endpoint,-0.14032494891787622,0.14032494891787622,closed_form_exact_interval_hull
harmonic,0.01,5.0,91,0.91,1,endpoint,-0.14032494891787622,0.14032494891787622,closed_form_exact_interval_hull
harmonic,0.01,5.0,92,0.92,0,endpoint,-0.1401421776679829,0.1401421776679829,closed_form_exact_interval_hull
harmonic,0.01,5.0,92,0.92,1,endpoint,-0.1401421776679829,0.1401421776679829,closed_form_exact_interval_hull
harmonic,0.01,5.0,93,0.93,0,endpoint,-0.13994539231710756,0.13994539231710756,closed_form_exact_interval_hull
harmonic,0.01,5.0,93,0.93,1,endpoint,-0.13994539231710756,0.13994539231710756,closed_form_exact_interval_hull
harmonic,0.01,5.0,94,0.9400000000000001,0,endpoint,-0.13973461254362127,0.13973461254362127,closed_form_exact_interval_hull
harmonic,0.01,5.0,94,0.9400000000000001,1,endpoint,-0.13973461254362127,0.13973461254362127,closed_form_exact_interval_hull
harmonic,0.01,5.0,95,0.9500000000000001,0,endpoint,-0.13950985942532573,0.13950985942532573,closed_form_exact_interval_hull
harmonic,0.01,5.0,95,0.9500000000000001,1,endpoint,-0.13950985942532573,0.13950985942532573,closed_form_exact_interval_hull
harmonic,0.01,5.0,96,0.96,0,endpoint,-0.1392711554373455,0.1392711554373455,closed_form_exact_interval_hull
harmonic,0.01,5.0,96,0.96,1,endpoint,-0.1392711554373455,0.1392711554373455,closed_form_exact_interval_hull
harmonic,0.01,5.0,97,0.97,0,endpoint,-0.13901852444988044,0.13901852444988044,closed_form_exact_interval_hull
harmonic,0.01,5.0,97,0.97,1,endpoint,-0.13901852444988044,0.13901852444988044,closed_form_exact_interval_hull
harmonic,0.01,5.0,98,0.98,0,endpoint,-0.13875199172581879,0.13875199172581879,closed_form_exact_interval_hull
harmonic,0.01,5.0,98,0.98,1,endpoint,-0.13875199172581879,0.13875199172581879,closed_form_exact_interval_hull
harmonic,0.01,5.0,99,0.99,0,endpoint,-0.13847158391821082,0.13847158391821082,closed_form_exact_interval_hull
harmonic,0.01,5.0,99,0.99,1,endpoint,-0.13847158391821082,0.13847158391821082,closed_form_exact_interval_hull
harmonic,0.01,5.0,100,1.0,0,endpoint,-0.13817732906760363,0.13817732906760363,closed_form_exact_interval_hull
harmonic,0.01,5.0,100,1.0,1,endpoint,-0.13817732906760363,0.13817732906760363,closed_form_exact_interval_hull
harmonic,0.01,5.0,101,1.01,0,endpoint,-0.13786925659923707,0.13786925659923707,closed_form_exact_interval_hull
harmonic,0.01,5.0,101,1.01,1,endpoint,-0.13786925659923707,0.13786925659923707,closed_form_exact_interval_hull
harmonic,0.01,5.0,102,1.02,0,endpoint,-0.13754739732010127,0.13754739732010127,closed_form_exact_interval_hull
harmonic,0.01,5.0,102,1.02,1,endpoint,-0.13754739732010127,0.13754739732010127,closed_form_exact_interval_hull
harmonic,0.01,5.0,103,1.03,0,endpoint,-0.13721178341585588,0.13721178341585588,closed_form_exact_interval_hull
harmonic,0.01,5.0,103,1.03,1,endpoint,-0.13721178341585588,0.13721178341585588,closed_form_exact_interval_hull
harmonic,0.01,5.0,104,1.04,0,endpoint,-0.1368624484476117,0.1368624484476117,closed_form_exact_interval_hull
