step,time,decision,minimum_target_margin,model_remainder_width_max,parameterization_remainder_width_max,scale_max,inverse_scale_max,endpoint_width_max,tube_width_max,composition_ledger_width_max
1,0.0,accept,0.009086661429657012,0.0,0.0,0.1499999999999999,19.999999999999982,0.30131289066811284,0.32544545957617266,0.0018197179678526901
2,0.01,accept,0.0090716861047859,0.0018260478231866208,0.0,0.15054967741151012,16.17595981813843,0.3026415449070028,0.32651403376614696,0.029538076213865925
3,0.02,accept,0.0090574926807013,0.00185602086318674,0.029538076213865925,0.15100698572424723,13.598267700527476,0.30377881732193,0.32737603659507974,0.05021699641558376
4,0.03,accept,0.009044126773224508,0.001884433098702875,0.05021699641558376,0.15137134881172715,11.74820347100027,0.3047232652546561,0.3280303784515035,0.06577390273070124
5,0.04,accept,0.009031616464247548,0.001911192952145166,0.06577390273070124,0.15164246467718065,10.359898190126632,0.30547413805916745,0.3284767094976624,0.07812585966948499
6,0.05,accept,0.00902000604152336,0.0019362438775277922,0.07812585966948499,0.1518203099068135,9.283011619469164,0.3060312787354471,0.32871531963898803,0.08835857722279994
7,0.06,accept,0.009009325565339244,0.0019594968886888307,0.08835857722279994,0.15190514311213105,8.426138946877403,0.3063951307237722,0.32874714330774646,0.09713335429090028
8,0.07,accept,0.008999598179786475,0.0019808914343297413,0.09713335429090028,0.15189750594619633,7.730515011881834,0.3065667400899892,0.3285737593087994,0.10487658073961932
9,0.08,accept,0.008990848294352323,0.0020003807842393882,0.10487658073961932,0.15179822231981097,7.1566445068908635,0.3065477535271608,0.33842842102274706,0.11187601247354556
10,0.09,accept,0.00898309506056231,0.0020179156749831556,0.11187601247354556,0.15160839565592354,6.677007236955284,0.32062301113013403,0.3591892609684568,0.11833314310803184
11,0.1,accept,0.00897635027285556,0.0020334573653491795,0.11833314310803184,0.15944275238293262,6.608101089119621,0.3396578508682382,0.37923709337034683,0.12439355847245076
12,0.11,accept,0.008970626860106455,0.0020469818429395695,0.12439355847245076,0.1687307276678874,6.624144351709169,0.3579593786438604,0.3984807762917908,0.1301653237556432
13,0.12,accept,0.00896593075773562,0.0020584628488519627,0.1301653237556432,0.17760927967262935,6.644042806473074,0.37544116981437514,0.41683184596588574,0.13573047666275914
14,0.13,accept,0.008962254845668604,0.0020678881403700887,0.13573047666275914,0.18605856985351674,6.667769607416111,0.39206456939888623,0.4342499958468782,0.1411525832074429
15,0.14,accept,0.008959602045314976,0.0020752716209792937,0.1411525832074429,0.1940621142252158,6.6952982901929445,0.40779710766052135,0.45070149704706663,0.14648129282189237
16,0.15,accept,0.008957967320820884,0.002080607150713386,0.14648129282189237,0.20160482399492968,6.72660281584692,0.42260915789567544,0.4661558570605153,0.15175724224848547
17,0.16,accept,0.008957339370409323,0.002083904548511736,0.15175724224848547,0.20867539233551463,6.76165714439273,0.4364786858668406,0.4805905662998262,0.15701261625961835
18,0.17,accept,0.008957702919746145,0.002085186210516987,0.15701261625961835,0.21526470375096107,6.800434781541845,0.4493879941327352,0.49398785921433275,0.16227416429666558
19,0.18,accept,0.008959014101126836,0.0020844825255573922,0.16227416429666558,0.2213657774796425,6.842906451000745,0.4613236551718709,0.506334573890169,0.16756449013597524
20,0.19,accept,0.008961262939063687,0.0020818811171033624,0.16756449013597524,0.22698493956797192,6.8890454987246095,0.47229883183485155,0.5176445080599816,0.17289467507321787
