run_id,mode,order,adaptive_order_fallback,fallback_from_order,refinement_pass,residual_subset_current,validation_mode,cutoff_threshold,target_remainder_radius,status,runtime_s,validated_segments,last_validated_t,last_attempted_t,min_h_used,min_regular_h_used,min_final_alignment_h,h_below_flowstar_min_count,max_h_used,num_step_rejections,num_accepted_steps,num_rejected_steps,num_order8_steps,num_order8_attempts,failure_reason,final_width_sum,max_width_sum,max_residual_width_sum,max_remainder_width_sum,notes
flowstar_style_o6_target_refined,flowstar_style,6,,,,,target_remainder_refined,,0.0001,failed,621.6946182763204,180,2.0436221052452312,2.0474514732733469,0.0020171156691308999,0.0020171156691308999,,0,0.031640625000000006,111,180,111,0,0,Picard residual not subset of target remainder,9.9256921567461873,9.9256921567461873,0.00056012469863765126,0.00019460673803539514,Picard residual not subset of target remainder
flowstar_style_o6_target_refined_cutoff,flowstar_style,6,,,,,target_remainder_refined,1e-10,0.0001,failed,627.2266834191978,180,2.0436221052452312,2.0474514732733469,0.0020171156691308999,0.0020171156691308999,,0,0.031640625000000006,111,180,111,0,0,Picard residual not subset of target remainder,9.9256921567461873,9.9256921567461873,0.00056012469863765126,0.00019460673803539514,Picard residual not subset of target remainder
