run_id,mode,order,validation_mode,cutoff_threshold,target_remainder_radius,segment_index,status,validation_attempts,t_lo,t_hi,h,x_lo,x_hi,y_lo,y_hi,width_x,width_y,width_sum,step_rejections,next_h,message
flowstar_style_o6_target_refined,flowstar_style,6,target_remainder_refined,,0.0001,0,validated,6,0,0.025000000000000001,0.025000000000000001,1.1582145444845917,1.4600660599355049,2.2532624030284012,2.4061332404056697,0.30185151545091315,0.15287083737726848,0.45472235282818163,2,0.037500000000000006,
flowstar_style_o6_target_refined,flowstar_style,6,target_remainder_refined,,0.0001,1,validated,6,0.025000000000000001,0.043750000000000004,0.018750000000000003,1.2001091875905618,1.504450198146273,2.1747221151862313,2.3673436656135265,0.30434101055571117,0.19262155042729523,0.4969625609830064,1,0.028125000000000004,
flowstar_style_o6_target_refined,flowstar_style,6,target_remainder_refined,,0.0001,2,validated,7,0.043750000000000004,0.071875000000000008,0.028125000000000004,1.2603721886932822,1.5692581210545344,2.0486726877964507,2.2999001647773318,0.30888593236125228,0.2512274769808811,0.56011340934213338,0,0.042187500000000003,
flowstar_style_o6_target_refined,flowstar_style,6,target_remainder_refined,,0.0001,3,validated,6,0.071875000000000008,0.092968750000000017,0.021093750000000001,1.3030192365859179,1.6166931996034377,1.9481410612777039,2.242777022608252,0.31367396301751982,0.29463596133054804,0.60830992434806785,1,0.031640625000000006,
flowstar_style_o6_target_refined,flowstar_style,6,target_remainder_refined,,0.0001,4,validated,8,0.092968750000000017,0.12460937500000002,0.031640625000000006,1.3632722876614263,1.685080372650531,1.7902245944110642,2.1471321767404836,0.32180808498910474,0.35690758232941944,0.67871566731852417,0,0.047460937500000008,
flowstar_style_o6_target_refined,flowstar_style,6,target_remainder_refined,,0.0001,5,validated,7,0.12460937500000002,0.14833984375000003,0.023730468750000004,1.4049187442568445,1.7344960587525919,1.6669788286944929,2.0690326954612446,0.32957731449574745,0.4020538667667517,0.73163118126249915,1,0.035595703125000003,
flowstar_style_o6_target_refined,flowstar_style,6,target_remainder_refined,,0.0001,6,validated,6,0.14833984375000003,0.16613769531250003,0.017797851562500001,1.4341001748551456,1.7704250860417456,1.572564902940802,2.0075067076355131,0.33632491118660002,0.43494180469471111,0.77126671588131113,1,0.026696777343750002,
flowstar_style_o6_target_refined,flowstar_style,6,target_remainder_refined,,0.0001,7,validated,8,0.16613769531250003,0.19283447265625003,0.026696777343750002,1.4749591248600309,1.821955728279276,1.4297176926097837,1.9107133326956531,0.3469966034192451,0.48099564008586948,0.82799224350511458,0,0.040045166015625001,
flowstar_style_o6_target_refined,flowstar_style,6,target_remainder_refined,,0.0001,8,validated,7,0.19283447265625003,0.21285705566406254,0.020022583007812501,1.5029457566954036,1.8590258177320744,1.3218586711495197,1.8357740534465783,0.35608006103667078,0.51391538229705858,0.86999544333372936,1,0.030033874511718753,
flowstar_style_o6_target_refined,flowstar_style,6,target_remainder_refined,,0.0001,9,validated,6,0.21285705566406254,0.22787399291992191,0.015016937255859376,1.5224358155413147,1.8859178464073307,1.2409776997967383,1.7786365682158483,0.36348203086601605,0.53765886841910993,0.90114089928512597,1,0.022525405883789065,
