backend_lane,h_attempted,segment_index,t_before,total_wall_s
hybrid_dense_core,0.1,0,0.0,0.5456793708726764
hybrid_dense_core,0.013750000000000002,1,0.0125,0.23368347343057394
hybrid_dense_core,0.015125000000000003,2,0.026250000000000002,0.3049232792109251
hybrid_dense_core,0.016637500000000003,3,0.04137500000000001,0.33534341026097536
hybrid_dense_core,0.018301250000000005,4,0.05801250000000001,0.34709131345152855
hybrid_dense_core,0.020131375000000007,5,0.07631375000000001,0.343098190613091
hybrid_dense_core,0.02214451250000001,6,0.09644512500000002,0.4746982790529728
hybrid_dense_core,0.012179481875000005,7,0.10751738125000003,0.3550166916102171
hybrid_dense_core,0.013397430062500007,8,0.11969686312500004,0.3651508865877986
hybrid_dense_core,0.014737173068750008,9,0.13309429318750005,0.3568467739969492
hybrid_dense_core,0.01621089037562501,10,0.14783146625625004,0.3991843620315194
hybrid_dense_core,0.01783197941318751,11,0.16404235663187505,0.3623458677902818
hybrid_dense_core,0.019615177354506262,12,0.18187433604506256,0.3689177790656686
hybrid_dense_core,0.02157669508995689,13,0.20148951339956883,0.5041115172207355
hybrid_dense_core,0.01186718229947629,14,0.2122778609445473,0.37181977462023497
hybrid_dense_core,0.01305390052942392,15,0.22414504324402357,0.36898723989725113
hybrid_dense_core,0.014359290582366313,16,0.2371989437734475,0.37048644572496414
hybrid_dense_core,0.015795219640602945,17,0.2515582343558138,0.3642186429351568
hybrid_dense_core,0.017374741604663242,18,0.26735345399641675,0.37886980175971985
hybrid_dense_core,0.01911221576512957,19,0.28472819560108,0.3712644837796688
hybrid_dense_core,0.02102343734164253,20,0.30384041136620954,0.37488508876413107
hybrid_dense_core,0.023125781075806782,21,0.32486384870785207,0.4826666535809636
hybrid_dense_core,0.012719179591693731,22,0.33642673924575545,0.3886232366785407
hybrid_dense_core,0.013991097550863106,23,0.34914591883744917,0.36942449677735567
hybrid_dense_core,0.015390207305949418,24,0.36313701638831225,0.36966491118073463
hybrid_dense_core,0.016929228036544362,25,0.37852722369426167,0.3698018016293645
hybrid_dense_core,0.0186221508401988,26,0.395456451730806,0.3704146761447191
hybrid_dense_core,0.02048436592421868,27,0.4140786025710048,0.3706065071746707
hybrid_dense_core,0.02253280251664055,28,0.4345629684952235,0.3695103423669934
hybrid_dense_core,0.02478608276830461,29,0.45709577101186405,0.36650664173066616
hybrid_dense_core,0.02726469104513507,30,0.4818818537801687,0.37880009412765503
hybrid_dense_core,0.029991160149648578,31,0.5091465448253037,0.5063416762277484
hybrid_dense_core,0.01649513808230672,32,0.524142124900128,0.3718810258433223
hybrid_dense_core,0.018144651890537395,33,0.5406372629824348,0.3713070126250386
hybrid_dense_core,0.019959117079591138,34,0.5587819148729721,0.4270652988925576
hybrid_dense_core,0.021955028787550252,35,0.5787410319525632,0.37897047959268093
hybrid_dense_core,0.024150531666305278,36,0.6006960607401135,0.38621877506375313
hybrid_dense_core,0.026565584832935807,37,0.6248465924064188,0.38354568742215633
hybrid_dense_core,0.02922214331622939,38,0.6514121772393546,0.3935817824676633
hybrid_dense_core,0.03214435764785233,39,0.680634320555584,0.3845581393688917
hybrid_dense_core,0.03535879341263757,40,0.7127786782034363,0.3798311883583665
hybrid_dense_core,0.03889467275390133,41,0.7481374716160739,0.3785460954532027
hybrid_dense_core,0.04278414002929146,42,0.7870321443699753,0.5181848127394915
hybrid_dense_core,0.023531277016110307,43,0.808424214384621,0.37954152934253216
hybrid_dense_core,0.02588440471772134,44,0.8319554914007313,0.3793021868914366
hybrid_dense_core,0.028472845189493477,45,0.8578398961184527,0.37969549745321274
hybrid_dense_core,0.03132012970844283,46,0.8863127413079461,0.3824707046151161
hybrid_dense_core,0.03445214267928711,47,0.9176328710163889,0.3790260413661599
hybrid_dense_core,0.03789735694721583,48,0.952085013695676,0.37602417077869177
hybrid_dense_core,0.041687092641937415,49,0.9899823706428919,0.39483203552663326
hybrid_dense_core,0.04585580190613116,50,1.0316694632848293,0.380664873868227
hybrid_dense_core,0.05044138209674428,51,1.0775252651909606,0.37842055689543486
hybrid_dense_core,0.05548552030641871,52,1.1279666472877048,0.37978684809058905
hybrid_dense_core,0.06103407233706059,53,1.1834521675941234,0.39933642372488976
hybrid_dense_core,0.06713747957076666,54,1.244486239931184,0.5111972335726023
hybrid_dense_core,0.036925613763921665,55,1.2780549797165675,0.3866838710382581
hybrid_dense_core,0.040618175140313836,56,1.314980593480489,0.39388704765588045
hybrid_dense_core,0.044679992654345226,57,1.3555987686208029,0.38046040292829275
hybrid_dense_core,0.049147991919779754,58,1.4002787612751482,0.3815385056659579
hybrid_dense_core,0.054062791111757734,59,1.4494267531949279,0.4339419100433588
hybrid_dense_core,0.05946907022293351,60,1.5034895443066856,0.3845401369035244
hybrid_dense_core,0.06541597724522687,61,1.562958614529619,0.37299271672964096
hybrid_dense_core,0.07195757496974955,62,1.628374591774846,0.37976672407239676
hybrid_dense_core,0.07915333246672451,63,1.7003321667445956,0.506977517157793
hybrid_dense_core,0.043534332856698485,64,1.739908832977958,0.3788404995575547
hybrid_dense_core,0.04788776614236834,65,1.7834431658346563,0.38031552638858557
hybrid_dense_core,0.052676542756605174,66,1.8313309319770248,0.38818217255175114
hybrid_dense_core,0.05794419703226569,67,1.88400747473363,0.3794970102608204
hybrid_dense_core,0.06373861673549226,68,1.9419516717658956,0.37834508810192347
hybrid_dense_core,0.0701124784090415,69,2.0056902885013876,0.3856353238224983
hybrid_dense_core,0.07712372624994565,70,2.0758027669104293,0.3829586412757635
hybrid_dense_core,0.08483609887494022,71,2.152926493160375,0.5048935255035758
hybrid_dense_core,0.04665985438121712,72,2.1953445425978453,0.39512700214982033
hybrid_dense_core,0.05132583981933884,73,2.2420043969790626,0.3787493407726288
hybrid_dense_core,0.05645842380127273,74,2.2933302367984014,0.3865558225661516
hybrid_dense_core,0.062104266181400004,75,2.3497886605996743,0.3860246613621712
hybrid_dense_core,0.06831469279954001,76,2.4118929267810745,0.37832972034811974
hybrid_dense_core,0.07514616207949402,77,2.4802076195806144,0.5036421110853553
hybrid_dense_core,0.04133038914372172,78,2.5177807006203614,0.3970016920939088
hybrid_dense_core,0.04546342805809389,79,2.559111089764083,0.3726665396243334
hybrid_dense_core,0.050009770863903284,80,2.6045745178221766,0.3702655425295234
hybrid_dense_core,0.05501074795029362,81,2.6545842886860798,0.3770883707329631
hybrid_dense_core,0.06051182274532299,82,2.7095950366363732,0.4977726908400655
hybrid_dense_core,0.033281502509927646,83,2.739850948009035,0.43240618612617254
hybrid_dense_core,0.036609652760920416,84,2.7731324505189625,0.3881989596411586
hybrid_dense_core,0.040270618037012464,85,2.809742103279883,0.37745814584195614
hybrid_dense_core,0.04429767984071371,86,2.850012721316895,0.3797589233145118
