tool,source_commit,run_id,accepted_count_before_attempt,accepted_step_index,attempt_index,retry_index,t_pre_decimal,t_pre_hex,h_attempt_decimal,h_attempt_hex,accepted,rejection_reason,state_component,stage,validation_status,subset_margin_x,subset_margin_y
torch,b4b35dff55d1f4eded74214a537ddad532ce541a,torch-authoritative-observation-20260806,0,0,0,0,0,0x0.0p+0,0.0050000000000000001,0x1.47ae147ae147bp-8,True,,-1,acceptance_predicate,validated,9.9499997e-05,9.287005064521862e-05
