run_id,source_run_id,reset_segment_index,t_lo,t_hi,h_try,status,flowstar_validated,pytorch_validated,flowstar_orders,flowstar_best_order,flowstar_last_width_sum,pytorch_candidate_final_width_sum,width_ratio_flowstar_over_pytorch,flowstar_runtime_s,failure_reason,notes
flowstar_one_step_oracle_candidate8_cutoff,flowstar_style_o6_candidate8_output6_cutoff,94,2.4007376673997931,2.4043574266493395,0.0036197592495462228,skipped,false,false,4;6;8,8,,26.976655524727043,,0,Flow* toolbox root not found; set FLOWSTAR_ROOT or pass --flowstar-root,local one-step diagnostic only; no full parity claim
