run_id,source_run_id,segment_index,t_lo,t_hi,h_try,x_lo,x_hi,y_lo,y_hi,order,candidate_order,output_order,validation_status,subset_result,candidate_final_width_sum,residual_width_sum,rejection_reason,reset_box_source
flowstar_one_step_oracle_candidate8_cutoff,flowstar_style_o6_candidate8_output6_cutoff,94,2.4007376673997931,2.4043574266493395,0.0036197592495462228,-1.5201273888284446,3.1691541295556336,-11.652013796870204,9.7600200147730103,8,8,6,failed,False,26.976655524727043,0.00023914014849006165,Picard residual not subset of target remainder,normalized_endpoint_reset_box
