checkpoint,endpoint_width_sum,last_validated_time,segment_index,segment_width_sum,status
0.1,0.6156155718392975,0.10751738125000003,6,0.6910472494904205,passed
0.5,0.5682978874389579,0.5066856101117928,32,0.6683110374394632,passed
1.0,0.19113190040288758,1.0241262759433678,50,0.2799538195789289,passed
4.0,0.3488893729383275,4.012206914124637,134,0.4707932260386277,passed
6.0,1.7042776531098287,6.004634406712691,225,1.7512606780998374,passed
