file,line,function,primitive_calls,calls,self_seconds,inclusive_seconds_not_additive
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,56,__init__,19732,19732,0.22031820300000002,0.74424561
~,0,<method 'clone' of 'torch._C.TensorBase' objects>,91365,91365,0.175976454,0.175976454
~,0,<built-in method torch.any>,59719,59719,0.144312283,0.144312283
~,0,<built-in method torch.full_like>,34345,34345,0.08204857900000001,0.08204857900000001
~,0,<built-in method torch.stack>,12426,12426,0.080460816,0.080460816
~,0,<built-in method torch.min>,11077,11077,0.079767682,0.079767682
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,152,__mul__,5972,5972,0.076739521,0.5059683150000001
~,0,<built-in method torch.isnan>,39464,39464,0.07673424300000001,0.07673424300000001
~,0,<built-in method torch.nextafter>,34334,34334,0.07355958,0.07355958
~,0,<built-in method torch.max>,11696,11696,0.070467732,0.070467732
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,15,_as_tensor,39466,39466,0.066552205,0.23212817700000002
~,0,<method 'reshape' of 'torch._C.TensorBase' objects>,43735,43735,0.064489403,0.064489403
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,175,pow_int,5200,5200,0.063274541,0.350011697
~,0,<method 'pow' of 'torch._C.TensorBase' objects>,17737,17737,0.049446866000000006,0.049446866000000006
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,483,_power_interval_bounds,567,567,0.035520460000000004,0.161074335
~,0,<built-in method torch.all>,12626,12626,0.035002278000000005,0.035002278000000005
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/polynomial.py,127,_is_zero_tensor,5482,5482,0.03461,0.047923986
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,135,__add__,4374,4374,0.032166954000000005,0.243836728
~,0,<built-in method torch.abs>,12715,12715,0.031208879000000002,0.031208879000000002
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,1127,validate_dense_subdivision_cover,189,189,0.029168553000000003,0.064622754
