run_id,segment_index,attempt_index,t_start,h_try,failed_state_dimension,source_expression,dropped_total_degree,term_rank,monomial,coefficient,abs_interval_contribution,dropped_range_interval_lo,dropped_range_interval_hi,dropped_range_width,contribution_to_residual_lo,contribution_to_residual_hi,contribution_shift,residual_center,residual_radius,target_interval_lo,target_interval_hi,minimal_symmetric_radius_needed,minimal_asymmetric_interval_lo,minimal_asymmetric_interval_hi
flowstar_style_o6_candidate8_output6_keep8_centered,95,1,2.4007376673997931,0.0036197592495462228,y,Picard integrated x,9,1,x^3*y^2*tau^4,492.45157003994535,8.4543898957648892e-08,-1.0420811843567904e-07,1.0387614223999108e-07,2.0808426067567015e-07,-8.4543898957648892e-08,8.4543898957648892e-08,straddles_zero,-3.8286633400035972e-06,0.00011910405518974091,-0.0001,0.0001,0.00012293271852974451,-0.00012293271852974451,0.00011527539184973732
flowstar_style_o6_candidate8_output6_keep8_centered,95,1,2.4007376673997931,0.0036197592495462228,y,Picard integrated x,9,2,x^4*y*tau^4,-97.027224944970158,1.6657597215545953e-08,-1.0420811843567904e-07,1.0387614223999108e-07,2.0808426067567015e-07,-1.6657597215545953e-08,1.6657597215545953e-08,straddles_zero,-3.8286633400035972e-06,0.00011910405518974091,-0.0001,0.0001,0.00012293271852974451,-0.00012293271852974451,0.00011527539184973732
flowstar_style_o6_candidate8_output6_keep8_centered,95,1,2.4007376673997931,0.0036197592495462228,y,x*x,10,5,x^2*y^3*tau^5,16686.119625728734,1.0369403766379642e-08,-1.3071863437175583e-05,1.3410184040256671e-05,2.6482047477432255e-05,-1.0369403766379642e-08,1.0369403766379642e-08,straddles_zero,-3.8286633400035972e-06,0.00011910405518974091,-0.0001,0.0001,0.00012293271852974451,-0.00012293271852974451,0.00011527539184973732
flowstar_style_o6_candidate8_output6_keep8_centered,95,1,2.4007376673997931,0.0036197592495462228,y,Picard integrated y,9,6,x^5*tau^4,-57.235204242673696,9.8261181783225767e-09,-3.2566731822108121e-05,3.3815280511268606e-05,6.638201233337674e-05,-9.8261181783225767e-09,9.8261181783225767e-09,straddles_zero,-3.8286633400035972e-06,0.00011910405518974091,-0.0001,0.0001,0.00012293271852974451,-0.00012293271852974451,0.00011527539184973732
flowstar_style_o6_candidate8_output6_keep8_centered,95,1,2.4007376673997931,0.0036197592495462228,y,x*x,12,6,x^5*y^2*tau^5,-6696.3031222170985,4.1613432226190952e-09,-1.3071863437175583e-05,1.3410184040256671e-05,2.6482047477432255e-05,-4.1613432226190952e-09,4.1613432226190952e-09,straddles_zero,-3.8286633400035972e-06,0.00011910405518974091,-0.0001,0.0001,0.00012293271852974451,-0.00012293271852974451,0.00011527539184973732
flowstar_style_o6_candidate8_output6_keep8_centered,95,1,2.4007376673997931,0.0036197592495462228,y,Picard integrated y,9,7,x*y^3*tau^5,-5757.007300848154,3.5776282639399323e-09,-3.2566731822108121e-05,3.3815280511268606e-05,6.638201233337674e-05,-3.5776282639399323e-09,3.5776282639399323e-09,straddles_zero,-3.8286633400035972e-06,0.00011910405518974091,-0.0001,0.0001,0.00012293271852974451,-0.00012293271852974451,0.00011527539184973732
flowstar_style_o6_candidate8_output6_keep8_centered,95,1,2.4007376673997931,0.0036197592495462228,y,Picard integrated y,9,8,y^4*tau^5,5416.0093606682467,3.3657188803000666e-09,-3.2566731822108121e-05,3.3815280511268606e-05,6.638201233337674e-05,-2.6763536035220325e-320,3.3657188803000666e-09,straddles_zero,-3.8286633400035972e-06,0.00011910405518974091,-0.0001,0.0001,0.00012293271852974451,-0.00012293271852974451,0.00011527539184973732
flowstar_style_o6_candidate8_output6_keep8_centered,95,1,2.4007376673997931,0.0036197592495462228,y,x*x,11,7,x^3*y^3*tau^5,5272.1948341460866,3.2763469396435019e-09,-1.3071863437175583e-05,1.3410184040256671e-05,2.6482047477432255e-05,-3.2763469396435019e-09,3.2763469396435019e-09,straddles_zero,-3.8286633400035972e-06,0.00011910405518974091,-0.0001,0.0001,0.00012293271852974451,-0.00012293271852974451,0.00011527539184973732
flowstar_style_o6_candidate8_output6_keep8_centered,95,1,2.4007376673997931,0.0036197592495462228,y,x*x,9,8,x^2*y^2*tau^5,-4391.0011368472296,2.7287389008283241e-09,-1.3071863437175583e-05,1.3410184040256671e-05,2.6482047477432255e-05,-2.7287389008283241e-09,2.1699363165347548e-320,straddles_zero,-3.8286633400035972e-06,0.00011910405518974091,-0.0001,0.0001,0.00012293271852974451,-0.00012293271852974451,0.00011527539184973732
flowstar_style_o6_candidate8_output6_keep8_centered,95,1,2.4007376673997931,0.0036197592495462228,y,Picard integrated x,9,3,x^5*tau^4,10.86448098880904,1.8652099796750817e-09,-1.0420811843567904e-07,1.0387614223999108e-07,2.0808426067567015e-07,-1.8652099796750817e-09,1.8652099796750817e-09,straddles_zero,-3.8286633400035972e-06,0.00011910405518974091,-0.0001,0.0001,0.00012293271852974451,-0.00012293271852974451,0.00011527539184973732
flowstar_style_o6_candidate8_output6_keep8_centered,95,1,2.4007376673997931,0.0036197592495462228,y,Picard integrated x,9,4,x*y^3*tau^5,1186.1177140756452,7.370996833044971e-10,-1.0420811843567904e-07,1.0387614223999108e-07,2.0808426067567015e-07,-7.370996833044971e-10,7.370996833044971e-10,straddles_zero,-3.8286633400035972e-06,0.00011910405518974091,-0.0001,0.0001,0.00012293271852974451,-0.00012293271852974451,0.00011527539184973732
flowstar_style_o6_candidate8_output6_keep8_centered,95,1,2.4007376673997931,0.0036197592495462228,y,Picard integrated x,9,5,x^2*y^2*tau^5,-523.08113896606835,3.2506296575708614e-10,-1.0420811843567904e-07,1.0387614223999108e-07,2.0808426067567015e-07,-3.2506296575708614e-10,2.5889039842081319e-321,straddles_zero,-3.8286633400035972e-06,0.00011910405518974091,-0.0001,0.0001,0.00012293271852974451,-0.00012293271852974451,0.00011527539184973732
flowstar_style_o6_candidate8_output6_keep8_centered,95,1,2.4007376673997931,0.0036197592495462228,y,Picard integrated x,9,6,x^3*y*tau^5,115.41115431577441,7.1720980376942931e-11,-1.0420811843567904e-07,1.0387614223999108e-07,2.0808426067567015e-07,-7.1720980376942931e-11,7.1720980376942931e-11,straddles_zero,-3.8286633400035972e-06,0.00011910405518974091,-0.0001,0.0001,0.00012293271852974451,-0.00012293271852974451,0.00011527539184973732
flowstar_style_o6_candidate8_output6_keep8_centered,95,1,2.4007376673997931,0.0036197592495462228,y,Picard integrated x,9,7,x^4*tau^5,-11.124789621957351,6.9133769859969846e-12,-1.0420811843567904e-07,1.0387614223999108e-07,2.0808426067567015e-07,-6.9133769859969846e-12,5.9287877500949585e-323,straddles_zero,-3.8286633400035972e-06,0.00011910405518974091,-0.0001,0.0001,0.00012293271852974451,-0.00012293271852974451,0.00011527539184973732
flowstar_style_o6_candidate8_output6_keep8_centered,95,1,2.4007376673997931,0.0036197592495462228,y,Picard integrated x,9,8,y^3*tau^6,-242.2785131602601,5.4499562881144167e-13,-1.0420811843567904e-07,1.0387614223999108e-07,2.0808426067567015e-07,-5.4499562881144167e-13,5.4499562881144167e-13,straddles_zero,-3.8286633400035972e-06,0.00011910405518974091,-0.0001,0.0001,0.00012293271852974451,-0.00012293271852974451,0.00011527539184973732
flowstar_style_o6_candidate8_output6_keep8_centered,95,1,2.4007376673997931,0.0036197592495462228,y,x,,,,,0,0,0,0,0,0,none,-3.8286633400035972e-06,0.00011910405518974091,-0.0001,0.0001,0.00012293271852974451,-0.00012293271852974451,0.00011527539184973732
flowstar_style_o6_candidate8_output6_keep8_centered,95,1,2.4007376673997931,0.0036197592495462228,y,y,,,,,0,0,0,0,0,0,none,-3.8286633400035972e-06,0.00011910405518974091,-0.0001,0.0001,0.00012293271852974451,-0.00012293271852974451,0.00011527539184973732
flowstar_style_o6_candidate8_output6_keep8_centered,95,1,2.4007376673997931,0.0036197592495462228,y,y - x - x*x*y,,,,,0,0,0,0,0,0,none,-3.8286633400035972e-06,0.00011910405518974091,-0.0001,0.0001,0.00012293271852974451,-0.00012293271852974451,0.00011527539184973732
