schema,mode,step,t_after,t_after_hex,h,h_hex,status_code,endpoint_x_lo,endpoint_x_hi,endpoint_x_lo_hex,endpoint_x_hi_hex,endpoint_y_lo,endpoint_y_hi,endpoint_y_lo_hex,endpoint_y_hi_hex,endpoint_polynomial_x_lo,endpoint_polynomial_x_hi,endpoint_polynomial_x_lo_hex,endpoint_polynomial_x_hi_hex,endpoint_polynomial_y_lo,endpoint_polynomial_y_hi,endpoint_polynomial_y_lo_hex,endpoint_polynomial_y_hi_hex,segment_x_lo,segment_x_hi,segment_x_lo_hex,segment_x_hi_hex,segment_y_lo,segment_y_hi,segment_y_lo_hex,segment_y_hi_hex,segment_polynomial_x_lo,segment_polynomial_x_hi,segment_polynomial_x_lo_hex,segment_polynomial_x_hi_hex,segment_polynomial_y_lo,segment_polynomial_y_hi,segment_polynomial_y_lo_hex,segment_polynomial_y_hi_hex,prefix_x_lo,prefix_x_hi,prefix_x_lo_hex,prefix_x_hi_hex,prefix_y_lo,prefix_y_hi,prefix_y_lo_hex,prefix_y_hi_hex,tmvpre_term_count,tmv_term_count,tmvpre_component_count,tmv_component_count,tmvpre_remainder_x_lo,tmvpre_remainder_x_hi,tmvpre_remainder_x_lo_hex,tmvpre_remainder_x_hi_hex,tmvpre_remainder_y_lo,tmvpre_remainder_y_hi,tmvpre_remainder_y_lo_hex,tmvpre_remainder_y_hi_hex,domain_time_lo,domain_time_hi,domain_time_lo_hex,domain_time_hi_hex,queue_J_post_return,queue_Phi_L_post_return,queue_scalars,queue_max_size
flowstar_vdp_stock_reach_v1,oneshot,1,0.01,0x1.47ae147ae147bp-7,0.01,0x1.47ae147ae147bp-7,2,1.1233097182976843,1.4244225119339453,0x1.1f9139c75e164p+0,0x1.6ca6f42871456p+0,2.311664291358734,2.434298058178654,0x1.27e49d915bbf6p+1,0x1.3797142a4bfbep+1,1.1233097798989442,1.4244224329171751,0x1.1f913acff1637p+0,0x1.6ca6f2d51169dp+0,2.3116704512442956,2.4342901567545545,0x1.27e4d13d9ca5ep+1,0x1.3796d1e21e25bp+1,1.0993097056396248,1.4245550681839452,0x1.196c5c61e5c78p+0,0x1.6cafa415337afp+0,2.3116590217343096,2.4610649331786534,0x1.27e4715ced155p+1,0x1.3b042cfcaad8dp+1,1.0993097672408847,1.4245549891671749,0x1.196c5d6a7914bp+0,0x1.6cafa2c1d39f6p+0,2.3116651816198712,2.4610570317545539,0x1.27e4a5092dfbdp+1,0x1.3b03eab47d02ap+1,1.0993097056396248,1.4245550681839452,0x1.196c5c61e5c78p+0,0x1.6cafa415337afp+0,2.3116590217343096,2.4610649331786534,0x1.27e4715ced155p+1,0x1.3b042cfcaad8dp+1,32,2,3,3,-6.1601259820983703e-08,7.9016770190763941e-08,-0x1.08934d2c67c6p-24,0x1.535fdb8c9824fp-24,-6.1598855612242119e-06,7.9014240992311508e-06,-0x1.9d6207338b271p-18,0x1.0920b7589fcc2p-17,0,0.01,0x0p+0,0x1.47ae147ae147bp-7,2,2,3,100
flowstar_vdp_stock_reach_v1,oneshot,2,0.02,0x1.47ae147ae147bp-6,0.01,0x1.47ae147ae147bp-7,2,1.1463431164287508,1.448566150802123,0x1.2576be130e637p+0,0x1.72d53b33c9a83p+0,2.2724661522317584,2.4165085009555138,0x1.22e02bbe8d1a2p+1,0x1.3550268b0e11cp+1,1.1463469475799104,1.4485649699816212,0x1.2576fe59b9a2ep+0,0x1.72d5276433c8fp+0,2.2724794461998412,2.4164918859948141,0x1.22e09b4321586p+1,0x1.354f9b2ab2d3cp+1,1.1226107177825237,1.44870624101504,0x1.1f636a7f03d8bp+0,0x1.72de6986abb26p+0,2.2724600705092985,2.4447766953733701,0x1.22dff8ba26d24p+1,0x1.38ee71585366fp+1,1.1226145489336834,1.4487050601945382,0x1.1f63aac5af182p+0,0x1.72de55b715d32p+0,2.2724733644773814,2.4447600804126703,0x1.22e0683ebb108p+1,0x1.38ede5f7f828fp+1,1.0993097056396248,1.44870624101504,0x1.196c5c61e5c78p+0,0x1.72de6986abb26p+0,2.2724600705092985,2.4610649331786534,0x1.22dff8ba26d24p+1,0x1.3b042cfcaad8dp+1,33,7,3,3,-6.6491734846433948e-08,8.349628881488235e-08,-0x1.1d946f84711f5p-24,0x1.669d23f318ac1p-24,-6.6489102431393157e-06,8.3493530559457061e-06,-0x1.be33687f5b03ap-18,0x1.18286589f1566p-17,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,2,2,3,100
