backend_lane,h_attempted,segment_index,t_before,total_wall_s
hybrid_dense_core,0.1,0,0.0,0.35015480779111385
hybrid_dense_core,0.013750000000000002,1,0.0125,0.17977836914360523
hybrid_dense_core,0.015125000000000003,2,0.026250000000000002,0.2463204162195325
hybrid_dense_core,0.016637500000000003,3,0.04137500000000001,0.264103832654655
hybrid_dense_core,0.018301250000000005,4,0.05801250000000001,0.2884508855640888
hybrid_dense_core,0.020131375000000007,5,0.07631375000000001,0.28221452701836824
hybrid_dense_core,0.02214451250000001,6,0.09644512500000002,0.3664922537282109
hybrid_dense_core,0.012179481875000005,7,0.10751738125000003,0.29246827866882086
hybrid_dense_core,0.013397430062500007,8,0.11969686312500004,0.2889855382964015
hybrid_dense_core,0.014737173068750008,9,0.13309429318750005,0.2909632120281458
hybrid_dense_core,0.01621089037562501,10,0.14783146625625004,0.299371562898159
hybrid_dense_core,0.01783197941318751,11,0.16404235663187505,0.30426850635558367
hybrid_dense_core,0.019615177354506262,12,0.18187433604506256,0.3776913611218333
hybrid_dense_core,0.010788347544978445,13,0.19168192472231568,0.31224002223461866
hybrid_dense_core,0.01186718229947629,14,0.20247027226729414,0.3097908962517977
hybrid_dense_core,0.01305390052942392,15,0.21433745456677042,0.2998304022476077
hybrid_dense_core,0.014359290582366313,16,0.22739135509619435,0.30614581517875195
hybrid_dense_core,0.015795219640602945,17,0.24175064567856067,0.30689305905252695
hybrid_dense_core,0.017374741604663242,18,0.2575458653191636,0.30535643827170134
hybrid_dense_core,0.01911221576512957,19,0.27492060692382686,0.31118684727698565
hybrid_dense_core,0.02102343734164253,20,0.2940328226889564,0.3769597243517637
hybrid_dense_core,0.011562890537903391,21,0.3045445413597777,0.3073546262457967
hybrid_dense_core,0.012719179591693731,22,0.3161074318976811,0.30552125815302134
hybrid_dense_core,0.013991097550863106,23,0.3288266114893748,0.30630855169147253
hybrid_dense_core,0.015390207305949418,24,0.3428177090402379,0.311451087705791
hybrid_dense_core,0.016929228036544362,25,0.3582079163461873,0.31018963269889355
hybrid_dense_core,0.0186221508401988,26,0.37513714438273166,0.31382657028734684
hybrid_dense_core,0.02048436592421868,27,0.39375929522293046,0.3067652424797416
