checkpoint,endpoint_width_sum,last_validated_time,segment_index,segment_width_sum,status
0.1,0.618441292299639,0.10751738125000003,6,0.6939857500975606,passed
0.5,0.5771425142562296,0.512437220618178,33,0.6871740749473196,passed
1.0,0.2029061518142286,1.0,51,0.2138445332618082,passed
