formal_lane,measurement_scope,formal_prefix_controller_build_seconds,formal_prefix_controller_bound_seconds,formal_prefix_controller_composition_seconds,formal_prefix_normalization_seconds,formal_prefix_plant_seconds,formal_prefix_accounted_seconds,diagnostic_wall_seconds_including_serialization,diagnostic_horizon,peak_cuda_memory_bytes,maximum_process_rss_kib
baseline_native_k2,formal_prefix_through_first_failure,0.704996146261692,0.4717561434954405,0.0024285530671477318,0.06315712910145521,31.348909600637853,32.59124757256359,45.84668533317745,19.1,1039023616,1649620
k3_picard,formal_prefix_through_first_failure,0.6547573124989867,0.44793936889618635,0.0022822003811597824,0.06104482430964708,31.92774537205696,33.09376907814294,45.913048724643886,19.1,1037971456,1652056
algorithm_aligned_q3,formal_prefix_through_first_failure,0.6801120676100254,0.4579950422048569,0.0024095820263028145,0.060664597898721695,53.71357007231563,54.91475136205554,69.06569686438888,19.1,1039070208,1741576
algorithm_aligned_h005_refresh1,formal_prefix_through_first_failure,0.6703717075288296,0.4475340163335204,0.002315891906619072,0.06090635992586613,66.90110393241048,68.08223190810531,95.63528745248914,19.1,1069800960,1678848
xiangru_native_q3,complete_native_t20,132.60840614512563,1.3363581728190184,included_above,included_in_solver,1.2300351094454527,15.637992763891816,17.568746495060623,20.0,95933952,
