checkpoint,endpoint_width_sum,last_validated_time,segment_index,segment_width_sum,status
0.1,0.60506374073512,0.1,9,0.6721577917896924,passed
0.5,0.5801694631762258,0.5,49,0.640349647829138,passed
1.0,0.2002027497461103,1.0,99,0.21868843759211443,passed
4.0,0.17221210713803445,4.0,399,0.2009965675688405,passed
6.0,0.4172372474761086,6.0,599,0.45599134138153186,passed
