plant,step,history_length,history_length_after,category,label,seconds,calls,interval_constructions,tensor_outputs,explicit_copy_events,step_seconds,boundary_sum_seconds,nonboundary_seconds,pass_kind
brusselator,101,100,101,A,representation_and_coefficients,0.2679767026565969,168,5,14979,1898,6.749727523885667,4.731736941728741,2.0179905821569264,dispatch_counts_not_timing
brusselator,101,100,101,B,point_substitution,0.006404802203178406,3,0,362,0,6.749727523885667,4.731736941728741,2.0179905821569264,dispatch_counts_not_timing
brusselator,101,100,101,C,endpoint_error_and_ledger,0.08721761219203472,7,28,5276,118,6.749727523885667,4.731736941728741,2.0179905821569264,dispatch_counts_not_timing
brusselator,101,100,101,D,polynomial_interval_range,3.5356955374591053,182,11102,229666,44408,6.749727523885667,4.731736941728741,2.0179905821569264,dispatch_counts_not_timing
brusselator,101,100,101,E,composition_and_cutoff,0.5123571935109794,123,1414,34316,5970,6.749727523885667,4.731736941728741,2.0179905821569264,dispatch_counts_not_timing
brusselator,101,100,101,F,center_scale_and_maps,0.012371242977678776,5,4,812,20,6.749727523885667,4.731736941728741,2.0179905821569264,dispatch_counts_not_timing
brusselator,101,100,101,G,history_checks_pack_propagate_commit,0.2924440111964941,30,420,21215,1680,6.749727523885667,4.731736941728741,2.0179905821569264,dispatch_counts_not_timing
brusselator,101,100,101,H,other_boundary,0.01726983953267336,1,34,1064,136,6.749727523885667,4.731736941728741,2.0179905821569264,dispatch_counts_not_timing
brusselator,101,100,101,outside_boundary,nonboundary_or_unattributed,2.0179905821569264,0,259,124021,12334,6.749727523885667,4.731736941728741,2.0179905821569264,dispatch_counts_not_timing
brusselator,102,101,102,A,representation_and_coefficients,0.2603186941705644,168,5,14961,1898,6.767538528889418,4.774874150753021,1.9926643781363964,dispatch_counts_not_timing
brusselator,102,101,102,B,point_substitution,0.004851853474974632,3,0,344,0,6.767538528889418,4.774874150753021,1.9926643781363964,dispatch_counts_not_timing
brusselator,102,101,102,C,endpoint_error_and_ledger,0.08093692688271403,7,28,5276,118,6.767538528889418,4.774874150753021,1.9926643781363964,dispatch_counts_not_timing
brusselator,102,101,102,D,polynomial_interval_range,3.5727871977724135,182,11102,229666,44408,6.767538528889418,4.774874150753021,1.9926643781363964,dispatch_counts_not_timing
brusselator,102,101,102,E,composition_and_cutoff,0.522708885371685,123,1414,34316,5970,6.767538528889418,4.774874150753021,1.9926643781363964,dispatch_counts_not_timing
brusselator,102,101,102,F,center_scale_and_maps,0.012643508613109589,5,4,812,20,6.767538528889418,4.774874150753021,1.9926643781363964,dispatch_counts_not_timing
brusselator,102,101,102,G,history_checks_pack_propagate_commit,0.3027960550971329,30,424,21411,1696,6.767538528889418,4.774874150753021,1.9926643781363964,dispatch_counts_not_timing
brusselator,102,101,102,H,other_boundary,0.01783102937042713,1,34,1064,136,6.767538528889418,4.774874150753021,1.9926643781363964,dispatch_counts_not_timing
brusselator,102,101,102,outside_boundary,nonboundary_or_unattributed,1.9926643781363964,0,259,123978,12334,6.767538528889418,4.774874150753021,1.9926643781363964,dispatch_counts_not_timing
brusselator,103,102,103,A,representation_and_coefficients,0.25380472699180245,168,5,14961,1898,6.6485166838392615,4.655533516779542,1.9929831670597196,dispatch_counts_not_timing
brusselator,103,102,103,B,point_substitution,0.004641951061785221,3,0,344,0,6.6485166838392615,4.655533516779542,1.9929831670597196,dispatch_counts_not_timing
brusselator,103,102,103,C,endpoint_error_and_ledger,0.08175413263961673,7,28,5276,118,6.6485166838392615,4.655533516779542,1.9929831670597196,dispatch_counts_not_timing
brusselator,103,102,103,D,polynomial_interval_range,3.481955244205892,182,11102,229666,44408,6.6485166838392615,4.655533516779542,1.9929831670597196,dispatch_counts_not_timing
brusselator,103,102,103,E,composition_and_cutoff,0.5058902706950903,123,1414,34316,5970,6.6485166838392615,4.655533516779542,1.9929831670597196,dispatch_counts_not_timing
brusselator,103,102,103,F,center_scale_and_maps,0.012451089452952147,5,4,812,20,6.6485166838392615,4.655533516779542,1.9929831670597196,dispatch_counts_not_timing
brusselator,103,102,103,G,history_checks_pack_propagate_commit,0.29763829708099365,30,428,21607,1712,6.6485166838392615,4.655533516779542,1.9929831670597196,dispatch_counts_not_timing
brusselator,103,102,103,H,other_boundary,0.017397804651409388,1,34,1064,136,6.6485166838392615,4.655533516779542,1.9929831670597196,dispatch_counts_not_timing
brusselator,103,102,103,outside_boundary,nonboundary_or_unattributed,1.9929831670597196,0,259,123976,12334,6.6485166838392615,4.655533516779542,1.9929831670597196,dispatch_counts_not_timing
