run_id,t_start,h_try,failed_dimension,residual_lo_y,residual_hi_y,target_radius,target_lo,target_hi,minimal_symmetric_radius_needed,minimal_asymmetric_interval_lo,minimal_asymmetric_interval_hi,asymmetric_width,symmetric_width,asymmetric_much_tighter_than_symmetric,accepted_semantics_changed
flowstar_style_o6_target,2.1095541733932355,0.0038213801435453129,y,-9.5742838201611207e-05,0.00010037083520361246,0.0001,-0.0001,0.0001,0.00010037083520361246,-9.5742838201611207e-05,0.00010037083520361246,0.00019611367340522366,0.00020074167040722493,False,False
