run_id,mode,order,validation_mode,cutoff_threshold,target_remainder_radius,segment_index,status,validation_attempts,t_lo,t_hi,h,x_lo,x_hi,y_lo,y_hi,width_x,width_y,width_sum,step_rejections,next_h,message
baseline_range_only_o6_s4,range_only,6,growth,,,0,validated,3,0,0.025000000000000001,0.025000000000000001,1.1575383722748964,1.4607814852449539,2.2460538274437871,2.4117126878204478,0.30324311297005746,0.16565886037666067,0.46890197334671813,0,,
baseline_range_only_o6_s4,range_only,6,growth,,,1,validated,3,0.025000000000000001,0.050000000000000003,0.025000000000000001,1.2123133200307703,1.5205443920368302,2.1292796788650969,2.3676787657656093,0.30823107200605993,0.23839908690051237,0.54663015890657229,0,,
baseline_range_only_o6_s4,range_only,6,growth,,,2,validated,3,0.050000000000000003,0.075000000000000011,0.025000000000000001,1.2640063364307206,1.5791597766409107,1.9998300518708649,2.3191124852672726,0.31515344021019009,0.31928243339640772,0.63443587360659781,0,,
baseline_range_only_o6_s4,range_only,6,growth,,,3,validated,3,0.075000000000000011,0.10000000000000001,0.025000000000000001,1.3123036327129052,1.6365317983173013,1.8579086241308616,2.2674619001457339,0.32422816560439616,0.40955327601487235,0.7337814416192685,0,,
baseline_range_only_o6_s4,range_only,6,growth,,,4,validated,3,0.10000000000000001,0.125,0.025000000000000001,1.3568968732282141,1.6926033232117665,1.7037248317381191,2.2143868790501644,0.33570644998355248,0.51066204731204534,0.84636849729559782,0,,
baseline_range_only_o6_s4,range_only,6,growth,,,5,validated,3,0.125,0.14999999999999999,0.025000000000000001,1.3974826588310498,1.7473609291162173,1.5374404107287507,2.1617315613708721,0.34987827028516749,0.62429115064212137,0.97416942092728886,0,,
baseline_range_only_o6_s4,range_only,6,growth,,,6,validated,3,0.14999999999999999,0.17499999999999999,0.025000000000000001,1.4337605784883072,1.8008391939186532,1.3591095502870714,2.1114931147188059,0.36707861543034603,0.75238356443173449,1.1194621798620805,0,,
baseline_range_only_o6_s4,range_only,6,growth,,,7,validated,3,0.17499999999999999,0.19999999999999998,0.025000000000000001,1.465429691072659,1.8531241978205575,1.1686143523487602,2.0657886812715955,0.38769450674789852,0.89717432892283533,1.2848688356707338,0,,
baseline_range_only_o6_s4,range_only,6,growth,,,8,validated,3,0.19999999999999998,0.22499999999999998,0.025000000000000001,1.4921833400740909,1.9043562135447685,0.96559707551284468,2.0268221520166088,0.41217287347067755,1.0612250765037641,1.4733979499744416,0,,
baseline_range_only_o6_s4,range_only,6,growth,,,9,validated,3,0.22499999999999998,0.24999999999999997,0.025000000000000001,1.5137022358879058,1.9547315942015404,0.74939018068203478,1.9968518982477332,0.44102935831363466,1.2474617175656983,1.688491075879333,0,,
