run_id,source_run_id,segment_index,t_lo,t_hi,h_try,x_lo,x_hi,y_lo,y_hi,order,candidate_order,output_order,validation_status,subset_result,candidate_final_width_sum,residual_width_sum,rejection_reason,reset_box_source
flowstar_one_step_oracle_candidate8_cutoff,flowstar_style_o6_candidate8_output6_insert_symqueue,37,3.3500000000000014,3.3523437500000015,0.0023437500000000003,-1.4520682697687954,-1.2638150421613479,-2.4735145668392469,-2.1934891997657759,8,8,6,failed,False,0.45836311114672357,,initial or cutoff remainder exceeds target remainder,normalized_insertion_symqueue
