run_id,segment_index,t_lo,t_hi,x_lo,x_hi,y_lo,y_hi,h,order,reset_box_source,validation_mode,reset_mode,width_x,width_y,width_sum
flowstar_style_o6_candidate8_output6_cutoff,0,0,0.050000000000000003,1.2152074582892709,1.5176150544840932,2.1485666581987743,2.3525636893406876,0.050000000000000003,6,normalized_endpoint_reset_box,target_remainder,normalized_endpoint_box,0.30240759619482382,0.20399703114191592,0.50640462733673974
flowstar_style_o6_candidate8_output6_cutoff,1,0.050000000000000003,0.125,1.3692063357700957,1.6807302364750356,1.7943747083219947,2.1409499366540383,0.075000000000000011,6,normalized_endpoint_reset_box,target_remainder,normalized_endpoint_box,0.31152390070494151,0.34657522833204557,0.65809912903698708
flowstar_style_o6_candidate8_output6_cutoff,2,0.125,0.17499999999999999,1.4550816558058985,1.7809346484860209,1.5355200430230933,1.9672614556947605,0.050000000000000003,6,normalized_endpoint_reset_box,target_remainder,normalized_endpoint_box,0.32585299268012369,0.43174141267166855,0.75759440535179223
flowstar_style_o6_candidate8_output6_cutoff,3,0.17499999999999999,0.25,1.5610151319846115,1.9121506042266698,1.1440015328937223,1.6745937126549095,0.075000000000000011,6,normalized_endpoint_reset_box,target_remainder,normalized_endpoint_box,0.35113547224205988,0.530592179761189,0.88172765200324887
flowstar_style_o6_candidate8_output6_cutoff,4,0.25,0.29999999999999999,1.6141843495233801,1.9884964722262473,0.89051752062578282,1.4737543353101896,0.050000000000000003,6,normalized_endpoint_reset_box,target_remainder,normalized_endpoint_box,0.37431212270286851,0.58323681468440802,0.95754893738727653
flowstar_style_o6_candidate8_output6_cutoff,5,0.29999999999999999,0.375,1.6724998160771463,2.0830158552387865,0.54618009264389744,1.1757136900186158,0.075000000000000011,6,normalized_endpoint_reset_box,target_remainder,normalized_endpoint_box,0.41051603916164203,0.62953359737471959,1.0400496365363616
flowstar_style_o6_candidate8_output6_cutoff,6,0.375,0.42499999999999999,1.6965312259194021,2.1352000876297299,0.34222961505924759,0.99064446739556478,0.050000000000000003,6,normalized_endpoint_reset_box,target_remainder,normalized_endpoint_box,0.43866886171032982,0.6484148523363179,1.0870837140466478
flowstar_style_o6_candidate8_output6_cutoff,7,0.42499999999999999,0.5,1.715818388510117,2.1961093407287127,0.085705144712730261,0.73489398229015379,0.075000000000000011,6,normalized_endpoint_reset_box,target_remainder,normalized_endpoint_box,0.48029095221859763,0.64918883757742407,1.1294797897960218
flowstar_style_o6_candidate8_output6_cutoff,8,0.5,0.55000000000000004,1.7177845185498377,2.2276828861733935,-0.056875062195617228,0.58433726787059292,0.050000000000000003,6,normalized_endpoint_reset_box,target_remainder,normalized_endpoint_box,0.509898367623558,0.64121233006621081,1.1511106976897687
flowstar_style_o6_candidate8_output6_cutoff,9,0.55000000000000004,0.625,1.7091385307567497,2.2614824314361797,-0.2271560764622185,0.3836983481947927,0.075000000000000011,6,normalized_endpoint_reset_box,target_remainder,normalized_endpoint_box,0.55234390067943218,0.61085442465701167,1.163198325336444
