primary_outcome,reason,stage,status,stop_boundary,stop_time,system,validated_horizon
S1_PREFIX_REJECTS_BEFORE_TERMINAL,L2 rejected a frozen step that the historical baseline accepted,integrated_s1_second_system,not_run_after_stop,164,4.738198114669049,not_selected,
