run_id,segment_index,t_lo,t_hi,h,endpoint_box_width_x,endpoint_box_width_y,endpoint_box_width_sum,endpoint_tm_width_x,endpoint_tm_width_y,endpoint_tm_width_sum,inserted_endpoint_width_x,inserted_endpoint_width_y,inserted_endpoint_width_sum,reset_width_sum,normalized_reset_width_x,normalized_reset_width_y,normalized_reset_width_sum,normal_state_right_width_x,normal_state_right_width_y,normal_state_right_width_sum,insertion_truncation_width_x,insertion_truncation_width_y,insertion_truncation_width,insertion_truncation_width_sum,insertion_cutoff_width_x,insertion_cutoff_width_y,insertion_cutoff_width,insertion_cutoff_width_sum,insertion_truncation_ordinary_width,insertion_cutoff_ordinary_width,insertion_symbolic_candidate_width,composed_poly_range_width_x,composed_poly_range_width_y,composed_poly_range_width,composed_poly_range_width_sum,output_remainder_width_x,output_remainder_width_y,output_remainder_width,output_remainder_width_sum,queue_size,propagated_symbolic_width_x,propagated_symbolic_width_y,propagated_symbolic_width_sum,new_symbolic_width_x,new_symbolic_width_y,new_symbolic_width_sum,materialized_width_x,materialized_width_y,materialized_width_sum,materialized_for_output_width,ordinary_only_range_width,symbolic_contribution_width,total_range_width_with_symbolic,target_checked_width,linear_map_norm,scalars,symqueue_approximation,scale_x,scale_y,center_x,center_y,tmv_right_degree,tmv_pre_degree,tmv_right_term_count,tmv_pre_term_count,terms_before_insertion_truncation,terms_after_insertion
flowstar_style_o4_target_insert_symqueue_split,0,0,0.025000000000000001,0.025000000000000001,,,0.4548318140812907,,,,,,0.45483181408128082,0.4560413410703954,,,0.45604134107039551,,,,,,9.8813129168249309e-324,,,,9.8813129168249309e-324,,0,0,1.9762625833649862e-323,,,0.45471331945546523,,,,0.00011849462581554005,,1,4.9406564584124654e-324,4.9406564584124654e-324,9.8813129168249309e-324,8.2682962549387762e-06,0.00011022632956060127,0.00011849462581554005,4.9406564584124654e-324,4.9406564584124654e-324,9.8813129168249309e-324,9.8813129168249309e-324,0.45604134107039551,9.8813129168249309e-324,0.45604134107039551,9.8813129168249309e-324,0.22622901324335731,0.15093721950692321;0.077083451028272409,limited_normalized_insertion_symqueue_split; current insertion uncertainty is queued for future propagation and propagated old queue width is materialized for output/range only,0.15093721950692321,0.077083451028272409,1.3091480530492146,2.3302942066425647,3,4,10,31,10,10
flowstar_style_o4_target_insert_symqueue_split,1,0.025000000000000001,0.043750000000000004,0.018750000000000003,,,0.49838121632938492,,,,,,0.49393926513601882,0.49584904747348579,,,0.4958490474734859,,,,,,2.3895039436869861e-08,,,,9.8813129168249309e-324,,0,0,2.3895039436869861e-08,,,0.49374027427157841,,,,0.00019899086444031836,,2,2.0423014204307537e-07,4.6624385654028905e-07,6.7047399858336439e-07,1.5772717261726773e-05,0.0001832181471785916,0.00019899086444031836,2.0423014204307537e-07,4.6624385654028905e-07,6.7047399858336439e-07,6.7047399858336439e-07,0.4958490474734859,6.7047399858336439e-07,0.49584971794748445,9.8813129168249309e-324,0.2449685658485691,0.15122121423669194;0.096703309500048906,limited_normalized_insertion_symqueue_split; current insertion uncertainty is queued for future propagation and propagated old queue width is materialized for output/range only,0.15122121423669194,0.096703309500048906,1.3523028984975192,2.2720696686888684,4,4,27,31,42,27
flowstar_style_o4_target_insert_symqueue_split,2,0.043750000000000004,0.071875000000000008,0.028125000000000004,,,0.55881551653720674,,,,,,0.54840929616917244,0.55100026322559437,,,0.55100026322559448,,,,,,8.2224236599029249e-08,,,,9.8813129168249309e-324,,0,0,8.2224236599029249e-08,,,0.54801834647536163,,,,0.0003909496938107199,,3,4.1773221227597249e-07,1.0021012197154908e-06,1.4198334319914633e-06,3.2704386682074168e-05,0.00035824530712864574,0.0003909496938107199,4.1773221227597249e-07,1.0021012197154908e-06,1.4198334319914633e-06,1.4198334319914633e-06,0.55100026322559448,1.4198334319914633e-06,0.55100168305902597,9.8813129168249309e-324,0.27110608039789214,0.15097219125298278;0.12452794035981225,limited_normalized_insertion_symqueue_split; current insertion uncertainty is queued for future propagation and propagated old queue width is materialized for output/range only,0.15097219125298278,0.12452794035981225,1.4148763710059524,2.1759175788859051,4,4,28,31,130,28
flowstar_style_o4_target_insert_symqueue_split,3,0.071875000000000008,0.092968750000000017,0.021093750000000001,,,0.59820448640849089,,,,,,0.58519376721524963,0.58798931200322668,,,0.58798931200322679,,,,,,1.1218928886777026e-07,,,,9.8813129168249309e-324,,0,0,1.1218928886777026e-07,,,0.58467898324794609,,,,0.00051478396730352037,,4,9.2637612535963848e-07,2.4711658822285094e-06,3.397542007588148e-06,4.7422273639338545e-05,0.00046736169366418183,0.00051478396730352037,9.2637612535963848e-07,2.4711658822285094e-06,3.397542007588148e-06,3.397542007588148e-06,0.58798931200322679,3.397542007588148e-06,0.58799270954523408,9.8813129168249309e-324,0.28884252034797231,0.15025887003450505;0.14373578596710654,limited_normalized_insertion_symqueue_split; current insertion uncertainty is queued for future propagation and propagated old queue width is materialized for output/range only,0.15025887003450505,0.14373578596710654,1.4599566483652076,2.0975235654457456,4,4,28,31,134,28
flowstar_style_o4_target_insert_symqueue_split,4,0.092968750000000017,0.10878906250000002,0.015820312500000003,,,0.62298050339033095,,,,,,0.61017121793773021,0.61294758763578505,,,0.61294758763578516,,,,,,1.1796539520206085e-07,,,,9.8813129168249309e-324,,0,0,1.1796539520206085e-07,,,0.60957610913264926,,,,0.00059510880508078969,,5,1.3921764808713246e-06,3.7122732096547786e-06,5.1044496905261034e-06,5.9400704437580764e-05,0.00053570810064320891,0.00059510880508078969,1.3921764808713246e-06,3.7122732096547786e-06,5.1044496905261034e-06,5.1044496905261034e-06,0.61294758763578516,5.1044496905261034e-06,0.61295269208547587,9.8813129168249309e-324,0.30094620388249588,0.14943449698688155;0.15703929683100912,limited_normalized_insertion_symqueue_split; current insertion uncertainty is queued for future propagation and propagated old queue width is materialized for output/range only,0.14943449698688155,0.15703929683100912,1.4926536068307155,2.0355984750311635,4,4,28,31,134,28
flowstar_style_o4_target_insert_symqueue_split,5,0.10878906250000002,0.13251953125000002,0.023730468750000004,,,0.66321361264621859,,,,,,0.64312925967850987,0.64560447862976167,,,0.64560447862976178,,,,,,2.4993104501656462e-07,,,,9.8813129168249309e-324,,0,0,2.4993104501656462e-07,,,0.64235858189662443,,,,0.00077067778188528535,,6,1.8010269044722282e-06,4.6407013058893789e-06,6.441728210361607e-06,8.1215998439657287e-05,0.00068946178344562808,0.00077067778188528535,1.8010269044722282e-06,4.6407013058893789e-06,6.441728210361607e-06,6.441728210361607e-06,0.64560447862976178,6.441728210361607e-06,0.64561092035797196,9.8813129168249309e-324,0.31699167687574692,0.14775020228069632;0.17505203703418293,limited_normalized_insertion_symqueue_split; current insertion uncertainty is queued for future propagation and propagated old queue width is materialized for output/range only,0.14775020228069632,0.17505203703418293,1.5398149631608393,1.9383434258624415,4,4,28,31,134,28
flowstar_style_o4_target_insert_symqueue_split,6,0.13251953125000002,0.15031738281250001,0.017797851562500001,,,0.68196291719094615,,,,,,0.66401971784171498,0.66607076747416794,,,0.66607076747416805,,,,,,2.5793876891045599e-07,,,,9.8813129168249309e-324,,0,0,2.5793876891045599e-07,,,0.66314058770262663,,,,0.00087913013908818129,,7,2.5322213791178598e-06,6.5032865206182285e-06,9.0355078997360887e-06,9.9093146068903075e-05,0.00078003699301927825,0.00087913013908818129,2.5322213791178598e-06,6.5032865206182285e-06,9.0355078997360887e-06,9.0355078997360887e-06,0.66607076747416805,9.0355078997360887e-06,0.66607980298206748,9.8813129168249309e-324,0.32726397984058475,0.14614965014003969;0.18688573359704269,limited_normalized_insertion_symqueue_split; current insertion uncertainty is queued for future propagation and propagated old queue width is materialized for output/range only,0.14614965014003969,0.18688573359704269,1.5736415584975865,1.8624829621786041,4,4,28,31,134,28
flowstar_style_o4_target_insert_symqueue_split,7,0.15031738281250001,0.163665771484375,0.013348388671875001,,,0.69239713222485089,,,,,,0.67745979266510803,0.67909099097284642,,,0.67909099097284653,,,,,,2.1924801444018045e-07,,,,9.8813129168249309e-324,,0,0,2.1924801444018045e-07,,,0.67651137636677494,,,,0.0009484162983329523,,8,3.110497421031859e-06,7.7908813334867849e-06,1.0901378754518644e-05,0.00011318810560274912,0.00083522819273020314,0.0009484162983329523,3.110497421031859e-06,7.7908813334867849e-06,1.0901378754518644e-05,1.0901378754518644e-05,0.67909099097284653,1.0901378754518644e-05,0.67910189235160112,9.8813129168249309e-324,0.33393741477383321,0.14476953193049538;0.19477596355592647,limited_normalized_insertion_symqueue_split; current insertion uncertainty is queued for future propagation and propagated old queue width is materialized for output/range only,0.14476953193049538,0.19477596355592647,1.5981151078735458,1.8042342945299252,4,4,28,31,134,28
flowstar_style_o4_target_insert_symqueue_split,8,0.163665771484375,0.18368835449218751,0.020022583007812501,,,0.7161912912090399,,,,,,0.69403154475572892,0.69488316829494634,,,0.69488316829494645,,,,,,3.3773820092401039e-07,,,,9.8813129168249309e-324,,0,0,3.3773820092401039e-07,,,0.69294288041621177,,,,0.0010886643395170274,,9,3.573943879529857e-06,8.5832288884049563e-06,1.2157172767934813e-05,0.00013690007284963073,0.00095176426666739673,0.0010886643395170274,3.573943879529857e-06,8.5832288884049563e-06,1.2157172767934813e-05,1.2157172767934813e-05,0.69488316829494645,1.2157172767934813e-05,0.69489532546771426,9.8813129168249309e-324,0.3422559044521627,0.14242862796913153;0.20501295617834028,limited_normalized_insertion_symqueue_split; current insertion uncertainty is queued for future propagation and propagated old queue width is materialized for output/range only,0.14242862796913153,0.20501295617834028,1.6333515150901237,1.7151250664667168,4,4,28,31,134,28
flowstar_style_o4_target_insert_symqueue_split,9,0.18368835449218751,0.19870529174804688,0.015016937255859376,,,0.72118348913709329,,,,,,0.70414373707095945,0.70465108076021687,,,0.70465108076021699,,,,,,2.4675848885976114e-07,,,,9.8813129168249309e-324,,0,0,2.4675848885976114e-07,,,0.70296882742600397,,,,0.0011749096449553383,,10,4.3120823330044375e-06,1.0093344707088429e-05,1.4405427040092868e-05,0.00015561095105421876,0.0010192986939011196,0.0011749096449553383,4.3120823330044375e-06,1.0093344707088429e-05,1.4405427040092868e-05,1.4405427040092868e-05,0.70465108076021699,1.4405427040092868e-05,0.70466548618725711,9.8813129168249309e-324,0.34715648809837069,0.14047370797357023;0.21185183240653671,limited_normalized_insertion_symqueue_split; current insertion uncertainty is queued for future propagation and propagated old queue width is materialized for output/range only,0.14047370797357023,0.21185183240653671,1.6585987346994966,1.6472515583356191,4,4,28,31,134,28
