order,flowstar_status,flowstar_validated,flowstar_runtime_s,flowstar_segments,flowstar_last_width_sum,pytorch_status,pytorch_validated,pytorch_failed_reason,pytorch_candidate_final_width_sum,width_ratio_flowstar_over_pytorch,skip_reason
4,completed,true,0.00099500000000000001,1,0.60711000000000026,failed,false,Picard residual not subset of target remainder,0.5919358932421922,1.0256347130340338,
6,completed,true,0.0040810000000000004,1,0.60711000000000026,failed,false,Picard residual not subset of target remainder,0.5919358932421922,1.0256347130340338,
8,completed,true,0.014541,1,0.60711000000000026,failed,false,Picard residual not subset of target remainder,0.5919358932421922,1.0256347130340338,
