run_id,source_run_id,segment_index,t_lo,t_hi,h_try,x_lo,x_hi,y_lo,y_hi,order,candidate_order,output_order,validation_status,subset_result,candidate_final_width_sum,residual_width_sum,rejection_reason,reset_box_source
flowstar_one_step_oracle_candidate8_cutoff,flowstar_style_o6_candidate8_output6_cutoff_symqueue,2,0.094531250000000011,0.097167968750000014,0.0026367187500000002,1.313053271283904,1.6132401502024081,1.9465562385384505,2.2338456186539335,8,8,6,failed,False,0.5919358932421922,0.00022579193994108835,Picard residual not subset of target remainder,flowstar_symbolic_remainder_queue
