source,mode,schedule_distance_vs_flowstar,schedule_prefix_match_count,schedule_prefix_matches_flowstar,accepted_h_sequence,flowstar_h_sequence
flowstar,generated_flowstar_h5_reference,0,149,true,0.012500000000000001;0.013749999999999998;0.015125000000000003;0.0166375;0.018301249999999998;0.020131380000000004;0.011072269999999995;0.012179499999999996;0.013397400000000004;0.014737200000000006;0.0162109;0.017831899999999984;0.0098075999999999997;0.010788400000000004;0.011867199999999994;0.013053900000000007;0.014359200000000016;0.015795299999999984;0.017374700000000021;0.019112199999999968;0.010511700000000013;0.011562899999999987;0.012719200000000042;0.013991099999999979;0.015390200000000021;0.016929199999999978;0.018622199999999978;0.020484400000000014;0.022532800000000019;0.012392999999999987;0.013632399999999989;0.014995499999999995;0.016495200000000043;0.018144600000000011;0.019959100000000007;0.021955100000000005;0.024150499999999964;0.026565599999999967;0.029222100000000029;0.032144399999999962;0.035358800000000024;0.019447300000000056;0.021392099999999914;0.023531300000000033;0.02588440000000003;0.028472799999999965;0.031320099999999962;0.034452200000000044;0.037897300000000023;0.041687099999999977;0.045855599999999996;0.050442000000000098;0.055485000000000007;0.061033999999999811;0.033569000000000182;0.036926000000000014;0.040617999999999821;0.044680000000000053;0.049147999999999969;0.054062999999999972;0.059468999999999994;0.065416000000000141;0.071957000000000049;0.079152999999999807;0.043535000000000101;0.047887999999999931;0.052676000000000167;0.057943999999999996;0.06373899999999999;0.07011199999999973;0.07712399999999997;0.084836000000000134;0.046660000000000146;0.051325999999999983;0.056458000000000119;0.062104999999999855;0.068313999999999986;0.037573000000000079;0.041331000000000007;0.045462999999999809;0.050009999999999888;0.055011000000000365;0.030255999999999617;0.033281000000000116;0.036610000000000031;0.040270000000000028;0.044297999999999949;0.024364000000000274;0.026799999999999713;0.029479999999999951;0.032428000000000345;0.035670999999999786;0.019619000000000053;0.02158099999999985;0.023738999999999955;0.026113000000000053;0.028723999999999972;0.031597000000000097;0.017377999999999894;0.019116000000000355;0.021026999999999685;0.023131000000000235;0.02544299999999966;0.027988000000000124;0.01539299999999999;0.016932000000000169;0.018625999999999809;0.020488999999999979;0.022537000000000251;0.024791000000000007;0.027269999999999683;0.014998000000000289;0.016499000000000041;0.018148000000000053;0.019962999999999731;0.021959000000000284;0.024154999999999927;0.026570999999999678;0.029228000000000254;0.032150999999999819;0.017682000000000198;0.019451999999999803;0.021396000000000193;0.023536000000000001;0.025888999999999829;0.028478999999999921;0.031325999999999965;0.034459000000000017;0.03790400000000016;0.041695999999999955;0.045863999999999905;0.050451999999999941;0.055496000000000656;0.061045999999999268;0.03357499999999991;0.036933000000000327;0.040626000000000495;0.044688999999999979;0.049157999999999369;0.054072999999999816;0.059481000000000783;0.06542799999999982;0.071971999999999703;0.079169000000000267;0.087086000000000219;0.047896999999999856;0.052686999999999706;0.057954999999999757;0.03017200000000031,0.012500000000000001;0.013749999999999998;0.015125000000000003;0.0166375;0.018301249999999998;0.020131380000000004;0.011072269999999995;0.012179499999999996;0.013397400000000004;0.014737200000000006;0.0162109;0.017831899999999984;0.0098075999999999997;0.010788400000000004;0.011867199999999994;0.013053900000000007;0.014359200000000016;0.015795299999999984;0.017374700000000021;0.019112199999999968;0.010511700000000013;0.011562899999999987;0.012719200000000042;0.013991099999999979;0.015390200000000021;0.016929199999999978;0.018622199999999978;0.020484400000000014;0.022532800000000019;0.012392999999999987;0.013632399999999989;0.014995499999999995;0.016495200000000043;0.018144600000000011;0.019959100000000007;0.021955100000000005;0.024150499999999964;0.026565599999999967;0.029222100000000029;0.032144399999999962;0.035358800000000024;0.019447300000000056;0.021392099999999914;0.023531300000000033;0.02588440000000003;0.028472799999999965;0.031320099999999962;0.034452200000000044;0.037897300000000023;0.041687099999999977;0.045855599999999996;0.050442000000000098;0.055485000000000007;0.061033999999999811;0.033569000000000182;0.036926000000000014;0.040617999999999821;0.044680000000000053;0.049147999999999969;0.054062999999999972;0.059468999999999994;0.065416000000000141;0.071957000000000049;0.079152999999999807;0.043535000000000101;0.047887999999999931;0.052676000000000167;0.057943999999999996;0.06373899999999999;0.07011199999999973;0.07712399999999997;0.084836000000000134;0.046660000000000146;0.051325999999999983;0.056458000000000119;0.062104999999999855;0.068313999999999986;0.037573000000000079;0.041331000000000007;0.045462999999999809;0.050009999999999888;0.055011000000000365;0.030255999999999617;0.033281000000000116;0.036610000000000031;0.040270000000000028;0.044297999999999949;0.024364000000000274;0.026799999999999713;0.029479999999999951;0.032428000000000345;0.035670999999999786;0.019619000000000053;0.02158099999999985;0.023738999999999955;0.026113000000000053;0.028723999999999972;0.031597000000000097;0.017377999999999894;0.019116000000000355;0.021026999999999685;0.023131000000000235;0.02544299999999966;0.027988000000000124;0.01539299999999999;0.016932000000000169;0.018625999999999809;0.020488999999999979;0.022537000000000251;0.024791000000000007;0.027269999999999683;0.014998000000000289;0.016499000000000041;0.018148000000000053;0.019962999999999731;0.021959000000000284;0.024154999999999927;0.026570999999999678;0.029228000000000254;0.032150999999999819;0.017682000000000198;0.019451999999999803;0.021396000000000193;0.023536000000000001;0.025888999999999829;0.028478999999999921;0.031325999999999965;0.034459000000000017;0.03790400000000016;0.041695999999999955;0.045863999999999905;0.050451999999999941;0.055496000000000656;0.061045999999999268;0.03357499999999991;0.036933000000000327;0.040626000000000495;0.044688999999999979;0.049157999999999369;0.054072999999999816;0.059481000000000783;0.06542799999999982;0.071971999999999703;0.079169000000000267;0.087086000000000219;0.047896999999999856;0.052686999999999706;0.057954999999999757;0.03017200000000031
torch_existing_artifact,flowstar_style_o6_candidate8_output6_cutoff_insert,7.5254740000000009,0,false,0.050000000000000003;0.075000000000000011;0.050000000000000003;0.075000000000000011;0.050000000000000003;0.075000000000000011;0.050000000000000003;0.075000000000000011;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.050000000000000003;0.075000000000000011;0.050000000000000003;0.075000000000000011;0.050000000000000003;0.075000000000000011;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.025000000000001243,0.012500000000000001;0.013749999999999998;0.015125000000000003;0.0166375;0.018301249999999998;0.020131380000000004;0.011072269999999995;0.012179499999999996;0.013397400000000004;0.014737200000000006;0.0162109;0.017831899999999984;0.0098075999999999997;0.010788400000000004;0.011867199999999994;0.013053900000000007;0.014359200000000016;0.015795299999999984;0.017374700000000021;0.019112199999999968;0.010511700000000013;0.011562899999999987;0.012719200000000042;0.013991099999999979;0.015390200000000021;0.016929199999999978;0.018622199999999978;0.020484400000000014;0.022532800000000019;0.012392999999999987;0.013632399999999989;0.014995499999999995;0.016495200000000043;0.018144600000000011;0.019959100000000007;0.021955100000000005;0.024150499999999964;0.026565599999999967;0.029222100000000029;0.032144399999999962;0.035358800000000024;0.019447300000000056;0.021392099999999914;0.023531300000000033;0.02588440000000003;0.028472799999999965;0.031320099999999962;0.034452200000000044;0.037897300000000023;0.041687099999999977;0.045855599999999996;0.050442000000000098;0.055485000000000007;0.061033999999999811;0.033569000000000182;0.036926000000000014;0.040617999999999821;0.044680000000000053;0.049147999999999969;0.054062999999999972;0.059468999999999994;0.065416000000000141;0.071957000000000049;0.079152999999999807;0.043535000000000101;0.047887999999999931;0.052676000000000167;0.057943999999999996;0.06373899999999999;0.07011199999999973;0.07712399999999997;0.084836000000000134;0.046660000000000146;0.051325999999999983;0.056458000000000119;0.062104999999999855;0.068313999999999986;0.037573000000000079;0.041331000000000007;0.045462999999999809;0.050009999999999888;0.055011000000000365;0.030255999999999617;0.033281000000000116;0.036610000000000031;0.040270000000000028;0.044297999999999949;0.024364000000000274;0.026799999999999713;0.029479999999999951;0.032428000000000345;0.035670999999999786;0.019619000000000053;0.02158099999999985;0.023738999999999955;0.026113000000000053;0.028723999999999972;0.031597000000000097;0.017377999999999894;0.019116000000000355;0.021026999999999685;0.023131000000000235;0.02544299999999966;0.027988000000000124;0.01539299999999999;0.016932000000000169;0.018625999999999809;0.020488999999999979;0.022537000000000251;0.024791000000000007;0.027269999999999683;0.014998000000000289;0.016499000000000041;0.018148000000000053;0.019962999999999731;0.021959000000000284;0.024154999999999927;0.026570999999999678;0.029228000000000254;0.032150999999999819;0.017682000000000198;0.019451999999999803;0.021396000000000193;0.023536000000000001;0.025888999999999829;0.028478999999999921;0.031325999999999965;0.034459000000000017;0.03790400000000016;0.041695999999999955;0.045863999999999905;0.050451999999999941;0.055496000000000656;0.061045999999999268;0.03357499999999991;0.036933000000000327;0.040626000000000495;0.044688999999999979;0.049157999999999369;0.054072999999999816;0.059481000000000783;0.06542799999999982;0.071971999999999703;0.079169000000000267;0.087086000000000219;0.047896999999999856;0.052686999999999706;0.057954999999999757;0.03017200000000031
torch,current_no_queue_default_policy,2.8156815097998269,0,false,0.025000000000000001;0.018750000000000003;0.028125000000000004;0.021093750000000001;0.015820312500000003;0.023730468750000004;0.017797851562500001;0.013348388671875001;0.020022583007812501;0.015016937255859376;0.022525405883789065;0.016894054412841798;0.012670540809631349;0.019005811214447024;0.014254358410835267;0.021381537616252902;0.016036153212189676;0.024054229818284513;0.018040672363713386;0.02706100854557008;0.020295756409177558;0.015221817306883169;0.022832725960324752;0.017124544470243565;0.025686816705365347;0.01926511252902401;0.028897668793536016;0.021673251595152012;0.032509877392728016;0.024382408044546014;0.036573612066819021;0.027430209050114264;0.041145313575171399;0.03085898518137855;0.046288477772067821;0.034716358329050866;0.052074537493576295;0.039055903120182221;0.058583854680273328;0.043937891010204996;0.065906836515307488;0.049430127386480616;0.074145191079720923;0.050000000000000003;0.075000000000000011;0.050000000000000003;0.075000000000000011;0.050000000000000003;0.075000000000000011;0.050000000000000003;0.075000000000000011;0.050000000000000003;0.075000000000000011;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.10000000000000001;0.050000000000000003;0.075000000000000011;0.050000000000000003;0.075000000000000011;0.050000000000000003;0.075000000000000011;0.050000000000000003;0.037500000000000006;0.056250000000000008;0.042187500000000003;0.063281250000000011;0.047460937500000008;0.035595703125000003;0.026696777343750002;0.040045166015625001;0.030033874511718753;0.045050811767578129;0.033788108825683595;0.025341081619262698;0.038011622428894047;0.028508716821670534;0.021381537616252902;0.032072306424379353;0.024054229818284513;0.018040672363713386;0.02706100854557008;0.020295756409177558;0.030443634613766337;0.022832725960324752;0.017124544470243565;0.025686816705365347;0.01926511252902401;0.028897668793536016;0.021673251595152012;0.016254938696364008;0.024382408044546014;0.01828680603340951;0.027430209050114264;0.0205726567875857;0.03085898518137855;0.02314423888603391;0.017358179164525433;0.026037268746788148;0.019527951560091111;0.029291927340136664;0.021968945505102498;0.032953418257653744;0.024715063693240308;0.037072595539860462;0.027804446654895346;0.041706669982343021;0.031280002486757268;0.046920003730135898;0.035190002797601927;0.026392502098201445;0.039588753147302168;0.029691564860476624;0.044537347290714936;0.033403010468036204;0.050104515702054306;0.037578386776540726;0.028183790082405544;0.042275685123608318;0.031706763842706237;0.047560145764059356;0.035670109323044513;0.05350516398456677;0.040128872988425074;0.030096654741318805;0.045144982111978205;0.033858736583983653;0.05078810487597548;0.038091078656981608;0.028568308992736206;0.042852463489104306;0.032139347616828226;0.048209021425242339;0.02992081560824289,0.012500000000000001;0.013749999999999998;0.015125000000000003;0.0166375;0.018301249999999998;0.020131380000000004;0.011072269999999995;0.012179499999999996;0.013397400000000004;0.014737200000000006;0.0162109;0.017831899999999984;0.0098075999999999997;0.010788400000000004;0.011867199999999994;0.013053900000000007;0.014359200000000016;0.015795299999999984;0.017374700000000021;0.019112199999999968;0.010511700000000013;0.011562899999999987;0.012719200000000042;0.013991099999999979;0.015390200000000021;0.016929199999999978;0.018622199999999978;0.020484400000000014;0.022532800000000019;0.012392999999999987;0.013632399999999989;0.014995499999999995;0.016495200000000043;0.018144600000000011;0.019959100000000007;0.021955100000000005;0.024150499999999964;0.026565599999999967;0.029222100000000029;0.032144399999999962;0.035358800000000024;0.019447300000000056;0.021392099999999914;0.023531300000000033;0.02588440000000003;0.028472799999999965;0.031320099999999962;0.034452200000000044;0.037897300000000023;0.041687099999999977;0.045855599999999996;0.050442000000000098;0.055485000000000007;0.061033999999999811;0.033569000000000182;0.036926000000000014;0.040617999999999821;0.044680000000000053;0.049147999999999969;0.054062999999999972;0.059468999999999994;0.065416000000000141;0.071957000000000049;0.079152999999999807;0.043535000000000101;0.047887999999999931;0.052676000000000167;0.057943999999999996;0.06373899999999999;0.07011199999999973;0.07712399999999997;0.084836000000000134;0.046660000000000146;0.051325999999999983;0.056458000000000119;0.062104999999999855;0.068313999999999986;0.037573000000000079;0.041331000000000007;0.045462999999999809;0.050009999999999888;0.055011000000000365;0.030255999999999617;0.033281000000000116;0.036610000000000031;0.040270000000000028;0.044297999999999949;0.024364000000000274;0.026799999999999713;0.029479999999999951;0.032428000000000345;0.035670999999999786;0.019619000000000053;0.02158099999999985;0.023738999999999955;0.026113000000000053;0.028723999999999972;0.031597000000000097;0.017377999999999894;0.019116000000000355;0.021026999999999685;0.023131000000000235;0.02544299999999966;0.027988000000000124;0.01539299999999999;0.016932000000000169;0.018625999999999809;0.020488999999999979;0.022537000000000251;0.024791000000000007;0.027269999999999683;0.014998000000000289;0.016499000000000041;0.018148000000000053;0.019962999999999731;0.021959000000000284;0.024154999999999927;0.026570999999999678;0.029228000000000254;0.032150999999999819;0.017682000000000198;0.019451999999999803;0.021396000000000193;0.023536000000000001;0.025888999999999829;0.028478999999999921;0.031325999999999965;0.034459000000000017;0.03790400000000016;0.041695999999999955;0.045863999999999905;0.050451999999999941;0.055496000000000656;0.061045999999999268;0.03357499999999991;0.036933000000000327;0.040626000000000495;0.044688999999999979;0.049157999999999369;0.054072999999999816;0.059481000000000783;0.06542799999999982;0.071971999999999703;0.079169000000000267;0.087086000000000219;0.047896999999999856;0.052686999999999706;0.057954999999999757;0.03017200000000031
torch,raw_remainder_compat_default_policy,2.4104983230011037,1,false,0.012500000000000001;0.018750000000000003;0.014062500000000002;0.021093750000000001;0.015820312500000003;0.011865234375000002;0.017797851562500001;0.013348388671875001;0.01001129150390625;0.015016937255859376;0.011262702941894532;0.016894054412841798;0.012670540809631349;0.019005811214447024;0.014254358410835267;0.010690768808126451;0.016036153212189676;0.012027114909142256;0.018040672363713386;0.01353050427278504;0.010147878204588779;0.015221817306883169;0.011416362980162376;0.017124544470243565;0.012843408352682674;0.01926511252902401;0.014448834396768008;0.021673251595152012;0.016254938696364008;0.024382408044546014;0.01828680603340951;0.013715104525057132;0.0205726567875857;0.015429492590689275;0.02314423888603391;0.017358179164525433;0.026037268746788148;0.019527951560091111;0.029291927340136664;0.021968945505102498;0.032953418257653744;0.024715063693240308;0.018536297769930231;0.027804446654895346;0.020853334991171511;0.031280002486757268;0.023460001865067949;0.035190002797601927;0.026392502098201445;0.039588753147302168;0.029691564860476624;0.044537347290714936;0.033403010468036204;0.050104515702054306;0.037578386776540726;0.056367580164811089;0.042275685123608318;0.063413527685412474;0.047560145764059356;0.035670109323044513;0.05350516398456677;0.040128872988425074;0.060193309482637611;0.045144982111978205;0.067717473167967307;0.050000000000000003;0.075000000000000011;0.050000000000000003;0.075000000000000011;0.050000000000000003;0.075000000000000011;0.050000000000000003;0.075000000000000011;0.050000000000000003;0.075000000000000011;0.050000000000000003;0.075000000000000011;0.050000000000000003;0.037500000000000006;0.056250000000000008;0.042187500000000003;0.031640625000000006;0.047460937500000008;0.035595703125000003;0.053393554687500004;0.040045166015625001;0.030033874511718753;0.045050811767578129;0.033788108825683595;0.025341081619262698;0.038011622428894047;0.028508716821670534;0.021381537616252902;0.032072306424379353;0.024054229818284513;0.018040672363713386;0.02706100854557008;0.020295756409177558;0.030443634613766337;0.022832725960324752;0.017124544470243565;0.025686816705365347;0.01926511252902401;0.014448834396768008;0.021673251595152012;0.016254938696364008;0.024382408044546014;0.01828680603340951;0.013715104525057132;0.0205726567875857;0.015429492590689275;0.02314423888603391;0.017358179164525433;0.013018634373394074;0.019527951560091111;0.014645963670068332;0.021968945505102498;0.016476709128826872;0.012357531846620154;0.018536297769930231;0.013902223327447673;0.020853334991171511;0.015640001243378634;0.023460001865067949;0.017595001398800963;0.013196251049100723;0.019794376573651084;0.014845782430238312;0.022268673645357468;0.016701505234018102;0.025052257851027153;0.018789193388270363;0.028183790082405544;0.021137842561804159;0.015853381921353119;0.023780072882029678;0.017835054661522257;0.026752581992283385;0.020064436494212537;0.030096654741318805;0.022572491055989102;0.016929368291991827;0.02539405243798774;0.019045539328490804;0.028568308992736206;0.021426231744552153;0.032139347616828226;0.02410451071262117;0.036156766068931756;0.027117574551698817;0.020338180913774113;0.030507271370661171;0.022880453527995878;0.034320680291993817;0.025740510218995365;0.019305382664246522;0.028958073996369783;0.021718555497277338;0.03257783324591601;0.024433374934437008;0.036650062401655512;0.027487546801241634;0.020615660100931226;0.030923490151396837;0.023192617613547628;0.034788926420321442;0.026091694815241082;0.019568771111430811;0.029353156667146219;0.022014867500359664;0.033022301250539496;0.024766725937904622;0.018575044453428467;0.027862566680142701;0.020896925010107027;0.031345387515160542;0.023509040636370406;0.017631780477277804;0.026447670715916707;0.029499272011988431,0.012500000000000001;0.013749999999999998;0.015125000000000003;0.0166375;0.018301249999999998;0.020131380000000004;0.011072269999999995;0.012179499999999996;0.013397400000000004;0.014737200000000006;0.0162109;0.017831899999999984;0.0098075999999999997;0.010788400000000004;0.011867199999999994;0.013053900000000007;0.014359200000000016;0.015795299999999984;0.017374700000000021;0.019112199999999968;0.010511700000000013;0.011562899999999987;0.012719200000000042;0.013991099999999979;0.015390200000000021;0.016929199999999978;0.018622199999999978;0.020484400000000014;0.022532800000000019;0.012392999999999987;0.013632399999999989;0.014995499999999995;0.016495200000000043;0.018144600000000011;0.019959100000000007;0.021955100000000005;0.024150499999999964;0.026565599999999967;0.029222100000000029;0.032144399999999962;0.035358800000000024;0.019447300000000056;0.021392099999999914;0.023531300000000033;0.02588440000000003;0.028472799999999965;0.031320099999999962;0.034452200000000044;0.037897300000000023;0.041687099999999977;0.045855599999999996;0.050442000000000098;0.055485000000000007;0.061033999999999811;0.033569000000000182;0.036926000000000014;0.040617999999999821;0.044680000000000053;0.049147999999999969;0.054062999999999972;0.059468999999999994;0.065416000000000141;0.071957000000000049;0.079152999999999807;0.043535000000000101;0.047887999999999931;0.052676000000000167;0.057943999999999996;0.06373899999999999;0.07011199999999973;0.07712399999999997;0.084836000000000134;0.046660000000000146;0.051325999999999983;0.056458000000000119;0.062104999999999855;0.068313999999999986;0.037573000000000079;0.041331000000000007;0.045462999999999809;0.050009999999999888;0.055011000000000365;0.030255999999999617;0.033281000000000116;0.036610000000000031;0.040270000000000028;0.044297999999999949;0.024364000000000274;0.026799999999999713;0.029479999999999951;0.032428000000000345;0.035670999999999786;0.019619000000000053;0.02158099999999985;0.023738999999999955;0.026113000000000053;0.028723999999999972;0.031597000000000097;0.017377999999999894;0.019116000000000355;0.021026999999999685;0.023131000000000235;0.02544299999999966;0.027988000000000124;0.01539299999999999;0.016932000000000169;0.018625999999999809;0.020488999999999979;0.022537000000000251;0.024791000000000007;0.027269999999999683;0.014998000000000289;0.016499000000000041;0.018148000000000053;0.019962999999999731;0.021959000000000284;0.024154999999999927;0.026570999999999678;0.029228000000000254;0.032150999999999819;0.017682000000000198;0.019451999999999803;0.021396000000000193;0.023536000000000001;0.025888999999999829;0.028478999999999921;0.031325999999999965;0.034459000000000017;0.03790400000000016;0.041695999999999955;0.045863999999999905;0.050451999999999941;0.055496000000000656;0.061045999999999268;0.03357499999999991;0.036933000000000327;0.040626000000000495;0.044688999999999979;0.049157999999999369;0.054072999999999816;0.059481000000000783;0.06542799999999982;0.071971999999999703;0.079169000000000267;0.087086000000000219;0.047896999999999856;0.052686999999999706;0.057954999999999757;0.03017200000000031
torch,raw_remainder_compat_flowstar_step_policy,1.9229736906179671,5,false,0.012500000000000001;0.013750000000000002;0.015125000000000003;0.016637500000000003;0.018301250000000005;0.020131375000000007;0.011072256250000004;0.012179481875000005;0.013397430062500007;0.014737173068750008;0.016210890375625009;0.01783197941318751;0.0098075886772531311;0.010788347544978445;0.01186718229947629;0.01305390052942392;0.014359290582366313;0.015795219640602945;0.017374741604663242;0.019112215765129569;0.010511718670821265;0.011562890537903391;0.012719179591693731;0.013991097550863106;0.015390207305949418;0.016929228036544362;0.0186221508401988;0.020484365924218682;0.022532802516640551;0.012393041384152304;0.013632345522567535;0.014995580074824289;0.01649513808230672;0.018144651890537395;0.019959117079591138;0.021955028787550252;0.024150531666305278;0.026565584832935807;0.029222143316229389;0.032144357647852333;0.017679396706318785;0.019447336376950664;0.021392070014645732;0.023531277016110307;0.02588440471772134;0.028472845189493477;0.031320129708442827;0.034452142679287111;0.037897356947215827;0.041687092641937415;0.045855801906131158;0.050441382096744279;0.027742760153209357;0.030517036168530295;0.033568739785383328;0.036925613763921665;0.040618175140313836;0.044679992654345226;0.049147991919779754;0.054062791111757734;0.059469070222933511;0.065415977245226867;0.035978787484874777;0.039576666233362257;0.043534332856698485;0.047887766142368338;0.052676542756605174;0.057944197032265693;0.063738616735492262;0.070112478409041501;0.077123726249945651;0.042418049437470108;0.046659854381217121;0.051325839819338838;0.056458423801272729;0.062104266181400004;0.068314692799540014;0.075146162079494025;0.041330389143721717;0.045463428058093891;0.050009770863903284;0.05501074795029362;0.060511822745322991;0.033281502509927646;0.036609652760920416;0.040270618037012464;0.044297679840713713;0.048727447824785088;0.053600192607263598;0.029480105933994982;0.032428116527394482;0.035670928180133933;0.039238020998147327;0.021580911548981032;0.023739002703879138;0.026112902974267053;0.02872419327169376;0.031596612598863136;0.017378136929374725;0.019115950622312198;0.02102754568454342;0.023130300252997765;0.025443330278297541;0.013993831653063648;0.015393214818370015;0.016932536300207017;0.018625789930227721;0.020488368923250497;0.022537205815575549;0.012395463198566553;0.013635009518423209;0.014998510470265531;0.016498361517292084;0.018148197669021295;0.019963017435923425;0.021959319179515768;0.012077625548733673;0.013285388103607042;0.014613926913967746;0.016075319605364524;0.017682851565900978;0.019451136722491078;0.021396250394740187;0.023535875434214207;0.012944731488817815;0.014239204637699598;0.015663125101469558;0.017229437611616515;0.018952381372778167;0.020847619510055985;0.022932381461061586;0.025225619607167748;0.027748181567884524;0.01526149986233649;0.016787649848570139;0.018466414833427154;0.02031305631676987;0.022344361948446859;0.024578798143291548;0.027036677957620703;0.029740345753382778;0.032714380328721059;0.017992909180796584;0.019792200098876243;0.021771420108763869;0.023948562119640259;0.026343418331604286;0.028977760164764717;0.031875536181241192;0.035063089799365316;0.019284699389650925;0.02121316932861602;0.023334486261477626;0.02566793488762539;0.028234728376387932;0.031058201214026727;0.034164021335429402;0.037580423468972349;0.020669232907934793;0.022736156198728274;0.025009771818601104;0.027510749000461215;0.030261823900507339;0.033288006290558073;0.03661680691961388;0.020139243805787636;0.022153168186366402;0.024368485005003045;0.026805333505503352;0.029485866856053689;0.03243445354165906;0.017838949447912485;0.019622844392703735;0.02158512883197411;0.023743641715171522;0.026118005886688677;0.028729806475357549;0.031602787122893307;0.017381532917591321;0.019119686209350454;0.0083398093842310672,0.012500000000000001;0.013749999999999998;0.015125000000000003;0.0166375;0.018301249999999998;0.020131380000000004;0.011072269999999995;0.012179499999999996;0.013397400000000004;0.014737200000000006;0.0162109;0.017831899999999984;0.0098075999999999997;0.010788400000000004;0.011867199999999994;0.013053900000000007;0.014359200000000016;0.015795299999999984;0.017374700000000021;0.019112199999999968;0.010511700000000013;0.011562899999999987;0.012719200000000042;0.013991099999999979;0.015390200000000021;0.016929199999999978;0.018622199999999978;0.020484400000000014;0.022532800000000019;0.012392999999999987;0.013632399999999989;0.014995499999999995;0.016495200000000043;0.018144600000000011;0.019959100000000007;0.021955100000000005;0.024150499999999964;0.026565599999999967;0.029222100000000029;0.032144399999999962;0.035358800000000024;0.019447300000000056;0.021392099999999914;0.023531300000000033;0.02588440000000003;0.028472799999999965;0.031320099999999962;0.034452200000000044;0.037897300000000023;0.041687099999999977;0.045855599999999996;0.050442000000000098;0.055485000000000007;0.061033999999999811;0.033569000000000182;0.036926000000000014;0.040617999999999821;0.044680000000000053;0.049147999999999969;0.054062999999999972;0.059468999999999994;0.065416000000000141;0.071957000000000049;0.079152999999999807;0.043535000000000101;0.047887999999999931;0.052676000000000167;0.057943999999999996;0.06373899999999999;0.07011199999999973;0.07712399999999997;0.084836000000000134;0.046660000000000146;0.051325999999999983;0.056458000000000119;0.062104999999999855;0.068313999999999986;0.037573000000000079;0.041331000000000007;0.045462999999999809;0.050009999999999888;0.055011000000000365;0.030255999999999617;0.033281000000000116;0.036610000000000031;0.040270000000000028;0.044297999999999949;0.024364000000000274;0.026799999999999713;0.029479999999999951;0.032428000000000345;0.035670999999999786;0.019619000000000053;0.02158099999999985;0.023738999999999955;0.026113000000000053;0.028723999999999972;0.031597000000000097;0.017377999999999894;0.019116000000000355;0.021026999999999685;0.023131000000000235;0.02544299999999966;0.027988000000000124;0.01539299999999999;0.016932000000000169;0.018625999999999809;0.020488999999999979;0.022537000000000251;0.024791000000000007;0.027269999999999683;0.014998000000000289;0.016499000000000041;0.018148000000000053;0.019962999999999731;0.021959000000000284;0.024154999999999927;0.026570999999999678;0.029228000000000254;0.032150999999999819;0.017682000000000198;0.019451999999999803;0.021396000000000193;0.023536000000000001;0.025888999999999829;0.028478999999999921;0.031325999999999965;0.034459000000000017;0.03790400000000016;0.041695999999999955;0.045863999999999905;0.050451999999999941;0.055496000000000656;0.061045999999999268;0.03357499999999991;0.036933000000000327;0.040626000000000495;0.044688999999999979;0.049157999999999369;0.054072999999999816;0.059481000000000783;0.06542799999999982;0.071971999999999703;0.079169000000000267;0.087086000000000219;0.047896999999999856;0.052686999999999706;0.057954999999999757;0.03017200000000031
