window,plant,mode,step,history_length,replays,phase,operation,dependency_fixed,category,exclusive_seconds,calls,step_seconds,instrumentation
brusselator_early,brusselator,reference,1,0,8,replay,polynomial_mul_trunc,True,refinement_fixed_preparation,0.25058608781546354,64,1.2497383709996939,nested_function_timer
brusselator_early,brusselator,reference,1,0,8,replay,polynomial_range_bound,True,refinement_fixed_preparation,0.15165899228304625,136,1.2497383709996939,nested_function_timer
brusselator_early,brusselator,reference,1,0,8,replay,interval_arithmetic,False,refinement_dynamic_and_dispatch,0.02254131343215704,872,1.2497383709996939,nested_function_timer
brusselator_early,brusselator,reference,1,0,8,replay,polynomial_apply_cutoff,True,refinement_fixed_preparation,0.04596636164933443,40,1.2497383709996939,nested_function_timer
brusselator_early,brusselator,reference,1,0,8,replay,polynomial_sub,True,refinement_fixed_preparation,0.0004612701013684273,40,1.2497383709996939,nested_function_timer
brusselator_early,brusselator,reference,1,0,8,replay,polynomial_add,True,refinement_fixed_preparation,0.0002554957754909992,24,1.2497383709996939,nested_function_timer
brusselator_early,brusselator,reference,1,0,8,replay,polynomial_integrate,True,refinement_fixed_preparation,0.009573987685143948,8,1.2497383709996939,nested_function_timer
brusselator_early,brusselator,reference,1,0,8,replay,image,False,refinement_dynamic_and_dispatch,0.03016959596425295,8,1.2497383709996939,nested_function_timer
brusselator_early,brusselator,reference,1,0,8,replay,_post_accept_refine_raw_remainder,False,refinement_dynamic_and_dispatch,0.001649403478950262,1,1.2497383709996939,nested_function_timer
brusselator_early,brusselator,reference,1,0,8,boundary,endpoint_correction,False,boundary_and_endpoint_correction,0.016076740343123674,3,1.2497383709996939,nested_function_timer
brusselator_early,brusselator,reference,1,0,8,boundary,boundary,False,boundary_and_endpoint_correction,0.22558957105502486,1,1.2497383709996939,nested_function_timer
brusselator_early,brusselator,reference,1,0,8,other,unattributed,False,other_including_unclassified_python,0.037046633660793304,0,1.2497383709996939,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,other,object_checks_and_small_tensors,False,python_objects_and_small_tensor_checks,0.002725064754486084,107,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,candidate,object_checks_and_small_tensors,False,python_objects_and_small_tensor_checks,0.010469624772667885,458,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,candidate,polynomial_component,True,polynomial_multiply_truncate_range,0.0003759590908885002,36,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,candidate,interval_arithmetic,True,polynomial_multiply_truncate_range,0.02021303540095687,324,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,candidate,polynomial_mul_trunc,True,polynomial_multiply_truncate_range,0.09640512522310019,24,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,candidate,polynomial_range_bound,True,polynomial_multiply_truncate_range,0.058008654974401,48,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,candidate,interval_arithmetic,False,candidate_construction_excluding_classified_polynomial_work,0.007175576873123646,234,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,candidate,polynomial_sub,True,polynomial_multiply_truncate_range,0.0001367642544209957,12,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,candidate,polynomial_add,True,polynomial_multiply_truncate_range,0.00013527879491448402,12,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,candidate,polynomial_integrate,True,polynomial_multiply_truncate_range,0.007397275883704424,6,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,candidate,polynomial_apply_cutoff,True,polynomial_multiply_truncate_range,0.007016691379249096,6,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,candidate,dense_polynomial_picard,False,candidate_construction_excluding_classified_polynomial_work,0.011396941728889942,1,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,other,interval_arithmetic,False,other_including_unclassified_python,0.00152891268953681,69,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,other,polynomial_component,True,polynomial_multiply_truncate_range,6.178673356771469e-05,6,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,other,interval_arithmetic,True,polynomial_multiply_truncate_range,0.003276460338383913,54,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,other,polynomial_mul_trunc,True,polynomial_multiply_truncate_range,0.016125252936035395,4,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,other,polynomial_range_bound,True,polynomial_multiply_truncate_range,0.009874809999018908,9,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,other,polynomial_sub,True,polynomial_multiply_truncate_range,3.083422780036926e-05,3,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,other,polynomial_add,True,polynomial_multiply_truncate_range,2.194102853536606e-05,2,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,other,polynomial_integrate,True,polynomial_multiply_truncate_range,0.0011732778511941433,1,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,initial,polynomial_component,True,polynomial_multiply_truncate_range,8.102459833025932e-05,8,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,initial,object_checks_and_small_tensors,False,python_objects_and_small_tensor_checks,0.004285422153770924,152,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,initial,interval_arithmetic,True,polynomial_multiply_truncate_range,0.007100801449269056,117,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,initial,polynomial_mul_trunc,True,polynomial_multiply_truncate_range,0.031357789412140846,8,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,initial,polynomial_range_bound,True,polynomial_multiply_truncate_range,0.019030445255339146,17,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,initial,interval_arithmetic,False,initial_remainder_excluding_classified_polynomial_work,0.0027584051713347435,109,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,initial,polynomial_apply_cutoff,True,polynomial_multiply_truncate_range,0.005604986567050219,5,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,initial,polynomial_sub,True,polynomial_multiply_truncate_range,5.510076880455017e-05,5,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,initial,polynomial_add,True,polynomial_multiply_truncate_range,3.240816295146942e-05,3,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,initial,polynomial_integrate,True,polynomial_multiply_truncate_range,0.0011757011525332928,1,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,initial,image,False,initial_remainder_excluding_classified_polynomial_work,0.0037032514810562134,1,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,replay,object_checks_and_small_tensors,False,python_objects_and_small_tensor_checks,0.034501742105931044,1240,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,replay,polynomial_component,True,refinement_fixed_preparation,0.0006905291229486465,64,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,replay,interval_arithmetic,True,refinement_fixed_preparation,0.05620759865269065,936,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,replay,polynomial_mul_trunc,True,refinement_fixed_preparation,0.25361056718975306,64,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,replay,polynomial_range_bound,True,refinement_fixed_preparation,0.15062005165964365,136,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,replay,interval_arithmetic,False,refinement_dynamic_and_dispatch,0.022236672695726156,872,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,replay,polynomial_apply_cutoff,True,refinement_fixed_preparation,0.0451833289116621,40,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,replay,polynomial_sub,True,refinement_fixed_preparation,0.00044629722833633423,40,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,replay,polynomial_add,True,refinement_fixed_preparation,0.0002571423538029194,24,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,replay,polynomial_integrate,True,refinement_fixed_preparation,0.009450075216591358,8,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,replay,image,False,refinement_dynamic_and_dispatch,0.030153346247971058,8,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,replay,_post_accept_refine_raw_remainder,False,refinement_dynamic_and_dispatch,0.0015676883049309254,1,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,boundary,endpoint_correction,False,boundary_and_endpoint_correction,0.015632415656000376,3,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,boundary,boundary,False,boundary_and_endpoint_correction,0.5251697609201074,1,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,2,1,8,other,unattributed,False,other_including_unclassified_python,0.025433382485061884,0,1.499895203858614,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,other,object_checks_and_small_tensors,False,python_objects_and_small_tensor_checks,0.0027895625680685043,107,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,candidate,object_checks_and_small_tensors,False,python_objects_and_small_tensor_checks,0.010321838315576315,458,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,candidate,polynomial_component,True,polynomial_multiply_truncate_range,0.0003754841163754463,36,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,candidate,interval_arithmetic,True,polynomial_multiply_truncate_range,0.019690544344484806,324,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,candidate,polynomial_mul_trunc,True,polynomial_multiply_truncate_range,0.0949199185706675,24,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,candidate,polynomial_range_bound,True,polynomial_multiply_truncate_range,0.053440661169588566,48,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,candidate,interval_arithmetic,False,candidate_construction_excluding_classified_polynomial_work,0.006955008953809738,234,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,candidate,polynomial_sub,True,polynomial_multiply_truncate_range,0.0001590023748576641,12,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,candidate,polynomial_add,True,polynomial_multiply_truncate_range,0.00014088023453950882,12,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,candidate,polynomial_integrate,True,polynomial_multiply_truncate_range,0.007345173507928848,6,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,candidate,polynomial_apply_cutoff,True,polynomial_multiply_truncate_range,0.0069686491042375565,6,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,candidate,dense_polynomial_picard,False,candidate_construction_excluding_classified_polynomial_work,0.011178869288414717,1,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,other,interval_arithmetic,False,other_including_unclassified_python,0.0015661604702472687,69,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,other,polynomial_component,True,polynomial_multiply_truncate_range,6.19557686150074e-05,6,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,other,interval_arithmetic,True,polynomial_multiply_truncate_range,0.0033630444668233395,54,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,other,polynomial_mul_trunc,True,polynomial_multiply_truncate_range,0.016453345771878958,4,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,other,polynomial_range_bound,True,polynomial_multiply_truncate_range,0.010133377276360989,9,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,other,polynomial_sub,True,polynomial_multiply_truncate_range,3.182189539074898e-05,3,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,other,polynomial_add,True,polynomial_multiply_truncate_range,2.2054649889469147e-05,2,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,other,polynomial_integrate,True,polynomial_multiply_truncate_range,0.0011837482452392578,1,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,initial,polynomial_component,True,polynomial_multiply_truncate_range,9.126681834459305e-05,8,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,initial,object_checks_and_small_tensors,False,python_objects_and_small_tensor_checks,0.004291151184588671,152,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,initial,interval_arithmetic,True,polynomial_multiply_truncate_range,0.006976197939366102,117,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,initial,polynomial_mul_trunc,True,polynomial_multiply_truncate_range,0.0316704036667943,8,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,initial,polynomial_range_bound,True,polynomial_multiply_truncate_range,0.018976989202201366,17,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,initial,interval_arithmetic,False,initial_remainder_excluding_classified_polynomial_work,0.002787189092487097,109,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,initial,polynomial_apply_cutoff,True,polynomial_multiply_truncate_range,0.005610788706690073,5,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,initial,polynomial_sub,True,polynomial_multiply_truncate_range,5.4908450692892075e-05,5,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,initial,polynomial_add,True,polynomial_multiply_truncate_range,3.3049844205379486e-05,3,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,initial,polynomial_integrate,True,polynomial_multiply_truncate_range,0.0011901096440851688,1,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,initial,image,False,initial_remainder_excluding_classified_polynomial_work,0.0037440117448568344,1,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,replay,object_checks_and_small_tensors,False,python_objects_and_small_tensor_checks,0.03488591965287924,1240,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,replay,polynomial_component,True,refinement_fixed_preparation,0.0006914203986525536,64,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,replay,interval_arithmetic,True,refinement_fixed_preparation,0.05588619410991669,936,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,replay,polynomial_mul_trunc,True,refinement_fixed_preparation,0.25356181245297194,64,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,replay,polynomial_range_bound,True,refinement_fixed_preparation,0.15018161432817578,136,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,replay,interval_arithmetic,False,refinement_dynamic_and_dispatch,0.022372325882315636,872,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,replay,polynomial_apply_cutoff,True,refinement_fixed_preparation,0.045238536316901445,40,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,replay,polynomial_sub,True,refinement_fixed_preparation,0.0004459754563868046,40,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,replay,polynomial_add,True,refinement_fixed_preparation,0.0002580685541033745,24,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,replay,polynomial_integrate,True,refinement_fixed_preparation,0.009552160277962685,8,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,replay,image,False,refinement_dynamic_and_dispatch,0.03040749579668045,8,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,replay,_post_accept_refine_raw_remainder,False,refinement_dynamic_and_dispatch,0.0015308610163629055,1,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,boundary,endpoint_correction,False,boundary_and_endpoint_correction,0.015434213448315859,3,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,boundary,boundary,False,boundary_and_endpoint_correction,0.5673393979668617,1,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,3,2,8,other,unattributed,False,other_including_unclassified_python,0.0258230809122324,0,1.5361362439580262,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,other,object_checks_and_small_tensors,False,python_objects_and_small_tensor_checks,0.002839405555278063,107,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,candidate,object_checks_and_small_tensors,False,python_objects_and_small_tensor_checks,0.010116077959537506,458,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,candidate,polynomial_component,True,polynomial_multiply_truncate_range,0.00035874731838703156,36,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,candidate,interval_arithmetic,True,polynomial_multiply_truncate_range,0.019505389500409365,324,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,candidate,polynomial_mul_trunc,True,polynomial_multiply_truncate_range,0.0940106762573123,24,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,candidate,polynomial_range_bound,True,polynomial_multiply_truncate_range,0.05302504636347294,48,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,candidate,interval_arithmetic,False,candidate_construction_excluding_classified_polynomial_work,0.006795893423259258,234,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,candidate,polynomial_sub,True,polynomial_multiply_truncate_range,0.0001306026242673397,12,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,candidate,polynomial_add,True,polynomial_multiply_truncate_range,0.00013389857485890388,12,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,candidate,polynomial_integrate,True,polynomial_multiply_truncate_range,0.0071077654138207436,6,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,candidate,polynomial_apply_cutoff,True,polynomial_multiply_truncate_range,0.006775936111807823,6,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,candidate,dense_polynomial_picard,False,candidate_construction_excluding_classified_polynomial_work,0.010971816256642342,1,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,other,interval_arithmetic,False,other_including_unclassified_python,0.0016315202228724957,69,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,other,polynomial_component,True,polynomial_multiply_truncate_range,6.595253944396973e-05,6,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,other,interval_arithmetic,True,polynomial_multiply_truncate_range,0.0035196123644709587,54,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,other,polynomial_mul_trunc,True,polynomial_multiply_truncate_range,0.01640774356201291,4,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,other,polynomial_range_bound,True,polynomial_multiply_truncate_range,0.010551289655268192,9,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,other,polynomial_sub,True,polynomial_multiply_truncate_range,3.2982323318719864e-05,3,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,other,polynomial_add,True,polynomial_multiply_truncate_range,2.4633947759866714e-05,2,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,other,polynomial_integrate,True,polynomial_multiply_truncate_range,0.0012461971491575241,1,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,initial,polynomial_component,True,polynomial_multiply_truncate_range,8.911313489079475e-05,8,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,initial,object_checks_and_small_tensors,False,python_objects_and_small_tensor_checks,0.00463156308978796,152,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,initial,interval_arithmetic,True,polynomial_multiply_truncate_range,0.007722110953181982,117,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,initial,polynomial_mul_trunc,True,polynomial_multiply_truncate_range,0.03509474452584982,8,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,initial,polynomial_range_bound,True,polynomial_multiply_truncate_range,0.020582926459610462,17,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,initial,interval_arithmetic,False,initial_remainder_excluding_classified_polynomial_work,0.0030115600675344467,109,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,initial,polynomial_apply_cutoff,True,polynomial_multiply_truncate_range,0.00599976209923625,5,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,initial,polynomial_sub,True,polynomial_multiply_truncate_range,6.44708052277565e-05,5,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,initial,polynomial_add,True,polynomial_multiply_truncate_range,3.4753233194351196e-05,3,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,initial,polynomial_integrate,True,polynomial_multiply_truncate_range,0.0012783878482878208,1,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,initial,image,False,initial_remainder_excluding_classified_polynomial_work,0.004568045027554035,1,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,replay,object_checks_and_small_tensors,False,python_objects_and_small_tensor_checks,0.035126983653753996,1240,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,replay,polynomial_component,True,refinement_fixed_preparation,0.0006928644143044949,64,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,replay,interval_arithmetic,True,refinement_fixed_preparation,0.05706560891121626,936,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,replay,polynomial_mul_trunc,True,refinement_fixed_preparation,0.2561012585647404,64,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,replay,polynomial_range_bound,True,refinement_fixed_preparation,0.1528671784326434,136,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,replay,interval_arithmetic,False,refinement_dynamic_and_dispatch,0.022544157225638628,872,1.5633238581940532,nested_function_timer
brusselator_early,brusselator,reference,4,3,8,replay,polynomial_apply_cutoff,True,refinement_fixed_preparation,0.04599729320034385,40,1.5633238581940532,nested_function_timer
