plant,step,t_end_exact,metric,component,optimized_width,flowstar_width,ratio,flowstar_data_origin
van_der_pol,879,5067090012747092565/576460752303423488,tube,x,0.10944288476085662,0.09621184699417196,1.1375198396044317,REUSED_MATCHED_REFERENCE
van_der_pol,879,5067090012747092565/576460752303423488,tube,y,0.09128397423027779,0.08000579095179305,1.1409670868110076,REUSED_MATCHED_REFERENCE
van_der_pol,880,317053413766882925/36028797018963968,endpoint,x,0.09925596601418785,0.0859100336631633,1.1553477723376455,REUSED_MATCHED_REFERENCE
van_der_pol,880,317053413766882925/36028797018963968,endpoint,y,0.08319862060962535,0.07201337796471297,1.1553217327257337,REUSED_MATCHED_REFERENCE
van_der_pol,880,317053413766882925/36028797018963968,tube,x,0.1103593052987164,0.09701225928155388,1.1375810244602804,REUSED_MATCHED_REFERENCE
van_der_pol,880,317053413766882925/36028797018963968,tube,y,0.09266679114869358,0.08125401052449277,1.1404580592457108,REUSED_MATCHED_REFERENCE
van_der_pol,881,5078619227793161035/576460752303423488,endpoint,x,0.10009375088317829,0.08662987831183333,1.1554183479616622,REUSED_MATCHED_REFERENCE
van_der_pol,881,5078619227793161035/576460752303423488,endpoint,y,0.08450315105393069,0.07314525183272846,1.15527869460585,REUSED_MATCHED_REFERENCE
van_der_pol,881,5078619227793161035/576460752303423488,tube,x,0.1112900168254467,0.09782520883955059,1.1376414949236715,REUSED_MATCHED_REFERENCE
van_der_pol,881,5078619227793161035/576460752303423488,tube,y,0.09407586326841133,0.08252605188590612,1.1399535191441492,REUSED_MATCHED_REFERENCE
van_der_pol,882,2542191917658097635/288230376151711744,endpoint,x,0.10094469080215618,0.08736108672327325,1.155488039221749,REUSED_MATCHED_REFERENCE
van_der_pol,882,2542191917658097635/288230376151711744,endpoint,y,0.08583256989878207,0.07429850924900139,1.1552394626267108,REUSED_MATCHED_REFERENCE
van_der_pol,882,2542191917658097635/288230376151711744,tube,x,0.11223529334438254,0.09865093740867237,1.1377012352091038,REUSED_MATCHED_REFERENCE
van_der_pol,882,2542191917658097635/288230376151711744,tube,y,0.09551148801474274,0.08382219651539957,1.1394534143136614,REUSED_MATCHED_REFERENCE
van_der_pol,883,5090148442839229505/576460752303423488,endpoint,x,0.1018090357125413,0.08810387623265437,1.1555568275304477,REUSED_MATCHED_REFERENCE
van_der_pol,883,5090148442839229505/576460752303423488,endpoint,y,0.08718716002810933,0.07547339325883096,1.1552039237073495,REUSED_MATCHED_REFERENCE
van_der_pol,883,5090148442839229505/576460752303423488,tube,x,0.11319541202574979,0.09948968967096461,1.1377602282217703,REUSED_MATCHED_REFERENCE
van_der_pol,883,5090148442839229505/576460752303423488,tube,y,0.09697395489049021,0.08514271724240374,1.1389577174804346,REUSED_MATCHED_REFERENCE
van_der_pol,884,1273978262590565935/144115188075855872,endpoint,x,0.10268703832138426,0.08885846674419451,1.155624692658713,REUSED_MATCHED_REFERENCE
van_der_pol,884,1273978262590565935/144115188075855872,endpoint,y,0.08856719381392186,0.07667013780527898,1.1551719658944415,REUSED_MATCHED_REFERENCE
van_der_pol,884,1273978262590565935/144115188075855872,tube,x,0.11417065309960772,0.10034171317057994,1.137818455476425,REUSED_MATCHED_REFERENCE
van_der_pol,884,1273978262590565935/144115188075855872,tube,y,0.0984635421607738,0.0864878768121764,1.1384664046569748,REUSED_MATCHED_REFERENCE
van_der_pol,885,5101677657885297975/576460752303423488,endpoint,x,0.10357895404451534,0.08962508064835462,1.1556916132762989,REUSED_MATCHED_REFERENCE
van_der_pol,885,5101677657885297975/576460752303423488,endpoint,y,0.08997293707403187,0.07788896799723832,1.155143525296445,REUSED_MATCHED_REFERENCE
van_der_pol,885,5101677657885297975/576460752303423488,tube,x,0.115161299788748,0.10120725822036636,1.1378758975764212,REUSED_MATCHED_REFERENCE
van_der_pol,885,5101677657885297975/576460752303423488,tube,y,0.0999805207243547,0.08785792799444936,1.137979497202247,REUSED_MATCHED_REFERENCE
van_der_pol,886,2553721132704166105/288230376151711744,endpoint,x,0.10448504082157173,0.09040395733887518,1.155757379402256,REUSED_MATCHED_REFERENCE
van_der_pol,886,2553721132704166105/288230376151711744,endpoint,y,0.09140463636883278,0.07913302384774745,1.1550757436578691,REUSED_MATCHED_REFERENCE
van_der_pol,886,2553721132704166105/288230376151711744,tube,x,0.11616769988127162,0.10208659240664508,1.137932975748047,REUSED_MATCHED_REFERENCE
van_der_pol,886,2553721132704166105/288230376151711744,tube,y,0.10153749520311384,0.08925603715046448,1.1375980655733766,REUSED_MATCHED_REFERENCE
van_der_pol,887,5113206872931366445/576460752303423488,endpoint,x,0.10540555897178605,0.09119534499563386,1.1558217031454021,REUSED_MATCHED_REFERENCE
van_der_pol,887,5113206872931366445/576460752303423488,endpoint,y,0.0928625229577178,0.08040672028182216,1.1549099706123886,REUSED_MATCHED_REFERENCE
van_der_pol,887,5113206872931366445/576460752303423488,tube,x,0.11719023087905467,0.10297999235803224,1.1379902852548043,REUSED_MATCHED_REFERENCE
van_der_pol,887,5113206872931366445/576460752303423488,tube,y,0.10315246905768438,0.09068664405688898,1.137460429045929,REUSED_MATCHED_REFERENCE
van_der_pol,888,639871435056800085/72057594037927936,endpoint,x,0.1063407710310712,0.09199943870197169,1.1558849981200174,REUSED_MATCHED_REFERENCE
van_der_pol,888,639871435056800085/72057594037927936,endpoint,y,0.09434681086174024,0.08170341305845774,1.1547474864267457,REUSED_MATCHED_REFERENCE
van_der_pol,888,639871435056800085/72057594037927936,tube,x,0.11822903935290463,0.10388768184682429,1.1380467563731544,REUSED_MATCHED_REFERENCE
van_der_pol,888,639871435056800085/72057594037927936,tube,y,0.10479674925790139,0.09214312763045718,1.1373257230663143,REUSED_MATCHED_REFERENCE
van_der_pol,889,5124736087977434915/576460752303423488,endpoint,x,0.10729094158201935,0.09281646972294233,1.1559472354667593,REUSED_MATCHED_REFERENCE
van_der_pol,889,5124736087977434915/576460752303423488,endpoint,y,0.09585769608558836,0.08302327443329971,1.1545882373333725,REUSED_MATCHED_REFERENCE
van_der_pol,889,5124736087977434915/576460752303423488,tube,x,0.11928441880204543,0.10480992104926345,1.1381023629049256,REUSED_MATCHED_REFERENCE
van_der_pol,889,5124736087977434915/576460752303423488,tube,y,0.1064705547886573,0.09362568137897864,1.137193911120231,REUSED_MATCHED_REFERENCE
van_der_pol,890,2565250347750234575/288230376151711744,endpoint,x,0.10825633705198434,0.0936466710382976,1.1560083861145687,REUSED_MATCHED_REFERENCE
van_der_pol,890,2565250347750234575/288230376151711744,endpoint,y,0.09739535335005423,0.08436645954850208,1.1544321507774291,REUSED_MATCHED_REFERENCE
van_der_pol,890,2565250347750234575/288230376151711744,tube,x,0.12035666477282492,0.10574697205834427,1.1381570784496786,REUSED_MATCHED_REFERENCE
van_der_pol,890,2565250347750234575/288230376151711744,tube,y,0.10817408131840667,0.09513447956433696,1.137064940217089,REUSED_MATCHED_REFERENCE
van_der_pol,891,5136265303023503385/576460752303423488,endpoint,x,0.1092372254829308,0.09449027758662465,1.1560684154281036,REUSED_MATCHED_REFERENCE
van_der_pol,891,5136265303023503385/576460752303423488,endpoint,y,0.09895993323793051,0.08573310214976049,1.154279161216692,REUSED_MATCHED_REFERENCE
van_der_pol,891,5136265303023503385/576460752303423488,tube,x,0.12144607460605661,0.10669909910542685,1.1382108717343398,REUSED_MATCHED_REFERENCE
van_der_pol,891,5136265303023503385/576460752303423488,tube,y,0.1099074981071968,0.09666967267652882,1.1369387633592567,REUSED_MATCHED_REFERENCE
van_der_pol,892,1285507477636634405/144115188075855872,endpoint,x,0.11023387630571635,0.09534752564570859,1.1561272886652803,REUSED_MATCHED_REFERENCE
van_der_pol,892,1285507477636634405/144115188075855872,endpoint,y,0.1005515624201967,0.08712330867236484,1.154129290455784,REUSED_MATCHED_REFERENCE
van_der_pol,892,1285507477636634405/144115188075855872,tube,x,0.12255294718627696,0.10766656791555917,1.1382637113722516,REUSED_MATCHED_REFERENCE
van_der_pol,892,1285507477636634405/144115188075855872,tube,y,0.1116709479781306,0.0982313812596105,1.136815410169194,REUSED_MATCHED_REFERENCE
van_der_pol,893,5147794518069571855/576460752303423488,endpoint,x,0.11124656024353341,0.09621865275746477,1.156184970953075,REUSED_MATCHED_REFERENCE
van_der_pol,893,5147794518069571855/576460752303423488,endpoint,y,0.10217035662187501,0.08853716261731259,1.153982729980739,REUSED_MATCHED_REFERENCE
van_der_pol,893,5147794518069571855/576460752303423488,tube,x,0.12367758281747299,0.10864964560467705,1.1383155658645703,REUSED_MATCHED_REFERENCE
van_der_pol,893,5147794518069571855/576460752303423488,tube,y,0.11346456001085747,0.0998197000095633,1.136695061195204,REUSED_MATCHED_REFERENCE
van_der_pol,894,2576779562796303045/288230376151711744,endpoint,x,0.11227554892102276,0.09710389748353554,1.1562414262523257,REUSED_MATCHED_REFERENCE
van_der_pol,894,2576779562796303045/288230376151711744,endpoint,y,0.10381639104456486,0.08997471930114709,1.1538395657238945,REUSED_MATCHED_REFERENCE
van_der_pol,894,2576779562796303045/288230376151711744,tube,x,0.1248202828016044,0.10964860040459401,1.1383664026811848,REUSED_MATCHED_REFERENCE
van_der_pol,894,2576779562796303045/288230376151711744,tube,y,0.1152884196716979,0.10143469222668311,1.1365778033225054,REUSED_MATCHED_REFERENCE
van_der_pol,895,5159323733115640325/576460752303423488,endpoint,x,0.11332111443473147,0.09800349913863127,1.1562966162507382,REUSED_MATCHED_REFERENCE
van_der_pol,895,5159323733115640325/576460752303423488,endpoint,y,0.10548969638388694,0.0914360031533008,1.153699776301725,REUSED_MATCHED_REFERENCE
van_der_pol,895,5159323733115640325/576460752303423488,tube,x,0.12598134897539626,0.11066370136265757,1.1384161872784375,REUSED_MATCHED_REFERENCE
van_der_pol,895,5159323733115640325/576460752303423488,tube,y,0.1171425645191313,0.10307638679515496,1.1364636282015805,REUSED_MATCHED_REFERENCE
van_der_pol,896,40352252661239645/4503599627370496,endpoint,x,0.11438352899218107,0.0989176974975553,1.1563505003238475,REUSED_MATCHED_REFERENCE
van_der_pol,896,40352252661239645/4503599627370496,endpoint,y,0.10719026559683575,0.09292101143820553,1.1535632677450953,REUSED_MATCHED_REFERENCE
van_der_pol,896,40352252661239645/4503599627370496,tube,x,0.1271610833124569,0.11169521801180671,1.1384648830625441,REUSED_MATCHED_REFERENCE
van_der_pol,896,40352252661239645/4503599627370496,tube,y,0.119026990936417,0.10474478186420999,1.1363524637506268,REUSED_MATCHED_REFERENCE
van_der_pol,897,5170852948161708795/576460752303423488,endpoint,x,0.11546306450709642,0.09984673247411546,1.156403035392564,REUSED_MATCHED_REFERENCE
van_der_pol,897,5170852948161708795/576460752303423488,endpoint,y,0.10891804940430916,0.09442969313915683,1.153430089450799,REUSED_MATCHED_REFERENCE
van_der_pol,897,5170852948161708795/576460752303423488,tube,x,0.12835978747805343,0.1127434200090105,1.1385124512614118,REUSED_MATCHED_REFERENCE
van_der_pol,897,5170852948161708795/576460752303423488,tube,y,0.12094164846952249,0.10643982256127882,1.1362443638037332,REUSED_MATCHED_REFERENCE
van_der_pol,898,2588308777842371515/288230376151711744,endpoint,x,0.11655999216831181,0.10079084499485158,1.15645416182656,REUSED_MATCHED_REFERENCE
van_der_pol,898,2588308777842371515/288230376151711744,endpoint,y,0.1106729535424873,0.09596221709698693,1.153297171433967,REUSED_MATCHED_REFERENCE
van_der_pol,898,2588308777842371515/288230376151711744,tube,x,0.12957776235382712,0.1138085779647865,1.1385588386309489,REUSED_MATCHED_REFERENCE
van_der_pol,898,2588308777842371515/288230376151711744,tube,y,0.12288643736996363,0.10816166941584715,1.1361366557454327,REUSED_MATCHED_REFERENCE
van_der_pol,899,5182382163207777265/576460752303423488,endpoint,x,0.11767458196675318,0.10174811110388249,1.1565284179733826,REUSED_MATCHED_REFERENCE
van_der_pol,899,5182382163207777265/576460752303423488,endpoint,y,0.11245483444621107,0.09751794552257476,1.1531706686763465,REUSED_MATCHED_REFERENCE
van_der_pol,899,5182382163207777265/576460752303423488,tube,x,0.13081530751660164,0.1148887974998547,1.1386254392362936,REUSED_MATCHED_REFERENCE
van_der_pol,899,5182382163207777265/576460752303423488,tube,y,0.12486120883872842,0.10990967135455065,1.1360347756472362,REUSED_MATCHED_REFERENCE
van_der_pol,900,1297036692682702875/144115188075855872,endpoint,x,0.11880710218131907,0.1027271569927184,1.1565306162394864,REUSED_MATCHED_REFERENCE
van_der_pol,900,1297036692682702875/144115188075855872,endpoint,y,0.11426349500840671,0.09909697915799809,1.1530472066784947,REUSED_MATCHED_REFERENCE
van_der_pol,900,1297036692682702875/144115188075855872,tube,x,0.13207272067185172,0.11599273422251599,1.138629256022955,REUSED_MATCHED_REFERENCE
van_der_pol,900,1297036692682702875/144115188075855872,tube,y,0.12686575615626894,0.11168391037098013,1.1359358365485173,REUSED_MATCHED_REFERENCE
van_der_pol,901,5193911378253845735/576460752303423488,endpoint,x,0.11995781882103773,0.10372607078980245,1.1564866759884156,REUSED_MATCHED_REFERENCE
van_der_pol,901,5193911378253845735/576460752303423488,endpoint,y,0.11609868007083057,0.10069951522316445,1.1529219362530136,REUSED_MATCHED_REFERENCE
van_der_pol,901,5193911378253845735/576460752303423488,tube,x,0.13335029703893198,0.1171185054612478,1.1385928851615592,REUSED_MATCHED_REFERENCE
van_der_pol,901,5193911378253845735/576460752303423488,tube,y,0.12889979269942375,0.11348455900703214,1.1358355165431484,REUSED_MATCHED_REFERENCE
van_der_pol,902,2599837992888439985/288230376151711744,endpoint,x,0.12112698155747004,0.1047370391631176,1.1564865927594794,REUSED_MATCHED_REFERENCE
van_der_pol,902,2599837992888439985/288230376151711744,endpoint,y,0.11795911687580451,0.10232432140056491,1.152796473616812,REUSED_MATCHED_REFERENCE
van_der_pol,902,2599837992888439985/288230376151711744,tube,x,0.1346483152217558,0.11825832680556736,1.138594793778334,REUSED_MATCHED_REFERENCE
van_der_pol,902,2599837992888439985/288230376151711744,tube,y,0.13096201810645391,0.11531035384318455,1.1357351160725317,REUSED_MATCHED_REFERENCE
van_der_pol,903,5205440593299914205/576460752303423488,endpoint,x,0.12231486735120567,0.10576431104484951,1.1564852656142002,REUSED_MATCHED_REFERENCE
van_der_pol,903,5205440593299914205/576460752303423488,endpoint,y,0.1198463239784957,0.10397151201920396,1.1526842463958744,REUSED_MATCHED_REFERENCE
van_der_pol,903,5205440593299914205/576460752303423488,tube,x,0.13596708076847286,0.1194164757638535,1.138595657749507,REUSED_MATCHED_REFERENCE
van_der_pol,903,5205440593299914205/576460752303423488,tube,y,0.13305394198811116,0.11716137115735914,1.1356468490745704,REUSED_MATCHED_REFERENCE
van_der_pol,904,651400650102868555/72057594037927936,endpoint,x,0.12352172763819935,0.10680811163728454,1.1564826467269966,REUSED_MATCHED_REFERENCE
van_der_pol,904,651400650102868555/72057594037927936,endpoint,y,0.1217588920679582,0.10564068598310894,1.1525757423368723,REUSED_MATCHED_REFERENCE
van_der_pol,904,651400650102868555/72057594037927936,tube,x,0.13730687328557667,0.12059320569699505,1.1385954332334172,REUSED_MATCHED_REFERENCE
van_der_pol,904,651400650102868555/72057594037927936,tube,y,0.13517410477128444,0.11903716429635058,1.1355622050501801,REUSED_MATCHED_REFERENCE
van_der_pol,905,5216969808345982675/576460752303423488,endpoint,x,0.12474781278571945,0.10786866240565618,1.156478721471364,REUSED_MATCHED_REFERENCE
van_der_pol,905,5216969808345982675/576460752303423488,endpoint,y,0.12369628285734402,0.10733137361769018,1.1524708823530476,REUSED_MATCHED_REFERENCE
van_der_pol,905,5216969808345982675/576460752303423488,tube,x,0.13866797081588256,0.12178876573325059,1.1385941057946334,REUSED_MATCHED_REFERENCE
van_der_pol,905,5216969808345982675/576460752303423488,tube,y,0.13732190394506083,0.12093720993167745,1.1354809989633445,REUSED_MATCHED_REFERENCE
van_der_pol,906,2611367207934508455/288230376151711744,endpoint,x,0.12599336735222344,0.10894617959001751,1.1564734791651925,REUSED_MATCHED_REFERENCE
van_der_pol,906,2611367207934508455/288230376151711744,endpoint,y,0.1256578729859794,0.10904301333268362,1.1523697772603263,REUSED_MATCHED_REFERENCE
van_der_pol,906,2611367207934508455/288230376151711744,tube,x,0.14005064501435716,0.12300339919605552,1.138591664374494,REUSED_MATCHED_REFERENCE
van_der_pol,906,2611367207934508455/288230376151711744,tube,y,0.1394966581293684,0.122860884097159,1.135403339756645,REUSED_MATCHED_REFERENCE
van_der_pol,907,5228499023392051145/576460752303423488,endpoint,x,0.12725862926174158,0.11004087427420917,1.15646690469423,REUSED_MATCHED_REFERENCE
van_der_pol,907,5228499023392051145/576460752303423488,endpoint,y,0.12764294761167072,0.11077497133009939,1.152272449986074,REUSED_MATCHED_REFERENCE
van_der_pol,907,5228499023392051145/576460752303423488,tube,x,0.14145516023202387,0.12423734358249139,1.1385880939904365,REUSED_MATCHED_REFERENCE
van_der_pol,907,5228499023392051145/576460752303423488,tube,y,0.14169758528342835,0.12480748123522023,1.1353292597610871,REUSED_MATCHED_REFERENCE
van_der_pol,908,1308565907728771345/144115188075855872,endpoint,x,0.12854382997189162,0.11115295349794074,1.1564589687153304,REUSED_MATCHED_REFERENCE
van_der_pol,908,1308565907728771345/144115188075855872,endpoint,y,0.12965074018870348,0.11252688384238474,1.1521756913690417,REUSED_MATCHED_REFERENCE
van_der_pol,908,1308565907728771345/144115188075855872,tube,x,0.14288177358669074,0.1254908315780653,1.138583367325978,REUSED_MATCHED_REFERENCE
van_der_pol,908,1308565907728771345/144115188075855872,tube,y,0.14392384179093498,0.12677655573573543,1.1352559702832037,REUSED_MATCHED_REFERENCE
van_der_pol,909,5240028238438119615/576460752303423488,endpoint,x,0.12984919960808416,0.11228262585393822,1.1564496164971885,REUSED_MATCHED_REFERENCE
van_der_pol,909,5240028238438119615/576460752303423488,endpoint,y,0.1316810118429268,0.11429896678008067,1.1520752597553259,REUSED_MATCHED_REFERENCE
van_der_pol,909,5240028238438119615/576460752303423488,tube,x,0.14433073999268453,0.12676409654936693,1.138577435736912,REUSED_MATCHED_REFERENCE
van_der_pol,909,5240028238438119615/576460752303423488,tube,y,0.14617510111823195,0.1287682308453213,1.1351798511064433,REUSED_MATCHED_REFERENCE
van_der_pol,910,2622896422980576925/288230376151711744,endpoint,x,0.13117496157573671,0.11343009157512451,1.1564388228397031,REUSED_MATCHED_REFERENCE
van_der_pol,910,2622896422980576925/288230376151711744,endpoint,y,0.133732967930432,0.11609001084920711,1.1519765305573264,REUSED_MATCHED_REFERENCE
van_der_pol,910,2622896422980576925/288230376151711744,tube,x,0.14580230666100813,0.1280573625191751,1.1385702765756707,REUSED_MATCHED_REFERENCE
van_der_pol,910,2622896422980576925/288230376151711744,tube,y,0.14845046957019226,0.1307811930059961,1.1351056383419444,REUSED_MATCHED_REFERENCE
van_der_pol,911,5251557453484188085/576460752303423488,endpoint,x,0.1325213285650153,0.11459554925383186,1.1564264880085127,REUSED_MATCHED_REFERENCE
van_der_pol,911,5251557453484188085/576460752303423488,endpoint,y,0.13580557506515123,0.11790026790067043,1.1518682483365161,REUSED_MATCHED_REFERENCE
van_der_pol,911,5251557453484188085/576460752303423488,tube,x,0.14729670898402492,0.12937085076560229,1.1385618020778205,REUSED_MATCHED_REFERENCE
van_der_pol,911,5251557453484188085/576460752303423488,tube,y,0.1507488025084298,0.1328155773842412,1.1350235076139226,REUSED_MATCHED_REFERENCE
van_der_pol,912,328582628812951395/36028797018963968,endpoint,x,0.13388850120392415,0.11577918246653773,1.1564125635678963,REUSED_MATCHED_REFERENCE
van_der_pol,912,328582628812951395/36028797018963968,endpoint,y,0.13789763279235046,0.11972883093085263,1.1517495971541802,REUSED_MATCHED_REFERENCE
van_der_pol,912,328582628812951395/36028797018963968,tube,x,0.14881416906007472,0.13070476631834538,1.1385519690813872,REUSED_MATCHED_REFERENCE
van_der_pol,912,328582628812951395/36028797018963968,tube,y,0.1530687751661568,0.13487034700845513,1.134932759953237,REUSED_MATCHED_REFERENCE
van_der_pol,913,5263086668530256555/576460752303423488,endpoint,x,0.13527666761115664,0.11698115807585152,1.1563970628794953,REUSED_MATCHED_REFERENCE
van_der_pol,913,5263086668530256555/576460752303423488,endpoint,y,0.14000782009255364,0.12157352051080172,1.151630877384307,REUSED_MATCHED_REFERENCE
van_der_pol,913,5263086668530256555/576460752303423488,tube,x,0.15035489510899924,0.13205929612333833,1.1385407882878122,REUSED_MATCHED_REFERENCE
van_der_pol,913,5263086668530256555/576460752303423488,tube,y,0.15540892824797425,0.1369431782911521,1.1348424228738323,REUSED_MATCHED_REFERENCE
van_der_pol,914,2634425638026645395/288230376151711744,endpoint,x,0.13668600222844485,0.11820163690622398,1.1563799436795072,REUSED_MATCHED_REFERENCE
van_der_pol,914,2634425638026645395/288230376151711744,endpoint,y,0.14213468075238644,0.12343303844956122,1.1515124519151112,REUSED_MATCHED_REFERENCE
van_der_pol,914,2634425638026645395/288230376151711744,tube,x,0.15191908015787003,0.13343461957183356,1.1385282218763737,REUSED_MATCHED_REFERENCE
van_der_pol,914,2634425638026645395/288230376151711744,tube,y,0.15776765235041545,0.1390326137405129,1.1347528332083952,REUSED_MATCHED_REFERENCE
van_der_pol,915,5274615883576325025/576460752303423488,endpoint,x,0.13811666445241277,0.11944076730512898,1.156361161843288,REUSED_MATCHED_REFERENCE
van_der_pol,915,5274615883576325025/576460752303423488,endpoint,y,0.14427660943669784,0.12530598284598637,1.151394419961801,REUSED_MATCHED_REFERENCE
van_der_pol,915,5274615883576325025/576460752303423488,tube,x,0.15350690051647176,0.13483090190521185,1.1385142303979352,REUSED_MATCHED_REFERENCE
van_der_pol,915,5274615883576325025/576460752303423488,tube,y,0.1601431730347498,0.14113707601486714,1.1346640978865155,REUSED_MATCHED_REFERENCE
van_der_pol,916,1320095122774839815/144115188075855872,endpoint,x,0.13956879651167708,0.12069868584047982,1.1563406472887099,REUSED_MATCHED_REFERENCE
van_der_pol,916,1320095122774839815/144115188075855872,endpoint,y,0.146431814993901,0.12719127834073496,1.1512724528298413,REUSED_MATCHED_REFERENCE
van_der_pol,916,1320095122774839815/144115188075855872,tube,x,0.15511851348782657,0.1362482947458229,1.1384987516886496,REUSED_MATCHED_REFERENCE
van_der_pol,916,1320095122774839815/144115188075855872,tube,y,0.16253351308587294,0.1432552971312011,1.134572447516658,REUSED_MATCHED_REFERENCE
van_der_pol,917,5286145098622393495/576460752303423488,endpoint,x,0.14104252098537773,0.12197551091055603,1.1563183456456554,REUSED_MATCHED_REFERENCE
van_der_pol,917,5286145098622393495/576460752303423488,endpoint,y,0.14859833607613915,0.12908716830397404,1.1511472288726659,REUSED_MATCHED_REFERENCE
van_der_pol,917,5286145098622393495/576460752303423488,tube,x,0.15675405470947434,0.13768692952966888,1.1384817371186775,REUSED_MATCHED_REFERENCE
van_der_pol,917,5286145098622393495/576460752303423488,tube,y,0.16493650703885843,0.14538530956288964,1.1344784939740522,REUSED_MATCHED_REFERENCE
van_der_pol,918,2645954853072713865/288230376151711744,endpoint,x,0.1425379409480525,0.12327134252963273,1.1562942207252132,REUSED_MATCHED_REFERENCE
van_der_pol,918,2645954853072713865/288230376151711744,endpoint,y,0.15077403678530588,0.1309914691239007,1.151021801600633,REUSED_MATCHED_REFERENCE
van_der_pol,918,2645954853072713865/288230376151711744,tube,x,0.15841363810996234,0.13914691710365917,1.1384631539622987,REUSED_MATCHED_REFERENCE
van_der_pol,918,2645954853072713865/288230376151711744,tube,y,0.1673497956830199,0.1475246993916537,1.1343849292567196,REUSED_MATCHED_REFERENCE
van_der_pol,919,5297674313668461965/576460752303423488,endpoint,x,0.14405513723606334,0.1245862639721444,1.156268216440553,REUSED_MATCHED_REFERENCE
van_der_pol,919,5297674313668461965/576460752303423488,endpoint,y,0.1529565888647746,0.13290216843968428,1.1508961114821217,REUSED_MATCHED_REFERENCE
van_der_pol,919,5297674313668461965/576460752303423488,tube,x,0.16009735297528138,0.140628349169801,1.1384429520819634,REUSED_MATCHED_REFERENCE
van_der_pol,919,5297674313668461965/576460752303423488,tube,y,0.16977080706197745,0.14967120335756912,1.1342917224791047,REUSED_MATCHED_REFERENCE
van_der_pol,920,662929865148937025/72057594037927936,endpoint,x,0.14559416607017928,0.12592033789529644,1.1562402746349183,REUSED_MATCHED_REFERENCE
van_der_pol,920,662929865148937025/72057594037927936,endpoint,y,0.1551434602217281,0.13481707607958104,1.15077010074116,REUSED_MATCHED_REFERENCE
van_der_pol,920,662929865148937025/72057594037927936,tube,x,0.16180526135939316,0.14213129419578008,1.138421079431761,REUSED_MATCHED_REFERENCE
van_der_pol,920,662929865148937025/72057594037927936,tube,y,0.1721967437562888,0.15182235856845372,1.1341988451499958,REUSED_MATCHED_REFERENCE
van_der_pol,921,5309203528714530435/576460752303423488,endpoint,x,0.14715505770997378,0.1272736052770057,1.15621033433992,REUSED_MATCHED_REFERENCE
van_der_pol,921,5309203528714530435/576460752303423488,endpoint,y,0.15733190306745715,0.13673385230736113,1.1506433879577538,REUSED_MATCHED_REFERENCE
van_der_pol,921,5309203528714530435/576460752303423488,tube,x,0.1635373965197619,0.14365579613406487,1.138397481485138,REUSED_MATCHED_REFERENCE
van_der_pol,921,5309203528714530435/576460752303423488,tube,y,0.17462457202000925,0.15397553175598144,1.134105984428436,REUSED_MATCHED_REFERENCE
van_der_pol,922,2657484068118782335/288230376151711744,endpoint,x,0.14873781351948612,0.12864608875857636,1.1561782791439146,REUSED_MATCHED_REFERENCE
van_der_pol,922,2657484068118782335/288230376151711744,endpoint,y,0.15951894164393732,0.13865167037729154,1.1505014054995721,REUSED_MATCHED_REFERENCE
van_der_pol,922,2657484068118782335/288230376151711744,tube,x,0.16529375999995344,0.14520187778156346,1.138372054999285,REUSED_MATCHED_REFERENCE
van_der_pol,922,2657484068118782335/288230376151711744,tube,y,0.17705110996401707,0.15612968230445134,1.134000321724662,REUSED_MATCHED_REFERENCE
van_der_pol,923,5320732743760598905/576460752303423488,endpoint,x,0.15034240404502847,0.13003777364396868,1.1561440943817753,REUSED_MATCHED_REFERENCE
van_der_pol,923,5320732743760598905/576460752303423488,endpoint,y,0.16170135958386034,0.14056609839590473,1.1503581690688185,REUSED_MATCHED_REFERENCE
van_der_pol,923,5320732743760598905/576460752303423488,tube,x,0.16707431868089295,0.14676952075238808,1.138344785922962,REUSED_MATCHED_REFERENCE
van_der_pol,923,5320732743760598905/576460752303423488,tube,y,0.17947270328572174,0.15827993250240002,1.1338942369273526,REUSED_MATCHED_REFERENCE
van_der_pol,924,1331624337820908285/144115188075855872,endpoint,x,0.1519687664615873,0.13144862252217365,1.156107713764381,REUSED_MATCHED_REFERENCE
van_der_pol,924,1331624337820908285/144115188075855872,endpoint,y,0.16387568692446752,0.1424741350625227,1.1502135938747973,REUSED_MATCHED_REFERENCE
van_der_pol,924,1331624337820908285/144115188075855872,tube,x,0.16887900272872608,0.14835868060175145,1.1383156148581466,REUSED_MATCHED_REFERENCE
van_der_pol,924,1331624337820908285/144115188075855872,tube,y,0.18188551733205127,0.16042290835647877,1.133787681544085,REUSED_MATCHED_REFERENCE
van_der_pol,925,5332261958806667375/576460752303423488,endpoint,x,0.1536168019732011,0.132878567997604,1.156069065825356,REUSED_MATCHED_REFERENCE
van_der_pol,925,5332261958806667375/576460752303423488,endpoint,y,0.1660381868995815,0.14437254566291347,1.1500675986364735,REUSED_MATCHED_REFERENCE
van_der_pol,925,5332261958806667375/576460752303423488,tube,x,0.17070770246561678,0.1499692790268496,1.1382844778166488,REUSED_MATCHED_REFERENCE
van_der_pol,925,5332261958806667375/576460752303423488,tube,y,0.18428542214887988,0.16255497387093953,1.1336806113062603,REUSED_MATCHED_REFERENCE
van_der_pol,926,2669013283164850805/288230376151711744,endpoint,x,0.15528637308898702,0.13432751006738952,1.1560280765353488,REUSED_MATCHED_REFERENCE
