plant,step,t_end_exact,metric,component,optimized_width,flowstar_width,ratio,flowstar_data_origin
brusselator,186,536108499642183855/144115188075855872,endpoint,x,0.002058332261472895,0.002065334135739838,0.9966098104196419,REUSED_MATCHED_REFERENCE
brusselator,186,536108499642183855/144115188075855872,endpoint,y,0.012821670008566155,0.012842644784282875,0.9983667868987244,REUSED_MATCHED_REFERENCE
brusselator,186,536108499642183855/144115188075855872,tube,x,0.002199106063682399,0.002094778682520726,1.0498035339161138,REUSED_MATCHED_REFERENCE
brusselator,186,536108499642183855/144115188075855872,tube,y,0.02541108375882084,0.0253587550106551,1.002063537746382,REUSED_MATCHED_REFERENCE
brusselator,187,1077981606807401945/288230376151711744,endpoint,x,0.002009797265909441,0.0020150620875456493,0.9973872657975413,REUSED_MATCHED_REFERENCE
brusselator,187,1077981606807401945/288230376151711744,endpoint,y,0.01278345938117642,0.012804930331288045,0.9983232278851872,REUSED_MATCHED_REFERENCE
brusselator,187,1077981606807401945/288230376151711744,tube,x,0.002158716050093823,0.0020560932037280155,1.049911573162022,REUSED_MATCHED_REFERENCE
brusselator,187,1077981606807401945/288230376151711744,tube,y,0.02533728722127382,0.02528568856897495,1.0020406267425985,REUSED_MATCHED_REFERENCE
brusselator,188,270936553582609045/72057594037927936,endpoint,x,0.0019629227330724697,0.001966571380509763,0.9981446656483186,REUSED_MATCHED_REFERENCE
brusselator,188,270936553582609045/72057594037927936,endpoint,y,0.012745661840904532,0.012767632012301355,0.9982792289615133,REUSED_MATCHED_REFERENCE
brusselator,188,270936553582609045/72057594037927936,tube,x,0.002142075762870621,0.002041168409477656,1.0494360744191547,REUSED_MATCHED_REFERENCE
brusselator,188,270936553582609045/72057594037927936,tube,y,0.025264242982772522,0.025213361411243085,1.0020180399867964,REUSED_MATCHED_REFERENCE
brusselator,189,1089510821853470415/288230376151711744,endpoint,x,0.001917655256049533,0.0019197363116585375,0.9989159679918714,REUSED_MATCHED_REFERENCE
brusselator,189,1089510821853470415/288230376151711744,endpoint,y,0.012708247360021296,0.012730718883856351,0.9982348582165654,REUSED_MATCHED_REFERENCE
brusselator,189,1089510821853470415/288230376151711744,tube,x,0.0021262175921027415,0.0020269676159131444,1.0489647567185651,REUSED_MATCHED_REFERENCE
brusselator,189,1089510821853470415/288230376151711744,tube,y,0.02519189341463779,0.02514171563267409,1.0019957978483574,REUSED_MATCHED_REFERENCE
brusselator,190,547637714688252325/144115188075855872,endpoint,x,0.001873942417244201,0.001874503677214423,0.999700582091652,REUSED_MATCHED_REFERENCE
brusselator,190,547637714688252325/144115188075855872,endpoint,y,0.012671186338249374,0.012694161553083116,0.998190095916326,REUSED_MATCHED_REFERENCE
brusselator,190,547637714688252325/144115188075855872,tube,x,0.0021111296360961096,0.0020134813539050556,1.048497236888571,REUSED_MATCHED_REFERENCE
brusselator,190,547637714688252325/144115188075855872,tube,y,0.02512018205958988,0.02507069559684938,1.0019738767338677,REUSED_MATCHED_REFERENCE
brusselator,191,1101040036899538885/288230376151711744,endpoint,x,0.0018317330873007798,0.0018308202583767752,1.000498590137305,REUSED_MATCHED_REFERENCE
brusselator,191,1101040036899538885/288230376151711744,endpoint,y,0.012634450166978617,0.012657931347983098,0.9981449432487068,REUSED_MATCHED_REFERENCE
brusselator,191,1101040036899538885/288230376151711744,tube,x,0.002096799779900793,0.0020006986111252845,1.0480338059121543,REUSED_MATCHED_REFERENCE
brusselator,191,1101040036899538885/288230376151711744,tube,y,0.025049054173737595,0.025000247081739868,1.0019522643851537,REUSED_MATCHED_REFERENCE
brusselator,192,17293822569102705/4503599627370496,endpoint,x,0.0017909782379303407,0.0017886358195592367,1.0013096116858944,REUSED_MATCHED_REFERENCE
brusselator,192,17293822569102705/4503599627370496,endpoint,y,0.012598010883404065,0.012622006986736878,0.9980988678458166,REUSED_MATCHED_REFERENCE
brusselator,192,17293822569102705/4503599627370496,tube,x,0.002083216612247807,0.001988609885648529,1.0475743016677324,REUSED_MATCHED_REFERENCE
brusselator,192,17293822569102705/4503599627370496,tube,y,0.024978456353019318,0.024930323924179376,1.0019306780363675,REUSED_MATCHED_REFERENCE
brusselator,193,1112569251945607355/288230376151711744,endpoint,x,0.0017516310645248612,0.0017479022317000714,1.0021333188762869,REUSED_MATCHED_REFERENCE
brusselator,193,1112569251945607355/288230376151711744,endpoint,y,0.012561841230910087,0.012586389372625018,0.9980496279760483,REUSED_MATCHED_REFERENCE
brusselator,193,1112569251945607355/288230376151711744,tube,x,0.0020703696131680327,0.001977206363889872,1.0471186270586725,REUSED_MATCHED_REFERENCE
brusselator,193,1112569251945607355/288230376151711744,tube,y,0.02490833656743563,0.02486090278946218,1.0019079668335116,REUSED_MATCHED_REFERENCE
brusselator,194,559166929734320795/144115188075855872,endpoint,x,0.001713645187925772,0.0017085715590931527,1.00296951497619,REUSED_MATCHED_REFERENCE
brusselator,194,559166929734320795/144115188075855872,endpoint,y,0.012525914866208687,0.012551016347290389,0.9980000439496582,REUSED_MATCHED_REFERENCE
brusselator,194,559166929734320795/144115188075855872,tube,x,0.0020582473208200502,0.00196647806124145,1.0466668107757406,REUSED_MATCHED_REFERENCE
brusselator,194,559166929734320795/144115188075855872,tube,y,0.024838644342074723,0.024791897898922777,1.001885553229629,REUSED_MATCHED_REFERENCE
brusselator,195,1124098466991675825/288230376151711744,endpoint,x,0.001676975775738665,0.0016705973425371612,1.0038180553979672,REUSED_MATCHED_REFERENCE
brusselator,195,1124098466991675825/288230376151711744,endpoint,y,0.012490205621548789,0.012515862140757061,0.9979500797532178,REUSED_MATCHED_REFERENCE
brusselator,195,1124098466991675825/288230376151711744,tube,x,0.0020468385692451463,0.001956415158141378,1.0462189278832166,REUSED_MATCHED_REFERENCE
brusselator,195,1124098466991675825/288230376151711744,tube,y,0.024769329988554745,0.024723260454005302,1.0018634085352598,REUSED_MATCHED_REFERENCE
brusselator,196,282465768628677515/72057594037927936,endpoint,x,0.0016415804003286905,0.0016339360980134332,1.0046784585544999,REUSED_MATCHED_REFERENCE
brusselator,196,282465768628677515/72057594037927936,endpoint,y,0.012454688199171837,0.012480901643678433,0.9978997154809026,REUSED_MATCHED_REFERENCE
brusselator,196,282465768628677515/72057594037927936,tube,x,0.0020361334449832125,0.0019470095507271301,1.045774759668127,REUSED_MATCHED_REFERENCE
brusselator,196,282465768628677515/72057594037927936,tube,y,0.024700345276638114,0.024654942882372133,1.001841512855357,REUSED_MATCHED_REFERENCE
brusselator,197,1135627682037744295/288230376151711744,endpoint,x,0.0016074174216572645,0.0015985447480547643,1.005550469333622,REUSED_MATCHED_REFERENCE
brusselator,197,1135627682037744295/288230376151711744,endpoint,y,0.012419338180191808,0.012446110367653418,0.9978489514658982,REUSED_MATCHED_REFERENCE
brusselator,197,1135627682037744295/288230376151711744,tube,x,0.002026121641677203,0.001938252333193613,1.045334297799508,REUSED_MATCHED_REFERENCE
brusselator,197,1135627682037744295/288230376151711744,tube,y,0.02463164341548829,0.024586898771979726,1.00181985714927,REUSED_MATCHED_REFERENCE
brusselator,198,570696144780389265/144115188075855872,endpoint,x,0.00157444623284686,0.0015643810540881264,1.006433968713972,REUSED_MATCHED_REFERENCE
brusselator,198,570696144780389265/144115188075855872,endpoint,y,0.012384131164723922,0.012411464419443963,0.9977977413626372,REUSED_MATCHED_REFERENCE
brusselator,198,570696144780389265/144115188075855872,tube,x,0.0020167927722279377,0.0019301342801018584,1.0448976493601814,REUSED_MATCHED_REFERENCE
brusselator,198,570696144780389265/144115188075855872,tube,y,0.02456317816186182,0.024519082818999394,1.0017984091488226,REUSED_MATCHED_REFERENCE
brusselator,199,1147156897083812765/288230376151711744,endpoint,x,0.001542628946505975,0.0015315319967748042,1.0072456532116465,REUSED_MATCHED_REFERENCE
brusselator,199,1147156897083812765/288230376151711744,endpoint,y,0.012349043591527664,0.012376940487467625,0.9977460588124983,REUSED_MATCHED_REFERENCE
brusselator,199,1147156897083812765/288230376151711744,tube,x,0.0020081381895937223,0.0019227742756402488,1.0443962221852843,REUSED_MATCHED_REFERENCE
brusselator,199,1147156897083812765/288230376151711744,tube,y,0.024494904617922142,0.024451450788033124,1.0017771473057249,REUSED_MATCHED_REFERENCE
brusselator,200,144115188075855875/36028797018963968,endpoint,x,0.0015119275092894124,0.001500070070931503,1.0079045896506331,REUSED_MATCHED_REFERENCE
brusselator,200,144115188075855875/36028797018963968,endpoint,y,0.012314052698297662,0.012342515922608488,0.997693887981243,REUSED_MATCHED_REFERENCE
brusselator,200,144115188075855875/36028797018963968,tube,x,0.002000148009085434,0.0019162756564008454,1.043768417348743,REUSED_MATCHED_REFERENCE
brusselator,200,144115188075855875/36028797018963968,tube,y,0.024426779163399193,0.024383959566697033,1.0017560559262344,REUSED_MATCHED_REFERENCE
brusselator,201,1158686112129881235/288230376151711744,endpoint,x,0.0014823060344258954,0.0014697215254109164,1.0085625125558806,REUSED_MATCHED_REFERENCE
brusselator,201,1158686112129881235/288230376151711744,endpoint,y,0.012279135660284268,0.012308168374106199,0.9976411832419347,REUSED_MATCHED_REFERENCE
brusselator,201,1158686112129881235/288230376151711744,tube,x,0.001992813604653809,0.001910394498042145,1.0431424539256844,REUSED_MATCHED_REFERENCE
brusselator,201,1158686112129881235/288230376151711744,tube,y,0.024358761202592394,0.024316569414760014,1.0017351044513199,REUSED_MATCHED_REFERENCE
brusselator,202,582225359826457735/144115188075855872,endpoint,x,0.0014537298055549708,0.0014404505594120542,1.0092188142495753,REUSED_MATCHED_REFERENCE
brusselator,202,582225359826457735/144115188075855872,endpoint,y,0.012244270408702906,0.012273876102346204,0.9975879100133952,REUSED_MATCHED_REFERENCE
brusselator,202,582225359826457735/144115188075855872,tube,x,0.001986126610889427,0.0019051238573065121,1.0425183660748638,REUSED_MATCHED_REFERENCE
brusselator,202,582225359826457735/144115188075855872,tube,y,0.024290809753957365,0.02424924004441298,1.0017142685489628,REUSED_MATCHED_REFERENCE
brusselator,203,1170215327175949705/288230376151711744,endpoint,x,0.0014261647618253326,0.0014122216417294942,1.00987318115219,REUSED_MATCHED_REFERENCE
brusselator,203,1170215327175949705/288230376151711744,endpoint,y,0.012209435318183637,0.012239617750620102,0.9975340379861997,REUSED_MATCHED_REFERENCE
brusselator,203,1170215327175949705/288230376151711744,tube,x,0.0019800784304295216,0.0019004561359026728,1.0418964126678094,REUSED_MATCHED_REFERENCE
brusselator,203,1170215327175949705/288230376151711744,tube,y,0.024222879777689332,0.024181927034723216,1.0016935268602585,REUSED_MATCHED_REFERENCE
brusselator,204,293994983674745985/72057594037927936,endpoint,x,0.0013995791711275407,0.0013850023585291193,1.0105247565165896,REUSED_MATCHED_REFERENCE
brusselator,204,293994983674745985/72057594037927936,endpoint,y,0.01217460918512181,0.012205372441352225,0.9974795315441429,REUSED_MATCHED_REFERENCE
brusselator,204,293994983674745985/72057594037927936,tube,x,0.001974662030593044,0.0018963859718518772,1.0412764383954645,REUSED_MATCHED_REFERENCE
brusselator,204,293994983674745985/72057594037927936,tube,y,0.02415493086157694,0.02411459063554533,1.0016728555189383,REUSED_MATCHED_REFERENCE
brusselator,205,1181744542222018175/288230376151711744,endpoint,x,0.0013739411259151013,0.0013587593156425548,1.0111732888214768,REUSED_MATCHED_REFERENCE
brusselator,205,1181744542222018175/288230376151711744,endpoint,y,0.01213977155770296,0.012171119695409516,0.9974243834182012,REUSED_MATCHED_REFERENCE
brusselator,205,1181744542222018175/288230376151711744,tube,x,0.001969869365586463,0.0018929061843026562,1.0406587404711554,REUSED_MATCHED_REFERENCE
brusselator,205,1181744542222018175/288230376151711744,tube,y,0.02408692369122578,0.024047191826455094,1.0016522455119676,REUSED_MATCHED_REFERENCE
brusselator,206,593754574872526205/144115188075855872,endpoint,x,0.0013492211961343425,0.0013334624958829533,1.0118178803678723,REUSED_MATCHED_REFERENCE
brusselator,206,593754574872526205/144115188075855872,endpoint,y,0.012104901595826334,0.012136839437154379,0.9973685207344613,REUSED_MATCHED_REFERENCE
brusselator,206,593754574872526205/144115188075855872,tube,x,0.0019656941947697737,0.0018900121723358643,1.0400431402197658,REUSED_MATCHED_REFERENCE
brusselator,206,593754574872526205/144115188075855872,tube,y,0.024018818951055287,0.02397969229648167,1.0016316579082776,REUSED_MATCHED_REFERENCE
brusselator,207,1193273757268086645/288230376151711744,endpoint,x,0.0013253895570981555,0.0013090805838998354,1.012458341678046,REUSED_MATCHED_REFERENCE
brusselator,207,1193273757268086645/288230376151711744,endpoint,y,0.012069979181466461,0.012102511904750646,0.9973119032197428,REUSED_MATCHED_REFERENCE
brusselator,207,1193273757268086645/288230376151711744,tube,x,0.001962129120181566,0.0018876972803001935,1.0394299661593707,REUSED_MATCHED_REFERENCE
brusselator,207,1193273757268086645/288230376151711744,tube,y,0.023950578207852846,0.023912054329278565,1.0016110651993255,REUSED_MATCHED_REFERENCE
brusselator,208,74939897799445055/18014398509481984,endpoint,x,0.001302419087923723,0.0012855860363978344,1.013093679496593,REUSED_MATCHED_REFERENCE
brusselator,208,74939897799445055/18014398509481984,endpoint,y,0.012034984514313951,0.012068117670167133,0.997254488499471,REUSED_MATCHED_REFERENCE
brusselator,208,74939897799445055/18014398509481984,tube,x,0.001959168865038441,0.001885957907528324,1.0388189774638528,REUSED_MATCHED_REFERENCE
brusselator,208,74939897799445055/18014398509481984,tube,y,0.023882163661473665,0.023844240798181815,1.0015904412144145,REUSED_MATCHED_REFERENCE
brusselator,209,1204802972314155115/288230376151711744,endpoint,x,0.0012802822315274298,0.0012629500185852849,1.0137235937187443,REUSED_MATCHED_REFERENCE
brusselator,209,1204802972314155115/288230376151711744,endpoint,y,0.011999898083477678,0.012033637632589134,0.997196230255423,REUSED_MATCHED_REFERENCE
brusselator,209,1204802972314155115/288230376151711744,tube,x,0.0019568070319249675,0.0018847884833289585,1.0382104141833508,REUSED_MATCHED_REFERENCE
brusselator,209,1204802972314155115/288230376151711744,tube,y,0.023813538055586392,0.023776215134861278,1.0015697587069017,REUSED_MATCHED_REFERENCE
brusselator,210,605283789918594675/144115188075855872,endpoint,x,0.0012589534168702676,0.0012412359001718887,1.0142740930196472,REUSED_MATCHED_REFERENCE
brusselator,210,605283789918594675/144115188075855872,endpoint,y,0.011964700763804625,0.01199905309030358,0.9971370802145451,REUSED_MATCHED_REFERENCE
brusselator,210,605283789918594675/144115188075855872,tube,x,0.0019550386704847433,0.0018842750006075604,1.0375548525848755,REUSED_MATCHED_REFERENCE
brusselator,210,605283789918594675/144115188075855872,tube,y,0.02374466473737158,0.02370794137661747,1.0015489898583236,REUSED_MATCHED_REFERENCE
brusselator,211,1216332187360223585/288230376151711744,endpoint,x,0.0012384076313540215,0.0012203292255874576,1.0148143676210502,REUSED_MATCHED_REFERENCE
brusselator,211,1216332187360223585/288230376151711744,endpoint,y,0.011929373412564281,0.011964345115053288,0.9970770065429653,REUSED_MATCHED_REFERENCE
brusselator,211,1216332187360223585/288230376151711744,tube,x,0.001953858823569188,0.0018843250228203212,1.0369011714575618,REUSED_MATCHED_REFERENCE
brusselator,211,1216332187360223585/288230376151711744,tube,y,0.02367550722628442,0.023639383516305124,1.0015281155684277,REUSED_MATCHED_REFERENCE
brusselator,212,305524198720814455/72057594037927936,endpoint,x,0.0012186207632868817,0.001200202134354067,1.0153462724366238,REUSED_MATCHED_REFERENCE
brusselator,212,305524198720814455/72057594037927936,endpoint,y,0.011893897245158769,0.011929495415387681,0.9970159534004268,REUSED_MATCHED_REFERENCE
brusselator,212,305524198720814455/72057594037927936,tube,x,0.001953262920875498,0.001884932140232054,1.0362510560380342,REUSED_MATCHED_REFERENCE
brusselator,212,305524198720814455/72057594037927936,tube,y,0.023606035467524045,0.023570506341400677,1.0015073552349176,REUSED_MATCHED_REFERENCE
brusselator,213,1227861402406292055/288230376151711744,endpoint,x,0.0011995700106232632,0.0011808315578990536,1.0158688617346485,REUSED_MATCHED_REFERENCE
brusselator,213,1227861402406292055/288230376151711744,endpoint,y,0.011858392514725313,0.011894485838894298,0.996965541456953,REUSED_MATCHED_REFERENCE
brusselator,213,1227861402406292055/288230376151711744,tube,x,0.001953247239600997,0.0018860942018044113,1.0356042862187589,REUSED_MATCHED_REFERENCE
brusselator,213,1227861402406292055/288230376151711744,tube,y,0.023536215246440673,0.0235012749120731,1.0014867420809423,REUSED_MATCHED_REFERENCE
brusselator,214,616813004964663145/144115188075855872,endpoint,x,0.0011812329150010514,0.001162193934865552,1.0163819303855703,REUSED_MATCHED_REFERENCE
brusselator,214,616813004964663145/144115188075855872,endpoint,y,0.011823231132425338,0.011859300143921558,0.9969585885289608,REUSED_MATCHED_REFERENCE
brusselator,214,616813004964663145/144115188075855872,tube,x,0.001953807931957041,0.0018878080648122575,1.0349611109174637,REUSED_MATCHED_REFERENCE
brusselator,214,616813004964663145/144115188075855872,tube,y,0.023466480869958506,0.02343165630884192,1.001486218501056,REUSED_MATCHED_REFERENCE
brusselator,215,1239390617452360525/288230376151711744,endpoint,x,0.0011635884369736726,0.001144271375605077,1.0168815385759178,REUSED_MATCHED_REFERENCE
brusselator,215,1239390617452360525/288230376151711744,endpoint,y,0.011787852190276116,0.011823919697567131,0.996949614999632,REUSED_MATCHED_REFERENCE
brusselator,215,1239390617452360525/288230376151711744,tube,x,0.001954942177839092,0.0018900757929145584,1.0343194623028886,REUSED_MATCHED_REFERENCE
brusselator,215,1239390617452360525/288230376151711744,tube,y,0.023396506943749618,0.023361615306585204,1.001493545574932,REUSED_MATCHED_REFERENCE
brusselator,216,155644403121924345/36028797018963968,endpoint,x,0.0011466159359777572,0.0011270438317360076,1.0173658767215843,REUSED_MATCHED_REFERENCE
brusselator,216,155644403121924345/36028797018963968,endpoint,y,0.011752238282760175,0.011788325887684525,0.9969386997553188,REUSED_MATCHED_REFERENCE
brusselator,216,155644403121924345/36028797018963968,tube,x,0.0019566471560523158,0.0018928968586102157,1.0336786957789692,REUSED_MATCHED_REFERENCE
brusselator,216,155644403121924345/36028797018963968,tube,y,0.02332605888397321,0.023291116762607533,1.0015002338325731,REUSED_MATCHED_REFERENCE
brusselator,217,1250919832498428995/288230376151711744,endpoint,x,0.001130295569858497,0.0011104860241235026,1.0178386267856274,REUSED_MATCHED_REFERENCE
brusselator,217,1250919832498428995/288230376151711744,endpoint,y,0.011716372067410052,0.011752501101039314,0.9969258429913215,REUSED_MATCHED_REFERENCE
brusselator,217,1250919832498428995/288230376151711744,tube,x,0.0019589204920100745,0.0018962651034780675,1.0330414710564924,REUSED_MATCHED_REFERENCE
brusselator,217,1250919832498428995/288230376151711744,tube,y,0.023255102656627002,0.023220126571244393,1.0015062831494608,REUSED_MATCHED_REFERENCE
brusselator,218,628342220010731615/144115188075855872,endpoint,x,0.0011146089570945317,0.0010945793905779433,1.0182988704967417,REUSED_MATCHED_REFERENCE
brusselator,218,628342220010731615/144115188075855872,endpoint,y,0.011680236240628972,0.011716427787578532,0.996911042545926,REUSED_MATCHED_REFERENCE
brusselator,218,628342220010731615/144115188075855872,tube,x,0.001961760976144533,0.0019001807175469954,1.032407579989041,REUSED_MATCHED_REFERENCE
brusselator,218,628342220010731615/144115188075855872,tube,y,0.02318360428502908,0.023148610703122685,1.0015116925311494,REUSED_MATCHED_REFERENCE
brusselator,219,1262449047544497465/288230376151711744,endpoint,x,0.0010995375877155267,0.0010793047322062432,1.0187461936425728,REUSED_MATCHED_REFERENCE
brusselator,219,1262449047544497465/288230376151711744,endpoint,y,0.011643813510350043,0.011680091552271232,0.9968940276059621,REUSED_MATCHED_REFERENCE
brusselator,219,1262449047544497465/288230376151711744,tube,x,0.0019651669438667807,0.0019046429167788315,1.0317770992949737,REUSED_MATCHED_REFERENCE
brusselator,219,1262449047544497465/288230376151711744,tube,y,0.02311152979903186,0.02307653827402989,1.0015163247011512,REUSED_MATCHED_REFERENCE
brusselator,220,317053413766882925/72057594037927936,endpoint,x,0.0010850639556720942,0.0010646440512618316,1.0191800295939857,REUSED_MATCHED_REFERENCE
brusselator,220,317053413766882925/72057594037927936,endpoint,y,0.011607086572158032,0.011643479500164311,0.9968743941185481,REUSED_MATCHED_REFERENCE
brusselator,220,317053413766882925/72057594037927936,tube,x,0.001969137482115857,0.001909651811559887,1.031150008706236,REUSED_MATCHED_REFERENCE
brusselator,220,317053413766882925/72057594037927936,tube,y,0.023038845186338364,0.02300387986562047,1.0015199749312789,REUSED_MATCHED_REFERENCE
brusselator,221,1273978262590565935/288230376151711744,endpoint,x,0.0010711720128209756,0.0010505812633151979,1.0195993877149512,REUSED_MATCHED_REFERENCE
brusselator,221,1273978262590565935/288230376151711744,endpoint,y,0.011570038085487955,0.011606566211344926,0.9968528051111907,REUSED_MATCHED_REFERENCE
brusselator,221,1273978262590565935/288230376151711744,tube,x,0.0019736729282361365,0.0019152091490747258,1.030526054655522,REUSED_MATCHED_REFERENCE
brusselator,221,1273978262590565935/288230376151711744,tube,y,0.02296551634402144,0.022930593476145233,1.0015229814227242,REUSED_MATCHED_REFERENCE
brusselator,222,639871435056800085/144115188075855872,endpoint,x,0.0010578452396250992,0.0010370991617127956,1.0200039482030252,REUSED_MATCHED_REFERENCE
brusselator,222,639871435056800085/144115188075855872,endpoint,y,0.011532650648246268,0.01156933442304764,0.9968292234056012,REUSED_MATCHED_REFERENCE
brusselator,222,639871435056800085/144115188075855872,tube,x,0.0019787728990153797,0.001921315307582494,1.029905342036327,REUSED_MATCHED_REFERENCE
brusselator,222,639871435056800085/144115188075855872,tube,y,0.02289150902834347,0.022856645178189527,1.001525326655865,REUSED_MATCHED_REFERENCE
brusselator,223,1285507477636634405/288230376151711744,endpoint,x,0.001045068513133962,0.0010241823717504484,1.0203929905059945,REUSED_MATCHED_REFERENCE
brusselator,223,1285507477636634405/288230376151711744,endpoint,y,0.011494906774865754,0.011531766311899005,0.9968036521000935,REUSED_MATCHED_REFERENCE
brusselator,223,1285507477636634405/288230376151711744,tube,x,0.001984438255832832,0.001927972280075907,1.02928775291038,REUSED_MATCHED_REFERENCE
brusselator,223,1285507477636634405/288230376151711744,tube,y,0.022816788807794364,0.022782000376333045,1.0015270139095187,REUSED_MATCHED_REFERENCE
brusselator,224,40352252661239645/9007199254740992,endpoint,x,0.0010328273038723301,0.0010118161230375788,1.0207658094750196,REUSED_MATCHED_REFERENCE
brusselator,224,40352252661239645/9007199254740992,endpoint,y,0.011456788843520194,0.011493844124540686,0.9967760759047206,REUSED_MATCHED_REFERENCE
brusselator,224,40352252661239645/9007199254740992,tube,x,0.0019906740252749744,0.001935186201022121,1.0286731190122924,REUSED_MATCHED_REFERENCE
brusselator,224,40352252661239645/9007199254740992,tube,y,0.02274132098487769,0.02270662441292437,1.00152803742742,REUSED_MATCHED_REFERENCE
brusselator,225,1297036692682702875/288230376151711744,endpoint,x,0.0010211077135721114,0.000999986278890419,1.0211217244951887,REUSED_MATCHED_REFERENCE
brusselator,225,1297036692682702875/288230376151711744,endpoint,y,0.011418279102903384,0.011455550052966501,0.9967464722435161,REUSED_MATCHED_REFERENCE
brusselator,225,1297036692682702875/288230376151711744,tube,x,0.0019974802183098106,0.0019429581567462217,1.0280613668257759,REUSED_MATCHED_REFERENCE
brusselator,225,1297036692682702875/288230376151711744,tube,y,0.022665070577474467,0.02263048241826482,1.0015283880639563,REUSED_MATCHED_REFERENCE
brusselator,226,651400650102868555/144115188075855872,endpoint,x,0.0010098961251120975,0.0009886788276975422,1.0214602526322594,REUSED_MATCHED_REFERENCE
brusselator,226,651400650102868555/144115188075855872,endpoint,y,0.011379359632387676,0.011416866145013138,0.9967148154187789,REUSED_MATCHED_REFERENCE
brusselator,226,651400650102868555/144115188075855872,tube,x,0.002004856850976511,0.0019512890600127397,1.0274525143719206,REUSED_MATCHED_REFERENCE
brusselator,226,651400650102868555/144115188075855872,tube,y,0.022588002252990513,0.02255353919557468,1.0015280554026127,REUSED_MATCHED_REFERENCE
brusselator,227,1308565907728771345/288230376151711744,endpoint,x,0.0009991798691166287,0.0009778809237924735,1.0217807146104787,REUSED_MATCHED_REFERENCE
brusselator,227,1308565907728771345/288230376151711744,endpoint,y,0.011340012317444526,0.011377774281207564,0.9966810763836816,REUSED_MATCHED_REFERENCE
brusselator,227,1308565907728771345/288230376151711744,tube,x,0.0020128068052435166,0.0019601828637588192,1.0268464450218622,REUSED_MATCHED_REFERENCE
brusselator,227,1308565907728771345/288230376151711744,tube,y,0.022510080277404754,0.022475759171910248,1.0015270276404011,REUSED_MATCHED_REFERENCE
brusselator,228,328582628812951395/72057594037927936,endpoint,x,0.0009920930014820084,0.0009707741265367886,1.021960695451654,REUSED_MATCHED_REFERENCE
brusselator,228,328582628812951395/72057594037927936,endpoint,y,0.011300234993584013,0.011338256834418914,0.9966465885020809,REUSED_MATCHED_REFERENCE
brusselator,228,328582628812951395/72057594037927936,tube,x,0.002024578114519393,0.001972837853181364,1.026226312139436,REUSED_MATCHED_REFERENCE
brusselator,228,328582628812951395/72057594037927936,tube,y,0.022431284645951344,0.022397107031396857,1.0015259834453876,REUSED_MATCHED_REFERENCE
brusselator,229,1320095122774839815/288230376151711744,endpoint,x,0.0010119564489210475,0.0009910240405633375,1.021121998560006,REUSED_MATCHED_REFERENCE
brusselator,229,1320095122774839815/288230376151711744,endpoint,y,0.01126013412435789,0.011298294387439789,0.9966224757672874,REUSED_MATCHED_REFERENCE
brusselator,229,1320095122774839815/288230376151711744,tube,x,0.002064214590556168,0.002012936314716829,1.025474365713628,REUSED_MATCHED_REFERENCE
brusselator,229,1320095122774839815/288230376151711744,tube,y,0.022351703764371678,0.022317545405869055,1.0015305607261649,REUSED_MATCHED_REFERENCE
brusselator,230,662929865148937025/144115188075855872,endpoint,x,0.0010319236913187146,0.0010113656994606424,1.0203269617202124,REUSED_MATCHED_REFERENCE
brusselator,230,662929865148937025/144115188075855872,endpoint,y,0.011219567903786754,0.011257868170246432,0.9965979112669925,REUSED_MATCHED_REFERENCE
brusselator,230,662929865148937025/144115188075855872,tube,x,0.0021040269157533986,0.0020532299490272354,1.0247400281445482,REUSED_MATCHED_REFERENCE
brusselator,230,662929865148937025/144115188075855872,tube,y,0.022271177340232207,0.022237037284578598,1.0015352789679983,REUSED_MATCHED_REFERENCE
brusselator,231,1331624337820908285/288230376151711744,endpoint,x,0.0010520114663150615,0.001031816131921215,1.0195726096627733,REUSED_MATCHED_REFERENCE
brusselator,231,1331624337820908285/288230376151711744,endpoint,y,0.011178517269108568,0.011216959131557402,0.996572880225561,REUSED_MATCHED_REFERENCE
brusselator,231,1331624337820908285/288230376151711744,tube,x,0.0021440483468163074,0.0020937524647390293,1.0240218855496592,REUSED_MATCHED_REFERENCE
brusselator,231,1331624337820908285/288230376151711744,tube,y,0.022189667589136874,0.02215554505754813,1.001540135054232,REUSED_MATCHED_REFERENCE
brusselator,232,167173618167992815/36028797018963968,endpoint,x,0.001072533499378192,0.001052693675183125,1.0188467211903935,REUSED_MATCHED_REFERENCE
brusselator,232,167173618167992815/36028797018963968,endpoint,y,0.011136964813388772,0.011175547996296942,0.9965475354836332,REUSED_MATCHED_REFERENCE
brusselator,232,167173618167992815/36028797018963968,tube,x,0.002184617590169302,0.002134838922473792,1.0233172944204278,REUSED_MATCHED_REFERENCE
brusselator,232,167173618167992815/36028797018963968,tube,y,0.022107138031986828,0.0220730305440755,1.0015452109234944,REUSED_MATCHED_REFERENCE
brusselator,233,1343153552866976755/288230376151711744,endpoint,x,0.001093775239881134,0.0010742873337422076,1.0181403108152096,REUSED_MATCHED_REFERENCE
brusselator,233,1343153552866976755/288230376151711744,endpoint,y,0.011094892928646516,0.011133615066687419,0.9965220516598636,REUSED_MATCHED_REFERENCE
brusselator,233,1343153552866976755/288230376151711744,tube,x,0.002226043335714134,0.002176795122654729,1.022624183850313,REUSED_MATCHED_REFERENCE
