plant,step,category,operation,seconds,calls
van_der_pol,91,A,torch_tm_flowpipe.batched_dense_tm.sparse_tmvector_to_dense,0.0020754369907081127,1
van_der_pol,91,B,BatchedPolynomial.substitute_const_and_drop,0.0005548642948269844,1
van_der_pol,91,C,torch_tm_flowpipe.endpoint_substitution.enclose_constant_substitution,0.010620666202157736,3
van_der_pol,91,C,DenseRemainderLedger.total,3.5181641578674316e-05,1
van_der_pol,91,C,BatchedTaylorModel.endpoint,0.0002702292986214161,1
van_der_pol,91,A,Polynomial.__init__,0.021766132675111294,110
van_der_pol,91,A,torch_tm_flowpipe.batched_dense_tm.dense_to_sparse_tmvector,0.0009023421443998814,1
van_der_pol,91,B,Polynomial.substitute_const,0.00031993258744478226,2
van_der_pol,91,C,Polynomial.substitute_const_with_roundoff,0.0008915825746953487,2
van_der_pol,91,D,Polynomial.evaluate_interval,0.22602718882262707,90
van_der_pol,91,F,torch_tm_flowpipe.flowpipe._tmvector_constant_part,9.359326213598251e-06,1
van_der_pol,91,F,torch_tm_flowpipe.flowpipe._tmvector_rm_constants,2.1696090698242188e-05,1
van_der_pol,91,G,torch_tm_flowpipe.symbolic_remainder._validated_interval_bounds,0.012001109775155783,15
van_der_pol,91,G,torch_tm_flowpipe.symbolic_remainder.validate_accepted_boundary_sr_queue,0.0013692434877157211,5
van_der_pol,91,E,torch_tm_flowpipe.accepted_boundary_sr.split_endpoint_taylor_map,5.803164094686508e-05,1
van_der_pol,91,G,torch_tm_flowpipe.symbolic_remainder._pack_interval_matrices,0.001665601972490549,2
van_der_pol,91,G,torch_tm_flowpipe.symbolic_remainder._pack_interval_columns,0.0006136209703981876,1
van_der_pol,91,G,torch_tm_flowpipe.symbolic_remainder._tensorized_interval_matrix_update_and_image,0.016040895134210587,1
van_der_pol,91,G,torch_tm_flowpipe.symbolic_remainder.accepted_boundary_sr_queue_propagate,0.0009465529583394527,1
van_der_pol,91,E,torch_tm_flowpipe.flowpipe._polynomial_part_for_power,0.0001267446205019951,11
van_der_pol,91,E,Polynomial.mul_truncate,0.004228055477142334,11
van_der_pol,91,E,Polynomial.cutoff,0.0021218126639723778,15
van_der_pol,91,E,torch_tm_flowpipe.flowpipe._tm_mul_ctrunc_horner_stage,0.006311628967523575,9
van_der_pol,91,D,torch_tm_flowpipe.polynomial.evaluate_interval_normal,0.034133623354136944,17
van_der_pol,91,E,Polynomial.__add__,0.0007193381898105145,16
van_der_pol,91,E,torch_tm_flowpipe.flowpipe._tm_apply_cutoff_for_horner,0.00023274682462215424,4
van_der_pol,91,E,torch_tm_flowpipe.flowpipe._insert_ctrunc_normal_horner_scalar,0.005408339202404022,2
van_der_pol,91,E,torch_tm_flowpipe.flowpipe.insert_ctrunc_normal_dependency_preserving,0.002034611999988556,1
van_der_pol,91,D,torch_tm_flowpipe.accepted_boundary_sr._interval_polynomial_range,0.01856295485049486,6
van_der_pol,91,E,torch_tm_flowpipe.accepted_boundary_sr._linear_polynomial_image,0.01551146013662219,1
van_der_pol,91,E,torch_tm_flowpipe.accepted_boundary_sr._add_polynomial_images,0.005279135890305042,1
van_der_pol,91,G,torch_tm_flowpipe.accepted_boundary_sr.prepare_accepted_boundary_sr,0.0007606321014463902,1
van_der_pol,91,G,torch_tm_flowpipe.symbolic_remainder.accepted_boundary_sr_queue_sha256,0.006692701019346714,2
van_der_pol,91,F,torch_tm_flowpipe.flowpipe._tmvector_shift_polynomial_constants,9.459396824240685e-05,1
van_der_pol,91,F,torch_tm_flowpipe.flowpipe._add_right_map_centering_diagnostics,0.0012487764470279217,1
