file,line,function,primitive_calls,calls,self_seconds,inclusive_seconds_not_additive
/srv/local/shengenli/boundary_execution_20260908T172756Z/repo/src/torch_tm_flowpipe/interval.py,56,__init__,6283,6283,0.069819004,0.23401991600000002
~,0,<method 'clone' of 'torch._C.TensorBase' objects>,30565,30565,0.059802152000000004,0.059802152000000004
~,0,<built-in method torch.any>,19109,19109,0.044646299,0.044646299
~,0,<built-in method torch.stack>,5441,5441,0.038539587,0.038539587
~,0,<built-in method torch.full_like>,13337,13337,0.033597681000000004,0.033597681000000004
~,0,<built-in method torch.min>,4056,4056,0.032204585,0.032204585
~,0,<built-in method torch.nextafter>,13008,13008,0.030179470000000003,0.030179470000000003
~,0,<built-in method torch.max>,4356,4356,0.029803296000000003,0.029803296000000003
/srv/local/shengenli/boundary_execution_20260908T172756Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,393,_interval_mul,1195,1195,0.027509958,0.079514058
~,0,<method 'reshape' of 'torch._C.TensorBase' objects>,17151,17151,0.024575586,0.024575586
~,0,<built-in method torch.isnan>,12566,12566,0.023201963000000003,0.023201963000000003
/srv/local/shengenli/boundary_execution_20260908T172756Z/repo/src/torch_tm_flowpipe/interval.py,152,__mul__,1710,1710,0.022438443000000002,0.14549066300000002
/srv/local/shengenli/boundary_execution_20260908T172756Z/repo/src/torch_tm_flowpipe/interval.py,15,_as_tensor,12568,12568,0.020719695,0.074156464
~,0,<built-in method unique_dim>,2,2,0.017558078,0.017558078
/srv/local/shengenli/boundary_execution_20260908T172756Z/repo/src/torch_tm_flowpipe/interval.py,175,pow_int,1408,1408,0.016160075,0.084181593
/srv/local/shengenli/boundary_execution_20260908T172756Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,483,_power_interval_bounds,270,270,0.014489005000000001,0.060888408000000005
~,0,<method 'pow' of 'torch._C.TensorBase' objects>,4980,4980,0.014432991000000001,0.014432991000000001
~,0,<built-in method torch.all>,5001,5001,0.014407123,0.014407123
/srv/local/shengenli/boundary_execution_20260908T172756Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,1127,validate_dense_subdivision_cover,90,90,0.013944747,0.030927831000000003
/srv/local/shengenli/boundary_execution_20260908T172756Z/repo/src/torch_tm_flowpipe/polynomial.py,127,_is_zero_tensor,1682,1682,0.011007216,0.014985303
/srv/local/shengenli/boundary_execution_20260908T172756Z/repo/src/torch_tm_flowpipe/interval.py,135,__add__,1383,1383,0.010082398000000001,0.07703597100000001
/srv/local/shengenli/boundary_execution_20260908T172756Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,242,__post_init__,565,565,0.009999742,0.021257041
~,0,<built-in method torch.abs>,3894,3894,0.009780178,0.009780178
~,0,<built-in method torch.isfinite>,1109,1109,0.009335712000000001,0.009335712000000001
~,0,<method 'sum' of 'torch._C.TensorBase' objects>,416,416,0.009152470000000001,0.009152470000000001
/srv/local/shengenli/boundary_execution_20260908T172756Z/repo/src/torch_tm_flowpipe/polynomial.py,316,evaluate_interval,94,94,0.0076305900000000005,0.281919708
/srv/local/shengenli/boundary_execution_20260908T172756Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,516,_monomial_interval_bounds_for_exponents,90,90,0.007317403,0.08326425600000001
~,0,<built-in method torch.where>,2036,2036,0.007111903,0.007111903
~,0,<built-in method torch.zeros_like>,3758,3758,0.006686562,0.006686562
/srv/local/shengenli/boundary_execution_20260908T172756Z/repo/src/torch_tm_flowpipe/polynomial.py,142,__init__,126,126,0.0065070250000000005,0.030203308
/srv/local/shengenli/boundary_execution_20260908T172756Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,542,_range_for_terms,90,90,0.006342757,0.093773599
/srv/local/shengenli/boundary_execution_20260908T172756Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,2853,_affine_power_transform_matrix,16,16,0.0061882740000000006,0.035761353
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/scanner.py,145,need_more_tokens,8833,8833,0.005971097000000001,0.01077192
/srv/local/shengenli/boundary_execution_20260908T172756Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,2898,_power_to_bernstein_matrix,16,16,0.005683513,0.014173315
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/reader.py,99,forward,2962,2962,0.005501167,0.005777203000000001
~,0,<built-in method torch.is_floating_point>,13446,13446,0.005460398,0.005460398
~,0,<built-in method torch.as_tensor>,1246,1246,0.005216538000000001,0.005216538000000001
~,0,<method 'index_select' of 'torch._C.TensorBase' objects>,840,840,0.0051116220000000006,0.0051116220000000006
/srv/local/shengenli/boundary_execution_20260908T172756Z/repo/src/torch_tm_flowpipe/interval.py,36,_down,4055,4055,0.004546209000000001,0.027490592
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/scanner.py,1270,scan_plain,520,520,0.004491008,0.013597515000000001
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/scanner.py,113,check_token,5361,5361,0.004317866,0.042470928000000005
/srv/local/shengenli/boundary_execution_20260908T172756Z/repo/src/torch_tm_flowpipe/interval.py,40,_up,4247,4247,0.004237398,0.022760881
