accepted_step,canonical_object_sha256,operator,implementation,stage_class,channel,component,lo,hi,lo_hex,hi_hex,width,exact_bernstein_lo,exact_bernstein_hi,exact_local_outward_contained
3,25927073fd643350a3cbe888cfefa7ba80a060572acbf897f1e1a320e0987628,X1,Torch,cutoff_payment,endpoint,0,1.5812330143145414,1.6420417716863276,0x1.94cbafd3d621fp+0,0x1.a45cd97c0f056p+0,0.06080875737178615,30587989970390502008927775/19342813113834066795298816,31761707109420843644748159/19342813113834066795298816,True
3,25927073fd643350a3cbe888cfefa7ba80a060572acbf897f1e1a320e0987628,X1,Torch,cutoff_payment,endpoint,1,2.8296820619328633,2.880477517200108,0x1.6a3305950a2cep+1,0x1.70b37cbe9e6e5p+1,0.050795455267244716,54735700860240851917312705/19342813113834066795298816,55715675976473034879808449/19342813113834066795298816,True
3,25927073fd643350a3cbe888cfefa7ba80a060572acbf897f1e1a320e0987628,X2,Flow*,cutoff_payment,endpoint,0,1.581233014314543,1.642041771686326,0x1.94cbafd3d6226p+0,0x1.a45cd97c0f04fp+0,0.06080875737178304,30587989970390502008927775/19342813113834066795298816,31761707109420843644748159/19342813113834066795298816,True
3,25927073fd643350a3cbe888cfefa7ba80a060572acbf897f1e1a320e0987628,X2,Flow*,cutoff_payment,endpoint,1,2.829682061932867,2.8804775172001045,0x1.6a3305950a2d6p+1,0x1.70b37cbe9e6ddp+1,0.05079545526723761,54735700860240851917312705/19342813113834066795298816,55715675976473034879808449/19342813113834066795298816,True
3,25927073fd643350a3cbe888cfefa7ba80a060572acbf897f1e1a320e0987628,X3,Flow*_diagnostic_cutoff_normal,cutoff_payment,endpoint,0,1.581233014314543,1.642041771686326,0x1.94cbafd3d6226p+0,0x1.a45cd97c0f04fp+0,0.06080875737178304,30587989970390502008927775/19342813113834066795298816,31761707109420843644748159/19342813113834066795298816,True
3,25927073fd643350a3cbe888cfefa7ba80a060572acbf897f1e1a320e0987628,X3,Flow*_diagnostic_cutoff_normal,cutoff_payment,endpoint,1,2.829682061932867,2.8804775172001045,0x1.6a3305950a2d6p+1,0x1.70b37cbe9e6ddp+1,0.05079545526723761,54735700860240851917312705/19342813113834066795298816,55715675976473034879808449/19342813113834066795298816,True
100,cb327a91e102b1a84248202865cacd5ad96ef8d771b94705c080999eb2fc5fae,A,Torch,reporting_endpoint,endpoint,0,0.7742701877158944,0.7930391073042244,0x1.8c6d245d03dd4p-1,0x1.960938cca4300p-1,0.018768919588330046,117005876324838510937227/151115727451828646838272,59920340799013257361211/75557863725914323419136,True
100,cb327a91e102b1a84248202865cacd5ad96ef8d771b94705c080999eb2fc5fae,A,Torch,reporting_endpoint,endpoint,1,2.2538106261230317,2.2737908783574996,0x1.207cddd949b0bp+1,0x1.230b945a3e89ap+1,0.019980252234467866,10898788393189235860066909/4835703278458516698824704,10995358973912322724700099/4835703278458516698824704,True
100,cb327a91e102b1a84248202865cacd5ad96ef8d771b94705c080999eb2fc5fae,B,Flow*,reporting_endpoint,endpoint,0,0.7742701877158952,0.7930391073042238,0x1.8c6d245d03ddbp-1,0x1.960938cca42fap-1,0.018768919588328603,117005876324838510937227/151115727451828646838272,59920340799013257361211/75557863725914323419136,True
100,cb327a91e102b1a84248202865cacd5ad96ef8d771b94705c080999eb2fc5fae,B,Flow*,reporting_endpoint,endpoint,1,2.2538106261230344,2.2737908783574965,0x1.207cddd949b11p+1,0x1.230b945a3e893p+1,0.019980252234462093,10898788393189235860066909/4835703278458516698824704,10995358973912322724700099/4835703278458516698824704,True
100,cb327a91e102b1a84248202865cacd5ad96ef8d771b94705c080999eb2fc5fae,C,Torch,reporting_tube,tube,0,0.7739136278175548,0.8084689567019713,0x1.8c3e6832cf6b1p-1,0x1.9defa4a1bb7f7p-1,0.03455532888441648,127960593899523651238733425954970046682514005701721328846277806563691067032220880036418889326228820977029900281940304907745/165263992197562149737978827008192759957101170741070304821162198818601447809077836456297302609928821211897803006255839576064,58227064881963541/72057594037927936,True
100,cb327a91e102b1a84248202865cacd5ad96ef8d771b94705c080999eb2fc5fae,C,Torch,reporting_tube,tube,1,2.2342611309227283,2.2740902520140356,0x1.1dfc44cc04bf7p+1,0x1.231563ae46be4p+1,0.03982912109130732,1288128616361579163/576460752303423488,93943776894343244094529253566602873261637950059006452273459695187900651889485973796184671194664800400954772195943471924007/41315998049390537434494706752048189989275292685267576205290549704650361952269459114074325652482205302974450751563959894016,True
100,cb327a91e102b1a84248202865cacd5ad96ef8d771b94705c080999eb2fc5fae,D,Flow*,reporting_tube,tube,0,0.7739136278175567,0.8084689567019693,0x1.8c3e6832cf6c2p-1,0x1.9defa4a1bb7e5p-1,0.034555328884412595,127960593899523651238733425954970046682514005701721328846277806563691067032220880036418889326228820977029900281940304907745/165263992197562149737978827008192759957101170741070304821162198818601447809077836456297302609928821211897803006255839576064,58227064881963541/72057594037927936,True
100,cb327a91e102b1a84248202865cacd5ad96ef8d771b94705c080999eb2fc5fae,D,Flow*,reporting_tube,tube,1,2.2342611309227367,2.2740902520140285,0x1.1dfc44cc04c0ap+1,0x1.231563ae46bd4p+1,0.039829121091291775,1288128616361579163/576460752303423488,93943776894343244094529253566602873261637950059006452273459695187900651889485973796184671194664800400954772195943471924007/41315998049390537434494706752048189989275292685267576205290549704650361952269459114074325652482205302974450751563959894016,True
100,cb327a91e102b1a84248202865cacd5ad96ef8d771b94705c080999eb2fc5fae,E,Torch,reporting_endpoint,endpoint,0,0.7742701876857123,0.7930391073406445,0x1.8c6d245cc17e4p-1,0x1.960938ccf446bp-1,0.018768919654932215,14976752168995525479831315/19342813113834066795298816,122716857962014872012363071/154742504910672534362390528,True
100,cb327a91e102b1a84248202865cacd5ad96ef8d771b94705c080999eb2fc5fae,E,Torch,reporting_endpoint,endpoint,1,2.253810626085196,2.273790878387953,0x1.207cddd934e3cp+1,0x1.230b945a4f479p+1,0.01998025230275724,348761228576200806523841489/154742504910672534362390528,351851487169906700150775443/154742504910672534362390528,True
100,cb327a91e102b1a84248202865cacd5ad96ef8d771b94705c080999eb2fc5fae,E,Torch,reporting_tube,tube,0,0.7739136278034658,0.8084689567173449,0x1.8c3e6832b06fbp-1,0x1.9defa4a1dd4e0p-1,0.034555328913879024,127960593897195269753836625892832777819166489226584319065315597843310394381805015549758357561348645786578076906329997757921/165263992197562149737978827008192759957101170741070304821162198818601447809077836456297302609928821211897803006255839576064,250083339414861368802236431/309485009821345068724781056,True
100,cb327a91e102b1a84248202865cacd5ad96ef8d771b94705c080999eb2fc5fae,E,Torch,reporting_tube,tube,1,2.234261130905939,2.274090252028396,0x1.1dfc44cbfb849p+1,0x1.231563ae4ea35p+1,0.03982912112245707,345779392517071613466866025/154742504910672534362390528,93943776894936537804800404117228531140144942753398428953419002258209409643699483724388555651135793721130315795389248979751/41315998049390537434494706752048189989275292685267576205290549704650361952269459114074325652482205302974450751563959894016,True
100,cb327a91e102b1a84248202865cacd5ad96ef8d771b94705c080999eb2fc5fae,F,Flow*,reporting_endpoint,endpoint,0,0.7742701876857132,0.7930391073406439,0x1.8c6d245cc17ecp-1,0x1.960938ccf4465p-1,0.01876891965493066,14976752168995525479831315/19342813113834066795298816,122716857962014872012363071/154742504910672534362390528,True
100,cb327a91e102b1a84248202865cacd5ad96ef8d771b94705c080999eb2fc5fae,F,Flow*,reporting_endpoint,endpoint,1,2.253810626085199,2.27379087838795,0x1.207cddd934e43p+1,0x1.230b945a4f472p+1,0.019980252302751023,348761228576200806523841489/154742504910672534362390528,351851487169906700150775443/154742504910672534362390528,True
100,cb327a91e102b1a84248202865cacd5ad96ef8d771b94705c080999eb2fc5fae,F,Flow*,reporting_tube,tube,0,0.7739136278034677,0.8084689567173428,0x1.8c3e6832b070cp-1,0x1.9defa4a1dd4cdp-1,0.03455532891387503,127960593897195269753836625892832777819166489226584319065315597843310394381805015549758357561348645786578076906329997757921/165263992197562149737978827008192759957101170741070304821162198818601447809077836456297302609928821211897803006255839576064,250083339414861368802236431/309485009821345068724781056,True
100,cb327a91e102b1a84248202865cacd5ad96ef8d771b94705c080999eb2fc5fae,F,Flow*,reporting_tube,tube,1,2.2342611309059475,2.2740902520283885,0x1.1dfc44cbfb85cp+1,0x1.231563ae4ea24p+1,0.03982912112244108,345779392517071613466866025/154742504910672534362390528,93943776894936537804800404117228531140144942753398428953419002258209409643699483724388555651135793721130315795389248979751/41315998049390537434494706752048189989275292685267576205290549704650361952269459114074325652482205302974450751563959894016,True
100,cb327a91e102b1a84248202865cacd5ad96ef8d771b94705c080999eb2fc5fae,G,Torch,boundary_normalization,boundary,0,-0.00867685456844591,0.00913879101791019,-0x1.1c52bb4d4387ep-7,0x1.2b75bc4600e95p-7,0.0178156455863561,-79239703416616785062011/9671406556917033397649408,83444325530605266830471/9671406556917033397649408,True
100,cb327a91e102b1a84248202865cacd5ad96ef8d771b94705c080999eb2fc5fae,G,Torch,boundary_normalization,boundary,1,-0.009979793220241466,0.009861909336877504,-0x1.470492c03a509p-7,0x1.4327b109fc192p-7,0.019841702557118972,-11884702402950829111705/1208925819614629174706176,22767982793278391734975/2417851639229258349412352,True
100,cb327a91e102b1a84248202865cacd5ad96ef8d771b94705c080999eb2fc5fae,H,Flow*,boundary_normalization,boundary,0,-0.008676854412870189,0.009138790864551626,-0x1.1c52baf7bc31dp-7,0x1.2b75bbf1b19ccp-7,0.017815645277421813,-79239701911980910358139/9671406556917033397649408,83444324047412441451143/9671406556917033397649408,True
100,cb327a91e102b1a84248202865cacd5ad96ef8d771b94705c080999eb2fc5fae,H,Flow*,boundary_normalization,boundary,1,-0.009979793065349421,0.009861909179746149,-0x1.4704926b13328p-7,0x1.4327b0b399d37p-7,0.01984170224509557,-11884702215697869382889/1208925819614629174706176,22767982413358145464671/2417851639229258349412352,True
100,cb327a91e102b1a84248202865cacd5ad96ef8d771b94705c080999eb2fc5fae,X1,Torch,cutoff_payment,endpoint,0,0.7742701876857123,0.7930391073406445,0x1.8c6d245cc17e4p-1,0x1.960938ccf446bp-1,0.018768919654932215,1917024277698783677013296823/2475880078570760549798248448,1963469727383791199585278429/2475880078570760549798248448,True
100,cb327a91e102b1a84248202865cacd5ad96ef8d771b94705c080999eb2fc5fae,X1,Torch,cutoff_payment,endpoint,1,2.253810626085196,2.273790878387953,0x1.207cddd934e3cp+1,0x1.230b945a4f479p+1,0.01998025230275724,5580179657290455292650886317/2475880078570760549798248448,5629623794681646307122102179/2475880078570760549798248448,True
100,cb327a91e102b1a84248202865cacd5ad96ef8d771b94705c080999eb2fc5fae,X2,Flow*,cutoff_payment,endpoint,0,0.774270187685713,0.7930391073406439,0x1.8c6d245cc17eap-1,0x1.960938ccf4465p-1,0.018768919654930882,1917024277698783677013296823/2475880078570760549798248448,1963469727383791199585278429/2475880078570760549798248448,True
100,cb327a91e102b1a84248202865cacd5ad96ef8d771b94705c080999eb2fc5fae,X2,Flow*,cutoff_payment,endpoint,1,2.253810626085198,2.2737908783879504,0x1.207cddd934e41p+1,0x1.230b945a4f473p+1,0.019980252302752355,5580179657290455292650886317/2475880078570760549798248448,5629623794681646307122102179/2475880078570760549798248448,True
100,cb327a91e102b1a84248202865cacd5ad96ef8d771b94705c080999eb2fc5fae,X3,Flow*_diagnostic_cutoff_normal,cutoff_payment,endpoint,0,0.7742701876857132,0.7930391073406439,0x1.8c6d245cc17ecp-1,0x1.960938ccf4465p-1,0.01876891965493066,1917024277698783677013296823/2475880078570760549798248448,1963469727383791199585278429/2475880078570760549798248448,True
100,cb327a91e102b1a84248202865cacd5ad96ef8d771b94705c080999eb2fc5fae,X3,Flow*_diagnostic_cutoff_normal,cutoff_payment,endpoint,1,2.253810626085199,2.27379087838795,0x1.207cddd934e43p+1,0x1.230b945a4f472p+1,0.019980252302751023,5580179657290455292650886317/2475880078570760549798248448,5629623794681646307122102179/2475880078570760549798248448,True
200,2e3a9e340aad334369a5959855fbe392477e8365777c2be72b995a9dacbe0c00,A,Torch,reporting_endpoint,endpoint,0,0.3782324518224885,0.37974437916412723,0x1.834f5e2b74351p-2,0x1.84dbb5e56624fp-2,0.0015119273416387413,1829020785571895898054267/4835703278458516698824704,1836331139300162269879931/4835703278458516698824704,True
200,2e3a9e340aad334369a5959855fbe392477e8365777c2be72b995a9dacbe0c00,A,Torch,reporting_endpoint,endpoint,1,3.7351438029167356,3.7474578554452638,0x1.de19312fb135ap+1,0x1.dfacb2f2234a4p+1,0.01231405252852813,18062047133278483314391031/4835703278458516698824704,18121593350367966038071287/4835703278458516698824704,True
200,2e3a9e340aad334369a5959855fbe392477e8365777c2be72b995a9dacbe0c00,B,Flow*,reporting_endpoint,endpoint,0,0.3782324518224888,0.3797443791641269,0x1.834f5e2b74357p-2,0x1.84dbb5e566249p-2,0.0015119273416380752,1829020785571895898054267/4835703278458516698824704,1836331139300162269879931/4835703278458516698824704,True
200,2e3a9e340aad334369a5959855fbe392477e8365777c2be72b995a9dacbe0c00,B,Flow*,reporting_endpoint,endpoint,1,3.735143802916737,3.7474578554452616,0x1.de19312fb135dp+1,0x1.dfacb2f22349fp+1,0.012314052528524577,18062047133278483314391031/4835703278458516698824704,18121593350367966038071287/4835703278458516698824704,True
200,2e3a9e340aad334369a5959855fbe392477e8365777c2be72b995a9dacbe0c00,C,Torch,reporting_tube,tube,0,0.3777803238616367,0.37978047186379477,0x1.82d8d8603b691p-2,0x1.84e52c0941fe5p-2,0.0020001480021580864,3484741989572918245/9223372036854775808,251032288514117102649088943085895978648410960737260982188583198409107832589004588369801629602946630603100874836093846477735/661055968790248598951915308032771039828404682964281219284648795274405791236311345825189210439715284847591212025023358304256,True
200,2e3a9e340aad334369a5959855fbe392477e8365777c2be72b995a9dacbe0c00,C,Torch,reporting_tube,tube,1,3.7230832404024015,3.7475100195583293,0x1.dc8dfddae831dp+1,0x1.dfae6887b7b96p+1,0.024426779155927836,4292465576942972097/1152921504606846976,4954558523619650061576712137999980766148206817766910678243302436720049356826956505564884173746276650239444303655840060557539/1322111937580497197903830616065542079656809365928562438569297590548811582472622691650378420879430569695182424050046716608512,True
200,2e3a9e340aad334369a5959855fbe392477e8365777c2be72b995a9dacbe0c00,D,Flow*,reporting_tube,tube,0,0.37778032386163757,0.3797804718637939,0x1.82d8d8603b6a1p-2,0x1.84e52c0941fd5p-2,0.00200014800215631,3484741989572918245/9223372036854775808,251032288514117102649088943085895978648410960737260982188583198409107832589004588369801629602946630603100874836093846477735/661055968790248598951915308032771039828404682964281219284648795274405791236311345825189210439715284847591212025023358304256,True
200,2e3a9e340aad334369a5959855fbe392477e8365777c2be72b995a9dacbe0c00,D,Flow*,reporting_tube,tube,1,3.7230832404024117,3.747510019558321,0x1.dc8dfddae8334p+1,0x1.dfae6887b7b83p+1,0.024426779155909184,4292465576942972097/1152921504606846976,4954558523619650061576712137999980766148206817766910678243302436720049356826956505564884173746276650239444303655840060557539/1322111937580497197903830616065542079656809365928562438569297590548811582472622691650378420879430569695182424050046716608512,True
200,2e3a9e340aad334369a5959855fbe392477e8365777c2be72b995a9dacbe0c00,E,Torch,reporting_endpoint,endpoint,0,0.3782324517387402,0.37974437924793064,0x1.834f5e2a03e0ep-2,0x1.84dbb5e6d6b73p-2,0.001511927509190436,29264332562670627544133135/77371252455336267181195264,29381298235286566737588761/77371252455336267181195264,True
200,2e3a9e340aad334369a5959855fbe392477e8365777c2be72b995a9dacbe0c00,E,Torch,reporting_endpoint,endpoint,1,3.735143802832251,3.7474578555297042,0x1.de19312f82c37p+1,0x1.dfacb2f251b63p+1,0.012314052697453448,288992754125919065208012807/77371252455336267181195264,289945493612420670335076563/77371252455336267181195264,True
200,2e3a9e340aad334369a5959855fbe392477e8365777c2be72b995a9dacbe0c00,E,Torch,reporting_tube,tube,0,0.3777803238582503,0.37978047186723624,0x1.82d8d8602c845p-2,0x1.84e52c0951211p-2,0.002000148008985958,935428305004969425184876307/2475880078570760549798248448,251032288516392079481551421245540920119676615580247590156940963456576116436357538540242535829897123240123391349057581013927/661055968790248598951915308032771039828404682964281219284648795274405791236311345825189210439715284847591212025023358304256,True
200,2e3a9e340aad334369a5959855fbe392477e8365777c2be72b995a9dacbe0c00,E,Torch,reporting_tube,tube,1,3.7230832403990504,3.7475100195616355,0x1.dc8dfddae65a3p+1,0x1.dfae6887b98abp+1,0.024426779162585177,9217999636079622845224181897/2475880078570760549798248448,4954558523624020841347476072156013325121606794453953967806303041524493727941846447735343536358139625439276352364513563527395/1322111937580497197903830616065542079656809365928562438569297590548811582472622691650378420879430569695182424050046716608512,True
200,2e3a9e340aad334369a5959855fbe392477e8365777c2be72b995a9dacbe0c00,F,Flow*,reporting_endpoint,endpoint,0,0.37823245173874054,0.3797443792479303,0x1.834f5e2a03e14p-2,0x1.84dbb5e6d6b6dp-2,0.00151192750918977,29264332562670627544133135/77371252455336267181195264,29381298235286566737588761/77371252455336267181195264,True
200,2e3a9e340aad334369a5959855fbe392477e8365777c2be72b995a9dacbe0c00,F,Flow*,reporting_endpoint,endpoint,1,3.735143802832252,3.7474578555297016,0x1.de19312f82c3ap+1,0x1.dfacb2f251b5dp+1,0.012314052697449451,288992754125919065208012807/77371252455336267181195264,289945493612420670335076563/77371252455336267181195264,True
200,2e3a9e340aad334369a5959855fbe392477e8365777c2be72b995a9dacbe0c00,F,Flow*,reporting_tube,tube,0,0.3777803238582512,0.37978047186723535,0x1.82d8d8602c856p-2,0x1.84e52c0951201p-2,0.002000148008984126,935428305004969425184876307/2475880078570760549798248448,251032288516392079481551421245540920119676615580247590156940963456576116436357538540242535829897123240123391349057581013927/661055968790248598951915308032771039828404682964281219284648795274405791236311345825189210439715284847591212025023358304256,True
200,2e3a9e340aad334369a5959855fbe392477e8365777c2be72b995a9dacbe0c00,F,Flow*,reporting_tube,tube,1,3.723083240399061,3.747510019561627,0x1.dc8dfddae65bbp+1,0x1.dfae6887b9898p+1,0.02442677916256608,9217999636079622845224181897/2475880078570760549798248448,4954558523624020841347476072156013325121606794453953967806303041524493727941846447735343536358139625439276352364513563527395/1322111937580497197903830616065542079656809365928562438569297590548811582472622691650378420879430569695182424050046716608512,True
200,2e3a9e340aad334369a5959855fbe392477e8365777c2be72b995a9dacbe0c00,G,Torch,boundary_normalization,boundary,0,-0.0007078927880843752,0.0007405421702114978,-0x1.7323c2fdbd86ep-11,0x1.8441e3380c51fp-11,0.001448434958295873,-377903075704973323717971/618970019642690137449562112,458373392017217139990263/618970019642690137449562112,True
200,2e3a9e340aad334369a5959855fbe392477e8365777c2be72b995a9dacbe0c00,G,Torch,boundary_normalization,boundary,1,-0.006154816322205032,0.00608634128953555,-0x1.935caed11706ep-8,0x1.8edfdcca751f8p-8,0.012241157611740583,-117139540870591024188077/19342813113834066795298816,112075428247391165754023/19342813113834066795298816,True
200,2e3a9e340aad334369a5959855fbe392477e8365777c2be72b995a9dacbe0c00,H,Flow*,boundary_normalization,boundary,0,-0.000707892788084373,0.0007405421702114959,-0x1.7323c2fdbd85ap-11,0x1.8441e3380c50dp-11,0.001448434958295869,-377903075704973023432019/618970019642690137449562112,458373392017216839704311/618970019642690137449562112,True
200,2e3a9e340aad334369a5959855fbe392477e8365777c2be72b995a9dacbe0c00,H,Flow*,boundary_normalization,boundary,1,-0.006154816322205016,0.006086341289535535,-0x1.935caed11705bp-8,0x1.8edfdcca751e6p-8,0.01224115761174055,-117139540870590970448557/19342813113834066795298816,112075428247391112014503/19342813113834066795298816,True
200,2e3a9e340aad334369a5959855fbe392477e8365777c2be72b995a9dacbe0c00,X1,Torch,cutoff_payment,endpoint,0,0.3782324517387402,0.37974437924793064,0x1.834f5e2a03e0ep-2,0x1.84dbb5e6d6b73p-2,0.001511927509190436,7491669136043680651298084093/19807040628566084398385987584,7521612348233361084822721299/19807040628566084398385987584,True
200,2e3a9e340aad334369a5959855fbe392477e8365777c2be72b995a9dacbe0c00,X1,Torch,cutoff_payment,endpoint,1,3.735143802832251,3.7474578555297042,0x1.de19312f82c37p+1,0x1.dfacb2f251b63p+1,0.012314052697453448,73982145059449325632582638187/19807040628566084398385987584,74226046361565646666448240661/19807040628566084398385987584,True
200,2e3a9e340aad334369a5959855fbe392477e8365777c2be72b995a9dacbe0c00,X2,Flow*,cutoff_payment,endpoint,0,0.3782324517387405,0.37974437924793036,0x1.834f5e2a03e13p-2,0x1.84dbb5e6d6b6ep-2,0.001511927509189881,7491669136043680651298084093/19807040628566084398385987584,7521612348233361084822721299/19807040628566084398385987584,True
200,2e3a9e340aad334369a5959855fbe392477e8365777c2be72b995a9dacbe0c00,X2,Flow*,cutoff_payment,endpoint,1,3.7351438028322517,3.7474578555297025,0x1.de19312f82c39p+1,0x1.dfacb2f251b5fp+1,0.012314052697450784,73982145059449325632582638187/19807040628566084398385987584,74226046361565646666448240661/19807040628566084398385987584,True
200,2e3a9e340aad334369a5959855fbe392477e8365777c2be72b995a9dacbe0c00,X3,Flow*_diagnostic_cutoff_normal,cutoff_payment,endpoint,0,0.37823245173874054,0.3797443792479303,0x1.834f5e2a03e14p-2,0x1.84dbb5e6d6b6dp-2,0.00151192750918977,7491669136043680651298084093/19807040628566084398385987584,7521612348233361084822721299/19807040628566084398385987584,True
200,2e3a9e340aad334369a5959855fbe392477e8365777c2be72b995a9dacbe0c00,X3,Flow*_diagnostic_cutoff_normal,cutoff_payment,endpoint,1,3.735143802832252,3.7474578555297016,0x1.de19312f82c3ap+1,0x1.dfacb2f251b5dp+1,0.012314052697449451,73982145059449325632582638187/19807040628566084398385987584,74226046361565646666448240661/19807040628566084398385987584,True
300,f60037965ae26a9a2aa4778bdb37898b9dd2c369078d222bcb1e82562d1a9d1f,A,Torch,reporting_endpoint,endpoint,0,0.5542189878093539,0.5587484041624807,0x1.1bc29756ed427p-1,0x1.1e14455523dcfp-1,0.004529416353126869,10720168045039673859669961/19342813113834066795298816,10807765959367874245679091/19342813113834066795298816,True
300,f60037965ae26a9a2aa4778bdb37898b9dd2c369078d222bcb1e82562d1a9d1f,A,Torch,reporting_endpoint,endpoint,1,4.682703485741021,4.687693983823268,0x1.2bb169f607dd6p+2,0x1.2c032da08b522p+2,0.00499049808224683,90576663196835354804358713/19342813113834066795298816,90673179571629758817026093/19342813113834066795298816,True
300,f60037965ae26a9a2aa4778bdb37898b9dd2c369078d222bcb1e82562d1a9d1f,B,Flow*,reporting_endpoint,endpoint,0,0.5542189878093544,0.5587484041624804,0x1.1bc29756ed42cp-1,0x1.1e14455523dccp-1,0.004529416353125981,10720168045039673859669961/19342813113834066795298816,10807765959367874245679091/19342813113834066795298816,True
300,f60037965ae26a9a2aa4778bdb37898b9dd2c369078d222bcb1e82562d1a9d1f,B,Flow*,reporting_endpoint,endpoint,1,4.682703485741024,4.687693983823264,0x1.2bb169f607ddap+2,0x1.2c032da08b51ep+2,0.004990498082239725,90576663196835354804358713/19342813113834066795298816,90673179571629758817026093/19342813113834066795298816,True
300,f60037965ae26a9a2aa4778bdb37898b9dd2c369078d222bcb1e82562d1a9d1f,C,Torch,reporting_tube,tube,0,0.5497870902072914,0.5587484042475368,0x1.197db18868196p-1,0x1.1e144555dee74p-1,0.00896131404024536,19810608113673903/36028797018963968,11542623989995563235918077093746672169500160910867733697839524410584564743011766857672494149212721099366843013008857227821/20657999024695268717247353376024094994637646342633788102645274852325180976134729557037162826241102651487225375781979947008,True
300,f60037965ae26a9a2aa4778bdb37898b9dd2c369078d222bcb1e82562d1a9d1f,C,Torch,reporting_tube,tube,1,4.6780801675754535,4.687834327925378,0x1.2b65aa5bf360ap+2,0x1.2c057a45e05c6p+2,0.00975416034992449,10787432538766418783/2305843009213693952,24209592009283197185922290441570703560145206370060655003223540119433397176504051892805087564919709238152904345366277746931/5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986752,True
300,f60037965ae26a9a2aa4778bdb37898b9dd2c369078d222bcb1e82562d1a9d1f,D,Flow*,reporting_tube,tube,0,0.5497870902072929,0.5587484042475346,0x1.197db188681a3p-1,0x1.1e144555dee60p-1,0.008961314040241697,19810608113673903/36028797018963968,11542623989995563235918077093746672169500160910867733697839524410584564743011766857672494149212721099366843013008857227821/20657999024695268717247353376024094994637646342633788102645274852325180976134729557037162826241102651487225375781979947008,True
300,f60037965ae26a9a2aa4778bdb37898b9dd2c369078d222bcb1e82562d1a9d1f,D,Flow*,reporting_tube,tube,1,4.678080167575472,4.687834327925364,0x1.2b65aa5bf361fp+2,0x1.2c057a45e05b6p+2,0.009754160349891627,10787432538766418783/2305843009213693952,24209592009283197185922290441570703560145206370060655003223540119433397176504051892805087564919709238152904345366277746931/5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986752,True
300,f60037965ae26a9a2aa4778bdb37898b9dd2c369078d222bcb1e82562d1a9d1f,E,Torch,reporting_endpoint,endpoint,0,0.5542189877186895,0.5587484042552446,0x1.1bc2975625e2fp-1,0x1.1e144555efda6p-1,0.004529416536555142,42880672173143888925070035/77371252455336267181195264,43231063844648748011035585/77371252455336267181195264,True
300,f60037965ae26a9a2aa4778bdb37898b9dd2c369078d222bcb1e82562d1a9d1f,E,Torch,reporting_endpoint,endpoint,1,4.682703485647131,4.68769398391467,0x1.2bb169f5ee0e7p+2,0x1.2c032da0a4720p+2,0.0049904982675395,362306652780077055447636719/77371252455336267181195264,181346359146795443011416811/38685626227668133590597632,True
300,f60037965ae26a9a2aa4778bdb37898b9dd2c369078d222bcb1e82562d1a9d1f,E,Torch,reporting_tube,tube,0,0.5497870902016796,0.5587484042552482,0x1.197db1885bc23p-1,0x1.1e144555efdc6p-1,0.008961314053568592,170171827922466595507700675/309485009821345068724781056,11542623990154861820821436130974472992970941228277725291547214003690276930263991758570757485086792764458284951110796960301/20657999024695268717247353376024094994637646342633788102645274852325180976134729557037162826241102651487225375781979947008,True
300,f60037965ae26a9a2aa4778bdb37898b9dd2c369078d222bcb1e82562d1a9d1f,E,Torch,reporting_tube,tube,1,4.678080167567162,4.687834327931181,0x1.2b65aa5bf1193p+2,0x1.2c057a45e1f4cp+2,0.009754160364018993,2895729372607869851913761795/618970019642690137449562112,24209592009313162309483027782783491564538501143798849464999813647480921849153493008706417089118518425526883883238459273459/5164499756173817179311838344006023748659411585658447025661318713081295244033682389259290706560275662871806343945494986752,True
300,f60037965ae26a9a2aa4778bdb37898b9dd2c369078d222bcb1e82562d1a9d1f,F,Flow*,reporting_endpoint,endpoint,0,0.5542189877186902,0.5587484042552442,0x1.1bc2975625e35p-1,0x1.1e144555efda2p-1,0.004529416536554032,42880672173143888925070035/77371252455336267181195264,43231063844648748011035585/77371252455336267181195264,True
300,f60037965ae26a9a2aa4778bdb37898b9dd2c369078d222bcb1e82562d1a9d1f,F,Flow*,reporting_endpoint,endpoint,1,4.682703485647134,4.687693983914666,0x1.2bb169f5ee0ebp+2,0x1.2c032da0a471bp+2,0.004990498267531507,362306652780077055447636719/77371252455336267181195264,181346359146795443011416811/38685626227668133590597632,True
300,f60037965ae26a9a2aa4778bdb37898b9dd2c369078d222bcb1e82562d1a9d1f,F,Flow*,reporting_tube,tube,0,0.5497870902016812,0.5587484042552459,0x1.197db1885bc31p-1,0x1.1e144555efdb1p-1,0.008961314053564706,170171827922466595507700675/309485009821345068724781056,11542623990154861820821436130974472992970941228277725291547214003690276930263991758570757485086792764458284951110796960301/20657999024695268717247353376024094994637646342633788102645274852325180976134729557037162826241102651487225375781979947008,True
